PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Matt Ammendola,2565555,K,FA,Bye,,,,,,,,,,,,1,0.00,
Mike Badgley,2560965,K,DET,CHI,,,,,,,,,,,7.88,2,0.00,-7.88
Tyler Bass,2563596,K,BUF,@CIN,,,,,,,,,,,6.13,3,0.00,-6.13
Taylor Bertolet,2556472,K,LAC,LA,,,,,,,,,,,0.00,4,0.00,0.0
Rodrigo Blankenship,2564106,K,FA,Bye,,,,,,,,,,,,5,0.00,
Jose Borregales,2567139,K,FA,Bye,,,,,,,,,,,,6,0.00,
Chris Boswell,2550545,K,PIT,@BAL,,,,,,,,,,,6.70,7,0.00,-6.7
Randy Bullock,2533444,K,TEN,DAL,,,,,,,,,,,7.36,8,0.00,-7.36
Harrison Butker,2558245,K,KC,DEN,,,,,,,,,,,7.61,9,0.00,-7.61
Daniel Carlson,2560993,K,LV,SF,,,,,,,,,,,7.40,10,0.00,-7.4
Mason Crosby,2507232,K,GB,MIN,,,,,,,,,,,7.65,11,0.00,-7.65
Cameron Dicker,2568435,K,LAC,LA,,,,,,,,,,,0.00,12,0.00,0.0
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,,13,0.00,
Jake Elliott,2558172,K,PHI,NO,,,,,,,,,,,6.95,14,0.00,-6.95
Ka'imi Fairbairn,2556521,K,HOU,JAX,,,,,,,,,,,6.93,15,0.00,-6.93
Nick Folk,2507225,K,NE,MIA,,,,,,,,,,,6.76,16,0.00,-6.76
Graham Gano,71309,K,NYG,IND,,,,,,,,,,,7.12,17,0.00,-7.12
Jonathan Garibay,2568684,K,FA,Bye,,,,,,,,,,,,18,0.00,
Matt Gay,2562271,K,LA,@LAC,,,,,,,,,,,6.20,19,0.00,-6.2
Zane Gonzalez,2558178,K,CAR,@TB,,,,,,,,,,,0.00,20,0.00,0.0
Robbie Gould,2506264,K,SF,@LV,,,,,,,,,,,7.21,21,0.00,-7.21
Dustin Hopkins,2539227,K,LAC,LA,,,,,,,,,,,0.00,22,0.00,0.0
Brian Johnson,2566740,K,FA,Bye,,,,,,,,,,,,23,0.00,
Greg Joseph,2561534,K,MIN,@GB,,,,,,,,,,,6.27,24,0.00,-6.27
Younghoe Koo,2559205,K,ATL,ARI,,,,,,,,,,,8.02,25,0.00,-8.02
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,,26,0.00,
Wil Lutz,2556601,K,NO,@PHI,,,,,,,,,,,6.89,27,0.00,-6.89
Brett Maher,2540243,K,DAL,@TEN,,,,,,,,,,,7.08,28,0.00,-7.08
James McCourt,2569215,K,JAX,@HOU,,,,,,,,,,,0.00,29,0.00,0.0
Chase McLaughlin,2563203,K,IND,@NYG,,,,,,,,,,,6.85,30,0.00,-6.85
Brandon McManus,2541556,K,DEN,@KC,,,,,,,,,,,6.01,31,0.00,-6.01
Evan McPherson,2565953,K,CIN,BUF,,,,,,,,,,,7.83,32,0.00,-7.83
Andrew Mevis,2567754,K,FA,Bye,,,,,,,,,,,,33,0.00,
JJ Molson,2565550,K,FA,Bye,,,,,,,,,,,,34,0.00,
Jason Myers,2553112,K,SEA,NYJ,,,,,,,,,,,7.53,35,0.00,-7.53
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,,36,0.00,
Quinn Nordin,2565684,K,NE,MIA,,,,,,,,,,,0.00,37,0.00,0.0
Riley Patterson,2567013,K,JAX,@HOU,,,,,,,,,,,6.76,38,0.00,-6.76
Eddy Pineiro,2560842,K,CAR,@TB,,,,,,,,,,,6.82,39,0.00,-6.82
Matt Prater,2506677,K,ARI,@ATL,,,,,,,,,,,6.24,40,0.00,-6.24
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,,41,0.00,
Jason Sanders,2561153,K,MIA,@NE,,,,,,,,,,,6.96,42,0.00,-6.96
Cairo Santos,2550636,K,CHI,@DET,,,,,,,,,,,6.28,43,0.00,-6.28
Ryan Santoso,2561269,K,FA,Bye,,,,,,,,,,,,44,0.00,
Nick Sciba,2569450,K,FA,Bye,,,,,,,,,,,,45,0.00,
Austin Seibert,2562729,K,FA,Bye,,,,,,,,,,,,46,0.00,
Caleb Shudak,2568843,K,TEN,DAL,,,,,,,,,,,0.00,47,0.00,0.0
Sam Sloman,2564397,K,FA,Bye,,,,,,,,,,,,48,0.00,
Joey Slye,2563132,K,WAS,CLE,,,,,,,,,,,6.69,49,0.00,-6.69
Ryan Succop,89802,K,TB,CAR,,,,,,,,,,,7.16,50,0.00,-7.16
Justin Tucker,2536340,K,BAL,PIT,,,,,,,,,,,7.71,51,0.00,-7.71
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,,52,0.00,
Tristan Vizcaino,2562807,K,NE,MIA,,,,,,,,,,,0.00,53,0.00,0.0
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,,54,0.00,
Cade York,2567487,K,CLE,@WAS,,,,,,,,,,,6.82,55,0.00,-6.82
Greg Zuerlein,2534797,K,NYJ,@SEA,,,,,,,,,,,6.49,56,0.00,-6.49
