PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Johnathan Abram,2562616,DB,SEA,NYJ,,,,,,,,,,,,,,,,,,0.85,1,0.00,-0.85
DeMarkus Acy,2565087,DB,FA,Bye,,,,,,,,,,,,,,,,,,,2,0.00,
Andrew Adams,2556456,DB,TEN,DAL,,,,,,,,,,,,,,,,,,4.19,3,0.00,-4.19
Jamal Adams,2557979,DB,SEA,NYJ,,,,,,,,,,,,,,,,,,0.00,4,0.00,0.0
Nasir Adderley,2562617,DB,LAC,LA,,,,,,,,,,,,,,,,,,8.33,5,0.00,-8.33
Paulson Adebo,2566346,DB,NO,@PHI,,,,,,,,,,,,,,,,,,9.29,6,0.00,-9.29
Jaire Alexander,2560952,DB,GB,MIN,,,,,,,,,,,,,,,,,,8.93,7,0.00,-8.93
Dee Alford,2567244,DB,ATL,ARI,,,,,,,,,,,,,,,,,,2.52,8,0.00,-2.52
Marcus Allen,2560956,DB,PIT,@BAL,,,,,,,,,,,,,,,,,,0.36,9,0.00,-0.36
Ugo Amadi,2562464,DB,KC,DEN,,,,,,,,,,,,,,,,,,0.00,10,0.00,0.0
Adrian Amos,2552385,DB,GB,MIN,,,,,,,,,,,,,,,,,,9.84,11,0.00,-9.84
Tycen Anderson,2567442,DB,CIN,BUF,,,,,,,,,,,,,,,,,,0.00,12,0.00,0.0
Zayne Anderson,2566977,DB,KC,DEN,,,,,,,,,,,,,,,,,,0.00,13,0.00,0.0
Troy Apke,2560958,DB,FA,Bye,,,,,,,,,,,,,,,,,,,14,0.00,
Eli Apple,2555277,DB,CIN,BUF,,,,,,,,,,,,,,,,,,8.42,15,0.00,-8.42
Jalyn Armour-Davis,2567262,DB,BAL,PIT,,,,,,,,,,,,,,,,,,0.00,16,0.00,0.0
Cornell Armstrong,2561147,DB,ATL,ARI,,,,,,,,,,,,,,,,,,1.23,17,0.00,-1.23
Blessuan Austin,2562468,DB,FA,Bye,,,,,,,,,,,,,,,,,,,18,0.00,
Anthony Averett,2560963,DB,LV,SF,,,,,,,,,,,,,,,,,,0.00,19,0.00,0.0
Chidobe Awuzie,2557840,DB,CIN,BUF,,,,,,,,,,,,,,,,,,0.00,20,0.00,0.0
Budda Baker,2558009,DB,ARI,@ATL,,,,,,,,,,,,,,,,,,10.86,21,0.00,-10.86
Deandre Baker,2562227,DB,FA,Bye,,,,,,,,,,,,,,,,,,,22,0.00,
Corey Ballentine,2562228,DB,GB,MIN,,,,,,,,,,,,,,,,,,0.00,23,0.00,0.0
Luq Barcoo,2564160,DB,FA,Bye,,,,,,,,,,,,,,,,,,,24,0.00,
Kalon Barnes,2567343,DB,MIN,@GB,,,,,,,,,,,,,,,,,,0.00,25,0.00,0.0
Essang Bassey,2563875,DB,DEN,@KC,,,,,,,,,,,,,,,,,,6.17,26,0.00,-6.17
Jessie Bates,2560970,DB,CIN,BUF,,,,,,,,,,,,,,,,,,8.54,27,0.00,-8.54
Vonn Bell,2555530,DB,CIN,BUF,,,,,,,,,,,,,,,,,,9.15,28,0.00,-9.15
Dane Belton,2567988,DB,NYG,IND,,,,,,,,,,,,,,,,,,1.09,29,0.00,-1.09
Christian Benford,2567322,DB,BUF,@CIN,,,,,,,,,,,,,,,,,,0.00,30,0.00,0.0
Justin Bethel,2532792,DB,MIA,@NE,,,,,,,,,,,,,,,,,,1.06,31,0.00,-1.06
Henry Black,2563974,DB,IND,@NYG,,,,,,,,,,,,,,,,,,0.00,32,0.00,0.0
Julian Blackmon,2564103,DB,IND,@NYG,,,,,,,,,,,,,,,,,,8.01,33,0.00,-8.01
Josh Blackwell,2568054,DB,CHI,@DET,,,,,,,,,,,,,,,,,,0.71,34,0.00,-0.71
Marquise Blair,2562233,DB,FA,Bye,,,,,,,,,,,,,,,,,,,35,0.00,
DaRon Bland,2567490,DB,DAL,@TEN,,,,,,,,,,,,,,,,,,8.96,36,0.00,-8.96
Reed Blankenship,2568057,DB,PHI,NO,,,,,,,,,,,,,,,,,,7.72,37,0.00,-7.72
Joshuah Bledsoe,2566331,DB,NE,MIA,,,,,,,,,,,,,,,,,,0.00,38,0.00,0.0
Joey Blount,2568225,DB,SEA,NYJ,,,,,,,,,,,,,,,,,,0.47,39,0.00,-0.47
Bubba Bolden,2568228,DB,CLE,@WAS,,,,,,,,,,,,,,,,,,0.00,40,0.00,0.0
Andrew Booth,2567904,DB,MIN,@GB,,,,,,,,,,,,,,,,,,0.00,41,0.00,0.0
Dicaprio Bootle,2566980,DB,KC,DEN,,,,,,,,,,,,,,,,,,0.00,42,0.00,0.0
Breon Borders,2559015,DB,CHI,@DET,,,,,,,,,,,,,,,,,,0.00,43,0.00,0.0
Kris Boyd,2562630,DB,MIN,@GB,,,,,,,,,,,,,,,,,,0.48,44,0.00,-0.48
James Bradberry,2555175,DB,PHI,NO,,,,,,,,,,,,,,,,,,6.92,45,0.00,-6.92
John Brannon,2565018,DB,FA,Bye,,,,,,,,,,,,,,,,,,,46,0.00,
Brady Breeze,2566103,DB,DET,CHI,,,,,,,,,,,,,,,,,,0.00,47,0.00,0.0
