PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Saquon Barkley,2560968,RB,PHI,GB,,,,70.67,0.43,2.68,20.19,0.12,,,,0.18,13.37,6,1,33.20,19.83
Joe Mixon,2557976,RB,HOU,@IND,,,,61.28,0.39,2.91,21.16,0.08,,,,0.13,12.26,12,2,25.30,13.04
Jordan Mason,2569257,RB,SF,NYJ,,,,62.34,0.59,1.95,14.43,0.13,,,,,12.97,9,3,21.70,8.73
J.K. Dobbins,2563548,RB,LAC,LV,,,,21.55,0.18,0.86,6.4,0.05,,,,0.06,4.49,48,4,21.40,16.91
De'Von Achane,2570062,RB,MIA,JAX,,,,58.69,0.44,2.45,18.99,0.1,,,,0.11,12.01,14,5,19.50,7.49
Alvin Kamara,2558019,RB,NO,CAR,,,,57.17,0.32,3.88,28.65,0.13,,,,0.15,12.92,10,6,19.50,6.58
Rhamondre Stevenson,2566343,RB,NE,@CIN,,,,47.55,0.31,1.7,12.57,0.05,,,,0.11,8.80,32,7,19.10,10.3
Aaron Jones,2558116,RB,MIN,@NYG,,,,55.1,0.37,2.07,15.35,0.11,,,,0.12,10.72,21,8,17.90,7.18
Kenneth Walker III,2568282,RB,SEA,DEN,,,,62.22,0.45,1.89,13.73,0.07,,,,0.13,11.40,18,9,17.90,6.5
James Conner,2557978,RB,ARI,@BUF,,,,59.24,0.47,2.25,16.78,0.07,,,,0.13,11.71,16,10,17.80,6.09
Tony Pollard,2562699,RB,TEN,@CHI,,,,51.35,0.28,1.77,12.92,0.05,,,,0.11,9.07,30,11,16.90,7.83
Brian Robinson,2568348,RB,WAS,@TB,,,,47.63,0.35,1.41,10.41,0.06,,,,0.12,8.73,33,12,16.40,7.67
Jerome Ford,2567469,RB,CLE,DAL,,,,56.54,0.41,2.53,18.02,0.06,,,,0.07,11.40,17,13,15.90,4.5
Breece Hall,2568030,RB,NYJ,@SF,,,,68.59,0.51,3.29,24.41,0.12,,,,0.17,14.39,2,14,15.80,1.41
David Montgomery,2562502,RB,DET,LAR,,,,58.54,0.58,1.31,9.51,0.06,,,,0.13,11.04,20,15,15.80,4.76
Jahmyr Gibbs,2569747,RB,DET,LAR,,,,61.77,0.48,3.56,26.67,0.13,,,,0.14,14.00,3,16,15.40,1.4
Isiah Pacheco,2567808,RB,KC,BAL,,,,65.31,0.5,2.45,18.15,0.11,,,,0.12,12.99,8,17,14.80,1.81
Alexander Mattison,2562682,RB,LV,@LAC,,,,19.21,0.11,0.79,5.63,0.03,,,,0.06,3.60,56,18,14.20,10.6
Zack Moss,2563617,RB,CIN,NE,,,,49.03,0.39,1.85,13.42,0.04,,,,0.17,9.41,27,19,13.70,4.29
Bijan Robinson,2569558,RB,ATL,PIT,,,,69.37,0.49,3.42,25.54,0.12,,,,0.18,14.50,1,20,13.60,-0.9
Rachaad White,2568315,RB,TB,WAS,,,,54.21,0.37,3.14,23.27,0.13,,,,0.19,11.94,15,21,13.60,1.66
