PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Zack Baun,2564664,LB,PHI,GB,1.31,0.48,0.12,0.18,,0.06,0.06,,,,,,,,,,,3.03,122,1,25.40,22.37
Eric Kendricks,2552312,LB,DAL,@CLE,4.06,2.15,0.12,0.48,0.06,,0.06,,,,,,,,0.3,,,8.76,42,2,23.57,14.81
T.J. Edwards,2562648,LB,CHI,TEN,5.35,3.37,0.21,0.48,0.06,,0.06,,,,,,,0.42,0.42,0.48,,12.73,3,3,22.00,9.27
Alex Anzalone,2558163,LB,DET,LAR,4.84,2.24,0.15,0.42,0.06,,0.06,,,,,,,0.36,0.6,,,11.00,10,4,21.30,10.3
Foye Oluokun,2561132,LB,JAX,@MIA,6.47,3.65,0.15,0.59,0.06,0.06,0.12,,,,,,,0.29,0.47,,,14.58,1,5,20.20,5.62
Logan Wilson,2563752,LB,CIN,NE,4.68,2.37,0.09,0.24,0.12,0.06,,,,,,,,0.3,0.18,1.66,,10.51,18,6,19.10,8.59
Alex Singleton,2553739,LB,DEN,@SEA,5.33,3.1,0.05,0.27,0.05,0.05,0.05,,,,,,,0.22,0.22,1.36,,11.47,8,7,19.00,7.53
Tyrel Dodson,2562560,LB,SEA,DEN,5.21,1.89,0.23,0.74,,,0.06,,,,,,,,,,,10.58,17,8,18.10,7.52
Joey Bosa,2555249,LB,LAC,LV,1.09,0.91,0.46,0.55,,0.12,0.06,,,,,,,0.06,0.61,,,4.86,100,9,17.60,12.74
Andrew Van Ginkel,2562768,LB,MIN,@NYG,2.02,1.46,0.31,0.34,0.06,,0.06,,,,,,,0.39,0.9,1.8,,6.79,68,10,17.53,10.74
Mack Wilson,2562605,LB,ARI,@BUF,3.56,1.86,0.28,0.62,0.06,0.17,0.06,,,,,,,0.34,0.56,,,9.94,28,11,16.60,6.66
Darius Muasau,2572339,LB,NYG,MIN,1.11,0.39,,0.17,,,,,0.06,,,,,,,,0.06,2.40,143,12,15.63,13.23
Terrel Bernard,2567325,LB,BUF,ARI,4.84,3.06,0.25,0.51,0.06,,0.06,,,,,,,0.25,0.51,,,11.51,7,13,15.60,4.09
DeMarvion Overshown,2569705,LB,DAL,@CLE,1.06,0.61,0.06,0.22,,0.06,,,,,,,,,0.17,,,2.70,126,14,15.60,12.9
Roquan Smith,2560877,LB,BAL,@KC,4.94,3.22,0.17,0.33,0.06,,,,,,,,,0.44,0.28,0.44,,11.64,6,15,15.30,3.66
Ja'Whaun Bentley,2561143,LB,NE,@CIN,2.87,2.77,0.23,0.25,,0.05,,,,,,,,0.15,0.5,,,7.60,53,16,15.00,7.4
Bobby Wagner,2532966,LB,WAS,@TB,4.27,3.17,0.11,0.49,,,,,,,,,,0.16,0.27,,,9.80,30,17,15.00,5.2
Jonathon Cooper,2566028,LB,DEN,@SEA,1.72,1.55,0.28,0.28,,0.06,0.06,,,,,,,0.06,0.78,0.67,,5.32,93,18,14.40,9.08
Quay Walker,2567631,LB,GB,@PHI,,,,,,,,,,,,,,,,,,0.00,408,19,14.40,14.4
Robert Spillane,2561596,LB,LV,@LAC,4.17,2.57,0.11,0.34,0.06,0.06,0.06,,,,,,,0.23,0.23,1.08,,9.73,31,20,13.80,4.07
E.J. Speed,2562955,LB,IND,HOU,2.48,1.95,0.03,0.47,,0.12,,,,,,,,0.18,0.12,,,6.59,74,21,13.70,7.11
Micah Parsons,2566019,LB,DAL,@CLE,2.28,1.05,0.88,0.88,,0.12,0.06,,,,,,,0.18,1.99,,,9.06,36,22,13.60,4.54
Leo Chenal,2567784,LB,KC,BAL,2.79,1.94,0.3,0.61,,,,,,,,,,0.06,0.61,,,7.32,58,23,13.40,6.08
Jeremiah Owusu-Koramoah,2565983,LB,CLE,DAL,4.11,1.53,0.12,1.17,0.06,0.12,,,,,,,,0.35,0.29,0.7,,10.75,14,24,13.30,2.55
Devin Lloyd,2567751,LB,JAX,@MIA,4.44,2.98,,0.06,0.06,,0.11,,,,,,,0.45,0.11,,,10.04,25,25,13.20,3.16
Kyzir White,2560928,LB,ARI,@BUF,4.01,2.66,0.14,0.73,0.06,,,,,,,,,0.28,0.23,,,10.01,26,26,13.10,3.09
Eku Leota,2570789,LB,PIT,@ATL,0.36,0.31,0.05,0.05,,0.05,,,,,,,,,0.05,,,1.10,203,27,13.00,11.9
SirVocea Dennis,2570347,LB,TB,WAS,0.91,0.57,,0.11,,0.06,0.06,,,,,,,,0.06,,,2.17,157,28,12.70,10.53
C.J. Mosley,2543464,LB,NYJ,@SF,4.44,3.44,0.06,0.28,0.06,0.06,0.06,,,,,,,0.33,0.11,0.28,,10.63,16,29,12.60,1.97
Shaq Thompson,2552447,LB,CAR,@NO,3.03,2.19,,0.34,,,,,,,,,,0.17,0.11,,,6.85,66,30,12.60,5.75
Khalil Mack,2543463,LB,LAC,LV,2.11,1.2,0.4,0.63,,0.17,0.06,,,,,,,0.23,0.8,,,7.26,59,31,12.43,5.17
Patrick Jones II,2566307,LB,MIN,@NYG,0.49,0.33,0.05,0.11,,,,,,,,,,,,,,1.20,200,32,12.20,11.0
Fred Warner,2560917,LB,SF,NYJ,4.89,3.06,0.15,0.31,0.12,0.12,,,,,,,,0.61,0.31,,,12.46,4,33,12.20,-0.26
Troy Reeder,2563313,LB,LAR,@DET,0.76,0.41,,,,0.06,0.06,,0.06,,,,,,,,0.06,1.90,166,34,11.80,9.9
Dorian Williams,2569582,LB,BUF,ARI,3.25,1.77,0.11,0.17,,0.06,,,,,,,,,0.11,,,6.68,72,35,11.80,5.12
T.J. Watt,2558064,LB,PIT,@ATL,2.59,0.81,0.86,1.15,0.06,0.23,0.17,,,,,,,0.35,2.02,0.23,,10.89,12,36,11.70,0.81
Nakobe Dean,2568072,LB,PHI,GB,5.7,2.08,0.11,0.36,,,,,,,,,,,0.24,,,10.68,15,37,11.50,0.82
Germaine Pratt,2562702,LB,CIN,NE,3.43,2.96,0.09,0.41,0.06,0.12,0.06,,,,,,,0.18,0.12,0.24,,8.92,39,38,11.50,2.58
Zaven Collins,2566421,LB,ARI,@BUF,1.19,0.85,0.11,0.28,0.06,,,,,,,,,0.11,0.34,,,3.59,116,39,11.40,7.81
David Long,2562799,LB,MIA,JAX,2.97,1.76,0.06,0.3,,,,,,,,,,0.12,0.18,,,6.47,77,40,11.10,4.63
Boye Mafe,2568258,LB,SEA,DEN,2.18,1.03,0.4,0.34,,0.06,0.06,,,,,,,0.23,0.8,,,6.44,79,41,11.10,4.66
Henry To'oTo'o,2569831,LB,HOU,@IND,2.56,1.75,,0.06,,0.06,,,,,,,,0.12,0.06,,,5.52,90,42,10.90,5.38
