PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Isaiah Likely,2567283,TE,BAL,@KC,,,,,,2.11,23.39,0.18,,,,0.06,4.35,30,1,21.60,17.25
Foster Moreau,2562317,TE,NO,CAR,,,,,,2.07,21.77,0.16,,,,,4.17,31,2,12.30,8.13
Chig Okonkwo,2567658,TE,TEN,@CHI,,,,0.22,,2.39,24.43,0.17,,,,0.06,4.56,28,3,11.50,6.94
Kyle Pitts,2565830,TE,ATL,PIT,,,,,,4.34,53.98,0.32,,,,0.06,9.37,5,4,10.10,0.73
Juwan Johnson,2564676,TE,NO,CAR,,,,,,2.52,28.27,0.24,,,,0.08,5.37,23,5,9.60,4.23
Brock Bowers,2572219,TE,LV,@LAC,,,,,,3.45,38.43,0.28,,,,0.06,7.13,13,6,8.80,1.67
David Njoku,2557986,TE,CLE,DAL,,,,,,4.19,45.17,0.32,,,,0.06,8.41,10,7,7.90,-0.51
Colby Parkinson,2565180,TE,LAR,@DET,,,,,,2.87,30.88,0.23,,,,,5.90,18,8,6.70,0.8
Sam LaPorta,2569726,TE,DET,LAR,,,,,,5.78,59.82,0.5,,,,0.07,11.73,2,9,6.50,-5.23
George Kittle,2558266,TE,SF,NYJ,,,,0.3,,3.9,53.21,0.36,,,,0.06,9.34,7,10,6.00,-3.34
Trey McBride,2568117,TE,ARI,@BUF,,,,,,4.99,51.16,0.31,,,,0.06,9.35,6,11,5.50,-3.85
Noah Gray,2566178,TE,KC,BAL,,,,,,1.48,15.83,0.12,,,,,3.04,40,12,5.20,2.16
Josh Oliver,2562693,TE,MIN,@NYG,,,,,,0.59,6.24,0.05,,,,,1.22,62,13,5.20,3.98
Dallas Goedert,2560995,TE,PHI,GB,,,,,,4,42.85,0.25,,,,0.06,7.67,11,14,5.10,-2.57
Travis Kelce,2540258,TE,KC,BAL,,,,0.29,,5.72,60.58,0.5,,,,0.07,11.81,1,15,4.90,-6.91
Pat Freiermuth,2566442,TE,PIT,@ATL,,,,,,3.19,33.31,0.22,,,,0.06,6.13,17,16,4.70,-1.43
Tucker Kraft,2569768,TE,GB,@PHI,,,,,,1.57,16.41,0.13,,,,0.07,3.07,38,17,4.70,1.63
Zach Ertz,2540158,TE,WAS,@TB,,,,,,2.26,21.41,0.13,,,,,4.05,32,18,4.30,0.25
Hayden Hurst,2560747,TE,LAC,LV,,,,,,2.38,24.48,0.18,,,,,4.72,26,19,4.30,-0.42
Jordan Akins,2560951,TE,CLE,DAL,,,,,,0.46,4.56,0.06,,,,,1.05,67,20,4.20,3.15
Taysom Hill,2558954,TE,NO,CAR,4.9,,,20.87,0.15,1.4,14.38,0.11,,,,0.06,5.86,20,21,4.10,-1.76
Austin Hooper,2555415,TE,NE,@CIN,,,,,,0.55,5.48,0.05,,,,,1.12,63,22,4.10,2.98
Mike Gesicki,2560994,TE,CIN,NE,,,,,,1.47,15.91,0.12,,,,,3.05,39,23,3.30,0.25
Dalton Schultz,2560866,TE,HOU,@IND,,,,,,3.58,37.6,0.3,,,,0.06,7.23,12,24,3.10,-4.13
Jake Ferguson,2567496,TE,DAL,@CLE,,,,,,4.24,44.25,0.33,,,,0.06,8.41,9,25,3.00,-5.41
Hunter Henry,2555341,TE,NE,@CIN,,,,,,3,30.22,0.24,,,,0.05,5.86,19,26,2.80,-3.06
Dawson Knox,2562681,TE,BUF,ARI,,,,,,1.86,20.3,0.19,,,,0.06,3.98,34,27,2.80,-1.18
