PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jayden Reed,2569765,WR,GB,@PHI,,,,4.57,0.06,4.27,53.24,0.3,,,,0.06,9.96,34,1,31.10,21.14
Cooper Kupp,2557898,WR,LAR,@DET,,,,1.59,,5.51,65.67,0.43,,,,0.12,11.82,11,2,25.00,13.18
Allen Lazard,2560787,WR,NYJ,@SF,,,,0.34,,1.54,21.02,0.17,,,,0.1,3.73,95,3,23.90,20.17
Tyreek Hill,2556214,WR,MIA,JAX,,,,2.24,,6.97,99.48,0.56,,,,0.12,16.78,1,4,22.50,5.72
Jameson Williams,2567565,WR,DET,LAR,,,,2.03,,3.31,47.03,0.29,,,,0.06,8.18,48,5,21.90,13.72
Mike Evans,2543468,WR,TB,WAS,,,,0.29,,4.35,65.07,0.47,,,,0.06,11.41,15,6,20.60,9.19
A.J. Brown,2562238,WR,PHI,GB,,,,0.38,,5.6,84.23,0.51,,,,0.13,14.06,4,7,20.40,6.34
Alec Pierce,2567715,WR,IND,HOU,,,,0.36,,1.76,26.94,0.14,,,,,4.45,87,8,20.00,15.55
Xavier Worthy,2572186,WR,KC,BAL,,,,1.31,,3.82,51.23,0.37,,,,0.06,9.26,37,9,19.80,10.54
Stefon Diggs,2552608,WR,HOU,@IND,,,,0.31,,5.2,62.86,0.44,,,,0.12,11.32,17,10,18.90,7.58
Chris Godwin,2558105,WR,TB,WAS,,,,1.53,,5.13,57.74,0.29,,,,0.06,10.11,33,11,18.30,8.19
Deebo Samuel Sr.,2562721,WR,SF,NYJ,,,,13.91,0.15,3.72,52.27,0.34,,,,0.06,11.30,18,12,16.20,4.9
Rashee Rice,2569921,WR,KC,BAL,,,,0.7,,6.28,67.69,0.46,,,,0.15,12.44,7,13,15.30,2.86
Rashid Shaheed,2569110,WR,NO,CAR,,,,3.44,,3.44,46.33,0.26,0.06,,,0.06,8.50,45,14,14.80,6.3
Nico Collins,2566127,WR,HOU,@IND,,,,0.63,,4.9,72.2,0.44,,,,0.13,12.11,9,15,14.70,2.59
Justin Jefferson,2564556,WR,MIN,@NYG,,,,0.69,,6.07,82.44,0.48,,,,0.12,13.99,5,16,13.90,-0.09
Jaylen Waddle,2566292,WR,MIA,JAX,,,,1.19,,5.03,69.06,0.38,,,,0.06,11.70,13,17,13.70,2.0
DeVonta Smith,2566409,WR,PHI,GB,,,,0.37,,5.21,63.79,0.37,,,,0.06,11.12,21,18,13.40,2.28
Brian Thomas Jr.,2572162,WR,JAX,@MIA,,,,0.83,,3.49,45.1,0.3,,,,0.06,8.02,54,19,12.70,4.68
Brandin Cooks,2543498,WR,DAL,@CLE,,,,1.02,,3.24,40.43,0.3,,,,0.06,7.45,59,20,12.50,5.05
Ladd McConkey,2572477,WR,LAC,LV,,,,0.61,,3.56,43.4,0.33,,,,0.06,8.04,53,21,12.40,4.36
Ashton Dulin,2562646,WR,IND,HOU,,,,0.23,,0.52,5.85,0.06,,,,,1.23,133,22,11.90,10.67
Khalil Shakir,2567334,WR,BUF,ARI,,,,0.49,,3.75,44.46,0.31,,,,0.06,8.11,50,23,11.70,3.59
CeeDee Lamb,2563848,WR,DAL,@CLE,,,,4.14,0.06,6.43,81.37,0.45,,,,0.11,14.61,3,24,11.10,-3.51
Ja'Marr Chase,2565941,WR,CIN,NE,,,,0.8,,5.23,68.11,0.41,,,,0.1,11.77,12,25,10.70,-1.07
Tyler Lockett,2552430,WR,SEA,DEN,,,,0.32,,4.09,49.15,0.32,,,,0.06,8.79,40,26,10.70,1.91
George Pickens,2568159,WR,PIT,@ATL,,,,0.57,,4.06,61.29,0.34,,,,0.06,10.14,31,27,10.50,0.36
Tyler Johnson,2565225,WR,LAR,@DET,,,,,,,,,,,,,0.00,280,28,10.40,10.4
Mack Hollins,2558262,WR,BUF,ARI,,,,,,1.13,14.56,0.11,,,,,2.68,103,29,10.10,7.42
Jerry Jeudy,2563896,WR,CLE,DAL,,,,0.78,,3.61,46.1,0.3,,,,0.06,8.17,49,30,10.00,1.83
Jalen McMillan,2572552,WR,TB,WAS,,,,1.22,,3.05,32.31,0.22,,,,,6.20,71,31,9.70,3.5
Malik Nabers,2572342,WR,NYG,MIN,,,,0.86,,4.38,59.43,0.35,,,,0.06,10.20,29,32,9.10,-1.1
Garrett Wilson,2568048,WR,NYJ,@SF,,,,1.73,,5.53,70.12,0.45,,,,0.11,12.43,8,33,9.00,-3.43
Jauan Jennings,2565114,WR,SF,NYJ,,,,0.38,,1.38,17.41,0.13,,,,,3.25,101,34,8.90,5.65
Wan'Dale Robinson,2568012,WR,NYG,MIN,,,,3.8,,3.99,40.87,0.28,,,,0.07,8.00,56,35,8.80,0.8
Christian Watson,2567637,WR,GB,@PHI,,,,1.63,,3.38,46.74,0.36,,,,0.06,8.57,44,36,8.80,0.23
Jalen Nailor,2567925,WR,MIN,@NYG,,,,,,2.5,33.91,0.21,,,,,5.90,74,37,8.60,2.7
Davante Adams,2543495,WR,NYJ,@SF,,,,0.3,,5.53,66.04,0.37,,,,0.12,11.38,16,38,8.40,-2.98
Greg Dortch,2562645,WR,ARI,@BUF,,,,1.69,,3.74,36.74,0.2,,,,0.14,6.63,67,39,8.10,1.47
Zay Flowers,2569573,WR,BAL,@KC,,,,3.03,,4.8,55.25,0.36,,,,0.06,10.27,27,40,8.10,-2.17
Jakobi Meyers,2562492,WR,LV,@LAC,0.77,,,1.35,,3.86,43.75,0.25,,,,0.06,7.85,57,41,7.90,0.05
Adam Thielen,2541785,WR,CAR,@NO,,,,0.41,,3.95,39.47,0.23,,,,0.06,7.22,61,42,7.90,0.68
