PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Micah Abraham,2572108,DB,FA,Bye,,,,,,,,,,,,,,,,,,,228,1,0.00,
Kris Abrams-Draine,2571988,DB,DEN,LV,0.98,0.38,,,0.05,,,,,,,,,0.05,,,,2.00,178,2,0.00,-2.0
BJ Adams,2574315,DB,FA,Bye,,,,,,,,,,,,,,,,,,,229,3,0.00,
Jamal Adams,2557979,DB,LV,@DEN,2.72,0.56,0.16,0.24,0.08,0.08,0.08,,,,,,,0.32,0.4,1.12,,6.77,85,4,0.00,-6.77
Tony Adams,2568444,DB,NYJ,CLE,2.82,1.8,0.06,0.18,0.12,,,,,,,,,0.36,0.12,0.48,,7.10,70,5,0.00,-7.1
Paulson Adebo,2566346,DB,NYG,@CHI,5.26,1.26,,0.16,0.31,,,0.08,,,,,,1.18,0.08,5.81,,13.47,1,6,0.00,-13.47
Jaire Alexander,2560952,DB,PHI,@GB,2.71,0.68,,0.07,0.14,,,,,,,,,0.68,,3.12,,6.87,78,7,0.00,-6.87
Kam Alexander,2574640,DB,FA,Bye,,,,,,,,,,,,,,,,,,,230,8,0.00,
Zy Alexander,2574553,DB,FA,Bye,,,,,,,,,,,,,,,,,,,231,9,0.00,
Dee Alford,2567244,DB,ATL,@IND,1.25,0.6,,0.05,,,,,,,,,,0.27,,,,2.99,157,10,0.00,-2.99
Ugo Amadi,2562464,DB,NO,@CAR,1.47,0.77,,0.12,,,,,,,,,,0.29,,,,3.57,147,11,0.00,-3.57
Trey Amos,2574603,DB,WAS,DET,2.34,0.86,,0.08,0.08,,,,,,,,,0.23,0.08,0.94,,5.07,116,12,0.00,-5.07
Tycen Anderson,2567442,DB,CIN,Bye,,,,,,,,,,,,,,,,,,,232,13,0.00,
Zayne Anderson,2566977,DB,GB,PHI,0.35,0.24,0.06,,0.06,,,,,,,,,,0.06,,,1.03,204,14,0.00,-1.03
Daijahn Anthony,2571919,DB,CIN,Bye,,,,,,,,,,,,,,,,,,,233,15,0.00,
Chigozie Anusiem,2573596,DB,ARI,@SEA,,,,,,,,,,,,,,,,,,0.00,234,16,0.00,0.0
Eli Apple,2555277,DB,SF,LAR,,,,,,,,,,,,,,,,,,0.00,235,17,0.00,0.0
Jalyn Armour-Davis,2567262,DB,TEN,Bye,,,,,,,,,,,,,,,,,,,236,18,0.00,
Cornell Armstrong,2561147,DB,FA,Bye,,,,,,,,,,,,,,,,,,,237,19,0.00,
Damon Arnette,2564409,DB,HOU,JAX,,,,,,,,,,,,,,,,,,0.00,238,20,0.00,0.0
Grayland Arnold,2564814,DB,FA,Bye,,,,,,,,,,,,,,,,,,,239,21,0.00,
Terrion Arnold,2572009,DB,DET,@WAS,3.25,0.96,,,0.06,0.06,0.06,0.06,,,,,,0.7,,2.36,,8.00,48,22,0.00,-8.0
Alex Austin,2569591,DB,NE,@TB,1.29,0.57,,0.05,0.05,,,,,,,,,0.21,,0.62,,3.07,155,23,0.00,-3.07
Tre Avery,2568801,DB,CLE,@NYJ,,,,,,,,,,,,,,,,,,0.00,240,24,0.00,0.0
Chidobe Awuzie,2557840,DB,BAL,@MIN,1.3,0.65,,0.05,0.05,0.05,,,,,,,,0.3,,0.6,,3.54,148,25,0.00,-3.54
Budda Baker,2558009,DB,ARI,@SEA,4.39,2.14,0.06,0.34,0.06,0.06,,,,,,,,0.28,0.17,0.79,,9.73,15,26,0.00,-9.73
Darrell Baker Jr.,2569161,DB,TEN,Bye,,,,,,,,,,,,,,,,,,,241,27,0.00,
Johnathan Baldwin,2574123,DB,GB,PHI,,,,,,,,,,,,,,,,,,0.00,242,28,0.00,0.0
Corey Ballentine,2562228,DB,DAL,Bye,,,,,,,,,,,,,,,,,,,243,29,0.00,
Deonte Banks,2570155,DB,NYG,@CHI,2.47,0.82,,0.06,0.12,0.06,0.06,,,,,,,0.71,,0.29,,6.76,87,30,0.00,-6.76
Marcus Banks,2573551,DB,FA,Bye,,,,,,,,,,,,,,,,,,,244,31,0.00,
Luq Barcoo,2564160,DB,FA,Bye,,,,,,,,,,,,,,,,,,,245,32,0.00,
Jahdae Barron,2574084,DB,DEN,LV,2.59,0.96,,0.06,0.06,,,,,,,,,0.39,0.06,,,5.77,109,33,0.00,-5.77
Shemar Bartholomew,2572678,DB,FA,Bye,,,,,,,,,,,,,,,,,,,246,34,0.00,
