PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Saquon Barkley,2560968,RB,NYG,@WAS,,,,83,,4,57,2,,,,,27.90,14,4,18,4,5,80,1,3,3,1,28.00
Jaylen Warren,2568493,RB,PIT,@CLE,,,,129,1,3,16,,,,,,26.10,9,3,12,3,3,100,,1,,2,22.00
Gus Edwards,2561324,RB,BAL,CIN,,,,62,2,2,8,,,,,,25.80,12,2,14,2,2,100,,4,2,3,20.00
Christian McCaffrey,2557997,RB,SF,TB,,,,78,,5,25,1,,,,,22.70,21,5,26,5,5,100,2,7,4,4,18.80
Devin Singletary,2562734,RB,HOU,ARI,,,,112,1,2,6,,,,,,19.80,22,2,24,2,2,100,,3,,5,18.80
Jahmyr Gibbs,2569747,RB,DET,CHI,,,,36,1,6,59,,,,,,33.30,8,6,14,6,6,100,,3,2,6,18.50
Joe Mixon,2557976,RB,CIN,@BAL,,,,69,,5,31,1,,,,,20.50,16,5,21,5,5,100,2,4,4,7,18.50
D'Andre Swift,2563965,RB,PHI,@KC,,,,76,1,3,31,,,,,,20.00,12,3,15,3,3,100,,1,1,8,18.20
James Cook,2567328,RB,BUF,NYJ,,,,73,,3,29,1,,,,,35.10,17,3,20,3,4,75,1,2,2,9,17.70
David Montgomery,2562502,RB,DET,CHI,,,,76,1,2,22,,,,,,33.30,12,2,14,2,2,100,,3,1,10,16.80
Brian Robinson,2568348,RB,WAS,NYG,,,,73,,7,59,,,,,1,19.50,17,7,24,7,9,78,1,2,1,11,16.20
Tony Pollard,2562699,RB,DAL,@CAR,,,,61,1,4,19,,,,,,22.00,12,4,16,4,5,80,1,3,1,12,16.00
Breece Hall,2568030,RB,NYJ,@BUF,,,,23,,5,50,1,,,,,19.20,10,5,15,5,6,83,1,1,2,13,15.80
