PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Bobby Wagner,2532966,LB,SEA,85,82,4.5,7,1,,1,,,,,,1,3,18,9,,1,253.90
Christian Kirksey,2543720,LB,HOU,96,52,2.5,11,,,,,,,,,,3,7,,,2,237.30
Sean Lee,496937,LB,FA,93,52,,12,,,1,,,,,,,1,2,,,3,222.20
Deion Jones,2555162,LB,ATL,75,33,,4,3,1,,2,,,,,,11,2,165,,4,215.90
K.J. Wright,2495252,LB,LV,72,54,4,12,,1,1,,,,,,,5,8,,,5,212.60
Tahir Whitehead,2532986,LB,ARI,99,33,,3,,,,,,,,,,5,,,,6,211.70
Eric Kendricks,2552312,LB,MIN,70,39,2.5,9,1,1,1,1,,,,,,9,4,77,,7,207.77
Jamie Collins,2539311,LB,NE,79,33,3,8,2,2,,,,,,,,3,8,31,,8,205.23
Lavonte David,2532828,LB,TB,67,20,5,17,1,4,2,1,,,,,,4,8,15,53,9,205.17
Khalil Mack,2543463,LB,CHI,54,19,11,14,1,5,3,1,,,,,,3,26,6,1,10,198.73
Thomas Davis,2506352,LB,FA,73,33,2.5,5,3,1,2,,1,,,,,4,5,35,46,11,198.20
Keanu Neal,2555543,LB,DAL,72,34,,2,,5,1,,,,,,,9,,,,12,193.60
Craig Robertson,2532431,LB,FA,71,44,1,6,1,,2,,,,,,,4,6,29,5,13,186.53
Malcolm Smith,2499278,LB,CLE,86,17,,3,1,2,1,,,,,,,3,2,,1,14,184.33
Jordan Hicks,2552315,LB,ARI,58,27,1,6,5,,1,,,,,,,11,5,41,,15,181.07
Will Compton,2540013,LB,FA,61,45,,5,1,1,2,,,,,,,5,2,5,,16,169.87
Avery Williamson,2543597,LB,DEN,73,31,2,3,1,1,,,,,,,,1,5,,,17,169.40
Demario Davis,2533008,LB,NO,59,40,2,7,,1,,,,,,,,2,5,,,18,157.80
Markus Golden,2552273,LB,ARI,41,10,12.5,16,,4,1,,,,,,,1,22,,20,19,155.87
Todd Davis,2550930,LB,FA,64,33,0.5,2,,1,1,,,,,,,3,4,,1,20,153.23
Deone Bucannon,2543769,LB,FA,66,25,,5,,,1,,,,,,,4,1,,,21,151.20
Kevin Minter,2540159,LB,TB,59,22,3.5,9,,,,,,,,,,2,7,,,22,146.90
Denzel Perryman,2552310,LB,LV,56,16,2,8,1,,,,,,,,,2,2,1,,23,133.53
Joe Thomas,2550262,LB,BAL,55,15,,3,1,,1,,,,,,,5,2,9,6,24,126.50
Blake Martinez,2555161,LB,NYG,47,22,1,4,1,,,,,,,,,4,1,4,,25,119.63
Anthony Hitchens,2543592,LB,KC,39,39,1.5,4,,,,,,,,,,1,5,,,26,111.50
Danny Trevathan,2532961,LB,CHI,49,17,1,1,,,,,,,,,,4,1,,,27,110.90
Shaq Thompson,2552447,LB,CAR,39,17,,4,1,,2,,1,,,,,5,2,12,9,28,109.60
Devon Kennard,2543869,LB,ARI,40,21,1,4,,1,1,,,,,,,1,5,,,29,102.30
De'Vondre Campbell,2555255,LB,GB,35,13,,5,1,1,,,,,,,,7,,7,,30,102.13
Neville Hewitt,2553657,LB,HOU,40,24,1,4,,,1,,,,,,,1,1,,,31,97.20
Kyle Emanuel,2552296,LB,FA,36,22,0.5,3,,1,1,,,,,,,1,4,,,32,93.30
Leonard Floyd,2555285,LB,LA,23,10,7,6,,1,1,,1,,1,,,2,9,,,33,92.10
Preston Smith,2552276,LB,GB,22,16,4.5,8,1,,,,,,,,1,3,12,22,,34,91.93
Kyle Van Noy,2543699,LB,NE,32,20,1,2,1,1,,,,,,,,3,2,,,35,90.90
