PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Logan Ryan,2540162,DB,NYG,74,18,1,2,2,1,,,,,,,,11,3,46,,1,186.23
Byron Jones,2552568,DB,MIA,73,15,,3,1,1,,,,,,,,10,,7,,2,172.83
Josh Norman,2532920,DB,SF,52,15,,2,3,2,,,,,,,,19,1,38,,3,170.17
Bashaud Breeland,2543571,DB,MIN,62,11,1,1,3,2,,,,,,,,11,1,32,,4,164.27
Tavon Wilson,2534830,DB,SF,74,15,1,4,2,,2,,,,,,,2,1,23,-2,5,161.00
Malcolm Butler,2550613,DB,FA,48,15,1,1,4,1,2,,,,,,,17,1,28,2,6,160.60
Daryl Worley,2555394,DB,FA,63,25,1,2,1,,,,,,,,,9,1,22,,7,159.33
Jalen Ramsey,2555280,DB,LA,55,10,,2,2,1,,1,,,,,,14,1,65,,8,156.67
Vernon Hargreaves III,2555299,DB,CIN,68,8,,3,1,1,,,,,,,,9,,,,9,156.00
Devin McCourty,494287,DB,NE,67,16,,1,1,1,1,,,,,,,7,,,3,10,153.80
Steven Nelson,2552265,DB,PHI,59,6,,4,,,2,,,,,,,16,1,,,11,153.60
Harrison Smith,2532948,DB,MIN,69,22,2,4,,,2,,,,,,,2,3,,,12,153.40
Malcolm Jenkins,79848,DB,NO,47,25,1,3,3,,1,2,,,,,,9,3,98,,13,153.17
Daniel Sorensen,2550257,DB,KC,55,8,1,4,3,2,3,1,,,,,,6,3,48,56,14,152.37
Janoris Jenkins,2532875,DB,TEN,44,5,1,5,3,1,,,,1,,,,18,1,26,,15,150.67
Shawn Williams,2539233,DB,ATL,59,22,1,3,3,,,,,,,,,5,8,14,,16,149.87
Vonn Bell,2555530,DB,CIN,61,26,1,2,,2,1,,,,,,,4,4,,,17,149.50
