PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Calais Campbell,744,DL,BAL,34,19,8,12,1,2,3,,1,,1,,,6,21,1,53,1,155.80
Cameron Jordan,2495184,DL,NO,40,18,7.5,17,,1,,,,,,,,6,24,,,2,153.40
Carlos Dunlap,496780,DL,SEA,30,19,8,7,,3,,,,,,,,15,23,,,3,152.20
Vic Beasley,2552301,DL,FA,32,7,15.5,11,,6,1,,1,,,,,2,16,,21,4,147.20
Aaron Donald,2543485,DL,LA,36,11,8,17,,2,,,,,,,,5,31,,,5,146.50
Jason Pierre-Paul,496843,DL,TB,35,18,7,7,,3,1,,1,,,,1,8,16,,43,6,146.33
Ndamukong Suh,496861,DL,TB,40,32,5,11,,,1,,,,,,,6,17,,,7,144.60
Damon Harrison,2535718,DL,FA,55,31,2.5,6,,1,,,,,,,,1,4,,,8,140.30
Brandon Graham,496788,DL,PHI,41,18,5.5,14,,2,1,,,,,,,1,22,,4,9,137.73
Leonard Williams,2552486,DL,NYG,36,32,7,11,,2,,,,,,,,,19,,,10,133.80
DeForest Buckner,2555275,DL,IND,43,30,6,7,,,2,,,,,,,1,18,,,11,133.10
Linval Joseph,496802,DL,LAC,37,40,4,5,,3,,,,,,,1,,17,,,12,132.40
Akiem Hicks,2533433,DL,CHI,36,18,7,11,,2,1,,,,,,1,2,17,,,13,130.60
Everson Griffen,496790,DL,MIN,36,12,8,9,,2,3,,1,,,,,1,22,,20,14,128.47
Trent Murphy,2543503,DL,FA,29,18,9,10,,3,1,,,,,,,1,24,,7,15,122.93
Sheldon Richardson,2540142,DL,MIN,38,24,1.5,13,,1,2,,,,,,,2,9,,,16,121.30
Joey Bosa,2555249,DL,LAC,29,12,10.5,17,,1,,,,,,,,,21,,,17,119.40
Ryan Kerrigan,2495190,DL,PHI,26,7,11,15,,2,,,,,,,,2,20,,,18,116.30
Frank Clark,2552629,DL,KC,25,22,10,11,,2,1,,,,,,,,18,,27,19,114.50
Derek Wolfe,2533026,DL,BAL,38,13,5.5,4,,,,,,,,,,4,19,,,20,111.50
Jerry Hughes,496796,DL,BUF,31,17,6,8,,1,,,,,,,1,3,11,,,21,109.80
Emmanuel Ogbah,2555278,DL,MIA,28,25,5.5,8,,,,,,,,,,3,16,,,22,106.10
Fletcher Cox,2533051,DL,PHI,27,16,6.5,9,,1,1,,,,,,,2,14,,,23,101.70
Malik Jackson,2532873,DL,CLE,28,5,6.5,11,,,1,,,,,,,4,19,,,24,101.60
William Gholston,2540176,DL,TB,37,12,3,9,,1,1,,,,,,,,7,,,25,100.00
