PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
David Johnson,2553435,RB,HOU,,,,1239,16,80,879,4,,,1,5,7.04,293,80,373,80,120,67,14,66,30,1,371.60
Ezekiel Elliott,2555224,RB,DAL,,,,1631,15,32,363,1,,,,5,4.04,322,32,354,32,40,80,3,42,22,2,305.87
Le'Veon Bell,2540175,RB,FA,,,,1268,7,75,616,2,,,1,4,,,,,,,,,,,3,277.73
LeSean McCoy,79607,RB,FA,,,,1267,13,50,356,1,,,1,3,,,,,,,,,,,4,268.13
Melvin Gordon,2552469,RB,DEN,,,,997,10,41,419,2,,,,2,6.19,254,41,295,41,57,72,8,57,27,5,230.10
Mark Ingram,2495466,RB,NO,,,,1043,6,46,319,4,,,2,2,7.64,205,46,251,46,58,79,12,48,17,6,220.90
Latavius Murray,2541161,RB,BAL,,,,788,12,33,264,,,,,2,10.33,195,33,228,33,43,77,5,43,24,7,189.70
Todd Gurley,2552475,RB,FA,,,,885,6,43,327,,,,,2,,,,,,,,,,,8,179.10
Lamar Miller,2533034,RB,FA,,,,1073,5,31,188,1,,,,2,,,,,,,,,,,9,179.00
Carlos Hyde,2543743,RB,JAX,,,,988,6,27,163,3,,,1,5,4.94,217,27,244,27,33,82,6,38,9,10,178.30
Tevin Coleman,2552453,RB,NYJ,,,,520,8,31,421,3,,,,1,5.00,118,31,149,31,40,78,12,30,14,11,173.60
Nick Bellore,2495262,RB,SEA,,,,,,,,,,,,,12.84,,,,,,,,,,12,150.53
Theo Riddick,2540020,RB,FA,,,,357,1,53,371,5,,,,,,,,,,,,,,,13,135.30
James White,2543773,RB,NE,,,,166,,60,551,5,,,,,5.13,39,60,99,60,86,70,10,9,8,14,132.70
Jerick McKinnon,2543715,RB,KC,,,,539,2,43,255,2,,,1,,,,,,,,,,,,15,130.30
Devontae Booker,2555223,RB,NYG,,,,612,4,31,265,1,,,,4,5.58,174,31,205,31,45,69,6,32,13,16,128.90
Duke Johnson,2552461,RB,MIA,,,,358,1,53,514,,,,,2,7.21,73,53,126,53,74,72,7,9,4,17,119.10
Ty Montgomery,2552429,RB,NO,,,,457,3,44,348,,,,,2,7.64,77,44,121,44,56,79,12,21,9,18,118.20
T.J. Yeldon,2552471,RB,FA,,,,465,1,50,312,1,,,,2,,,,,,,,,,,19,112.40
Giovani Bernard,2540156,RB,TB,,,,337,2,39,336,1,,,,1,8.88,91,39,130,39,51,76,6,18,8,20,108.90
Derrick Henry,2556075,RB,TEN,,,,490,5,13,137,,,,,,4.65,110,13,123,13,15,87,3,24,8,21,99.20
Cordarrelle Patterson,2540145,RB,ATL,,,,43,,52,453,2,1,,,2,7.08,7,52,59,52,70,74,9,5,6,22,98.90
DeAndre Washington,2555464,RB,FA,,,,467,2,17,115,,,,,1,,,,,,,,,,,23,81.10
Kyle Juszczyk,2540230,RB,SF,,,,22,1,37,266,,,,1,,4.09,5,37,42,37,49,76,6,5,2,24,62.90
Kenyan Drake,2555230,RB,LV,,,,179,2,9,46,,1,,,1,10.23,33,9,42,9,10,90,1,4,2,25,49.70
Dion Lewis,2495469,RB,FA,,,,283,,17,94,,,,,1,,,,,,,,,,,26,45.20
Dwayne Washington,2556118,RB,NO,,,,265,1,10,62,,,,,,7.64,90,10,100,10,15,67,3,8,5,27,43.70
Alfred Morris,2533457,RB,FA,,,,243,2,3,11,,,,,,,,,,,,,,,,28,40.60
Peyton Barber,2556466,RB,LV,,,,223,1,5,28,,,,,,10.23,55,5,60,5,6,83,3,11,3,29,37.80
Anthony Sherman,2495340,RB,FA,,,,,,4,11,,,,,,,,,,,,,,,,30,25.40
Ameer Abdullah,2552374,RB,CAR,,,,101,,5,57,1,,,,,11.46,18,5,23,5,5,100,1,3,,31,24.30
Andy Janovich,2555432,RB,CLE,,,,33,1,5,44,,,,,,4.09,4,5,9,5,7,71,,2,2,32,19.60
Derek Watt,2555220,RB,PIT,,,,4,,4,83,,,,,,5.52,2,4,6,4,4,100,,,,33,18.30
Mike Davis,2553439,RB,ATL,,,,50,1,3,25,,,,,1,7.08,19,3,22,3,5,60,2,3,1,34,14.70
Keith Smith,2550400,RB,ATL,,,,5,,3,20,,,,,,7.08,2,3,5,3,3,100,,,,35,12.50
Malcolm Brown,2552382,RB,MIA,,,,39,,3,46,,,,,1,7.21,18,3,21,3,3,100,,,,36,12.40
Taiwan Jones,2495467,RB,BUF,,,,-8,,4,43,,,,,,8.80,1,4,5,4,4,100,,,,37,12.40
Adrian Peterson,2507164,RB,TEN,,,,72,,3,8,,,,,1,4.65,37,3,40,3,6,50,,3,,38,9.20
D.J. Foster,2556528,RB,FA,,,,24,,1,2,,,,,,,,,,,,,,,,39,3.10
J.D. McKissic,2556440,RB,WAS,,,,2,,2,16,,,,,,5.81,1,2,3,2,2,100,,,,40,2.80
Michael Burton,2552636,RB,KC,,,,,,,,,,,,,,,,,,,,,,,41,1.70
Josh Adams,2560949,RB,NO,,,,,,,,,,,,,7.64,,,,,,,,,,42,0.00
Salvon Ahmed,2565090,RB,MIA,,,,,,,,,,,,,7.21,,,,,,,,,,43,0.00
Cam Akers,2564319,RB,LA,,,,,,,,,,,,,7.93,,,,,,,,,,44,0.00
