PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Trey Hendrickson,2557943,DL,CIN,33,13,17.5,19,,2,,,,,,,,6,36,,,1,160.80
Myles Garrett,2557965,DL,CLE,40,7,14,22,,3,1,,,,,,1,1,28,,,2,156.20
Leonard Williams,2552486,DL,SEA,37,27,11,16,1,,,1,,,,,1,3,28,92,,3,152.77
Cameron Heyward,2508109,DL,PIT,35,36,8,12,,,,,,,,,,11,20,,,4,145.60
Greg Rousseau,2565875,DL,BUF,36,17,8,16,,3,1,,,,,,,3,24,,,5,135.20
Jeffery Simmons,2562733,DL,TEN,41,35,5,11,,2,2,,,,,,,4,9,,,6,132.50
Zach Allen,2562219,DL,DEN,32,29,8.5,15,,,,,,,1,,,1,40,,,7,131.40
Travon Walker,2567778,DL,JAX,31,30,10.5,13,,2,1,,1,,,,,1,15,,35,8,128.17
Danielle Hunter,2552603,DL,HOU,31,15,12,17,,1,,,,,,,,3,23,,,9,127.50
Nick Bosa,2562629,DL,SF,33,19,9,15,1,1,1,,,,,,,1,24,30,,10,124.90
Kobie Turner,2569954,DL,LAR,35,27,8,10,,1,1,,,,,,,4,13,,,11,120.70
Zach Sieler,2561129,DL,MIA,28,27,10,13,1,1,1,,,,,,,2,19,,,12,120.20
A'Shawn Robinson,2555265,DL,CAR,43,37,5.5,8,,1,,,,,,,,1,8,,,13,119.70
Carl Granderson,2562273,DL,NO,36,25,5.5,9,,1,,,,,,,1,4,13,,,14,116.50
Maxx Crosby,2562439,DL,LV,28,17,7.5,17,,,,,,,,,,5,20,,,15,115.20
Dante Fowler Jr.,2553431,DL,WAS,25,14,10.5,14,1,2,,1,,,,,,1,12,67,,16,113.13
Calais Campbell,744,DL,MIA,35,17,5,12,,1,,,,,,,,5,12,,,17,112.70
Will Anderson Jr.,2569834,DL,HOU,27,10,11,16,,1,1,,,,,,,2,19,,,18,111.50
Keion White,2570107,DL,NE,31,25,5,7,,2,,,,,,,,5,16,,,19,109.50
Grover Stewart,2558766,DL,IND,29,45,3.5,10,,1,1,,,,,,,3,6,,,20,107.50
Adam Butler,2558924,DL,LV,36,29,5,8,,1,,,,,,,,2,10,,,21,106.90
Jalen Carter,2570203,DL,PHI,25,17,4.5,12,,2,,,,,,,,6,16,,,22,104.70
Chauncey Golston,2566007,DL,DAL,30,26,5.5,5,1,,1,,,,,,1,5,8,18,,23,103.70
Josh Hines-Allen,2562619,DL,JAX,26,19,8,10,,1,1,,,,,,,2,19,,13,24,100.83
Will McDonald IV,2570191,DL,NYJ,18,10,10.5,11,,2,1,,,,,,,3,24,,,25,98.00
George Karlaftis,2567796,DL,KC,21,14,8,9,,,,,,,,,,5,28,,,26,95.90
Emmanuel Ogbah,2555278,DL,MIA,27,22,5,9,1,1,,,,,,,,2,11,,,27,94.70
Kwity Paye,2565612,DL,IND,29,12,8,10,,1,,,,,,,,1,12,,,28,93.70
DeForest Buckner,2555275,DL,IND,24,37,6.5,8,,,,,,,,,,1,14,,,29,92.70
Dexter Lawrence,2562301,DL,NYG,23,21,9,8,,1,,,,,,,,1,16,,,30,91.10
Leonard Floyd,2555285,DL,SF,25,17,8.5,8,,1,,,,,,,,1,16,,,31,90.70
Braden Fiske,2572195,DL,LAR,20,24,8.5,10,,2,2,,,,,,,,10,,8,32,90.67
A.J. Epenesa,2563605,DL,BUF,23,16,6,8,,2,,,,,1,,,2,11,,,33,89.60
