PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Ja'Marr Chase,2565941,WR,CIN,,,,32,,127,1708,17,,,,,26.63,3,127,130,127,175,73,24,7,12,1,348.50
Justin Jefferson,2564556,WR,MIN,22,,,3,,103,1533,10,,,,1,31.75,1,103,104,103,154,67,12,4,4,2,265.48
Amon-Ra St. Brown,2566073,WR,DET,7,1,,6,,115,1263,12,,,,1,34.68,2,115,117,115,141,82,28,12,15,3,264.68
Brian Thomas Jr.,2572162,WR,JAX,,,,48,,87,1282,10,,,2,,28.51,6,87,93,87,133,65,11,,6,4,242.00
Drake London,2567250,WR,ATL,,,,-3,,100,1271,9,,,,,27.50,1,100,101,100,158,63,17,6,6,5,237.80
Terry McLaurin,2562489,WR,WAS,,,,2,,82,1096,13,,,,1,30.79,2,82,84,82,117,70,12,1,9,6,229.30
CeeDee Lamb,2563848,WR,DAL,,,,70,,101,1194,6,,,1,1,26.53,14,101,115,101,152,66,11,3,2,7,217.40
Malik Nabers,2572342,WR,NYG,,,,2,,109,1204,7,,,1,1,25.76,5,109,114,109,170,64,9,2,5,8,217.10
Jaxon Smith-Njigba,2570341,WR,SEA,35,,,26,,100,1130,6,,,,1,28.64,5,100,105,100,137,73,12,2,8,9,208.00
Mike Evans,2543468,WR,TB,,,,,,74,1004,11,,,,,30.70,,74,74,74,110,67,11,,8,10,207.40
Garrett Wilson,2568048,WR,NYJ,,,,5,,101,1104,7,,,1,2,24.55,2,101,103,101,154,66,16,4,7,11,202.90
Courtland Sutton,2560888,WR,DEN,30,1,,,,81,1081,8,,,,1,25.78,,81,81,81,135,60,17,3,5,12,202.80
Davante Adams,2543495,WR,NYJ,,,,,,85,1063,8,,,1,,24.55,,85,85,85,141,60,19,4,10,13,201.80
Ladd McConkey,2572477,WR,LAC,,,,,,82,1149,7,,,1,2,25.48,,82,82,82,112,73,8,2,5,14,198.90
Jerry Jeudy,2563896,WR,CLE,,,,,,90,1229,4,,,2,,31.42,,90,90,90,145,62,6,2,2,15,197.40
DJ Moore,2560813,WR,CHI,,,,75,,98,966,6,,,1,1,25.58,14,98,112,98,140,70,12,5,4,16,191.60
Jameson Williams,2567565,WR,DET,,,,61,1,58,1001,7,,,,,34.68,11,58,69,58,91,64,8,2,3,17,187.70
Tee Higgins,2563731,WR,CIN,,,,,,73,911,10,,,,1,26.63,,73,73,73,109,67,20,5,12,18,187.10
A.J. Brown,2562238,WR,PHI,,,,,,67,1079,7,,,,,27.74,,67,67,67,97,69,6,1,2,19,184.90
Jordan Addison,2570074,WR,MIN,,,,20,1,63,875,9,,,,,31.75,3,63,66,63,99,64,13,7,5,20,184.00
Tyreek Hill,2556214,WR,MIA,,,,53,,81,959,6,,,,,25.51,8,81,89,81,123,66,14,2,6,21,180.70
Nico Collins,2566127,WR,HOU,,,,,,68,1006,7,,,,,25.38,,68,68,68,99,69,11,,7,22,178.70
Jakobi Meyers,2562492,WR,LV,,,,23,,87,1027,4,,,1,,28.10,2,87,89,87,129,67,10,4,3,23,178.10
Zay Flowers,2569573,WR,BAL,,,,56,,74,1059,4,,,,,32.28,9,74,83,74,116,64,6,1,4,24,174.00
Jauan Jennings,2565114,WR,SF,,,,,,77,975,6,,,,1,26.08,,77,77,77,113,68,12,2,8,25,172.50
Calvin Ridley,2560854,WR,TEN,,,,55,1,64,1017,4,,,,1,29.40,8,64,72,64,120,53,3,1,1,26,171.20
Puka Nacua,2570026,WR,LAR,,,,46,1,79,990,3,,,,,27.94,11,79,90,79,106,75,7,6,2,27,170.10
Marvin Harrison Jr.,2572411,WR,ARI,,,,,,62,885,8,,,,1,25.52,,62,62,62,116,53,8,,4,28,167.00
