PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Mark Andrews,2560957,TE,BAL,@MIA,,,,0.4,,3.22,37.03,0.43,,,,0.06,7.81,13,1,15.60,7.79
Charlie Kolar,2567280,TE,BAL,@MIA,,,,0.15,,0.46,5.26,0.05,,,,0.01,1.05,54,2,9.30,8.25
Greg Dulcich,2567520,TE,MIA,BAL,,,,,,0.4,4.01,0.03,,,,0.01,0.76,58,3,8.00,7.24
Isaiah Likely,2567283,TE,BAL,@MIA,,,,,,1.99,22.35,0.26,,,,0.05,4.69,27,4,7.50,2.81
Nate Adkins,2570930,TE,DEN,@HOU,,,,,,,,,,,,,0.00,73,5,0.00,0.0
Mo Alie-Cox,2558832,TE,IND,@PIT,,,,,,0.27,2.73,,,,,,0.41,65,6,0.00,-0.41
Erick All,2571916,TE,CIN,CHI,,,,,,,,,,,,,0.00,74,7,0.00,0.0
Davis Allen,2570017,TE,LAR,NO,,,,,,0.68,6.86,0.07,,,,0.01,1.43,48,8,0.00,-1.43
Elijah Arroyo,2574554,TE,SEA,@WAS,,,,,,1.9,24.48,0.17,,,,0.02,4.38,28,9,0.00,-4.38
AJ Barner,2572513,TE,SEA,@WAS,,,,1.46,0.01,2.88,32.91,0.38,,,,0.03,7.16,17,10,0.00,-7.16
Gavin Bartholomew,2574337,TE,MIN,@DET,,,,,,,,,,,,,0.00,75,11,0.00,0.0
Brenden Bates,2572953,TE,CLE,Bye,,,,,,,,,,,,,,76,12,0.00,
John Bates,2566580,TE,WAS,SEA,,,,,,0.62,6.04,0.05,,,,0.01,1.19,51,13,0.00,-1.19
Jaheim Bell,2572288,TE,FA,Bye,,,,,,,,,,,,,,77,14,0.00,
Daniel Bellinger,2567985,TE,NYG,SF,,,,,,,,,,,,,0.00,78,15,0.00,0.0
Brock Bowers,2572219,TE,LV,JAX,,,,,,5.69,63.01,0.4,,,,0.05,11.45,4,16,0.00,-11.45
Shawn Bowman,2573689,TE,FA,Bye,,,,,,,,,,,,,,79,17,0.00,
Jake Briningstool,2574240,TE,KC,@BUF,,,,,,,,,,,,,0.00,80,18,0.00,0.0
Pharaoh Brown,2559018,TE,ARI,@DAL,,,,,,,,,,,,,0.00,81,19,0.00,0.0
Harrison Bryant,2563767,TE,HOU,DEN,,,,,,0.6,5.41,0.04,,,,0.01,1.06,52,20,0.00,-1.06
Lawrence Cager,2565492,TE,WAS,SEA,,,,,,,,,,,,,0.00,82,21,0.00,0.0
Grant Calcaterra,2568063,TE,PHI,Bye,,,,,,,,,,,,,,83,22,0.00,
Sal Cannella,2567197,TE,CLE,Bye,,,,,,,,,,,,,,84,23,0.00,
Oscar Cardenas,2574479,TE,FA,Bye,,,,,,,,,,,,,,85,24,0.00,
Stephen Carlson,2563044,TE,CHI,@CIN,,,,,,,,,,,,,0.00,86,25,0.00,0.0
McCallan Castles,2572732,TE,FA,Bye,,,,,,,,,,,,,,87,26,0.00,
Tyler Conklin,2561027,TE,LAC,@TEN,,,,,,0.13,1.19,0.01,,,,,0.24,70,27,0.00,-0.24
Tanner Conner,2569017,TE,MIA,BAL,,,,,,1.71,16.97,0.14,,,,0.02,3.35,34,28,0.00,-3.35
Pat Conroy,2574289,TE,FA,Bye,,,,,,,,,,,,,,88,29,0.00,
Jalin Conyers,2574320,TE,MIA,BAL,,,,,,,,,,,,,0.00,89,30,0.00,0.0
John Copenhaver,2574212,TE,FA,Bye,,,,,,,,,,,,,,90,31,0.00,
Devin Culp,2572543,TE,TB,Bye,,,,,,,,,,,,,,91,32,0.00,
Baylor Cupp,2572820,TE,FA,Bye,,,,,,,,,,,,,,92,33,0.00,
Drake Dabney,2574146,TE,FA,Bye,,,,,,,,,,,,,,93,34,0.00,
Dominique Dafney,2565540,TE,FA,Bye,,,,,,,,,,,,,,94,35,0.00,
Zach Davidson,2566301,TE,FA,Bye,,,,,,,,,,,,,,95,36,0.00,
Tyler Davis,2564178,TE,FA,Bye,,,,,,,,,,,,,,96,37,0.00,
Luke Deal,2574107,TE,FA,Bye,,,,,,,,,,,,,,97,38,0.00,
Josiah Deguara,2563980,TE,ARI,@DAL,,,,,,,,,,,,,0.00,98,39,0.00,0.0
CJ Dippre,2574372,TE,NE,ATL,,,,,,,,,,,,,0.00,99,40,0.00,0.0
Will Dissly,2561046,TE,LAC,@TEN,,,,,,0.14,1.46,0.01,,,,,0.28,69,41,0.00,-0.28
Payne Durham,2570353,TE,TB,Bye,,,,,,,,,,,,,,100,42,0.00,
Ross Dwelley,2561060,TE,DET,MIN,,,,,,,,,,,,,0.00,101,43,0.00,0.0
Evan Engram,2557858,TE,DEN,@HOU,,,,,,3.98,36.02,0.28,,,,0.05,7.17,16,44,0.00,-7.17
Zach Ertz,2540158,TE,WAS,SEA,,,,,,3.73,33.15,0.39,,,,0.05,7.42,14,45,0.00,-7.42
Mitchell Evans,2573978,TE,CAR,@GB,,,,0.01,,0.77,6.68,0.05,,,,0.01,1.33,50,46,0.00,-1.33
Gerald Everett,2557889,TE,FA,Bye,,,,,,,,,,,,,,102,47,0.00,
Rivaldo Fairweather,2574074,TE,DAL,ARI,,,,,,,,,,,,,0.00,103,48,0.00,0.0
Harold Fannin Jr.,2574043,TE,CLE,Bye,,,,,,,,,,,,,,104,49,0.00,
