PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Travis Jones,2567277,DL,BAL,@MIA,1.29,1.01,0.08,0.23,,,,,,,,,,0.06,0.28,,,3.34,76,1,7.80,4.46
Benito Jones,2564466,DL,MIA,BAL,0.47,0.53,0.06,0.12,,,,,,,,,,,0.18,,,1.41,132,2,6.10,4.69
Zach Sieler,2561129,DL,MIA,BAL,1.69,1.63,0.51,0.62,,0.06,0.06,,,,,,,0.17,1.01,,,6.66,9,3,4.00,-2.66
Mike Green,2573928,DL,BAL,@MIA,0.82,0.77,0.11,0.16,,,,,,,,,,,,,,2.15,112,4,2.70,0.55
Matthew Butler,2567871,DL,MIA,BAL,0.18,0.12,0.09,0.12,,,,,,,,,,,0.12,,,0.76,151,5,2.60,1.84
Brent Urban,2543765,DL,BAL,@MIA,,,,,,,,,,,,,,,,,,0.00,460,6,2.60,2.6
Kenneth Grant,2574323,DL,MIA,BAL,1.26,0.96,0.06,0.12,,,,,,,,,,0.12,0.12,,,3.13,85,7,2.10,-1.03
John Jenkins,2539231,DL,BAL,@MIA,1.64,1.07,0.07,0.29,,,,,,,,,,0.07,0.21,,,3.96,54,8,1.20,-2.76
Jordan Phillips,2574329,DL,MIA,BAL,0.77,0.71,0.12,0.18,,,,,,,,,,,0.41,,,2.30,108,9,1.10,-1.2
Myles Adams,2563620,DL,DET,MIN,,,,,,,,,,,,,,,,,,0.00,179,10,0.00,0.0
Adetomiwa Adebawore,2569843,DL,IND,@PIT,0.12,0.24,0.09,,,0.06,,,,,,,,,0.18,,,0.80,149,11,0.00,-0.8
McTelvin Agim,2563872,DL,FA,Bye,,,,,,,,,,,,,,,,,,,180,12,0.00,
Tommy Akingbesote,2574066,DL,BUF,KC,,,,,,,,,,,,,,,,,,0.00,181,13,0.00,0.0
Darius Alexander,2574412,DL,NYG,SF,0.18,0.24,0.06,0.12,,,,,,,,,,,,,,0.71,156,14,0.00,-0.71
Deslin Alexandre,2570593,DL,FA,Bye,,,,,,,,,,,,,,,,,,,182,15,0.00,
Jaylon Allen,2573076,DL,FA,Bye,,,,,,,,,,,,,,,,,,,183,16,0.00,
Jonathan Allen,2557844,DL,MIN,@DET,1.91,0.79,0.39,0.45,,,,,,,,,,0.06,0.9,,,5.39,21,17,0.00,-5.39
Zach Allen,2562219,DL,DEN,@HOU,1.8,1.62,0.45,0.72,,,,,,,,,,0.12,1.5,,,6.70,7,18,0.00,-6.7
Bradlee Anae,2563821,DL,FA,Bye,,,,,,,,,,,,,,,,,,,184,19,0.00,
Evan Anderson,2573524,DL,SF,@NYG,,,,,,,,,,,,,,,,,,0.00,185,20,0.00,0.0
Will Anderson Jr.,2569834,DL,HOU,DEN,1.8,0.66,0.6,0.9,,0.12,0.06,,,,,,,0.06,1.32,,,6.94,6,21,0.00,-6.94
Felix Anudike-Uzomah,2569930,DL,KC,@BUF,,,,,,,,,,,,,,,,,,0.00,186,22,0.00,0.0
Arik Armstead,2552493,DL,JAX,@LV,1.12,0.35,0.09,0.12,,,,,,,,,,0.06,0.29,,,2.55,102,23,0.00,-2.55
Dorance Armstrong,2560959,DL,WAS,SEA,,,,,,,,,,,,,,,,,,0.00,187,24,0.00,0.0
Popo Aumavae,2573656,DL,CAR,@GB,,,,,,,,,,,,,,,,,,0.00,188,25,0.00,0.0
Denico Autry,2550646,DL,HOU,DEN,1.12,0.53,0.29,0.41,,0.06,0.06,,0.06,,,,,0.24,0.71,,0.06,4.66,39,26,0.00,-4.66
Eric Banks,2564325,DL,FA,Bye,,,,,,,,,,,,,,,,,,,189,27,0.00,
Ricky Barber,2574605,DL,WAS,SEA,,,,,,,,,,,,,,,,,,0.00,190,28,0.00,0.0
Christian Barmore,2566328,DL,NE,ATL,0.82,0.76,0.21,0.18,,,,,,,,,,0.18,0.65,,,3.15,81,29,0.00,-3.15
Dante Barnett,2574023,DL,GB,CAR,,,,,,,,,,,,,,,,,,0.00,191,30,0.00,0.0
Derek Barnett,2557984,DL,HOU,DEN,0.12,0.24,0.12,0.06,,,,,,,,,,,0.18,,,0.74,154,31,0.00,-0.74
Tyler Baron,2574431,DL,NYJ,Bye,,,,,,,,,,,,,,,,,,,192,32,0.00,
Alex Barrett,2559140,DL,FA,Bye,,,,,,,,,,,,,,,,,,,193,33,0.00,
Simeon Barrow Jr.,2573906,DL,CLE,Bye,,,,,,,,,,,,,,,,,,,194,34,0.00,
