PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Roquan Smith,2560877,LB,BAL,@MIA,5.08,4.52,0.06,0.25,0.06,0.06,,,,,,,,0.31,0.25,,,12.15,6,1,17.80,5.65
Tyrel Dodson,2562560,LB,MIA,BAL,4.18,3.82,0.06,0.29,0.12,0.06,,,,,,,,0.47,0.18,0.29,,11.02,10,2,10.50,-0.52
Jaelan Phillips,2566289,LB,MIA,BAL,1.67,0.67,0.17,0.21,,,,,,,,,,0.08,0.38,,,3.95,102,3,9.10,5.15
Teddye Buchanan,2573925,LB,BAL,@MIA,4.61,1.86,0.07,0.48,,0.07,0.07,,,,,,,0.14,0.14,,,9.63,22,4,8.40,-1.23
Jordyn Brooks,2565135,LB,MIA,BAL,5.25,3.44,0.19,0.63,0.06,,0.06,,,,,,,0.31,0.38,0.69,,12.52,3,5,6.60,-5.92
Matthew Judon,2555505,LB,MIA,BAL,,,,,,,,,,,,,,,,,,0.00,267,6,5.70,5.7
Kyle Van Noy,2543699,LB,BAL,@MIA,1.39,1.06,0.4,0.53,,0.07,0.07,,,,,,,0.2,0.79,,,5.53,79,7,3.00,-2.53
Bradley Chubb,2561020,LB,MIA,BAL,2.22,0.86,0.46,0.37,,0.12,0.12,,,,,,,0.06,0.98,,,6.50,63,8,2.70,-3.8
David Ojabo,2567301,LB,BAL,@MIA,0.47,0.35,0.2,0.12,,0.06,,,,,,,,,0.47,,,1.94,129,9,2.10,0.16
K.J. Britt,2566559,LB,MIA,BAL,1.44,0.67,,0.1,,,,,,,,,,0.1,0.1,,,3.01,117,10,1.50,-1.51
Jacob Hummel,2569390,LB,BAL,@MIA,0.47,0.41,,0.18,,,,,,,,,,,,,,1.22,148,11,1.50,0.28
Willie Gay Jr.,2564280,LB,MIA,BAL,1.35,0.88,0.06,0.12,0.06,0.06,0.12,,,,,,,0.12,0.18,,,3.78,105,12,0.60,-3.18
Chop Robinson,2572252,LB,MIA,BAL,1.06,0.77,0.53,0.59,,0.06,0.06,,,,,,,0.35,1.06,,,5.67,76,13,0.60,-5.07
Yasir Abdullah,2569891,LB,JAX,@LV,0.38,0.14,0.02,0.02,,,,,,,,,,0.01,0.05,,,0.77,161,14,0.00,-0.77
Mitchell Agude,2571111,LB,FA,Bye,,,,,,,,,,,,,,,,,,,167,15,0.00,
Austin Ajiake,2571766,LB,IND,@PIT,0.61,0.3,,0.38,,,,,,,,,,,0.15,,,1.74,134,16,0.00,-1.74
Azeez Al-Shaair,2562462,LB,HOU,DEN,3.45,2.46,0.18,0.49,0.06,0.06,0.06,,,,,,,0.25,0.49,,,9.10,29,17,0.00,-9.1
Troy Andersen,2567235,LB,ATL,@NE,1.29,1.16,,0.04,,,,,,,,,,,,,,2.69,120,18,0.00,-2.69
Liam Anderson,2570521,LB,CIN,CHI,,,,,,,,,,,,,,,,,,0.00,168,19,0.00,0.0
Joe Andreessen,2573632,LB,BUF,KC,0.53,0.35,,0.18,,0.12,0.06,0.06,,,,,,,,,,2.00,127,20,0.00,-2.0
Alex Anzalone,2558163,LB,DET,MIN,4.24,2.22,0.13,0.39,0.07,,0.07,,,,,,,0.39,0.52,,,10.09,20,21,0.00,-10.09
Kam Arnold,2574604,LB,FA,Bye,,,,,,,,,,,,,,,,,,,169,22,0.00,
Brian Asamoah II,2567901,LB,CIN,CHI,,,,,,,,,,,,,,,,,,0.00,170,23,0.00,0.0
Eugene Asante,2574317,LB,CLE,Bye,,,,,,,,,,,,,,,,,,,171,24,0.00,
Joe Bachie,2564661,LB,TEN,LAC,,,,,,,,,,,,,,,,,,0.00,172,25,0.00,0.0
Levelle Bailey,2573079,LB,DEN,@HOU,,,,,,,,,,,,,,,,,,0.00,173,26,0.00,0.0
Jerome Baker,2560966,LB,CLE,Bye,,,,,,,,,,,,,,,,,,,174,27,0.00,
Derrick Barnes,2566055,LB,DET,MIN,2.37,2.06,0.12,0.19,,,,,,,,,,0.06,0.31,,,5.62,77,28,0.00,-5.62
Krys Barnes,2563971,LB,CAR,@GB,,,,,,,,,,,,,,,,,,0.00,175,29,0.00,0.0
Zaire Barnes,2570185,LB,NYG,SF,,,,,,,,,,,,,,,,,,0.00,176,30,0.00,0.0
Amare Barno,2567346,LB,FA,Bye,,,,,,,,,,,,,,,,,,,177,31,0.00,
Michael Barrett,2571880,LB,FA,Bye,,,,,,,,,,,,,,,,,,,178,32,0.00,
Justin Barron,2574067,LB,DAL,ARI,,,,,,,,,,,,,,,,,,0.00,179,33,0.00,0.0
Jared Bartlett,2574432,LB,ARI,@DAL,,,,,,,,,,,,,,,,,,0.00,180,34,0.00,0.0
Cody Barton,2562472,LB,TEN,LAC,3.52,3.13,0.05,0.16,0.05,0.05,0.05,,,,,,,0.22,0.16,1.26,,8.57,38,35,0.00,-8.57
Carlos Basham,2565863,LB,CAR,@GB,,,,,,,,,,,,,,,,,,0.00,181,36,0.00,0.0
Jeffrey Bassa,2574239,LB,KC,@BUF,0.59,0.29,0.09,,,0.06,0.06,,,,,,,0.06,,,,1.66,139,37,0.00,-1.66
Tyler Batty,2574338,LB,MIN,@DET,0.53,0.35,,,,,,,,,,,,,,,,1.01,154,38,0.00,-1.01
Zack Baun,2564664,LB,PHI,Bye,,,,,,,,,,,,,,,,,,,182,39,0.00,
Abraham Beauplan,2571180,LB,FA,Bye,,,,,,,,,,,,,,,,,,,183,40,0.00,
Quinton Bell,2562908,LB,MIA,BAL,,,,,,,,,,,,,,,,,,0.00,184,41,0.00,0.0
Nick Bellore,2495262,LB,WAS,SEA,0.94,0.53,,,,0.06,,,,,,,,,,,,1.94,128,42,0.00,-1.94
Terrel Bernard,2567325,LB,BUF,KC,3.06,2.28,0.09,0.28,0.09,,0.05,,,,,,,0.19,0.23,,,7.51,54,43,0.00,-7.51
JD Bertrand,2571799,LB,ATL,@NE,1.71,1.2,0.05,0.05,,,,,,,,,,0.09,,,,3.69,107,44,0.00,-3.69
Tatum Bethune,2572489,LB,SF,@NYG,3.6,3.39,0.07,0.14,0.07,0.07,0.07,,,,,,,0.21,,0.42,,8.88,34,45,0.00,-8.88
Stone Blanton,2574536,LB,SF,@NYG,,,,,,,,,,,,,,,,,,0.00,185,46,0.00,0.0
Chris Board,2561301,LB,NYG,SF,,,,,,,,,,,,,,,,,,0.00,186,47,0.00,0.0
Nick Bolton,2566175,LB,KC,@BUF,5.22,2.47,0.18,0.7,0.07,0.07,0.07,,,,,,,0.35,0.49,0.49,,12.42,4,48,0.00,-12.42
Nik Bonitto,2567517,LB,DEN,@HOU,2.98,1.28,0.76,0.82,0.06,0.12,0.06,,,,,,,0.35,1.28,1.93,,10.26,17,49,0.00,-10.26
Swayze Bozeman,2572811,LB,NYG,SF,,,,,,,,,,,,,,,,,,0.00,187,50,0.00,0.0
Chris Braswell,2572540,LB,TB,Bye,,,,,,,,,,,,,,,,,,,188,51,0.00,
Elliott Brown,2574475,LB,ARI,@DAL,,,,,,,,,,,,,,,,,,0.00,189,52,0.00,0.0
J.B. Brown,2574085,LB,FA,Bye,,,,,,,,,,,,,,,,,,,190,53,0.00,
Baron Browning,2566025,LB,ARI,@DAL,1.11,0.68,0.28,0.43,0.06,,0.06,,,,,,,0.06,0.62,,,4.01,100,54,0.00,-4.01
Carson Bruener,2574490,LB,PIT,IND,0.53,0.41,,,,,,,,,,,,0.06,,,,1.19,149,55,0.00,-1.19
John Bullock,2574582,LB,TB,Bye,,,,,,,,,,,,,,,,,,,191,56,0.00,
