PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
De'Von Achane,2570062,RB,MIA,BAL,,,,57.14,0.27,5.54,34.88,0.5,,,,0.19,16.21,8,1,13.60,-2.61
Derrick Henry,2556075,RB,BAL,@MIA,,,,94.66,1.02,1.03,9.28,0.09,,,,0.21,17.15,5,2,12.60,-4.55
Justice Hill,2562407,RB,BAL,@MIA,,,,11.86,0.07,2.28,17.61,0.2,,,,0.15,5.41,44,3,2.50,-2.91
Keaton Mitchell,2570428,RB,BAL,@MIA,,,,11.91,0.07,0.55,5.46,0.06,,,,0.04,2.71,58,4,2.30,-0.41
Ollie Gordon II,2574322,RB,MIA,BAL,,,,20.88,0.17,0.7,5.51,0.06,,,,0.06,4.25,51,5,1.40,-2.85
Israel Abanikanda,2570188,RB,FA,Bye,,,,,,,,,,,,,,85,6,0.00,
Ameer Abdullah,2552374,RB,IND,@PIT,,,,7.89,0.08,0.32,2.03,0.01,,,,,1.69,61,7,0.00,-1.69
Salvon Ahmed,2565090,RB,IND,@PIT,,,,,,,,,,,,,0.00,86,8,0.00,0.0
Cam Akers,2564319,RB,MIN,@DET,,,,,,,,,,,,,0.00,87,9,0.00,0.0
Rasheen Ali,2571823,RB,BAL,@MIA,,,,,,,,,,,,,0.00,88,10,0.00,0.0
Braelon Allen,2572354,RB,NYJ,Bye,,,,,,,,,,,,,,89,11,0.00,
LeQuint Allen Jr.,2574207,RB,JAX,@LV,,,,7.8,0.06,0.87,7.41,0.05,,,,0.03,2.56,59,12,0.00,-2.56
Tyler Allgeier,2567232,RB,ATL,@NE,,,,26.86,0.43,0.71,5.64,0.04,,,,0.1,6.23,37,13,0.00,-6.23
Tyler Badie,2567265,RB,DEN,@HOU,,,,6.12,0.05,0.63,5.25,0.04,,,,0.03,1.93,60,14,0.00,-1.93
Emani Bailey,2572805,RB,FA,Bye,,,,,,,,,,,,,,90,15,0.00,
Rushawn Baker,2574413,RB,NE,ATL,,,,,,,,,,,,,0.00,91,16,0.00,0.0
Saquon Barkley,2560968,RB,PHI,Bye,,,,,,,,,,,,,,92,17,0.00,
Andrew Beck,2562626,RB,NYJ,Bye,,,,,,,,,,,,,,93,18,0.00,
Trey Benson,2572405,RB,ARI,@DAL,,,,,,,,,,,,,0.00,94,19,0.00,0.0
Ulysses Bentley IV,2574183,RB,IND,@PIT,,,,,,,,,,,,,0.00,95,20,0.00,0.0
Micah Bernard,2574143,RB,FA,Bye,,,,,,,,,,,,,,96,21,0.00,
Tank Bigsby,2569882,RB,PHI,Bye,,,,,,,,,,,,,,97,22,0.00,
Raheem Blackshear,2569477,RB,FA,Bye,,,,,,,,,,,,,,98,23,0.00,
Jaydon Blue,2574068,RB,DAL,ARI,,,,15.81,0.12,0.86,6.87,0.06,,,,0.06,3.66,53,24,0.00,-3.66
Mike Boone,2561099,RB,FA,Bye,,,,,,,,,,,,,,99,25,0.00,
Gary Brightwell,2566364,RB,CIN,CHI,,,,,,,,,,,,,0.00,100,26,0.00,0.0
British Brooks,2573686,RB,HOU,DEN,,,,,,,,,,,,,0.00,101,27,0.00,0.0
Chris Brooks,2571114,RB,GB,CAR,,,,2.27,0.01,0.49,4.18,0.04,,,,0.01,1.17,64,28,0.00,-1.17
Jonathon Brooks,2571883,RB,CAR,@GB,,,,,,,,,,,,,0.00,102,29,0.00,0.0
Tahj Brooks,2574024,RB,CIN,CHI,,,,7.75,0.05,0.1,0.86,0.01,,,,0.05,1.17,65,30,0.00,-1.17
Brittain Brown,2567868,RB,CHI,@CIN,,,,8.45,0.06,0.07,0.61,,,,,,1.30,63,31,0.00,-1.3
Chase Brown,2569642,RB,CIN,CHI,,,,51.02,0.28,2.85,19.64,0.24,,,,0.15,11.31,17,32,0.00,-11.31
Michael Burton,2552636,RB,DEN,@HOU,,,,,,,,,,,,,0.00,103,33,0.00,0.0
Michael Carter,2566382,RB,ARI,@DAL,,,,33.65,0.23,1.66,11.75,0.09,,,,0.11,7.07,34,34,0.00,-7.07
Nate Carter,2573909,RB,ATL,@NE,,,,,,,,,,,,,0.00,104,35,0.00,0.0
Ty Chandler,2567907,RB,MIN,@DET,,,,,,,,,,,,,0.00,105,36,0.00,0.0
Zach Charbonnet,2570335,RB,SEA,@WAS,,,,40.83,0.58,1.56,13.13,0.11,,,,0.14,10.04,24,37,0.00,-10.04
Julius Chestnut,2568804,RB,TEN,LAC,,,,6.56,0.05,0.12,1.02,0.01,,,,0.02,1.14,66,38,0.00,-1.14
Nick Chubb,2561021,RB,HOU,DEN,,,,37.97,0.19,0.93,6.99,0.06,,,,0.12,6.22,38,39,0.00,-6.22
Chris Collier,2572600,RB,LV,JAX,,,,,,,,,,,,,0.00,106,40,0.00,0.0
Quali Conley,2574026,RB,FA,Bye,,,,,,,,,,,,,,107,41,0.00,
James Conner,2557978,RB,ARI,@DAL,,,,,,,,,,,,,0.00,108,42,0.00,0.0
James Cook,2567328,RB,BUF,KC,,,,76.09,0.64,2.55,19.29,0.19,,,,0.2,15.39,10,43,0.00,-15.39
Jashaun Corbin,2569125,RB,NE,ATL,,,,,,,,,,,,,0.00,109,44,0.00,0.0
Blake Corum,2572189,RB,LAR,NO,,,,24.43,0.21,0.57,5.01,0.05,,,,0.1,4.59,48,45,0.00,-4.59
Jacory Croskey-Merritt,2574608,RB,WAS,SEA,,,,61.79,0.49,1.5,12.68,0.13,,,,0.19,11.54,16,46,0.00,-11.54
DeeJay Dallas,2565144,RB,FA,Bye,,,,,,,,,,,,,,110,47,0.00,
Isaiah Davis,2572360,RB,NYJ,Bye,,,,,,,,,,,,,,111,48,0.00,
Malik Davis,2568672,RB,DAL,ARI,,,,,,,,,,,,,0.00,112,49,0.00,0.0
Ray Davis,2571862,RB,BUF,KC,,,,11.12,0.1,0.59,5.08,0.06,,,,0.06,2.76,57,50,0.00,-2.76
Tyrion Davis-Price,2568207,RB,FA,Bye,,,,,,,,,,,,,,113,51,0.00,
Emari Demercado,2571065,RB,ARI,@DAL,,,,13.11,0.08,1.05,8.03,0.08,,,,0.04,3.52,54,52,0.00,-3.52
AJ Dillon,2563986,RB,PHI,Bye,,,,,,,,,,,,,,114,53,0.00,
J.K. Dobbins,2563548,RB,DEN,@HOU,,,,57.15,0.57,1.72,9.54,0.1,,,,0.23,11.09,18,54,0.00,-11.09
Elijah Dotson,2571536,RB,FA,Bye,,,,,,,,,,,,,,115,55,0.00,
Rico Dowdle,2565295,RB,CAR,@GB,,,,51.71,0.21,2.08,13.16,0.14,,,,0.21,9.21,27,56,0.00,-9.21
Donovan Edwards,2574437,RB,WAS,SEA,,,,,,,,,,,,,0.00,116,57,0.00,0.0
Gus Edwards,2561324,RB,FA,Bye,,,,,,,,,,,,,,117,58,0.00,
Clyde Edwards-Helaire,2564271,RB,KC,@BUF,,,,2.61,0.02,0.14,1.06,0.01,,,,0.01,0.60,72,59,0.00,-0.6
Austin Ekeler,2559169,RB,WAS,SEA,,,,,,,,,,,,,0.00,118,60,0.00,0.0
Audric Estimé,2571994,RB,NO,@LAR,,,,,,,,,,,,,0.00,119,61,0.00,0.0
Travis Etienne,2566157,RB,JAX,@LV,,,,62.42,0.25,2.34,16.6,0.11,,,,0.2,10.83,19,62,0.00,-10.83
Trevor Etienne,2573977,RB,CAR,@GB,,,,4.53,0.04,0.13,0.95,0.01,,,,0.01,0.89,67,63,0.00,-0.89
Darrynton Evans,2564043,RB,FA,Bye,,,,,,,,,,,,,,120,64,0.00,
Zach Evans,2569963,RB,FA,Bye,,,,,,,,,,,,,,121,65,0.00,
Demetric Felton,2565968,RB,FA,Bye,,,,,,,,,,,,,,122,66,0.00,
Jerome Ford,2567469,RB,CLE,Bye,,,,,,,,,,,,,,123,67,0.00,
D'Onta Foreman,2557994,RB,FA,Bye,,,,,,,,,,,,,,124,68,0.00,
Royce Freeman,2560733,RB,FA,Bye,,,,,,,,,,,,,,125,69,0.00,
Kenneth Gainwell,2566397,RB,PIT,IND,,,,29.49,0.33,1.55,9.16,0.09,,,,0.13,6.90,35,70,0.00,-6.9
Myles Gaskin,2562270,RB,SEA,@WAS,,,,,,,,,,,,,0.00,126,71,0.00,0.0
Jahmyr Gibbs,2569747,RB,DET,MIN,,,,72.97,0.86,3.61,27.77,0.26,,,,0.21,18.18,3,72,0.00,-18.18
Antonio Gibson,2565276,RB,NE,ATL,,,,,,,,,,,,,0.00,127,73,0.00,0.0
DJ Giddens,2574188,RB,IND,@PIT,,,,3.43,0.03,0.04,0.36,,,,,0.01,0.56,74,74,0.00,-0.56
Tyler Goodson,2567595,RB,IND,@PIT,,,,1.92,0.01,0.02,0.16,,,,,,0.28,80,75,0.00,-0.28
Frank Gore Jr.,2572908,RB,BUF,KC,,,,,,,,,,,,,0.00,128,76,0.00,0.0
Eric Gray,2570158,RB,NYG,SF,,,,,,,,,0.13,,,,0.78,68,77,0.00,-0.78
Isaac Guerendo,2572498,RB,SF,@NYG,,,,1.95,0.02,0.03,0.24,,,,,,0.35,78,78,0.00,-0.35
Troy Hairston,2568867,RB,FA,Bye,,,,,,,,,,,,,,129,79,0.00,
Breece Hall,2568030,RB,NYJ,Bye,,,,,,,,,,,,,,130,80,0.00,
C.J. Ham,2556803,RB,MIN,@DET,,,,,,,,,,,,,0.00,131,81,0.00,0.0
Omarion Hampton,2574514,RB,LAC,@TEN,,,,,,,,,,,,,0.00,132,82,0.00,0.0
Deion Hankins,2574010,RB,CHI,@CIN,,,,,,,,,,,,,0.00,133,83,0.00,0.0
