PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Josh Allen,2560955,QB,BUF,@TEN,353,1,3,26,,,,,,1,,23.98,1,28.72,23.98,4.74
Kirk Cousins,2532820,QB,MIN,@CAR,373,,3,16,,,,,,,1,18.73,2,27.92,18.73,9.19
Dak Prescott,2555260,QB,DAL,@NE,445,1,3,10,,,,,,,1,19.14,3,26.80,19.14,7.66
Jalen Hurts,2564832,QB,PHI,TB,115,1,1,44,,,,,,1,,19.64,4,25.00,19.64,5.36
Matthew Stafford,79860,QB,LA,@NYG,251,1,4,12,,,,,,,1,18.98,5,24.24,18.98,5.26
Aaron Rodgers,2506363,QB,GB,@CHI,195,,2,19,,,,,,,,20.32,6,23.70,20.32,3.38
Joe Burrow,2563722,QB,CIN,@DET,271,1,3,20,,,,,,,,18.97,7,22.84,18.97,3.87
Patrick Mahomes,2558125,QB,KC,@WAS,397,2,2,31,,,,,,,1,23.64,8,21.98,23.64,-1.66
Tua Tagovailoa,2564499,QB,MIA,@JAX,329,1,2,22,,,,,,,,14.85,9,21.36,14.85,6.51
Kyler Murray,2562382,QB,ARI,@CLE,229,,4,6,,,,,,,4,20.67,10,21.16,20.67,0.49
Derek Carr,2543499,QB,LV,@DEN,341,,2,-1,,,,,,,1,17.85,11,20.47,17.85,2.62
Teddy Bridgewater,2543465,QB,DEN,LV,334,3,3,9,,,,,,,1,15.97,12,18.26,15.97,2.29
Tom Brady,2504211,QB,TB,@PHI,297,1,2,1,,,,,,,,20.56,13,17.98,20.56,-2.58
Carson Wentz,2555259,QB,IND,HOU,223,,2,1,,,,,,,,17.97,14,17.02,17.97,-0.95
Trevor Lawrence,2566163,QB,JAX,MIA,319,,1,11,,,,,,,1,16.42,15,15.86,16.42,-0.56
Sam Darnold,2561036,QB,CAR,MIN,207,1,1,48,,,,,,1,1,16.50,16,15.08,16.5,-1.42
Mac Jones,2566334,QB,NE,DAL,229,1,2,-4,,,,,,1,1,16.43,17,14.76,16.43,-1.67
Justin Fields,2565920,QB,CHI,GB,174,1,1,43,,,,,,,,13.75,18,13.26,13.75,-0.49
Ryan Tannehill,2532956,QB,TEN,BUF,216,1,,3,,,,,,,,17.27,19,12.94,17.27,-4.33
Baker Mayfield,2560800,QB,CLE,ARI,234,1,2,8,,,,,,,2,18.36,20,12.16,18.36,-6.2
Lamar Jackson,2560757,QB,BAL,LAC,167,2,1,51,,,,,,,,22.09,21,11.78,22.09,-10.31
Justin Herbert,2565045,QB,LAC,@BAL,195,1,1,12,,,,,,,,19.96,22,11.00,19.96,-8.96
Ben Roethlisberger,2506109,QB,PIT,SEA,229,,1,-3,,,,,,,1,17.70,23,10.86,17.7,-6.84
Geno Smith,2539335,QB,SEA,@PIT,209,,1,-1,,,,,,,1,14.76,24,10.26,14.76,-4.5
Taylor Heinicke,2553656,QB,WAS,KC,182,1,1,,,,,,,,,17.67,25,9.28,17.67,-8.39
Jared Goff,2555334,QB,DET,CIN,202,1,,1,,,,,,1,,17.05,26,8.18,17.05,-8.87
Davis Mills,2566136,QB,HOU,@IND,243,2,,5,,,,,,,,14.73,27,6.22,14.73,-8.51
Brandon Allen,2555365,QB,CIN,@DET,7,,1,-3,,,,,,,,0.93,28,3.98,0.93,3.05
Daniel Jones,2562299,QB,NYG,LA,242,3,,4,,,,,,1,2,17.79,29,2.08,17.79,-15.71
Jacoby Brissett,2555261,QB,MIA,@JAX,25,,,,,,,,,,,1.82,30,1.00,1.82,-0.82
Tyler Huntley,2563560,QB,BAL,LAC,,,,10,,,,,,,,1.12,31,1.00,1.12,-0.12
Case Keenum,2532888,QB,CLE,ARI,6,,,,,,,,,,,0.58,32,0.24,0.58,-0.34
Kyle Allen,2561177,QB,WAS,KC,,,,,,,,,,,,0.56,33,0.00,0.56,-0.56
Kenji Bahar,2566608,QB,FA,Bye,,,,,,,,,,,,,34,0.00,,
Matt Barkley,2539308,QB,TEN,BUF,,,,,,,,,,,,0.00,35,0.00,0.0,0.0
C.J. Beathard,2557922,QB,JAX,MIA,,,,,,,,,,,,0.95,36,0.00,0.95,-0.95
David Blough,2563043,QB,DET,CIN,,,,,,,,,,,,0.32,37,0.00,0.32,-0.32
Ian Book,2566352,QB,NO,Bye,,,,,,,,,,,,,38,0.00,,
Blake Bortles,2543477,QB,GB,@CHI,,,,,,,,,,,,0.00,39,0.00,0.0,0.0
Tim Boyle,2561187,QB,DET,CIN,,,,,,,,,,,,,40,0.00,,
Drew Brees,2504775,QB,FA,Bye,,,,,,,,,,,,,41,0.00,,
Jake Browning,2562634,QB,CIN,@DET,,,,,,,,,,,,0.00,42,0.00,0.0,0.0
Shane Buechele,2566983,QB,KC,@WAS,,,,,,,,,,,,0.00,43,0.00,0.0,0.0
Andy Dalton,2495143,QB,CHI,GB,,,,,,,,,,,,0.55,44,0.00,0.55,-0.55
Chase Daniel,81284,QB,LAC,@BAL,,,,,,,,,,,,0.39,45,0.00,0.39,-0.39
Ben DiNucci,2563839,QB,DAL,@NE,,,,,,,,,,,,0.00,46,0.00,0.0,0.0
Joshua Dobbs,2558167,QB,PIT,SEA,,,,,,,,,,,,,47,0.00,,
Jeff Driskel,2555262,QB,HOU,@IND,,,,,,,,,,,,1.37,48,0.00,1.37,-1.37
Jacob Eason,2564115,QB,SEA,@PIT,,,,,,,,,,,,0.00,49,0.00,0.0,0.0
Sam Ehlinger,2566142,QB,IND,HOU,,,,,,,,,,,,0.00,50,0.00,0.0,0.0
Danny Etling,2560717,QB,FA,Bye,,,,,,,,,,,,,51,0.00,,
Ryan Finley,2562651,QB,FA,Bye,,,,,,,,,,,,,52,0.00,,
Ryan Fitzpatrick,2506581,QB,WAS,KC,,,,,,,,,,,,,53,0.00,,
Joe Flacco,382,QB,NYJ,Bye,,,,,,,,,,,,,54,0.00,,
Nick Foles,2532842,QB,CHI,GB,,,,,,,,,,,,0.00,55,0.00,0.0,0.0
Feleipe Franks,2566683,QB,ATL,Bye,,,,,,,,,,,,,56,0.00,,
Jake Fromm,2563608,QB,BUF,@TEN,,,,,,,,,,,,,57,0.00,,
Blaine Gabbert,2495441,QB,TB,@PHI,,,,,,,,,,,,1.23,58,0.00,1.23,-1.23
Jimmy Garoppolo,2543801,QB,SF,Bye,,,,,,,,,,,,,59,0.00,,
Garrett Gilbert,2549982,QB,NE,DAL,,,,,,,,,,,,0.00,60,0.00,0.0,0.0
Mike Glennon,2539275,QB,NYG,LA,,,,,,,,,,,,0.93,61,0.00,0.93,-0.93
Anthony Gordon,2565153,QB,FA,Bye,,,,,,,,,,,,,62,0.00,,
Will Grier,2562404,QB,DAL,@NE,,,,,,,,,,,,0.00,63,0.00,0.0,0.0
Ryan Griffin,2541185,QB,TB,@PHI,,,,,,,,,,,,0.00,64,0.00,0.0,0.0
Dwayne Haskins,2562660,QB,PIT,SEA,,,,,,,,,,,,0.00,65,0.00,0.0,0.0
Chad Henne,252,QB,KC,@WAS,,,,,,,,,,,,0.49,66,0.00,0.49,-0.49
Taysom Hill,2558954,QB,NO,Bye,,,,,,,,,,,,,67,0.00,,
Devlin Hodges,2563258,QB,FA,Bye,,,,,,,,,,,,,68,0.00,,
Brian Hoyer,81294,QB,NE,DAL,,,,,,,,,,,,0.71,69,0.00,0.71,-0.71
Brett Hundley,2552588,QB,IND,HOU,,,,,,,,,,,,1.00,70,0.00,1.0,-1.0
Josh Johnson,264,QB,NYJ,Bye,,,,,,,,,,,,,71,0.00,,
Colin Kaepernick,2495186,QB,FA,Bye,,,,,,,,,,,,,72,0.00,,
DeShone Kizer,2557983,QB,FA,Bye,,,,,,,,,,,,,73,0.00,,
Trey Lance,2566532,QB,SF,Bye,,,,,,,,,,,,,74,0.00,,
Kyle Lauletta,2560786,QB,JAX,MIA,,,,,,,,,,,,0.00,75,0.00,0.0,0.0
Drew Lock,2562305,QB,DEN,LV,,,,,,,,,,,,0.89,76,0.00,0.89,-0.89
Jordan Love,2564007,QB,GB,@CHI,,,,,,,,,,,,1.15,77,0.00,1.15,-1.15
Jake Luton,2564205,QB,SEA,@PIT,,,,,,,,,,,,0.77,78,0.00,0.77,-0.77
Sean Mannion,2552576,QB,MIN,@CAR,,,,,,,,,,,,0.44,79,0.00,0.44,-0.44
Marcus Mariota,2552466,QB,LV,@DEN,,,,,,,,,,,,0.64,80,0.00,0.64,-0.64
AJ McCarron,2543497,QB,ATL,Bye,,,,,,,,,,,,,81,0.00,,
Josh McCown,2505076,QB,FA,Bye,,,,,,,,,,,,,82,0.00,,
Cole McDonald,2564052,QB,FA,Bye,,,,,,,,,,,,,83,0.00,,
Alex McGough,2561148,QB,FA,Bye,,,,,,,,,,,,,84,0.00,,
Trace McSorley,2562403,QB,BAL,LAC,,,,,,,,,,,,0.00,85,0.00,0.0,0.0
Gardner Minshew,2562796,QB,PHI,TB,,,,,,,,,,,,0.00,86,0.00,0.0,0.0
Kellen Mond,2566310,QB,MIN,@CAR,,,,,,,,,,,,0.00,87,0.00,0.0,0.0
Steven Montez,2565285,QB,DET,CIN,,,,,,,,,,,,0.00,88,0.00,0.0,0.0
Matt Moore,2507282,QB,FA,Bye,,,,,,,,,,,,,89,0.00,,
James Morgan,2564805,QB,CAR,MIN,,,,,,,,,,,,0.00,90,0.00,0.0,0.0
Jalen Morton,2564013,QB,FA,Bye,,,,,,,,,,,,,91,0.00,,
Jamie Newman,2567058,QB,FA,Bye,,,,,,,,,,,,,92,0.00,,
Cam Newton,2495455,QB,FA,Bye,,,,,,,,,,,,,93,0.00,,
Bryce Perkins,2564382,QB,LA,@NYG,,,,,,,,,,,,0.00,94,0.00,0.0,0.0
Nathan Peterman,2558191,QB,LV,@DEN,,,,,,,,,,,,0.00,95,0.00,0.0,0.0
Philip Rivers,2506121,QB,FA,Bye,,,,,,,,,,,,,96,0.00,,
