PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Noah Fant,2562383,TE,DEN,LV,,,,,9,97,1,,,,,9.29,1,23.60,9.29,14.31
Mike Gesicki,2560994,TE,MIA,@JAX,,,,,8,115,,,,,,10.14,2,15.50,10.14,5.36
Mark Andrews,2560957,TE,BAL,LAC,,,,,5,68,1,,,,,12.59,3,15.30,12.59,2.71
O.J. Howard,2557856,TE,TB,@PHI,,,,,6,49,1,,,,,4.74,4,13.90,4.74,9.16
Travis Kelce,2540258,TE,KC,@WAS,,,,,8,99,,,,,,15.36,5,13.90,15.36,-1.46
Ricky Seals-Jones,2559248,TE,WAS,KC,,,,,4,58,1,,,,,4.99,6,13.80,4.99,8.81
T.J. Hockenson,2562378,TE,DET,CIN,,,,,8,74,,,,,,9.64,7,13.10,9.64,3.46
Jared Cook,71265,TE,LAC,@BAL,,,,,4,25,1,,,,,8.61,8,12.20,8.61,3.59
Zach Ertz,2540158,TE,ARI,@CLE,,,,,4,29,1,,,,,7.74,9,10.90,7.74,3.16
Dalton Schultz,2560866,TE,DAL,@NE,,,,,5,79,,,,,,10.04,10,10.40,10.04,0.36
Hunter Henry,2555341,TE,NE,DAL,,,,,2,25,1,,,,,7.18,11,9.50,7.18,2.32
Mo Alie-Cox,2558832,TE,IND,HOU,,,,,1,28,1,,,,,4.52,12,9.30,4.52,4.78
Pat Freiermuth,2566442,TE,PIT,SEA,,,,,7,58,,,,,,5.41,13,9.30,5.41,3.89
C.J. Uzomah,2552559,TE,CIN,@DET,,,,,3,15,1,,,,,5.66,14,9.00,5.66,3.34
Tyler Conklin,2561027,TE,MIN,@CAR,,,,,3,71,,,,,,5.82,15,8.60,5.82,2.78
Durham Smythe,2560880,TE,MIA,@JAX,,,,,5,59,,,,,,2.64,16,8.40,2.64,5.76
Darren Waller,2552408,TE,LV,@DEN,,,,,5,59,,,,,,13.68,17,8.40,13.68,-5.28
Eric Ebron,2543466,TE,PIT,SEA,,,,1,2,10,,,,,,3.72,18,8.10,3.72,4.38
Will Dissly,2561046,TE,SEA,@PIT,,,,,2,8,1,,,,,3.41,19,7.80,3.41,4.39
Cole Kmet,2563704,TE,CHI,GB,,,,,4,49,,,,,,4.43,20,6.90,4.43,2.47
