PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Derrick Henry,2556075,RB,TEN,BUF,,,,143,2,13,,,,,,,1,34.60,,
Jonathan Taylor,2564148,RB,IND,HOU,,,,145,1,13,,,,,,15.95,2,28.30,15.95,12.35
Leonard Fournette,2557973,RB,TB,@PHI,,,,81,6,46,,,,,,14.16,3,27.70,14.16,13.54
Darrel Williams,2560935,RB,KC,@WAS,,,,62,3,27,,,,,,11.56,4,24.10,11.56,12.54
Darrell Henderson,2562574,RB,LA,@NYG,,,,78,2,29,1,,,,,13.59,5,23.70,13.59,10.11
Joe Mixon,2557976,RB,CIN,@DET,,,,94,5,59,1,,,,1,12.73,6,22.80,12.73,10.07
Najee Harris,2566448,RB,PIT,SEA,,,,81,6,46,1,,,,,17.00,7,21.70,17.0,4.7
Kenyan Drake,2555230,RB,LV,@DEN,,,,34,2,39,1,,,,,4.87,8,20.30,4.87,15.43
Dalvin Cook,2557991,RB,MIN,@CAR,,,,140,2,3,,,,,1,16.11,9,19.30,16.11,3.19
Chris Evans,2565944,RB,CIN,@DET,,,,18,3,49,1,,,,,2.48,10,19.30,2.48,16.82
Khalil Herbert,2565926,RB,CHI,GB,,,,97,2,15,,,,,,11.29,11,19.20,11.29,7.91
Aaron Jones,2558116,RB,GB,@CHI,,,,76,4,34,1,,,,,15.35,12,19.00,15.35,3.65
James Robinson,2564223,RB,JAX,MIA,,,,73,3,28,,,,,,15.48,13,17.60,15.48,2.12
Damien Harris,2562281,RB,NE,DAL,,,,101,1,7,,,,,,9.70,14,17.30,9.7,7.6
Alex Collins,2555430,RB,SEA,@PIT,,,,101,1,-3,,,,,,12.47,15,16.30,12.47,3.83
Ezekiel Elliott,2555224,RB,DAL,@NE,,,,69,7,50,,,,,,13.79,16,15.40,13.79,1.61
D'Andre Swift,2563965,RB,DET,CIN,,,,24,5,43,,,,,,13.66,17,15.20,13.66,1.54
J.D. McKissic,2556440,RB,WAS,KC,,,,45,8,65,,,,,,8.09,18,15.00,8.09,6.91
Josh Jacobs,2562377,RB,LV,@DEN,,,,53,1,29,,,,,,10.19,19,14.70,10.19,4.51
Rhamondre Stevenson,2566343,RB,NE,DAL,,,,23,3,39,,,,,,4.07,20,13.70,4.07,9.63
Latavius Murray,2541161,RB,BAL,LAC,,,,44,2,12,,,,,,9.57,21,13.40,9.57,3.83
Chuba Hubbard,2565899,RB,CAR,MIN,,,,61,1,4,,,,,,14.39,22,13.00,14.39,-1.39
Elijhaa Penny,2556762,RB,NYG,LA,,,,15,1,1,,,,,,1.35,23,11.50,1.35,10.15
Devonta Freeman,2543583,RB,BAL,LAC,,,,53,,,,,,,,3.18,24,11.30,3.18,8.12
Javonte Williams,2566049,RB,DEN,LV,,,,53,3,15,,,,,,8.73,25,10.00,8.73,1.27
DeeJay Dallas,2565144,RB,SEA,@PIT,,,,17,5,33,,,,,1,2.72,26,9.80,2.72,7.08
Tony Pollard,2562699,RB,DAL,@NE,,,,41,3,22,,,,,,9.34,27,9.50,9.34,0.16
Kareem Hunt,2557917,RB,CLE,ARI,,,,66,3,12,,,,,,,28,9.30,,
Mark Ingram,2495466,RB,NO,Bye,,,,73,2,8,,,,,,,29,9.10,,
Devontae Booker,2555223,RB,NYG,LA,,,,41,4,28,,,,,,10.32,30,8.90,10.32,-1.42
Melvin Gordon,2552469,RB,DEN,LV,,,,50,3,23,,,,,,11.05,31,8.80,11.05,-2.25
Le'Veon Bell,2540175,RB,BAL,LAC,,,,18,,,,,,,,4.86,32,7.80,4.86,2.94
James Conner,2557978,RB,ARI,@CLE,,,,71,1,,,,,,,7.85,33,7.60,7.85,-0.25
Travis Homer,2562665,RB,SEA,@PIT,,,,27,1,27,,,,,,2.73,34,7.60,2.73,4.87
Miles Sanders,2562722,RB,PHI,TB,,,,56,2,10,,,,,,,35,7.60,,
Austin Ekeler,2559169,RB,LAC,@BAL,,,,7,4,48,,,,,,17.58,36,7.50,17.58,-10.08
Devin Singletary,2562734,RB,BUF,@TEN,,,,27,5,16,,,,,,7.79,37,6.80,7.79,-0.99
Chase Edmonds,2560711,RB,ARI,@CLE,,,,46,3,4,,,,,,10.81,38,6.50,10.81,-4.31
Phillip Lindsay,2559947,RB,HOU,@IND,,,,39,2,15,,,,,,2.97,39,6.40,2.97,3.43
A.J. Dillon,2563986,RB,GB,@CHI,,,,59,,,,,,,,6.49,40,5.90,6.49,-0.59
Antonio Gibson,2565276,RB,WAS,KC,,,,44,2,,,,,,1,13.18,41,5.10,13.18,-8.08
Salvon Ahmed,2565090,RB,MIA,@JAX,,,,22,1,15,,,,,,5.49,42,4.20,5.49,-1.29
Sony Michel,2560809,RB,LA,@NYG,,,,42,,,,,,,,5.91,43,4.20,5.91,-1.71
Malcolm Brown,2552382,RB,MIA,@JAX,,,,24,1,7,,,,,,,44,3.60,,
Ronald Jones,2560770,RB,TB,@PHI,,,,20,1,9,,,,,,4.99,45,3.40,4.99,-1.59
Derek Watt,2555220,RB,PIT,SEA,,,,,,,,,,,,0.55,46,3.40,0.55,2.85
Giovani Bernard,2540156,RB,TB,@PHI,,,,,2,4,,,,,,5.50,47,3.10,5.5,-2.4
C.J. Ham,2556803,RB,MIN,@CAR,,,,30,,,,,,,,0.91,48,3.00,0.91,2.09
Zack Moss,2563617,RB,BUF,@TEN,,,,24,2,15,,,,,1,9.99,49,2.90,9.99,-7.09
Nyheim Hines,2560742,RB,IND,HOU,,,,13,1,9,,,,,,6.91,50,2.70,6.91,-4.21
Brandon Bolden,2532797,RB,NE,DAL,,,,-1,1,3,,,,,,3.68,51,2.40,3.68,-1.28
Demetric Felton,2565968,RB,CLE,ARI,,,,,2,14,,,,,,2.73,52,2.40,2.73,-0.33
Jerick McKinnon,2543715,RB,KC,@WAS,,,,10,1,5,,,,,,2.52,53,2.00,2.52,-0.52
Khari Blasingame,2562869,RB,TEN,BUF,,,,,,,,,,,,,54,1.70,,
Rex Burkhead,2539265,RB,HOU,@IND,,,,,,,,,,,,2.22,55,1.70,2.22,-0.52
Kylin Hill,2566076,RB,GB,@CHI,,,,,,,,,,,,,56,1.70,,
Godwin Igwebuike,2560749,RB,DET,CIN,,,,,,,,,,,,0.00,57,1.70,0.0,1.7
Dare Ogunbowale,2559362,RB,JAX,MIA,,,,,,,,,,,,1.51,58,1.70,1.51,0.19
Benny Snell,2562743,RB,PIT,SEA,,,,,,,,,,,,1.77,59,1.70,1.77,-0.07
Kalen Ballage,2560967,RB,PIT,SEA,,,,15,,,,,,,,2.29,60,1.50,2.29,-0.79
Myles Gaskin,2562270,RB,MIA,@JAX,,,,9,2,5,,,,,1,13.88,61,1.40,13.88,-12.48
D'Ernest Johnson,2563327,RB,CLE,ARI,,,,2,1,7,,,,,,1.02,62,1.40,1.02,0.38
Jonathan Ward,2564949,RB,ARI,@CLE,,,,14,,,,,,,,0.77,63,1.40,0.77,0.63
Jamaal Williams,2558204,RB,DET,CIN,,,,11,1,-2,,,,,,10.04,64,1.40,10.04,-8.64
Trayveon Williams,2562600,RB,CIN,@DET,,,,13,,,,,,,,3.83,65,1.30,3.83,-2.53
Justin Jackson,2560756,RB,LAC,@BAL,,,,,1,7,,,,,,3.36,66,1.20,3.36,-2.16
Marlon Mack,2558123,RB,IND,HOU,,,,12,,,,,,,,6.41,67,1.20,6.41,-5.21
Gabe Nabers,2565066,RB,LAC,@BAL,,,,,1,6,,,,,,0.34,68,1.10,0.34,0.76
Johnny Stanton,2561489,RB,CLE,ARI,,,,,1,6,,,,,,0.55,69,1.10,0.55,0.55
Alexander Mattison,2562682,RB,MIN,@CAR,,,,10,,,,,,,,5.23,70,1.00,5.23,-4.23
Mike Boone,2561099,RB,DEN,LV,,,,,1,3,,,,,,1.65,71,0.80,1.65,-0.85
Gary Brightwell,2566364,RB,NYG,LA,,,,,,,,,,,,2.42,72,0.80,2.42,-1.62
Michael Burton,2552636,RB,KC,@WAS,,,,,,,,,,,,0.64,73,0.80,0.64,0.16
Cullen Gillaspia,2562906,RB,NYG,LA,,,,,,,,,,,,0.28,74,0.80,0.28,0.52
Alec Ingold,2562288,RB,LV,@DEN,,,,,,,,,,,,0.50,75,0.80,0.5,0.3
Jaret Patterson,2567160,RB,WAS,KC,,,,5,1,-2,,,,,,1.90,76,0.80,1.9,-1.1
Jalen Richard,2556885,RB,LV,@DEN,,,,,1,3,,,,,,1.47,77,0.80,1.47,-0.67
Joshua Kelley,2565054,RB,LAC,@BAL,,,,7,,,,,,,,2.15,78,0.70,2.15,-1.45
Kenneth Gainwell,2566397,RB,PHI,TB,,,,,1,1,,,,,,7.59,79,0.60,7.59,-6.99
David Johnson,2553435,RB,HOU,@IND,,,,7,1,14,,,,,1,6.59,80,0.60,6.59,-5.99
Royce Freeman,2560733,RB,FA,Bye,,,,3,,,,,,,,,81,0.30,,
Ameer Abdullah,2552374,RB,CAR,MIN,,,,,,,,,,,,1.27,82,0.00,1.27,-1.27
Josh Adams,2560949,RB,FA,Bye,,,,,,,,,,,,,83,0.00,,
Cam Akers,2564319,RB,LA,@NYG,,,,,,,,,,,,0.00,84,0.00,0.0,0.0
Darius Anderson,2563824,RB,FA,Bye,,,,,,,,,,,,,85,0.00,,
Alex Armah,2558833,RB,NO,Bye,,,,,,,,,,,,,86,0.00,,
Ryquell Armstead,2562622,RB,GB,@CHI,,,,,,,,,,,,0.00,87,0.00,0.0,0.0
Peyton Barber,2556466,RB,LV,@DEN,,,,,,,,,,,,0.00,88,0.00,0.0,0.0
Jake Bargas,2564508,RB,MIN,@CAR,,,,,,,,,,,,0.00,89,0.00,0.0,0.0
Saquon Barkley,2560968,RB,NYG,LA,,,,,,,,,,,,0.00,90,0.00,0.0,0.0
Nick Bawden,2560972,RB,NYJ,Bye,,,,,,,,,,,,,91,0.00,,
Levante Bellamy,2563878,RB,DEN,LV,,,,,,,,,,,,,92,0.00,,
Nick Bellore,2495262,RB,SEA,@PIT,,,,,,,,,,,,0.23,93,0.00,0.23,-0.23
Eno Benjamin,2564889,RB,ARI,@CLE,,,,,,,,,,,,0.00,94,0.00,0.0,0.0
Reggie Bonnafon,2561184,RB,CAR,MIN,,,,,,,,,,,,0.00,95,0.00,0.0,0.0
Darius Bradwell,2565015,RB,LAC,@BAL,,,,,,,,,,,,0.00,96,0.00,0.0,0.0
Matt Breida,2558918,RB,BUF,@TEN,,,,,,,,,,,,0.00,97,0.00,0.0,0.0
Tony Brooks-James,2563300,RB,FA,Bye,,,,,,,,,,,,,98,0.00,,
Spencer Brown,2565558,RB,CAR,MIN,,,,,,,,,,,,0.00,99,0.00,0.0,0.0
Jason Cabinda,2560986,RB,DET,CIN,,,,,,,,,,,,0.54,100,0.00,0.54,-0.54
Raymond Calais,2565207,RB,LA,@NYG,,,,,,,,,,,,,101,0.00,,
Trenton Cannon,2561137,RB,SF,Bye,,,,,,,,,,,,,102,0.00,,
Patrick Carr,2565138,RB,FA,Bye,,,,,,,,,,,,,103,0.00,,
Chris Carson,2558865,RB,SEA,@PIT,,,,,,,,,,,,,104,0.00,,
Michael Carter,2566382,RB,NYJ,Bye,,,,,,,,,,,,,105,0.00,,
Nick Chubb,2561021,RB,CLE,ARI,,,,,,,,,,,,0.00,106,0.00,0.0,0.0
Jordan Chunn,2561308,RB,FA,Bye,,,,,,,,,,,,,107,0.00,,
Darius Clark,2565561,RB,FA,Bye,,,,,,,,,,,,,108,0.00,,
Corey Clement,2559150,RB,DAL,@NE,,,,,,,,,,,,1.15,109,0.00,1.15,-1.15
Tarik Cohen,2558250,RB,CHI,GB,,,,,,,,,,,,,110,0.00,,
Tevin Coleman,2552453,RB,NYJ,Bye,,,,,,,,,,,,,111,0.00,,
Nathan Cottrell,2564175,RB,JAX,MIA,,,,,,,,,,,,0.00,112,0.00,0.0,0.0
Damarea Crockett,2563223,RB,DEN,LV,,,,,,,,,,,,0.00,113,0.00,0.0,0.0
Mikey Daniel,2563476,RB,FA,Bye,,,,,,,,,,,,,114,0.00,,
Mike Davis,2553439,RB,ATL,Bye,,,,,,,,,,,,,115,0.00,,
Matt Dayes,2557987,RB,FA,Bye,,,,,,,,,,,,,116,0.00,,
Gerrid Doaks,2566277,RB,MIA,@JAX,,,,,,,,,,,,0.00,117,0.00,0.0,0.0
J.K. Dobbins,2563548,RB,BAL,LAC,,,,,,,,,,,,,118,0.00,,
Rico Dowdle,2565295,RB,DAL,@NE,,,,,,,,,,,,,119,0.00,,
Trey Edmunds,2559325,RB,PIT,SEA,,,,,,,,,,,,0.00,120,0.00,0.0,0.0
Gus Edwards,2561324,RB,BAL,LAC,,,,,,,,,,,,,121,0.00,,
Clyde Edwards-Helaire,2564271,RB,KC,@WAS,,,,,,,,,,,,,122,0.00,,
Travis Etienne,2566157,RB,JAX,MIA,,,,,,,,,,,,,123,0.00,,
Darrynton Evans,2564043,RB,TEN,BUF,,,,,,,,,,,,,124,0.00,,
Tavien Feaster,2564187,RB,ARI,@CLE,,,,,,,,,,,,0.00,125,0.00,0.0,0.0
D'Onta Foreman,2557994,RB,TEN,BUF,,,,,,,,,,,,0.00,126,0.00,0.0,0.0
D.J. Foster,2556528,RB,FA,Bye,,,,,,,,,,,,,127,0.00,,
Jake Funk,2566208,RB,LA,@NYG,,,,,,,,,,,,,128,0.00,,
Tyler Gaffney,2543655,RB,FA,Bye,,,,,,,,,,,,,129,0.00,,
Wayne Gallman,2557952,RB,ATL,Bye,,,,,,,,,,,,,130,0.00,,
Derrick Gore,2563347,RB,KC,@WAS,,,,,,,,,,,,2.62,131,0.00,2.62,-2.62
Garrett Groshek,2565645,RB,FA,Bye,,,,,,,,,,,,,132,0.00,,
Pete Guerrerio,2565539,RB,FA,Bye,,,,,,,,,,,,,133,0.00,,
Todd Gurley,2552475,RB,FA,Bye,,,,,,,,,,,,,134,0.00,,
JaMycal Hasty,2565108,RB,SF,Bye,,,,,,,,,,,,,135,0.00,,
Javian Hawkins,2566689,RB,LA,@NYG,,,,,,,,,,,,0.00,136,0.00,0.0,0.0
Brian Hill,2558112,RB,FA,Bye,,,,,,,,,,,,,137,0.00,,
Justice Hill,2562407,RB,BAL,LAC,,,,,,,,,,,,,138,0.00,,
Dontrell Hilliard,2561461,RB,TEN,BUF,,,,,,,,,,,,0.00,139,0.00,0.0,0.0
Josh Hokit,2565111,RB,SF,Bye,,,,,,,,,,,,,140,0.00,,
Elijah Holyfield,2562664,RB,CIN,@DET,,,,,,,,,,,,0.00,141,0.00,0.0,0.0
Jordan Howard,2555418,RB,PHI,TB,,,,,,,,,,,,0.00,142,0.00,0.0,0.0
Buddy Howell,2561344,RB,LA,@NYG,,,,,,,,,,,,0.00,143,0.00,0.0,0.0
Caleb Huntley,2566692,RB,ATL,Bye,,,,,,,,,,,,,144,0.00,,
Jason Huntley,2563938,RB,PHI,TB,,,,,,,,,,,,0.00,145,0.00,0.0,0.0
Carlos Hyde,2543743,RB,JAX,MIA,,,,,,,,,,,,5.34,146,0.00,5.34,-5.34
Deon Jackson,2565603,RB,IND,HOU,,,,,,,,,,,,0.00,147,0.00,0.0,0.0
Andy Janovich,2555432,RB,CLE,ARI,,,,,,,,,,,,0.00,148,0.00,0.0,0.0
Jermar Jefferson,2566058,RB,DET,CIN,,,,,,,,,,,,0.00,149,0.00,0.0,0.0
Duke Johnson,2552461,RB,MIA,@JAX,,,,,,,,,,,,0.00,150,0.00,0.0,0.0
Jakob Johnson,2562890,RB,NE,DAL,,,,,,,,,,,,0.33,151,0.00,0.33,-0.33
Kerryon Johnson,2560765,RB,FA,Bye,,,,,,,,,,,,,152,0.00,,
Ty Johnson,2562293,RB,NYJ,Bye,,,,,,,,,,,,,153,0.00,,
Taiwan Jones,2495467,RB,BUF,@TEN,,,,,,,,,,,,0.73,154,0.00,0.73,-0.73
Tony Jones,2564679,RB,NO,Bye,,,,,,,,,,,,,155,0.00,,
Xavier Jones,2564364,RB,LA,@NYG,,,,,,,,,,,,,156,0.00,,
Kyle Juszczyk,2540230,RB,SF,Bye,,,,,,,,,,,,,157,0.00,,
Alvin Kamara,2558019,RB,NO,Bye,,,,,,,,,,,,,158,0.00,,
John Kelly,2560777,RB,CLE,ARI,,,,,,,,,,,,0.00,159,0.00,0.0,0.0
Adrian Killins Jr.,2564841,RB,DEN,LV,,,,,,,,,,,,,160,0.00,,
Patrick Laird,2563296,RB,MIA,@JAX,,,,,,,,,,,,0.00,161,0.00,0.0,0.0
Benny LeMay,2563794,RB,FA,Bye,,,,,,,,,,,,,162,0.00,,
Dion Lewis,2495469,RB,FA,Bye,,,,,,,,,,,,,163,0.00,,
