PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Keith Taylor,2565911,DB,CAR,MIN,10,,,,,1,,,,,,,,3,,,,3.66,1,28.00,3.66,24.34
Kyle Dugger,2564601,DB,NE,DAL,8,,,,1,,,,,,,,,1,,29,,9.20,2,20.57,9.2,11.37
Trevon Diggs,2563836,DB,DAL,@NE,5,,,,1,,,1,,,,,,1,,42,,9.94,3,19.90,9.94,9.96
Johnathan Abram,2562616,DB,LV,@DEN,7,2,,,1,,,,,,,,,1,,6,,9.86,4,19.70,9.86,9.84
Khari Willis,2562602,DB,IND,HOU,5,4,1,1,,,1,,,,,,,1,1,,,,5,19.20,,
Kenny Moore II,2558976,DB,IND,HOU,10,,,1,,,,,,,,,,,,,,11.26,6,18.50,11.26,7.24
D.J. Reed,2560850,DB,SEA,@PIT,7,2,,,,,,,,,,,,2,,,,10.27,7,18.50,10.27,8.23
Taylor Rapp,2562707,DB,LA,@NYG,1,4,,,2,,,,,,,,,2,1,31,,10.80,8,18.43,10.8,7.63
DeShon Elliott,2560715,DB,BAL,LAC,3,,1,1,1,,,,,,,,,2,2,,,,9,18.10,,
Kendall Fuller,2555349,DB,WAS,KC,7,,,,1,,,,,,,,,1,,,,9.41,10,17.90,9.41,8.49
Xavier McKinney,2564766,DB,NYG,LA,3,,,,2,,,,,,,,,2,,23,,5.65,11,17.87,5.65,12.22
Sean Chandler,2561017,DB,CAR,MIN,7,3,,,,1,,,,,,,,,,,,8.58,12,17.80,8.58,9.22
J.C. Jackson,2560754,DB,NE,DAL,4,1,,,,,,,,,,,,4,,,,8.22,13,17.60,8.22,9.38
Minkah Fitzpatrick,2560725,DB,PIT,SEA,7,2,,,,1,,,,,,,,,,,,10.65,14,17.00,10.65,6.35
Rashad Fenton,2562649,DB,KC,@WAS,7,,,,,,,,,,,,,2,,,,9.36,15,16.90,9.36,7.54
Rayshawn Jenkins,2558182,DB,JAX,MIA,7,3,,,,,,,,,,,,1,,,,9.98,16,16.80,9.98,6.82
Derwin James,2560760,DB,LAC,@BAL,7,1,,,,1,,,,,,,,,1,,,11.22,17,16.70,11.22,5.48
A.J. Bouye,2541162,DB,CAR,MIN,6,,,,,1,,,,,,,,1,,,,8.15,18,16.20,8.15,8.05
Amani Hooker,2562666,DB,TEN,BUF,6,3,,,,1,,,,,,,,,,,,2.69,19,16.10,2.69,13.41
Jeremy Chinn,2563632,DB,CAR,MIN,7,2,,,,,,,,,,,,1,,,,10.46,20,16.00,10.46,5.54
Jordan Fuller,2564340,DB,LA,@NYG,8,3,,,,,,,,,,,,,,,,10.21,21,16.00,10.21,5.79
Nevin Lawson,2543872,DB,JAX,MIA,3,2,,,1,,,,,,,,,2,,11,,3.34,22,15.57,3.34,12.23
Kamren Curl,2565270,DB,WAS,KC,7,2,,,,,1,,,,,,,,,,,9.54,23,14.50,9.54,4.96
Harrison Smith,2532948,DB,MIN,@CAR,8,1,,,,,,,,,,,,,,,,10.60,24,14.40,10.6,3.8
Nate Hobbs,2566259,DB,LV,@DEN,6,5,,,,,,,,,,,,,,,,4.17,25,14.20,4.17,10.03
Elijah Molden,2566115,DB,TEN,BUF,6,3,,1,,,,,,,,,,,,,,8.13,26,14.10,8.13,5.97
Avonte Maddox,2560795,DB,PHI,TB,5,3,,2,,,,,,,,,,,,,,5.43,27,13.90,5.43,8.47
Trevon Moehrig,2566268,DB,LV,@DEN,2,1,,,1,,,,,,,,,2,,35,,7.59,28,13.87,7.59,6.28
Bobby McCain,2552434,DB,WAS,KC,4,1,,,1,,,,,,,,,1,,5,,7.40,29,13.77,7.4,6.37
Robert Rochell,2566241,DB,LA,@NYG,4,1,,,1,,,,,,,,,1,,1,,8.24,30,13.63,8.24,5.39
Xavier Woods,2558159,DB,MIN,@CAR,4,1,,,,1,,,,,,,,1,,,,8.84,31,13.60,8.84,4.76
Jamel Dean,2562556,DB,TB,@PHI,,,,,1,,,,,,,,,4,,,,9.10,32,13.50,9.1,4.4
Robert Alford,2539653,DB,ARI,@CLE,1,,,,1,,,,,,,,,3,,23,,7.96,33,13.47,7.96,5.51
Anthony Harris,2553655,DB,PHI,TB,3,2,,,1,,,,,,,,,1,,2,,9.48,34,12.77,9.48,3.29
Brandon Facyson,2560719,DB,LV,@DEN,2,1,,,1,,,,,,,,,2,,,,1.17,35,12.70,1.17,11.53
Vonn Bell,2555530,DB,CIN,@DET,5,2,,,,,,,,,,,,1,,,,10.56,36,12.60,10.56,2.04
Logan Ryan,2540162,DB,NYG,LA,5,2,,,,,,,,,,,,1,,,,10.76,37,12.60,10.76,1.84
Donte Jackson,2560753,DB,CAR,MIN,5,,,1,,,,,,,,,,1,,,,9.07,38,12.50,9.07,3.43
Jordan Poyer,2539290,DB,BUF,@TEN,3,1,,,1,,,,,,,,,1,,17,,10.56,39,12.47,10.56,1.91
Jabrill Peppers,2557980,DB,NYG,LA,5,4,,,,,,,,,,,,,1,,,,40,12.20,,
Anthony Averett,2560963,DB,BAL,LAC,5,1,,,,,,,,,,,,1,,,,10.10,41,11.80,10.1,1.7
Eddie Jackson,2558176,DB,CHI,GB,6,2,,,,,,,,,,,,,,,,8.93,42,11.80,8.93,2.87
Jalen Mills,2555383,DB,NE,DAL,6,2,,,,,,,,,,,,,,,,6.98,43,11.80,6.98,4.82
Byron Murphy,2562318,DB,ARI,@CLE,5,1,,,,,,,,,,,,1,,,,8.56,44,11.80,8.56,3.24
Andrew Wingard,2562606,DB,JAX,MIA,5,2,,1,,,,,,,,,,,,,,11.39,45,11.60,11.39,0.21
Isaiah Rodgers,2564142,DB,IND,HOU,1,1,,,1,,,,,,,,,2,,12,,4.79,46,11.40,4.79,6.61
Darnell Savage,2562724,DB,GB,@CHI,3,,,,1,,,,,,,,,1,,,,8.48,47,11.10,8.48,2.62
Chidobe Awuzie,2557840,DB,CIN,@DET,5,,,,,,,,,,,,,1,,,,8.91,48,11.00,8.91,2.09
Troy Hill,2553536,DB,CLE,ARI,6,1,,,,,,,,,,,,,,,,4.14,49,11.00,4.14,6.86
Chris Jackson,2564049,DB,TEN,BUF,5,,,,,,,,,,,,,1,,,,3.65,50,11.00,3.65,7.35
Greedy Williams,2562785,DB,CLE,ARI,5,,,,,,,,,,,,,1,,,,2.93,51,11.00,2.93,8.07
Marco Wilson,2566439,DB,ARI,@CLE,5,,,,,,,,,,,,,1,,,,3.12,52,11.00,3.12,7.88
Jevon Holland,2566283,DB,MIA,@JAX,4,2,,,,,,,,,,,,1,,,,8.88,53,10.90,8.88,2.02
Landon Collins,2552454,DB,WAS,KC,4,3,,1,,,,,,,,,,,,,,10.23,54,10.70,10.23,0.47
Kareem Jackson,496735,DB,DEN,LV,4,2,1,,,,,,,,,,,,,,,9.30,55,10.40,9.3,1.1
Justin Bethel,2532792,DB,NE,DAL,2,1,,,,1,,,,,,,,1,,,,1.12,56,10.20,1.12,9.08
Jayron Kearse,2555156,DB,DAL,@NE,4,1,,1,,,,,,,,,,,2,,,11.11,57,10.10,11.11,-1.01
Julian Blackmon,2564103,DB,IND,HOU,5,,,1,,,,,,,,,,,,,,,58,10.00,,
Jamal Adams,2557979,DB,SEA,@PIT,4,2,,1,,,,,,,,,,,,,,10.63,59,9.90,10.63,-0.73
Mackensie Alexander,2555177,DB,MIN,@CAR,4,,,,,,,,,,,,,1,,,,5.00,60,9.30,5.0,4.3
Jalen Ramsey,2555280,DB,LA,@NYG,5,1,,,,,,,,,,,,,,,,9.22,61,9.30,9.22,0.08
L'Jarius Sneed,2564304,DB,KC,@WAS,4,,,1,,,1,,,,,,,,,,,9.62,62,9.30,9.62,-0.32
Pat Surtain II,2566043,DB,DEN,LV,4,,,,,,,,,,,,,1,,,,9.69,63,9.30,9.69,-0.39
Jalen Thompson,2563339,DB,ARI,@CLE,5,1,,,,,,,,,,,,,,,,9.80,64,9.30,9.8,-0.5
James Bradberry,2555175,DB,NYG,LA,2,1,,,,,,,,,,,,2,,,,8.44,65,9.20,8.44,0.76
Chuck Clark,2558248,DB,BAL,LAC,3,2,,,,,,,,,,,,1,,,,10.12,66,9.20,10.12,-0.92
Steven Nelson,2552265,DB,PHI,TB,3,2,,,,,,,,,,,,1,,,,8.57,67,9.20,8.57,0.63
Brandon Jones,2564469,DB,MIA,@JAX,4,1,,1,,,,,,,,,,,,,,7.56,68,9.10,7.56,1.54
Tre Norwood,2566463,DB,PIT,SEA,3,,,1,,,,,,,,,,1,,,,2.70,69,9.10,2.7,6.4
Amani Oruwariye,2562390,DB,DET,CIN,1,1,,,1,,,,,,,,,1,,18,,8.35,70,9.10,8.35,0.75
Kevin Byard,2555158,DB,TEN,BUF,1,1,,,1,,,,,,,,,1,,16,,11.33,71,9.03,11.33,-2.3
Bryce Callahan,2553500,DB,DEN,LV,3,,1,1,,,,,,,,,,,,,,,72,8.60,,
Rasul Douglas,2558168,DB,GB,@CHI,5,,,,,,,,,,,,,,,,,5.13,73,8.50,5.13,3.37
James Pierre,2565003,DB,PIT,SEA,2,2,,,,1,,,,,,,,,,,,3.31,74,8.50,3.31,5.19
Devin McCourty,494287,DB,NE,DAL,4,2,,,,,,,,,,,,,,,,8.45,75,8.40,8.45,-0.05
Tavierre Thomas,2561278,DB,HOU,@IND,4,2,,,,,,,,,,,,,,,,2.88,76,8.40,2.88,5.52
Tracy Walker III,2560913,DB,DET,CIN,3,1,,,,,,,,,,,,1,,,,9.31,77,8.40,9.31,-0.91
Jordan Whitehead,2560930,DB,TB,@PHI,3,1,,,,,,,,,,,,1,,,,8.22,78,8.40,8.22,0.18
Brandon Stephens,2565851,DB,BAL,LAC,4,,,1,,,,,,,,,,,,,,2.45,79,8.30,2.45,5.85
Tre Herndon,2561340,DB,JAX,MIA,3,2,,1,,,,,,,,,,,,,,4.75,80,8.20,4.75,3.45
Ronald Darby,2552689,DB,DEN,LV,4,1,,,,,,,,,,,,,,,,1.82,81,7.60,1.82,5.78
Michael Davis,2559164,DB,LAC,@BAL,4,1,,,,,,,,,,,,,,,,9.00,82,7.60,9.0,-1.4
Tashaun Gipson,2532848,DB,CHI,GB,4,1,,,,,,,,,,,,,,,,7.73,83,7.60,7.73,-0.13
Casey Hayward,2532861,DB,LV,@DEN,3,,,,,,,,,,,,,1,,,,7.01,84,7.60,7.01,0.59
Levi Wallace,2560914,DB,BUF,@TEN,3,,,,,,,,,,,,,1,,,,9.39,85,7.60,9.39,-1.79
Taron Johnson,2560766,DB,BUF,@TEN,3,3,,,,,,,,,,,,,,,,11.85,86,7.50,11.85,-4.35
Henry Black,2563974,DB,GB,@CHI,4,,,,,,,,,,,,,,,,,2.03,87,6.80,2.03,4.77
Justin Coleman,2553637,DB,MIA,@JAX,4,,,,,,,,,,,,,,,,,2.28,88,6.80,2.28,4.52
Donte' Deayon,2556512,DB,LA,@NYG,4,,,,,,,,,,,,,,,,,1.03,89,6.80,1.03,5.77
Shaquill Griffin,2558259,DB,JAX,MIA,4,,,,,,,,,,,,,,,,,9.71,90,6.80,9.71,-2.91
Mike Hughes,2560746,DB,KC,@WAS,4,,,,,,,,,,,,,,,,,5.06,91,6.80,5.06,1.74
Noah Igbinoghene,2564457,DB,MIA,@JAX,4,,,,,,,,,,,,,,,,,1.01,92,6.80,1.01,5.79
Rock Ya-Sin,2562614,DB,IND,HOU,4,,,,,,,,,,,,,,,,,4.73,93,6.80,4.73,2.07
Chris Harris,2530510,DB,LAC,@BAL,3,2,,,,,,,,,,,,,,,,6.48,94,6.70,6.48,0.22
Lonnie Johnson,2562295,DB,HOU,@IND,3,2,,,,,,,,,,,,,,,,9.55,95,6.70,9.55,-2.85
Jonathan Jones,2556571,DB,NE,DAL,2,1,,,,,,,,,,,,1,,,,,96,6.70,,
Tyrann Mathieu,2540180,DB,KC,@WAS,3,2,,,,,,,,,,,,,,,,9.34,97,6.70,9.34,-2.64
Adrian Phillips,2550842,DB,NE,DAL,3,2,,,,,,,,,,,,,,,,10.61,98,6.70,10.61,-3.91
Xavier Rhodes,2540155,DB,IND,HOU,3,2,,,,,,,,,,,,,,,,7.50,99,6.70,7.5,-0.8
Arthur Maulet,2559087,DB,PIT,SEA,3,,,1,,,,,,,,,,,,,,2.83,100,6.60,2.83,3.77
Juan Thornhill,2562761,DB,KC,@WAS,3,,,1,,,,,,,,,,,,,,7.09,101,6.60,7.09,-0.49
Bashaud Breeland,2543571,DB,MIN,@CAR,,,,,1,,,,,,,,,1,,8,,9.32,102,6.27,9.32,-3.05
Ronnie Harrison,2561008,DB,CLE,ARI,3,1,,,,,,,,,,,,,,,,10.92,103,5.90,10.92,-5.02
Marlon Humphrey,2558067,DB,BAL,LAC,2,,,,,,,,,,,,,1,,,,10.74,104,5.90,10.74,-4.84
William Jackson,2556367,DB,WAS,KC,3,1,,,,,,,,,,,,,,,,8.04,105,5.90,8.04,-2.14
Asante Samuel Jr.,2566511,DB,LAC,@BAL,3,1,,,,,,,,,,,,,,,,3.33,106,5.90,3.33,2.57
Denzel Ward,2560916,DB,CLE,ARI,3,1,,,,,,,,,,,,,,,,8.51,107,5.90,8.51,-2.61
Ross Cockrell,2543799,DB,TB,@PHI,1,2,,,,,,,,,,,,1,,,,5.39,108,5.80,5.39,0.41
John Johnson,2558183,DB,CLE,ARI,2,3,,,,,,,,,,,,,,,,9.68,109,5.80,9.68,-3.88
Rodney McLeod,2534832,DB,PHI,TB,2,3,,,,,,,,,,,,,,,,7.40,110,5.80,7.4,-1.6
Patrick Peterson,2495504,DB,MIN,@CAR,2,1,,1,,,,,,,,,,,,,,,111,5.70,,
Kenny Robinson,2563674,DB,CAR,MIN,1,,,,,,,,,1,,,,,,,,0.00,112,5.70,0.0,5.7
Adrian Amos,2552385,DB,GB,@CHI,3,,,,,,,,,,,,,,,,,11.51,113,5.10,11.51,-6.41
Jessie Bates,2560970,DB,CIN,@DET,3,,,,,,,,,,,,,,,,,11.29,114,5.10,11.29,-6.19
Tre Brown,2566550,DB,SEA,@PIT,3,,,,,,,,,,,,,,,,,2.24,115,5.10,2.24,2.86
Rudy Ford,2558174,DB,JAX,MIA,3,,,,,,,,,,,,,,,,,7.06,116,5.10,7.06,-1.96
Mike Hilton,2556559,DB,CIN,@DET,3,,,,,,,,,,,,,,,,,9.01,117,5.10,9.01,-3.91
Micah Hyde,2539240,DB,BUF,@TEN,3,,,,,,,,,,,,,,,,,9.72,118,5.10,9.72,-4.62
Janoris Jenkins,2532875,DB,TEN,BUF,3,,,,,,,,,,,,,,,,,9.75,119,5.10,9.75,-4.65
Damontae Kazee,2558184,DB,DAL,@NE,3,,,,,,,,,,,,,,,,,7.99,120,5.10,7.99,-2.89
Terrance Mitchell,2543637,DB,HOU,@IND,3,,,,,,,,,,,,,,,,,8.95,121,5.10,8.95,-3.85
Anthony Brown,2555531,DB,DAL,@NE,2,2,,,,,,,,,,,,,,,,11.22,122,5.00,11.22,-6.22
Dallin Leavitt,2561585,DB,LV,@DEN,2,2,,,,,,,,,,,,,,,,0.52,123,5.00,0.52,4.48
Eric Rowe,2552255,DB,MIA,@JAX,1,1,,,,,,,,,,,,1,,,,3.71,124,5.00,3.71,1.29
Kindle Vildor,2563713,DB,CHI,GB,2,2,,,,,,,,,,,,,,,,9.04,125,5.00,9.04,-4.04
Darius Slay,2540288,DB,PHI,TB,2,1,,,,,,,,,,,,,,4,,9.09,126,4.33,9.09,-4.76
Breon Borders,2559015,DB,TEN,BUF,1,,,,,,,,,,,,,1,,,,1.12,127,4.20,1.12,3.08
Xavier Crawford,2562515,DB,CHI,GB,2,1,,,,,,,,,,,,,,,,0.00,128,4.20,0.0,4.2
Terrell Edmunds,2560712,DB,PIT,SEA,2,1,,,,,,,,,,,,,,,,9.19,129,4.20,9.19,-4.99
Marcus Epps,2562946,DB,PHI,TB,2,1,,,,,,,,,,,,,,,,3.68,130,4.20,3.68,0.52
Joe Haden,496733,DB,PIT,SEA,2,1,,,,,,,,,,,,,,,,8.85,131,4.20,8.85,-4.65
Adoree' Jackson,2558065,DB,NYG,LA,2,1,,,,,,,,,,,,,,,,10.27,132,4.20,10.27,-6.07
Jaylon Johnson,2563701,DB,CHI,GB,2,1,,,,,,,,,,,,,,,,8.34,133,4.20,8.34,-4.14
Justin Reid,2560851,DB,HOU,@IND,1,,,,,,,,,,,,,1,,,,9.97,134,4.20,9.97,-5.77
Amik Robertson,2564430,DB,LV,@DEN,2,1,,,,,,,,,,,,,,,,9.67,135,4.20,9.67,-5.47
Eric Stokes,2566097,DB,GB,@CHI,2,1,,,,,,,,,,,,,,,,9.92,136,4.20,9.92,-5.72
Cameron Sutton,2558849,DB,PIT,SEA,2,1,,,,,,,,,,,,,,,,8.13,137,4.20,8.13,-3.93
Mike Edwards,2562259,DB,TB,@PHI,1,3,,,,,,,,,,,,,,,,10.14,138,4.10,10.14,-6.04
Kris Boyd,2562630,DB,MIN,@CAR,1,1,,,,,1,,,,,,,,,,,0.74,139,3.50,0.74,2.76
Cameron Dantzler,2564526,DB,MIN,@CAR,2,,,,,,,,,,,,,,,,,7.31,140,3.40,7.31,-3.91
