PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
DeVonta Smith,2566409,WR,PHI,@WAS,,,,,,8,169,1,,,,,46.20,,8,8,8,12,67,2,,1,1,26.90
Mack Hollins,2558262,WR,LV,@TEN,4,,,,,8,158,1,,,,,39.36,,8,8,8,11,73,3,1,2,2,25.96
Marquise Brown,2562379,WR,ARI,LA,,,,,,14,140,,,,,,37.40,,14,14,14,17,82,2,,,3,21.00
Chris Olave,2567973,WR,NO,@CAR,,,,,,9,147,,,,,,50.90,,9,9,9,13,69,1,,,4,20.90
DeVante Parker,2552409,WR,NE,BAL,,,,,,5,156,,,,,,29.70,,5,5,5,10,50,1,,1,5,19.80
Amari Cooper,2552487,WR,CLE,PIT,,,,,,7,101,1,,,,,22.20,,7,7,7,11,64,3,,,6,19.60
Zay Jones,2557863,WR,JAX,@LAC,,,,,,10,85,1,,,,,50.00,1,10,11,10,11,91,2,2,2,7,19.50
Russell Gage,2561061,WR,TB,GB,,,,,,12,87,1,,,,1,26.90,,12,12,12,13,92,2,,1,8,18.70
CeeDee Lamb,2563848,WR,DAL,@NYG,,,,,,8,87,1,,,,,29.20,,8,8,8,12,67,1,,1,9,18.70
Tyler Boyd,2555466,WR,CIN,@NYJ,,,,,,4,105,1,,,,,42.50,,4,4,4,5,80,,,,10,18.50
Isaiah McKenzie,2558129,WR,BUF,@MIA,,,,6,,7,76,1,,,,,36.60,1,7,8,7,9,78,2,,2,11,17.70
A.J. Brown,2562238,WR,PHI,@WAS,,,,,,5,85,1,,,,,46.20,,5,5,5,10,50,3,,1,12,17.00
Romeo Doubs,2567586,WR,GB,@TB,,,,,,8,73,1,,,,1,37.20,,8,8,8,8,100,1,1,,13,16.30
Christian Kirk,2560781,WR,JAX,@LAC,,,,,,6,72,1,,,,,50.00,,6,6,6,9,67,1,1,2,14,16.20
Laviska Shenault Jr.,2564232,WR,CAR,NO,,,,,,2,90,1,,,,,23.10,,2,2,2,2,100,,,,15,16.00
K.J. Osborn,2564574,WR,MIN,DET,,,,,,5,73,1,,,,,33.50,,5,5,5,8,63,,,,16,15.80
Adam Thielen,2541785,WR,MIN,DET,,,,,,6,61,1,,,,,33.50,,6,6,6,8,75,2,,1,17,15.10
DK Metcalf,2562685,WR,SEA,ATL,,,,,,5,64,1,,,,,33.90,,5,5,5,12,42,5,,,18,14.90
Cooper Kupp,2557898,WR,LA,@ARI,,,,20,1,4,44,,,,,,30.50,1,4,5,4,6,67,1,,,19,14.40
Allen Lazard,2560787,WR,GB,@TB,,,,,,4,45,1,,,,,37.20,,4,4,4,6,67,1,,1,20,14.20
Courtland Sutton,2560888,WR,DEN,SF,,,,,,8,97,,,,,,19.60,,8,8,8,10,80,,,,21,13.70
Diontae Johnson,2562674,WR,PIT,@CLE,,,,,,8,84,,,,,,26.60,,8,8,8,11,73,,,,22,13.40
Terry McLaurin,2562489,WR,WAS,PHI,,,,,,6,102,,,,,,27.30,,6,6,6,9,67,1,,,23,13.20
Jaylen Waddle,2566292,WR,MIA,BUF,,,,9,,4,102,,,,,,26.80,1,4,5,4,6,67,,,,24,13.10
Drake London,2567250,WR,ATL,@SEA,,,,,,3,54,1,,,,,18.80,,3,3,3,6,50,,1,,25,12.90
Josh Palmer,2566502,WR,LAC,JAX,,,,,,6,99,,,,,,32.40,,6,6,6,9,67,,,,26,12.90
Josh Reynolds,2558194,WR,DET,@MIN,,,,,,6,96,,,,,,33.30,,6,6,6,10,60,,,,27,12.60
Greg Dortch,2562645,WR,ARI,LA,,,,,,9,80,,,,,,37.40,,9,9,9,10,90,2,,,28,12.50
Tre'Quan Smith,2560878,WR,NO,@CAR,,,,,,4,105,,,,,,50.90,,4,4,4,5,80,,,,29,12.50
Tyler Lockett,2552430,WR,SEA,ATL,,,,,,9,76,,,,,,33.90,,9,9,9,11,82,,,,30,12.10
Deebo Samuel,2562721,WR,SF,@DEN,,,,6,,5,73,,,,,,25.10,5,5,10,5,8,63,1,,1,31,12.10
Tee Higgins,2563731,WR,CIN,@NYJ,,,,,,5,93,,,,,,42.50,,5,5,5,7,71,1,,1,32,11.80
Davante Adams,2543495,WR,LV,@TEN,,,,-4,,5,36,1,,,,,39.36,1,5,6,5,10,50,5,,1,33,11.70
Brandon Aiyuk,2565093,WR,SF,@DEN,,,,,,3,39,1,,,,,25.10,,3,3,3,8,38,1,,1,34,11.40
Ja'Marr Chase,2565941,WR,CIN,@NYJ,,,,-2,,6,29,1,,,,1,42.50,2,6,8,6,10,60,1,2,2,35,11.40
JuJu Smith-Schuster,2558149,WR,KC,@IND,,,,,,5,89,,,,,,16.90,,5,5,5,8,63,,,,36,11.40
Marvin Jones,2532884,WR,JAX,@LAC,,,,,,4,33,1,,,,,50.00,,4,4,4,7,57,2,1,1,37,11.30
Michael Pittman,2564136,WR,IND,KC,,,,,,8,72,,,,,,22.00,,8,8,8,9,89,,,,38,11.20
Stefon Diggs,2552608,WR,BUF,@MIA,,,,,,7,74,,,,,,36.60,,7,7,7,11,64,2,,1,39,10.90
