PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Greg Zuerlein,2534797,K,NYJ,CIN,,,,,,2,2,,,,1,18.00
Graham Gano,71309,K,NYG,DAL,1,,,,,1,2,,,,2,15.00
Matt Prater,2506677,K,ARI,LA,,,,1,1,2,,,,,3,14.00
Cairo Santos,2550636,K,CHI,HOU,2,,,,1,1,1,,,,4,14.00
Younghoe Koo,2559205,K,ATL,@SEA,3,,,,,1,1,,,,5,12.00
Brett Maher,2540243,K,DAL,@NYG,2,,,2,,1,,,,,6,12.00
Riley Patterson,2567013,K,JAX,@LAC,3,,,3,,,,,,,7,12.00
Eddy Pineiro,2560842,K,CAR,NO,1,,,,1,2,,,,,8,12.00
Chase McLaughlin,2563203,K,IND,KC,2,,,,,1,1,,,,9,11.00
Jason Myers,2553112,K,SEA,ATL,2,,,1,2,,,,,,10,11.00
Daniel Carlson,2560993,K,LV,@TEN,1,,,1,2,,,,,,11,10.00
Nick Folk,2507225,K,NE,BAL,2,,,,1,,1,,,,12,10.00
Evan McPherson,2565953,K,CIN,@NYJ,3,,,1,,1,,,,,13,10.00
Matt Gay,2562271,K,LA,@ARI,2,,,1,,1,,,,,14,9.00
Ka'imi Fairbairn,2556521,K,HOU,@CHI,2,,,1,1,,,,,,15,8.00
Ryan Succop,89802,K,TB,GB,,,,,,2,,,,,16,8.00
Randy Bullock,2533444,K,TEN,LV,3,,,,,1,,,,,17,7.00
Austin Seibert,2562729,K,FA,Bye,3,,,,,1,,,,,18,7.00
Jake Elliott,2558172,K,PHI,@WAS,3,,,,1,,,,,,19,6.00
Robbie Gould,2506264,K,SF,@DEN,1,,,,,,1,,,,20,6.00
Justin Tucker,2536340,K,BAL,@NE,4,1,,,,,1,,,,21,6.00
Chris Boswell,2550545,K,PIT,@CLE,2,,,,1,,,,,,22,5.00
Brandon McManus,2541556,K,DEN,SF,,,,,,,1,,,,23,5.00
Tyler Bass,2563596,K,BUF,@MIA,2,,,,1,,,,,1,24,4.00
Dustin Hopkins,2539227,K,LAC,JAX,1,,,1,,,,,,,25,4.00
Greg Joseph,2561534,K,MIN,DET,4,,,,,,,,,,26,4.00
Jason Sanders,2561153,K,MIA,BUF,3,,,,,,,,,,27,3.00
Mason Crosby,2507232,K,GB,@TB,2,,,,,,,,,,28,2.00
Cade York,2567487,K,CLE,PIT,2,1,,,1,,,,,,29,2.00
Wil Lutz,2556601,K,NO,@CAR,2,,,,,,,,,1,30,1.00
Matt Ammendola,2565555,K,FA,Bye,,1,,1,,,,,,1,31,0.70
Mike Badgley,2560965,K,DET,@MIN,,,,,,,,,,,32,0.00
Taylor Bertolet,2556472,K,LAC,JAX,,,,,,,,,,,33,0.00
Rodrigo Blankenship,2564106,K,FA,Bye,,,,,,,,,,,34,0.00
Jose Borregales,2567139,K,FA,Bye,,,,,,,,,,,35,0.00
Harrison Butker,2558245,K,KC,@IND,,,,,,,,,,,36,0.00
Cameron Dicker,2568435,K,LAC,JAX,,,,,,,,,,,37,0.00
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,38,0.00
Jonathan Garibay,2568684,K,FA,Bye,,,,,,,,,,,39,0.00
Zane Gonzalez,2558178,K,CAR,NO,,,,,,,,,,,40,0.00
Brian Johnson,2566740,K,FA,Bye,,,,,,,,,,,41,0.00
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,42,0.00
James McCourt,2569215,K,JAX,@LAC,,,,,,,,,,,43,0.00
Andrew Mevis,2567754,K,FA,Bye,,,,,,,,,,,44,0.00
JJ Molson,2565550,K,FA,Bye,,,,,,,,,,,45,0.00
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,46,0.00
Quinn Nordin,2565684,K,NE,BAL,,,,,,,,,,,47,0.00
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,48,0.00
Ryan Santoso,2561269,K,FA,Bye,,,,,,,,,,,49,0.00
Nick Sciba,2569450,K,FA,Bye,,,,,,,,,,,50,0.00
Caleb Shudak,2568843,K,TEN,LV,,,,,,,,,,,51,0.00
Sam Sloman,2564397,K,FA,Bye,,,,,,,,,,,52,0.00
Joey Slye,2563132,K,WAS,PHI,,,,,,,,,,,53,0.00
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,54,0.00
Tristan Vizcaino,2562807,K,NE,BAL,,,,,,,,,,,55,0.00
Matthew Wright,2562968,K,PIT,@CLE,,,,,,,,,,,56,0.00
