PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jalen Pitre,2567688,DB,HOU,@CHI,5,3,1,2,2,,1,,,,,,,2,1,22,,1,28.13
Jevon Holland,2566283,DB,MIA,BUF,9,1,1.5,,,1,,,,,,,,2,1,,,2,28.10
Josh Metellus,2564568,DB,MIN,DET,9,2,,,1,,,,,,,,,2,,,,3,25.40
Donovan Wilson,2562604,DB,DAL,@NYG,9,2,1,1,,,,,,,,,,1,2,,,4,23.90
Jalen Ramsey,2555280,DB,LA,@ARI,8,,,2,,,,,,,,,,2,,,,5,21.60
Jeremy Chinn,2563632,DB,CAR,NO,6,2,1,1,,,,,,,,,,2,1,,,6,20.80
Eddie Jackson,2558176,DB,CHI,HOU,5,3,,,1,1,,,,,,,,1,,,,7,20.40
Mike Edwards,2562259,DB,TB,GB,9,4,,1,,,,,,,,,,,,,,8,20.00
Richie Grant,2565818,DB,ATL,@SEA,6,1,,,1,,,,,,,,,2,,12,,9,19.90
Rasul Douglas,2558168,DB,GB,@TB,8,,,,,,,,,,,,,2,,,,10,18.60
Roger McCreary,2567655,DB,TEN,LV,9,1,,,,,,,,,,,,1,,,,11,18.60
Denzel Ward,2560916,DB,CLE,PIT,5,,,,,,1,,1,,,,,2,,,,12,18.50
Derion Kendrick,2567841,DB,LA,@ARI,9,,,,,,,,,,,,,1,,,,13,17.80
A.J. Terrell,2563527,DB,ATL,@SEA,6,,,,,,,,,,,,,3,,,,14,17.70
L'Jarius Sneed,2564304,DB,KC,@IND,5,2,1,,,1,1,,,,,,,,1,,5,15,17.27
Vonn Bell,2555530,DB,CIN,@NYJ,8,,,2,,,,,,,,,,,,,,16,16.60
Charvarius Ward,2561417,DB,SF,@DEN,3,5,,1,,1,,,,,,,,1,,,,17,16.60
Mike Hilton,2556559,DB,CIN,@NYJ,5,3,,2,,,,,,,,,,1,,,,18,16.40
Chidobe Awuzie,2557840,DB,CIN,@NYJ,5,,,,,,,,,,,,,3,,,,19,16.00
Jonathan Jones,2556571,DB,NE,BAL,3,1,,,1,1,,,,,,,,1,,15,,20,15.90
Michael Davis,2559164,DB,LAC,JAX,8,2,,,,,,,,,,,,,,,,21,15.20
Rodney McLeod,2534832,DB,IND,KC,3,2,,,1,,,,,,,,,2,,,,22,15.20
Brandon Jones,2564469,DB,MIA,BUF,6,3,,,,,,,,,,,,1,,,,23,15.10
Amani Oruwariye,2562390,DB,DET,@MIN,7,2,,1,,,,,,,,,,,,,,24,15.00
Jaylen Watson,2567811,DB,KC,@IND,6,1,,1,,,,,,,,,,1,,,,25,15.00
Julian Love,2562414,DB,NYG,DAL,4,10,,,,,,,,,,,,,,,,26,14.80
John Johnson,2558183,DB,CLE,PIT,5,,,,,1,,,,,,,,1,,,,27,14.50
Keisean Nixon,2562938,DB,GB,@TB,6,1,,,,1,,,,,,,,,,,,28,14.50
Budda Baker,2558009,DB,ARI,LA,5,3,,,,1,,,,,,,,,,,,29,14.40
Anthony Brown,2555531,DB,DAL,@NYG,7,,,,,,,,,,,,,1,,,,30,14.40
Desmond King,2557927,DB,HOU,@CHI,7,,,,,,,,,,,,,1,,,,31,14.40
Xavien Howard,2555539,DB,MIA,BUF,5,1,,,,,,,,,,,,2,,,,32,14.30
Terrance Mitchell,2543637,DB,TEN,LV,7,1,,1,,,,,,,,,,,,,,33,14.20
Jonathan Owens,2561255,DB,HOU,@CHI,6,5,,,,,,,,,,,,,,,,34,14.20
Jaycee Horn,2565893,DB,CAR,NO,1,1,,,1,,,,,,,,,3,1,,,35,14.00
Derwin James,2560760,DB,LAC,JAX,4,5,,,,,,,,,,,,1,1,,,36,13.80
Patrick Peterson,2495504,DB,MIN,DET,5,,,,,,,,,,,,,2,,,,37,13.50
Carlton Davis,2561039,DB,TB,GB,4,2,,1,,1,,,,,,,,,,,,38,13.40
Emmanuel Moseley,2561072,DB,SF,@DEN,5,3,,,,,,,,,,,,1,,,,39,13.40
Xavier McKinney,2564766,DB,NYG,DAL,5,1,,1,,,,,,,,,,1,,,,40,13.30
Kindle Vildor,2563713,DB,CHI,HOU,3,2,,1,,,,,,,,,,2,,,,41,13.20
Kristian Fulton,2564046,DB,TEN,LV,3,3,,2,,,,,,,,,,1,,,,42,13.00
Trevon Diggs,2563836,DB,DAL,@NYG,1,,,,1,,,,,,,,,3,,7,,43,12.93
Amani Hooker,2562666,DB,TEN,LV,5,1,,,,1,,,,,,,,,,,,44,12.80
Marlon Humphrey,2558067,DB,BAL,@NE,4,,,,1,,,,,,,,,1,,,,45,12.80
Cameron Dantzler,2564526,DB,MIN,DET,7,1,,,,,,,,,,,,,,,,46,12.70
Devin McCourty,494287,DB,NE,BAL,7,1,,,,,,,,,,,,,,,,47,12.70
Tre Herndon,2561340,DB,JAX,@LAC,5,2,,,,,,,,,,,,1,,,,48,12.60
Benjamin St-Juste,2566604,DB,WAS,PHI,3,,,,,,,,,,,,,3,,,,49,12.60
Marcus Peters,2552488,DB,BAL,@NE,1,,,,1,1,1,,,,,,,1,,8,,50,12.47
