PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Allen,2555365,QB,TEN,@ARI,,,,,,,,,,,,,0.00,29,1,0.00,0.0
Josh Allen,2560955,QB,BUF,NE,246.74,1.78,0.8,32.95,0.61,,,,,0.01,,0.57,21.26,1,2,0.00,-21.26
Kyle Allen,2561177,QB,DET,@CIN,,,,,,,,,,,,,0.00,30,3,0.00,0.0
Tyson Bagent,2570467,QB,CHI,Bye,,,,,,,,,,,,,,31,4,0.00,
Connor Bazelak,2574581,QB,TB,@SEA,,,,,,,,,,,,,0.00,32,5,0.00,0.0
Jason Bean,2573169,QB,FA,Bye,,,,,,,,,,,,,,33,6,0.00,
Stetson Bennett,2569939,QB,LAR,SF,,,,,,,,,,,,,0.00,34,7,0.00,0.0
Tim Boyle,2561187,QB,FA,Bye,,,,,,,,,,,,,,35,8,0.00,
Carter Bradley,2573208,QB,FA,Bye,,,,,,,,,,,,,,36,9,0.00,
Teddy Bridgewater,2543465,QB,TB,@SEA,,,,,,,,,,,,,0.00,37,10,0.00,0.0
Jacoby Brissett,2555261,QB,ARI,TEN,,,,,,,,,,,,,0.00,38,11,0.00,0.0
Max Brosmer,2574340,QB,MIN,@CLE,,,,,,,,,,,,,0.00,39,12,0.00,0.0
Jake Browning,2562634,QB,CIN,DET,211.51,1.42,0.8,9.71,0.11,,,,,0.01,,0.37,13.49,24,13,0.00,-13.49
Shane Buechele,2566983,QB,BUF,NE,,,,,,,,,,,,,0.00,40,14,0.00,0.0
Joe Burrow,2563722,QB,CIN,DET,,,,,,,,,,,,,0.00,41,15,0.00,0.0
Sean Clifford,2569762,QB,CIN,DET,,,,,,,,,,,,,0.00,42,16,0.00,0.0
Brady Cook,2574435,QB,NYJ,DAL,,,,,,,,,,,,,0.00,43,17,0.00,0.0
Kirk Cousins,2532820,QB,ATL,Bye,,,,,,,,,,,,,,44,18,0.00,
Andy Dalton,2495143,QB,CAR,MIA,,,,,,,,,,,,,0.00,45,19,0.00,0.0
Jayden Daniels,2572564,QB,WAS,@LAC,200.87,1.34,0.65,49.99,0.42,,,,,0.01,,0.47,18.73,3,20,0.00,-18.73
Sam Darnold,2561036,QB,SEA,TB,233.16,1.57,0.73,10.44,0.1,,,,,0.01,,0.48,14.89,17,21,0.00,-14.89
Jaxson Dart,2574419,QB,NYG,@NO,211.46,1.25,0.78,18.79,0.18,,,,,0.01,,0.44,14.04,20,22,0.00,-14.04
Hunter Dekkers,2574397,QB,NO,NYG,,,,,,,,,,,,,0.00,46,23,0.00,0.0
Tommy DeVito,2570578,QB,NE,@BUF,,,,,,,,,,,,,0.00,47,24,0.00,0.0
Ben DiNucci,2563839,QB,FA,Bye,,,,,,,,,,,,,,48,25,0.00,
Joshua Dobbs,2558167,QB,NE,@BUF,,,,,,,,,,,,,0.00,49,26,0.00,0.0
Sam Ehlinger,2566142,QB,DEN,@PHI,,,,,,,,,,,,,0.00,50,27,0.00,0.0
Taylor Elgersma,2574129,QB,FA,Bye,,,,,,,,,,,,,,51,28,0.00,
