PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Myles Adams,2563620,DL,DET,@CIN,,,,,,,,,,,,,,,,,,0.00,182,1,0.00,0.0
Adetomiwa Adebawore,2569843,DL,IND,LV,0.12,0.24,0.09,,,0.06,,,,,,,,,0.18,,,0.80,155,2,0.00,-0.8
McTelvin Agim,2563872,DL,FA,Bye,,,,,,,,,,,,,,,,,,,183,3,0.00,
Tommy Akingbesote,2574066,DL,FA,Bye,,,,,,,,,,,,,,,,,,,184,4,0.00,
Darius Alexander,2574412,DL,NYG,@NO,0.18,0.24,0.06,0.12,,,,,,,,,,,,,,0.71,159,5,0.00,-0.71
Deslin Alexandre,2570593,DL,GB,Bye,,,,,,,,,,,,,,,,,,,185,6,0.00,
Jaylon Allen,2573076,DL,FA,Bye,,,,,,,,,,,,,,,,,,,186,7,0.00,
Jonathan Allen,2557844,DL,MIN,@CLE,1.91,0.79,0.39,0.45,,,,,,,,,,0.06,0.9,,,5.39,24,8,0.00,-5.39
Zach Allen,2562219,DL,DEN,@PHI,1.8,1.62,0.45,0.72,,,,,,,,,,0.12,1.5,,,6.70,10,9,0.00,-6.7
Bradlee Anae,2563821,DL,FA,Bye,,,,,,,,,,,,,,,,,,,187,10,0.00,
Evan Anderson,2573524,DL,SF,@LAR,,,,,,,,,,,,,,,,,,0.00,188,11,0.00,0.0
Will Anderson Jr.,2569834,DL,HOU,@BAL,1.65,0.6,0.55,0.82,,0.11,0.05,,,,,,,0.05,1.21,,,6.33,15,12,0.00,-6.33
Felix Anudike-Uzomah,2569930,DL,KC,@JAX,,,,,,,,,,,,,,,,,,0.00,189,13,0.00,0.0
