PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Jameis Winston,2552033,QB,CLE,@DEN,497,4,3,11,,,,,,,1,,32.98,3,,3,,,,,1,1,1,32.98
Josh Allen,2560955,QB,BUF,SF,148,2,,18,1,,7,1,,,,,28.28,3,,3,,,,,,,2,28.42
Russell Wilson,2532975,QB,PIT,@CIN,414,3,1,3,,,,,,,,,27.56,3,,3,,,,,,,3,26.86
Caleb Williams,2571913,QB,CHI,@DET,256,3,,39,,,,,,,,,26.14,4,,4,,,,,,,4,26.14
Jayden Daniels,2572564,QB,WAS,TEN,206,3,1,34,1,,,,,,,1,25.64,9,,9,,,,,2,,5,25.64
Tua Tagovailoa,2564499,QB,MIA,@GB,365,2,,6,,,,,,,1,,25.20,2,,2,,,,,,,6,25.20
Bryce Young,2569606,QB,CAR,TB,298,1,,17,1,,,,,,,,23.62,3,,3,,,,,,,7,23.62
Lamar Jackson,2560757,QB,BAL,PHI,237,2,,79,,,,,,,,2,22.08,8,,8,,,,,,,8,22.08
Anthony Richardson,2569864,QB,IND,@NE,109,2,2,48,1,,,,,,1,,21.16,9,,9,,,,,2,2,9,21.16
Mac Jones,2566334,QB,JAX,HOU,235,2,,6,,,,,,,1,,21.24,3,,3,,,,,,,10,21.00
Sam Darnold,2561036,QB,MIN,ARI,235,2,,22,,,,,,,,,19.60,4,,4,,,,,,,11,19.60
Drake Maye,2572294,QB,NE,IND,238,1,1,59,,,,,,,1,,19.42,5,,5,,,,,,,12,19.42
Aidan O'Connell,2570044,QB,LV,@KC,340,2,,,,,,,,,,1,19.40,1,,1,,,,,,,13,19.40
Joe Burrow,2563722,QB,CIN,PIT,309,3,1,9,,,,,,,,2,19.26,2,,2,,,,,,,14,19.26
Jordan Love,2564007,QB,GB,MIA,274,2,,,,,,,,,,,18.96,,,,,,,,,,15,18.96
Jared Goff,2555334,QB,DET,CHI,221,2,,1,,,,,,,,,16.94,1,,1,,,,,,,16,16.94
Jalen Hurts,2564832,QB,PHI,@BAL,118,1,,29,1,,,,,,,1,16.62,9,,9,,,,,1,,17,16.62
Patrick Mahomes,2558125,QB,KC,LV,306,1,,4,,,,,,,,1,15.64,2,,2,,,,,,,18,15.64
Matthew Stafford,79860,QB,LAR,@NO,183,2,,3,,,,,,,,,15.62,4,,4,,,,,,,19,15.62
Will Levis,2569798,QB,TEN,@WAS,212,2,,-3,,,,,,,,1,14.91,2,,2,,,,,,,20,14.91
Drew Lock,2562305,QB,NYG,@DAL,178,,1,57,1,,,,,,,1,14.82,4,,4,,,,,,,21,14.82
Derek Carr,2543499,QB,NO,LAR,184,1,,12,,,,,,,1,,14.56,2,,2,,,,,,,22,14.56
C.J. Stroud,2569819,QB,HOU,@JAX,242,1,,7,,,,,,,,,14.38,5,,5,,,,,,,23,14.38
Kyler Murray,2562382,QB,ARI,@MIN,260,1,2,48,,,,,,,,1,14.20,7,,7,,,,,,,24,14.20
Aaron Rodgers,2506363,QB,NYJ,SEA,185,2,1,6,,,,,,,,,14.00,2,,2,,,,,,,25,14.00
Geno Smith,2539335,QB,SEA,@NYJ,206,1,,2,,,,,,,,,12.44,2,,2,,,,,,,26,12.44
Bo Nix,2572003,QB,DEN,CLE,294,1,2,4,,,,,,,,,12.16,3,,3,,,,,,,27,12.16
Cooper Rush,2559242,QB,DAL,NYG,195,1,,,,,,,,,,1,10.80,5,,5,,,,,,,28,10.80
Justin Herbert,2565045,QB,LAC,@ATL,147,,,1,,,,,,,1,,9.48,5,,5,,,,,,,29,9.48
Baker Mayfield,2560800,QB,TB,@CAR,235,1,2,8,,,,,,,,2,7.17,3,,3,,,,,,,30,6.97
Brock Purdy,2568216,QB,SF,@BUF,94,,,4,,,,,,,,1,2.16,2,,2,,,,,,,31,2.16
Justin Fields,2565920,QB,PIT,@CIN,,,,7,,,,,,,,,27.56,1,,1,,,,,,,32,0.70
Trevor Lawrence,2566163,QB,JAX,HOU,41,,1,6,,,,,,,,,21.24,1,,1,,,,,,,33,0.24
Kyle Trask,2566571,QB,TB,@CAR,5,,,,,,,,,,,,7.17,,,,,,,,,,34,0.20
Kirk Cousins,2532820,QB,ATL,LAC,245,,4,3,,,,,,,,1,0.10,1,,1,,,,,,,35,0.10
Brandon Allen,2555365,QB,SF,@BUF,,,,,,,,,,,,,2.16,,,,,,,,,,36,0.00
Kyle Allen,2561177,QB,PIT,@CIN,,,,,,,,,,,,,27.56,,,,,,,,,,37,0.00
Zack Annexstad,2573548,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,38,0.00
Tyson Bagent,2570467,QB,CHI,@DET,,,,,,,,,,,,,26.14,,,,,,,,,,39,0.00
Casey Bauman,2573779,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,40,0.00
Jason Bean,2573169,QB,IND,@NE,,,,,,,,,,,,,21.16,,,,,,,,,,41,0.00
C.J. Beathard,2557922,QB,JAX,HOU,,,,,,,,,,,,,21.24,,,,,,,,,,42,0.00
Stetson Bennett,2569939,QB,LAR,@NO,,,,,,,,,,,,,15.62,,,,,,,,,,43,0.00
Ian Book,2566352,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,44,0.00
Tim Boyle,2561187,QB,NYG,@DAL,,,,,,,,,,,,,14.82,,,,,,,,,,45,0.00
Carter Bradley,2573208,QB,LV,@KC,,,,,,,,,,,,,19.40,,,,,,,,,,46,0.00
Jacoby Brissett,2555261,QB,NE,IND,,,,,,,,,,,,,19.42,,,,,,,,,,47,0.00
Anthony Brown,2568363,QB,ARI,@MIN,,,,,,,,,,,,,14.20,,,,,,,,,,48,0.00
Jake Browning,2562634,QB,CIN,PIT,,,,,,,,,,,,,19.26,,,,,,,,,,49,0.00
Ben Bryant,2573882,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,50,0.00
Shane Buechele,2566983,QB,BUF,SF,,,,,,,,,,,,,28.28,,,,,,,,,,51,0.00
Sean Clifford,2569762,QB,GB,MIA,,,,,,,,,,,,,18.96,,,,,,,,,,52,0.00
Chevan Cordeiro,2572756,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,53,0.00
Matt Corral,2567349,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,54,0.00
Malik Cunningham,2571222,QB,BAL,PHI,,,,,,,,,,,,,22.08,,,,,,,,,,55,0.00
Andy Dalton,2495143,QB,CAR,TB,,,,,,,,,,,,,23.62,,,,,,,,,,56,0.00
Tommy DeVito,2570578,QB,NYG,@DAL,,,,,,,,,,,,,14.82,,,,,,,,,,57,0.00
Ben DiNucci,2563839,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,58,0.00
Joshua Dobbs,2558167,QB,SF,@BUF,,,,,,,,,,,,,2.16,,,,,,,,,,59,0.00
Jeff Driskel,2555262,QB,WAS,TEN,,,,,,,,,,,,,25.64,,,,,,,,,,60,0.00
Max Duggan,2570278,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,61,0.00
Jacob Eason,2564115,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,62,0.00
Sam Ehlinger,2566142,QB,IND,@NE,,,,,,,,,,,,,21.16,,,,,,,,,,63,0.00
Joe Flacco,382,QB,IND,@NE,,,,,,,,,,,,,21.16,,,,,,,,,,64,0.00
Jake Fromm,2563608,QB,DET,CHI,,,,,,,,,,,,,16.94,,,,,,,,,,65,0.00
Jimmy Garoppolo,2543801,QB,LAR,@NO,,,,,,,,,,,,,15.62,,,,,,,,,,66,0.00
Will Grier,2562404,QB,DAL,NYG,,,,,,,,,,,,,10.80,,,,,,,,,,67,0.00
Jake Haener,2570131,QB,NO,LAR,,,,,,,,,,,,,14.56,,,,,,,,,,68,0.00
Jaren Hall,2570083,QB,SEA,@NYJ,,,,,,,,,,,,,12.44,,,,,,,,,,69,0.00
Gavin Hardison,2573262,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,70,0.00
Sam Hartman,2573599,QB,WAS,TEN,,,,,,,,,,,,,25.64,,,,,,,,,,71,0.00
Taylor Heinicke,2553656,QB,LAC,@ATL,,,,,,,,,,,,,9.48,,,,,,,,,,72,0.00
Hendon Hooker,2569744,QB,DET,CHI,,,,,,,,,,,,,16.94,,,,,,,,,,73,0.00
Sam Howell,2568333,QB,SEA,@NYJ,,,,,,,,,,,,,12.44,,,,,,,,,,74,0.00
Tyler Huntley,2563560,QB,MIA,@GB,,,,,,,,,,,,,25.20,,,,,,,,,,75,0.00
Peewee Jarrett,2572690,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,76,0.00
Josh Johnson,264,QB,BAL,PHI,,,,,,,,,,,,,22.08,,,,,,,,,,77,0.00
Daniel Jones,2562299,QB,MIN,ARI,,,,,,,,,,,,,19.60,,,,,,,,,,78,0.00
Emory Jones,2572796,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,79,0.00
Case Keenum,2532888,QB,HOU,@JAX,,,,,,,,,,,,,14.38,,,,,,,,,,80,0.00
Trey Lance,2566532,QB,DAL,NYG,,,,,,,,,,,,,10.80,,,,,,,,,,81,0.00
Devin Leary,2571832,QB,BAL,PHI,,,,,,,,,,,,,22.08,,,,,,,,,,82,0.00
Rocky Lombardi,2573001,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,83,0.00
Jake Luton,2564205,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,84,0.00
Marcus Mariota,2552466,QB,WAS,TEN,,,,,,,,,,,,,25.64,,,,,,,,,,85,0.00
Adrian Martinez,2570984,QB,NYJ,SEA,,,,,,,,,,,,,14.00,,,,,,,,,,86,0.00
J.J. McCarthy,2572270,QB,MIN,ARI,,,,,,,,,,,,,19.60,,,,,,,,,,87,0.00
Alex McGough,2561148,QB,GB,MIA,,,,,,,,,,,,,18.96,,,,,,,,,,88,0.00
Tanner McKee,2570206,QB,PHI,@BAL,,,,,,,,,,,,,16.62,,,,,,,,,,89,0.00
Trace McSorley,2562403,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,90,0.00
Davis Mills,2566136,QB,HOU,@JAX,,,,,,,,,,,,,14.38,,,,,,,,,,91,0.00
Joe Milton III,2572297,QB,NE,IND,,,,,,,,,,,,,19.42,,,,,,,,,,92,0.00
Gardner Minshew,2562796,QB,LV,@KC,,,,,,,,,,,,,19.40,,,,,,,,,,93,0.00
Kellen Mond,2566310,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,94,0.00
Tanner Mordecai,2573533,QB,SF,@BUF,,,,,,,,,,,,,2.16,,,,,,,,,,95,0.00
Nick Mullens,2558979,QB,MIN,ARI,,,,,,,,,,,,,19.60,,,,,,,,,,96,0.00
Chris Oladokun,2568153,QB,KC,LV,,,,,,,,,,,,,15.64,,,,,,,,,,97,0.00
John Paddock,2572878,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,98,0.00
Andrew Peasley,2572859,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,99,0.00
