PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Brian Branch,2569729,DB,DET,@DAL,5,1,,,2,1,,,,,,,,2,1,47,,1,25.67
Paulson Adebo,2566346,DB,NO,TB,8,2,,,1,,,,,,,,,2,,20,,2,22.37
Brandon Jones,2564469,DB,DEN,LAC,11,1,,,,,,,,,,,,1,,,,3,19.60
Rodney McLeod Jr.,2534832,DB,CLE,@PHI,8,,,,,,,,,1,,,,1,,,,4,18.50
Tykee Smith,2572555,DB,TB,@NO,3,2,,,1,1,,,,,,,,2,1,,,5,18.20
Taylor Rapp,2562707,DB,BUF,@NYJ,5,3,,,,,,,,,,,,3,,,,6,16.80
Marlon Humphrey,2558067,DB,BAL,WAS,8,1,,1,,,,,,,,,,1,,,,7,16.60
Johnathan Abram,2562616,DB,FA,Bye,3,4,,,1,,,,,,,,,2,,30,,8,16.40
Renardo Green,2572495,DB,SF,@SEA,4,2,,,1,,,,,,,,,2,,20,,9,16.37
Tre'von Moehrig,2566268,DB,LV,PIT,7,2,,3,,,,,,,,,,,,,,10,16.20
Alohi Gilman,2565042,DB,LAC,@DEN,6,4,1,,,,,,,,,,,1,,,,11,15.90
Amani Hooker,2562666,DB,TEN,IND,4,2,,1,1,,,,,,,,,1,,30,,12,15.70
Cam Taylor-Britt,2567454,DB,CIN,@NYG,7,,,,,,,,,,,,,2,,,,13,15.50
Julian Love,2562414,DB,SEA,SF,7,3,,,,,,,,,,,,1,,,,14,14.80
Mike Sainristil,2572582,DB,WAS,@BAL,4,2,,,1,,,,,,,,,1,,38,,15,14.47
Taron Johnson,2560766,DB,BUF,@NYJ,4,4,,,1,,,,,,,,,1,,,,16,14.40
Xavier Woods,2558159,DB,CAR,ATL,7,2,,,,,,,,,,,,1,,,,17,14.20
Jaylon Jones,2567406,DB,CHI,JAX,9,1,,,,,,,,,,,,,,,,18,14.10
Eric Murray,2555173,DB,HOU,@NE,4,3,,,1,,,,,,,,,1,,,,19,13.80
Andre Cisco,2566154,DB,JAX,@CHI,3,4,,,1,,,,,,,,,1,,22,,20,13.63
Deommodore Lenoir,2566535,DB,SF,@SEA,6,2,,,,,,,,,,,,1,,,,21,12.70
Troy Hill,2553536,DB,FA,Bye,8,1,,,,,,,,,,,,,,,,22,12.60
Clark Phillips III,2569546,DB,ATL,@CAR,2,1,,1,1,,,,,,,,,1,,45,,23,12.60
L'Jarius Sneed,2564304,DB,TEN,IND,7,1,,1,,,,,,,,,,,,,,24,12.60
Antoine Winfield Jr.,2565261,DB,TB,@NO,,4,,,,,1,,1,,,,,1,1,,58,25,12.33
Ashtyn Davis,2564793,DB,NYJ,BUF,6,3,,1,,,,,,,,,,,,,,26,12.30
C.J. Gardner-Johnson,2562588,DB,PHI,CLE,4,2,,,,,,,,,,,,2,,,,27,12.20
George Odum,2561131,DB,SF,@SEA,4,2,,,,,,,,,,,,2,,,,28,12.20
Damar Hamlin,2565872,DB,BUF,@NYJ,6,1,,,,,,,,,,,,1,,,,29,12.10
Nate Hobbs,2566259,DB,LV,PIT,4,6,,,,,,,,,,,,1,,,,30,12.10
Jaylon Jones,2569870,DB,IND,@TEN,6,1,,,,,,,,,,,,1,,,,31,12.10
Elijah Molden,2566115,DB,LAC,@DEN,3,1,,,1,,,,,,,,,1,,25,,32,11.93
Donovan Wilson,2562604,DB,DAL,DET,4,3,1,1,,,,,,,,,,,1,,,33,11.80
Ji'Ayir Brown,2570287,DB,SF,@SEA,6,2,,1,,,,,,,,,,,,,,34,11.70
Marshon Lattimore,2558061,DB,NO,TB,6,4,,,,,,,,,,,,,,,,35,11.40
Tyler Nubin,2572345,DB,NYG,CIN,5,4,,1,,,,,,,,,,,,,,36,11.40
Alontae Taylor,2567979,DB,NO,TB,4,2,,1,,,,,,,,,,1,,,,37,11.20
Javon Bullard,2572027,DB,GB,ARI,7,1,,,,,,,,,,,,,,,,38,11.10
Jeremy Chinn,2563632,DB,WAS,@BAL,7,1,,,,,,,,,,,,,,,,39,11.10
Evan Williams,2572057,DB,GB,ARI,4,,,1,,1,,,,,,,,,,,,40,11.00
Calen Bullock,2572081,DB,HOU,@NE,2,,,,1,,1,,,,,,,1,,28,,41,10.93
Donte Jackson,2560753,DB,PIT,@LV,1,,,,1,,,,,,,,,2,,24,,42,10.80
Dee Alford,2567244,DB,ATL,@CAR,5,1,,,,,,,,,,,,1,,,,43,10.60
Riley Moss,2569723,DB,DEN,LAC,5,1,,,,,,,,,,,,1,,,,44,10.60
Malik Mustapha,2572504,DB,SF,@SEA,2,,,1,1,,,,,,,,,1,,1,,45,10.53
Julian Blackmon,2564103,DB,IND,@TEN,3,,,,1,,,,,,,,,1,,,,46,10.50
Kevin Byard,2555158,DB,CHI,JAX,4,3,,,,,,,,,,,,1,,,,47,10.30
Tony Adams,2568444,DB,NYJ,BUF,6,2,,,,,,,,,,,,,,,,48,10.20
Ronald Darby,2552689,DB,JAX,@CHI,6,2,,,,,,,,,,,,,,,,49,10.20
Kyler Gordon,2567391,DB,CHI,JAX,5,2,,1,,,,,,,,,,,,,,50,10.20
Kerby Joseph,2567550,DB,DET,@DAL,2,2,,,1,,,,,,,,,1,,,,51,10.20
J.T. Gray,2561206,DB,NO,TB,4,1,,,,1,,,,,,,,,,,,52,10.10
Jaycee Horn,2565893,DB,CAR,ATL,3,1,,,,,,,,,,,,2,,,,53,10.10
Nate Wiggins,2571847,DB,BAL,WAS,3,1,,,,,,,,,,,,2,,,,54,10.10
Zyon McCollum,2568309,DB,TB,@NO,1,,,,1,,,,,,,,,2,,,,55,10.00
Amani Oruwariye,2562390,DB,DAL,DET,5,,,,,,,,,,,,,1,,,,56,10.00
Nick Cross,2567700,DB,IND,@TEN,4,4,,1,,,,,,,,,,,,,,57,9.90
Jalen Pitre,2567688,DB,HOU,@NE,3,2,,1,,,,,,,,,,1,,,,58,9.70
A.J. Terrell,2563527,DB,ATL,@CAR,2,1,,,1,,,,,,,,,1,,1,,59,9.63
Mike Hilton,2556559,DB,CIN,@NYG,4,1,,,,,,,,,,,,1,1,,,60,9.60
Mike Hughes,2560746,DB,ATL,@CAR,6,1,,,,,,,,,,,,,,,,61,9.60
Jordan Whitehead,2560930,DB,TB,@NO,6,1,,,,,,,,,,,,,,,,62,9.60
Tyrek Funderburk,2573563,DB,TB,@NO,4,,,,,1,,,,,,,,,,,,63,9.50
DeShon Elliott,2560715,DB,PIT,@LV,5,1,,,,,1,,,,,,,,,,10,64,9.43
Jordan Howden,2570140,DB,NO,TB,3,8,,,,,,,,,,,,,,,,65,9.30
Derwin James,2560760,DB,LAC,@DEN,1,2,,1,,,,,,,,,,2,,,,66,9.20
Rasul Douglas,2558168,DB,BUF,@NYJ,4,1,,,,,,,,,,,,1,,,,67,9.10
Mike Jackson,2562434,DB,CAR,ATL,4,1,,,,,,,,,,,,1,,,,68,9.10
Quandre Diggs,2552262,DB,TEN,IND,6,,,,,,,,,,,,,,,,,69,9.00
Elijah Hicks,2567397,DB,CHI,JAX,2,3,,,,,1,,,,,,,1,,,19,70,8.93
Marcus Jones,2567943,DB,NE,HOU,2,1,,,1,,,,,,,,,1,,35,,71,8.77
Montaric Brown,2567727,DB,JAX,@CHI,5,2,,,,,,,,,,,,,,,,72,8.70
Percy Butler,2568318,DB,WAS,@BAL,5,2,,,,,,,,,,,,,,,,73,8.70
P.J. Locke,2563012,DB,DEN,LAC,5,2,,,,,,,,,,,,,,,,74,8.70
Sean Murphy-Bunting,2562635,DB,ARI,@GB,1,2,,,1,,,,,,,,,1,,,,75,8.70
Amik Robertson,2564430,DB,DET,@DAL,5,2,,,,,,,,,,,,,,,,76,8.70
Jalen Thompson,2563339,DB,ARI,@GB,5,1,,,,,,,,,,,,,1,,,77,8.60
Beanie Bishop Jr.,2573512,DB,PIT,@LV,3,,,1,,,,,,,,,,1,,,,78,8.50
Isaiah Pola-Mao,2568993,DB,LV,PIT,4,4,,,,,,,,,,,,,,,,79,8.40
Benjamin St-Juste,2566604,DB,WAS,@BAL,3,2,,,,,,,,,,,,1,,,,80,8.20
Jarvis Brownlee Jr.,2572060,DB,TEN,IND,2,,,,,,,,,,,,,2,,,,81,8.00
Carlton Davis,2561039,DB,DET,@DAL,2,,,,,,,,,,,,,2,,,,82,8.00
Josh Blackwell,2568054,DB,CHI,JAX,1,,,,1,,,,,,,,,1,,10,,83,7.83
Budda Baker,2558009,DB,ARI,@GB,4,3,,,,,,,,,,,,,,,,84,7.80
Cooper DeJean,2572375,DB,PHI,CLE,3,3,0.5,,,,,,,,,,,,1,,,85,7.80
Christian Benford,2567322,DB,BUF,@NYJ,3,1,,,,,,,,,,,,1,,,,86,7.60
DJ Turner II,2569654,DB,CIN,@NYG,2,1,,1,,,,,,,,,,1,,,,87,7.60
Kyle Dugger,2564601,DB,NE,HOU,4,,,1,,,,,,,,,,,,,,88,7.50
Greg Newsome II,2565980,DB,CLE,@PHI,5,,,,,,,,,,,,,,,,,89,7.50
Jessie Bates,2560970,DB,ATL,@CAR,4,2,,,,,,,,,,,,,,,,90,7.20
Kool-Aid McKinstry,2572321,DB,NO,TB,3,,,,,,,,,,,,,1,,,,91,7.00
Brandon Stephens,2565851,DB,BAL,WAS,3,,,,,,,,,,,,,1,,,,92,7.00
Derek Stingley Jr.,2567694,DB,HOU,@NE,3,,,,,,,,,,,,,1,,,,93,7.00
Denzel Ward,2560916,DB,CLE,@PHI,3,,,,,,,,,,,,,1,,,,94,7.00
Jaylon Carlies,2572114,DB,IND,@TEN,2,2,,,,,,,,,,,,1,,,,95,6.70
Quan Martin,2570377,DB,WAS,@BAL,4,1,,,,,,,,,,,,,,,,96,6.60
Nick Scott,2562905,DB,CAR,ATL,4,1,,,,,,,,,,,,,,,,97,6.60
Devon Witherspoon,2570323,DB,SEA,SF,4,1,,,,,,,,,,,,,,,,98,6.60
Artie Burns,2555344,DB,SEA,SF,1,,,,,,,,,,,,,2,,,,99,6.50
Samuel Womack,2568219,DB,IND,@TEN,1,,,,,,,,,,,,,2,,,,100,6.50
Terrion Arnold,2572009,DB,DET,@DAL,2,,,,,,1,,,,,,,1,,,-1,101,6.47
Andru Phillips,2572348,DB,NYG,CIN,2,3,,1,,,,,,,,,,,,,,102,6.30
Tarheeb Still,2572483,DB,LAC,@DEN,2,1,,,,,,,,,,,,1,,,,103,6.10
Tre Brown,2566550,DB,SEA,SF,4,,,,,,,,,,,,,,,,,104,6.00
Brandin Echols,2565726,DB,NYJ,BUF,4,,,,,,,,,,,,,,,,,105,6.00
Xavier McKinney,2564766,DB,GB,ARI,4,,,,,,,,,,,,,,,,,106,6.00
Max Melton,2572420,DB,ARI,@GB,4,,,,,,,,,,,,,,,,,107,6.00
Geno Stone,2563584,DB,CIN,@NYG,2,5,,,,,,,,,,,,,,,,108,6.00
Deonte Banks,2570155,DB,NYG,CIN,3,2,,,,,,,,,,,,,,,,109,5.70
Kenny Moore II,2558976,DB,IND,@TEN,3,2,,,,,,,,,,,,,,,,110,5.70
Kyle Hamilton,2567274,DB,BAL,WAS,3,1,,,,,,,,,,,,,1,,,111,5.60
Noah Igbinoghene,2564457,DB,WAS,@BAL,2,,,,,,,,,,,,,1,,,,112,5.50
Isaiah Oliver,2560830,DB,NYJ,BUF,2,,,,,,,,,,,,,1,,,,113,5.50
Keisean Nixon,2562938,DB,GB,ARI,1,2,,,,,,,,,,,,1,,,,114,5.20
Minkah Fitzpatrick,2560725,DB,PIT,@LV,3,1,,,,,,,,,,,,,,,,115,5.10
Jaylinn Hawkins,2563500,DB,NE,HOU,2,1,,1,,,,,,,,,,,,,,116,5.10
Joey Porter Jr.,2570251,DB,PIT,@LV,3,1,,,,,,,,,,,,,,,,117,5.10
Jaire Alexander,2560952,DB,GB,ARI,1,,,,,,1,,,,,,,1,,,,118,5.00
Justin Simmons,2555550,DB,ATL,@CAR,2,3,,,,,,,,,,,,,,,,119,4.80
D'Anthony Bell,2568630,DB,CLE,@PHI,2,2,,,,,,,,,,,,,1,,,120,4.70
Darrell Luter Jr.,2570305,DB,SF,@SEA,,2,,,,1,,,,,,,,,,,,121,4.70
Jaylon Johnson,2563701,DB,CHI,JAX,1,1,,,,,,,,,,,,1,,,,122,4.60
Jack Jones,2567940,DB,LV,PIT,1,1,,,,,,,,,,,,1,,,,123,4.60
Kindle Vildor,2563713,DB,DET,@DAL,1,1,,,,,,,,,,,,1,,,,124,4.60
Garrett Williams,2570221,DB,ARI,@GB,1,1,,,,,,,,,,,,1,,,,125,4.60
Myles Bryant,2564592,DB,HOU,@NE,3,,,,,,,,,,,,,,,,,126,4.50
Trevon Diggs,2563836,DB,DAL,DET,3,,,,,,,,,,,,,,,,,127,4.50
Christian Gonzalez,2570122,DB,NE,HOU,3,,,,,,,,,,,,,,,,,128,4.50
Jonathan Jones,2556571,DB,NE,HOU,3,,,,,,,,,,,,,,,,,129,4.50
Jordan Battle,2569648,DB,CIN,@NYG,2,2,,,,,,,,,,,,,,,,130,4.20
Malik Hooker,2558060,DB,DAL,DET,2,2,,,,,,,,,,,,,,,,131,4.20
Roger McCreary,2567655,DB,TEN,IND,2,2,,,,,,,,,,,,,,,,132,4.20
Jakorian Bennett,2570038,DB,LV,PIT,1,,,,,,,,,,,,,1,,,,133,4.00
Khalil Dorsey,2565336,DB,DET,@DAL,1,,,,,,,,,,,,,1,,,,134,4.00
D.J. Reed,2560850,DB,NYJ,BUF,1,,,,,,,,,,,,,1,,,,135,4.00
Starling Thomas V,2570963,DB,ARI,@GB,1,,,,,,,,,,,,,1,,,,136,4.00
Levi Wallace,2560914,DB,DEN,LAC,1,,,,,,,,,,,,,1,,,,137,4.00
Isaac Yiadom,2560946,DB,SF,@SEA,1,,,,,,,,,,,,,1,,,,138,4.00
Cam Hart,2572471,DB,LAC,@DEN,2,1,,,,,,,,,,,,,,,,139,3.60
Quinyon Mitchell,2572387,DB,PHI,CLE,2,1,,,,,,,,,,,,,,,,140,3.60
Ennis Rakestraw Jr.,2572018,DB,DET,@DAL,2,1,,,,,,,,,,,,,,,,141,3.60
K'Von Wallace,2564871,DB,SEA,SF,2,1,,,,,,,,,,,,,,,,142,3.60
Chuck Clark,2558248,DB,NYJ,BUF,1,3,,,,,,,,,,,,,,,,143,3.30
Antonio Johnson,2569879,DB,JAX,@CHI,1,3,,,,,,,,,,,,,,,,144,3.30
Jourdan Lewis,2557920,DB,DAL,DET,1,3,,,,,,,,,,,,,,,,145,3.30
Tycen Anderson,2567442,DB,CIN,@NYG,2,,,,,,,,,,,,,,,,,146,3.00
