PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Trey McBride,2568117,TE,ARI,,,,,,93,937,8,,,,,8.13,,93,93,93,127,73,19,4,6,1,188.20
Travis Kelce,2540258,TE,KC,,,,1,,60,727,5,,,1,,10.50,1,60,61,60,83,72,4,1,2,2,136.90
Jake Ferguson,2567496,TE,DAL,,,,1,,75,554,7,,,1,3,10.68,1,75,76,75,90,83,10,3,3,3,135.00
Tyler Warren,2574204,TE,IND,,,,8,1,60,699,4,,,,1,13.81,6,60,66,60,84,71,7,3,2,4,129.63
Brock Bowers,2572219,TE,LV,,,,2,,53,619,6,,,1,,6.58,2,53,55,53,73,73,10,3,7,5,128.10
Dallas Goedert,2560995,TE,PHI,,,,,,48,481,7,,,,,7.18,,48,48,48,66,73,7,1,4,6,117.10
Harold Fannin Jr.,2574043,TE,CLE,,,,10,,59,619,4,,,,1,11.18,5,59,64,59,85,69,4,,3,7,114.37
Hunter Henry,2555341,TE,NE,,,,,,45,610,5,,,,,6.33,,45,45,45,69,65,5,1,3,8,113.50
Juwan Johnson,2564676,TE,NO,,,,,,58,614,3,,,,1,12.18,,58,58,58,80,73,2,,,9,106.40
Kyle Pitts,2565830,TE,ATL,,,,,,62,631,1,,,,,11.71,,62,62,62,85,73,1,,1,10,101.60
Tucker Kraft,2569768,TE,GB,,,,3,,32,489,6,,,,,12.92,1,32,33,32,44,73,11,2,3,11,101.20
Zach Ertz,2540158,TE,WAS,,,,,,50,504,4,,,1,1,10.10,,50,50,50,72,69,3,,2,12,100.90
Theo Johnson,2572333,TE,NYG,,,,,,42,456,5,,,,,14.02,,42,42,42,68,62,6,1,2,13,96.60
Dalton Schultz,2560866,TE,HOU,,,,,,62,574,1,,,,,12.72,,62,62,62,84,74,1,,,14,96.50
Mark Andrews,2560957,TE,BAL,,,,45,1,38,341,5,,,,1,20.82,9,38,47,38,57,67,3,1,3,15,94.60
Dalton Kincaid,2569594,TE,BUF,,,,,,33,489,5,,,,1,11.64,,33,33,33,41,80,2,,1,16,93.40
AJ Barner,2572513,TE,SEA,,,,13,1,40,386,4,,,,2,13.07,9,40,49,40,50,80,6,1,4,17,90.00
George Kittle,2558266,TE,SF,,,,-3,,37,396,5,,,,,11.28,1,37,38,37,45,82,7,4,2,18,89.30
Sam LaPorta,2569726,TE,DET,,,,,,40,489,3,,,,,11.02,,40,40,40,49,82,2,,1,19,88.40
Colston Loveland,2574014,TE,CHI,,,,,,35,435,4,,,,,10.44,,35,35,35,49,71,3,,2,20,86.50
Oronde Gadsden II,2574511,TE,LAC,,,,,,39,541,2,,,,1,9.46,,39,39,39,55,71,3,,2,21,84.20
T.J. Hockenson,2562378,TE,MIN,,,,,,46,370,3,,,,,10.69,1,46,47,46,60,77,6,2,3,22,79.50
David Njoku,2557986,TE,CLE,,,,,,33,293,4,,,,,11.18,,33,33,33,48,69,5,,3,23,69.80
Cade Otton,2568312,TE,TB,,,,,,46,430,,,,,,6.58,,46,46,46,66,70,,,,24,69.00
Pat Freiermuth,2566442,TE,PIT,,,,,,28,307,4,,,,,13.55,,28,28,28,35,80,5,1,1,25,68.70
Mason Taylor,2574451,TE,NYJ,,,,,,44,369,1,,,1,,14.13,,44,44,44,65,68,5,3,1,26,67.90
Jake Tonges,2567439,TE,SF,,,,,,26,226,4,,,,,11.28,,26,26,26,35,74,5,1,3,27,65.90
Chig Okonkwo,2567658,TE,TEN,,,,,,41,426,,,,,,11.98,,41,41,41,53,77,,,,28,64.60
Evan Engram,2557858,TE,DEN,,,,7,,40,347,1,,,,,11.16,1,40,41,40,61,66,1,,,29,61.40
Brenton Strange,2569912,TE,JAX,,,,,,31,369,1,,,,,11.22,,31,31,31,39,79,,,,30,59.00
Noah Fant,2562383,TE,CIN,,,,,,33,283,3,,,,2,8.83,,33,33,33,39,85,2,,2,31,58.80
Colby Parkinson,2565180,TE,LAR,,,,,,26,223,4,,,,1,10.12,,26,26,26,31,84,9,3,5,32,57.30
Gunnar Helm,2574152,TE,TEN,,,,,,37,298,1,,,,,11.98,,37,37,37,46,80,2,,2,33,55.80
Dawson Knox,2562681,TE,BUF,,,,,,25,316,1,,,1,,11.64,,25,25,25,36,69,1,,,34,53.60
Cole Kmet,2563704,TE,CHI,,,,,,22,273,2,,,,,10.44,,22,22,22,35,63,1,,1,35,50.90
Darren Waller,2552408,TE,MIA,,,,4,,13,177,4,,,,,14.25,1,13,14,13,18,72,4,,3,36,48.60
Michael Mayer,2570032,TE,LV,,,,,,22,182,1,,,,,6.58,,22,22,22,32,69,1,,1,37,47.20
Darnell Washington,2570257,TE,PIT,,,,,,23,288,1,,,1,1,13.55,,23,23,23,33,70,4,2,1,38,46.30
Jonnu Smith,2558207,TE,PIT,,,,17,,30,190,2,,,,1,13.55,3,30,33,30,44,68,3,,1,39,45.70
Davis Allen,2570017,TE,LAR,,,,,,19,158,3,,,,,10.12,,19,19,19,23,83,3,1,2,40,43.90
Tyler Higbee,2555364,TE,LAR,,,,,,20,190,2,,,,,10.12,,20,20,20,30,67,3,1,2,41,41.00
Jackson Hawes,2573962,TE,BUF,,,,,,12,152,3,,,,,11.64,,12,12,12,15,80,2,,2,42,39.20
Isaiah Likely,2567283,TE,BAL,,,,,,22,248,1,,,,2,20.82,,22,22,22,31,71,4,,2,43,38.80
Josh Oliver,2562693,TE,MIN,,,,,,9,86,4,,,,,10.69,,9,9,9,11,82,3,,1,44,38.10
Mike Gesicki,2560994,TE,CIN,,,,,,20,201,1,,,,,8.83,,20,20,20,32,63,1,,,45,37.60
Tommy Tremble,2565914,TE,CAR,,,,,,20,186,1,,,,,10.55,,20,20,20,27,74,2,1,2,46,37.60
Ja'Tavion Sanders,2571892,TE,CAR,,,,,,25,176,,,,,,10.55,,25,25,25,30,83,,,,47,36.70
Austin Hooper,2555415,TE,NE,,,,,,16,213,1,,,,,6.33,,16,16,16,19,84,1,,1,48,35.30
Daniel Bellinger,2567985,TE,NYG,,,,,,12,202,1,,,,,14.02,,12,12,12,17,71,1,,,49,33.70
Elijah Higgins,2570068,TE,ARI,,,,,,19,179,,,,,1,8.13,,19,19,19,23,83,,,,50,32.90
