PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Jaxon Smith-Njigba,2570341,WR,SEA,,,,36,,89,1428,9,,,,3,30.78,7,89,96,89,121,74,11,2,4,1,243.40
Puka Nacua,2570026,WR,LAR,,,,73,1,93,1186,6,,,,1,33.04,6,93,99,93,118,79,4,2,2,2,212.40
George Pickens,2568159,WR,DAL,,,,,,78,1179,8,,,1,4,21.22,,78,78,78,114,68,9,1,4,3,201.40
Amon-Ra St. Brown,2566073,WR,DET,,,,9,,81,976,9,,,,1,27.72,3,81,84,81,117,69,13,4,7,4,196.10
Davante Adams,2543495,WR,LAR,,,,,,56,718,14,,,,,33.04,,56,56,56,105,53,24,1,16,5,185.30
Ja'Marr Chase,2565941,WR,CIN,,,,14,,91,1015,5,,,,1,29.13,3,91,94,91,139,65,9,3,3,6,183.90
Nico Collins,2566127,WR,HOU,,,,15,1,61,916,4,,,1,1,26.34,2,61,63,61,103,59,3,,2,7,153.60
Jaylen Waddle,2566292,WR,MIA,8,,,21,,57,812,6,,,,,30.15,1,57,58,57,86,66,6,3,2,8,151.72
Tetairoa McMillan,2573992,WR,CAR,,,,,,57,826,6,,,,,24.09,,57,57,57,98,58,7,1,3,9,150.10
Drake London,2567250,WR,ATL,,,,,,60,810,6,,,1,1,27.05,,60,60,60,94,64,8,,6,10,150.00
Michael Pittman,2564136,WR,IND,,,,,,69,699,7,,,1,,22.86,,69,69,69,94,73,8,1,4,11,149.90
Chris Olave,2567973,WR,NO,,,1,-3,,76,811,5,,,,,22.55,1,76,77,76,120,63,4,,2,12,148.30
A.J. Brown,2562238,WR,PHI,,,,,,62,799,6,,,,,30.88,,62,62,62,100,62,5,,4,13,146.90
Tee Higgins,2563731,WR,CIN,,,,,,46,667,9,,,1,,29.13,,46,46,46,81,57,3,,3,14,146.70
Emeka Egbuka,2574585,WR,TB,,,,9,,54,806,6,,,1,,29.41,2,54,56,54,110,49,2,,,15,146.50
DK Metcalf,2562685,WR,PIT,,,,12,1,52,753,5,,,,,23.20,2,52,54,52,87,60,6,2,3,16,144.50
Jameson Williams,2567565,WR,DET,,,,12,,45,802,6,,,,,27.72,6,45,51,45,72,63,3,1,1,17,141.40
Courtland Sutton,2560888,WR,DEN,,,,,,56,773,5,,,1,,24.00,,56,56,56,90,62,2,1,,18,140.30
Wan'Dale Robinson,2568012,WR,NYG,,,,2,,73,828,3,,,,1,29.95,2,73,75,73,110,66,,,,19,137.00
CeeDee Lamb,2563848,WR,DAL,,,,2,,57,865,3,,,,,21.22,1,57,58,57,89,64,5,1,,20,134.70
DeVonta Smith,2566409,WR,PHI,,,,,,64,839,3,,,,,30.88,,64,64,64,94,68,4,3,2,21,133.90
Zay Flowers,2569573,WR,BAL,,,,44,,68,891,1,,,,2,23.18,9,68,77,68,95,72,,,,22,132.00
Ladd McConkey,2572477,WR,LAC,,,,,,59,695,5,,,,,24.45,,59,59,59,95,62,9,1,3,23,130.50
Deebo Samuel Sr.,2562721,WR,WAS,,,,49,1,62,561,5,,,,2,31.18,13,62,75,62,81,77,6,3,2,24,128.60
Justin Jefferson,2564556,WR,MIN,,,,4,,64,810,2,,,,,34.55,1,64,65,64,109,59,4,,2,25,127.50
Rome Odunze,2571907,WR,CHI,,,,,,44,661,6,,,,,22.69,,44,44,44,90,49,5,1,4,26,125.10
Stefon Diggs,2552608,WR,NE,,,,,,64,705,3,,,,,25.38,,64,64,64,79,81,5,1,4,27,123.50
Keenan Allen,2540154,WR,LAC,,,,,,63,644,4,,,,1,24.45,,63,63,63,94,67,4,,1,28,123.40
