PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jordan Addison,2570074,WR,MIN,@CHI,,,,0.77,,2.94,40.49,0.26,,,,0.04,7.08,41,1,26.20,19.12
Courtland Sutton,2560888,WR,DEN,@LV,,,,0.32,,4.36,61.48,0.4,,,,0.06,10.64,16,2,25.70,15.06
Jaylen Waddle,2566292,WR,MIA,NE,,,,0.75,,3.38,45.83,0.25,,,,0.04,7.77,34,3,24.40,16.63
DJ Moore,2560813,WR,CHI,MIN,,,,1.1,,3.57,48.28,0.32,,,,0.05,8.54,28,4,23.40,14.86
A.J. Brown,2562238,WR,PHI,@LAR,,,,0.37,,5.23,80.55,0.51,,,,0.12,13.53,4,5,19.90,6.37
Terry McLaurin,2562489,WR,WAS,DAL,,,,0.39,,5.08,65.47,0.45,,,,0.06,11.71,9,6,19.70,7.99
Keenan Allen,2540154,WR,CHI,MIN,,,,0.48,,3.66,38.62,0.29,,,,0.1,7.28,39,7,18.10,10.82
Nico Collins,2566127,WR,HOU,TEN,,,,0.69,,5.59,83.32,0.48,,,,0.14,13.80,1,8,17.70,3.9
Jakobi Meyers,2562492,WR,LV,DEN,1.04,,,1.67,,4.88,55.1,0.38,,,,0.07,10.30,20,9,17.10,6.8
David Moore,2558856,WR,CAR,KC,,,,1.06,,1.95,22.14,0.11,,,,,3.96,70,10,17.10,13.14
Jaxon Smith-Njigba,2570341,WR,SEA,ARI,,,,0.8,,5.19,56.81,0.37,,,,0.07,10.44,18,11,16.70,6.26
Puka Nacua,2570026,WR,LAR,PHI,,,,2.53,,5.66,75.6,0.42,,,,0.12,12.92,5,12,16.20,3.28
Calvin Austin III,2568132,WR,PIT,@CLE,,,,4.24,,2.31,24.77,0.16,,,,,5.02,63,13,15.30,10.28
Cooper Kupp,2557898,WR,LAR,PHI,,,,1.6,,5.95,66.21,0.43,,,,0.12,12.10,7,14,14.00,1.9
Tre Tucker,2570059,WR,LV,DEN,,,,2.72,0.04,2.33,24.81,0.17,,,,0.1,4.98,64,15,13.20,8.22
Michael Pittman,2564136,WR,IND,DET,,,,0.23,,3.8,44.18,0.28,,,,0.1,7.82,32,16,12.60,4.78
DeAndre Hopkins,2540165,WR,KC,@CAR,,,,0.55,,4.4,52.98,0.4,,,,0.08,9.79,23,17,12.00,2.21
CeeDee Lamb,2563848,WR,DAL,@WAS,,,,4.53,0.02,6,63.4,0.36,,,,0.1,11.87,8,18,11.80,-0.07
Calvin Ridley,2560854,WR,TEN,@HOU,,,,1.88,,3.55,51.42,0.33,,,,0.06,8.97,27,19,11.80,2.83
Nick Westbrook-Ikhine,2565477,WR,TEN,@HOU,,,,0.74,,2.39,33.1,0.22,,,,,5.90,54,20,11.80,5.9
Jerry Jeudy,2563896,WR,CLE,PIT,,,,0.79,,3.63,46.38,0.3,,,,0.06,8.21,30,21,11.50,3.29
Rashod Bateman,2565836,WR,BAL,@LAC,,,,0.3,,2.8,37.91,0.26,,,,0.06,6.66,47,22,11.30,4.64
Ladd McConkey,2572477,WR,LAC,BAL,,,,0.8,,5.15,63.49,0.47,,,,0.07,11.68,10,23,11.30,-0.38
Devaughn Vele,2572006,WR,DEN,@LV,,,,,,2.96,33.51,0.24,,,,,6.27,49,24,11.00,4.73
Noah Brown,2558091,WR,WAS,DAL,,,,0.45,,2.67,36.85,0.29,,,,0.16,6.49,48,25,10.10,3.61
Mike Evans,2543468,WR,TB,@NYG,,,,0.27,,4.1,62.01,0.44,,,,0.06,10.80,15,26,9.30,-1.5
Jameson Williams,2567565,WR,DET,@IND,,,,2.23,,3.24,51.8,0.36,,,,0.05,9.08,26,27,9.30,0.22
Amon-Ra St. Brown,2566073,WR,DET,@IND,,,,2.16,,6.66,74.03,0.51,,,,0.13,13.75,2,28,9.20,-4.55
Jalen Tolbert,2567508,WR,DAL,@WAS,,,,0.44,,2.45,29.38,0.2,,,,0.05,5.31,59,29,9.20,3.89
Demario Douglas,2570119,WR,NE,@MIA,,,,2.26,,3.93,42.87,0.22,,,,0.07,7.66,36,30,8.80,1.14
Tank Dell,2569813,WR,HOU,TEN,,,,4.83,0.05,4,51.84,0.33,,,,0.06,9.83,22,31,8.70,-1.13
Zay Flowers,2569573,WR,BAL,@LAC,,,,3.32,,5.23,60.23,0.37,,,,0.06,11.07,13,32,8.70,-2.37
Tyler Boyd,2555466,WR,TEN,@HOU,,,,0.19,,1.04,10.65,0.07,,,,0.02,1.98,95,33,8.50,6.52
Malik Heath,2570518,WR,GB,SF,,,,0.17,,0.51,6.12,0.06,,,,,1.24,107,34,8.50,7.26
Demarcus Robinson,2555478,WR,LAR,PHI,,,,0.59,,2.34,34.36,0.19,,,,,5.81,56,35,8.50,2.69
DK Metcalf,2562685,WR,SEA,ARI,,,,0.3,,4.51,65.02,0.48,,,,0.06,11.55,11,36,7.90,-3.65
Xavier Legette,2571889,WR,CAR,KC,,,,1.22,,3.05,39.13,0.24,,,,0.06,6.88,44,37,7.60,0.72
Tim Patrick,2558985,WR,DET,@IND,,,,0.33,,1.41,17.28,0.11,,,,,3.13,82,38,7.50,4.37
Malik Nabers,2572342,WR,NYG,TB,,,,1.01,,5.54,62.88,0.38,,,,0.06,11.32,12,39,7.40,-3.92
Tyreek Hill,2556214,WR,MIA,NE,,,,1.69,,5.09,70,0.43,,,,0.09,12.11,6,40,7.30,-4.81
KaVontae Turpin,2569509,WR,DAL,@WAS,,,,4.45,0.05,1.21,13.63,0.11,0.12,,,,4.09,68,41,7.30,3.21
Marvin Mims Jr.,2569717,WR,DEN,@LV,,,,0.84,,1.45,19.38,0.12,,,,,3.47,77,42,7.20,3.73
Wan'Dale Robinson,2568012,WR,NYG,TB,,,,3.47,,4.05,37.16,0.24,,,,0.05,7.43,38,43,7.20,-0.23
Adam Thielen,2541785,WR,CAR,KC,,,,0.38,,3.69,36.92,0.2,,,,0.05,6.68,46,44,7.20,0.52
Xavier Worthy,2572186,WR,KC,@CAR,,,,1.03,,3,40.18,0.28,,,,0.05,7.20,40,45,7.10,-0.1
Jalen Nailor,2567925,WR,MIN,@CHI,,,,,,1.81,20.42,0.13,,,,,3.73,74,46,7.00,3.27
Romeo Doubs,2567586,WR,GB,SF,,,,0.29,,3.53,44,0.29,,,,0.06,7.81,33,47,6.90,-0.91
George Pickens,2568159,WR,PIT,@CLE,,,,0.58,,4.12,62.15,0.35,,,,0.06,10.31,19,48,6.80,-3.51
Jauan Jennings,2565114,WR,SF,@GB,,,,1,,3.92,49.84,0.36,,,,,9.20,25,49,6.50,-2.7
Rome Odunze,2571907,WR,CHI,MIN,,,,0.31,,3.05,42.25,0.31,,,,0.05,7.54,37,50,6.40,-1.14
Michael Wilson,2570224,WR,ARI,@SEA,,,,0.24,,2.39,32.17,0.19,,,,0.05,5.48,58,51,6.40,0.92
Marvin Harrison Jr.,2572411,WR,ARI,@SEA,,,,0.39,,4.19,61.78,0.44,,,,0.06,10.83,14,52,6.20,-4.63
Josh Palmer,2566502,WR,LAC,BAL,,,,0.33,,2.77,34.1,0.23,,,,0.06,6.09,50,53,5.30,-0.79
Elijah Moore,2566385,WR,CLE,PIT,,,,1.39,,2.93,31.77,0.23,,,,0.08,6.00,53,54,5.10,-0.9
Van Jefferson,2564358,WR,PIT,@CLE,,,,0.54,,1.09,13.9,0.09,,,,,2.53,86,55,4.90,2.37
Jalen Brooks,2569696,WR,DAL,@WAS,,,,,,0.29,3.34,0.02,,,,,0.60,113,56,4.60,4.0
Dyami Brown,2566586,WR,WAS,DAL,,,,0.34,,1.18,14.81,0.11,,,,,2.77,85,57,4.60,1.83
Tutu Atwell,2566196,WR,LAR,PHI,,,,0.72,,0.79,9.94,0.07,,,,,1.88,97,58,4.50,2.62
Kendrick Bourne,2558914,WR,NE,@MIA,,,,0.71,,2.29,28.97,0.18,,,,0.06,5.07,62,59,4.50,-0.57
Alec Pierce,2567715,WR,IND,DET,,,,0.42,,2.13,33.89,0.26,,,,,6.06,51,60,4.40,-1.66
Josh Downs,2569861,WR,IND,DET,,,,1.74,,5.01,55.79,0.36,,,,0.07,10.28,21,61,4.20,-6.08
Troy Franklin,2571997,WR,DEN,@LV,,,,0.22,,1.75,21.4,0.13,,,,0.09,3.64,75,62,4.10,0.46
Jayden Reed,2569765,WR,GB,SF,,,,6.42,0.06,4.26,53.19,0.36,,,,0.06,10.49,17,63,4.10,-6.39
Sterling Shepard,2555295,WR,TB,@NYG,,,,,,3.01,32.09,0.17,,,,,5.73,57,64,4.10,-1.63
Justin Jefferson,2564556,WR,MIN,@CHI,,,,0.68,,5.22,80.95,0.5,,,,0.11,13.55,3,65,3.70,-9.85
Rakim Jarrett,2571575,WR,TB,@NYG,,,,0.59,,0.82,10.3,0.06,,,,,1.86,98,66,3.50,1.64
Tyler Lockett,2552430,WR,SEA,ARI,,,,0.25,,3.32,39.83,0.25,,,,0.05,7.07,42,67,3.00,-4.07
Jalen Reagor,2564850,WR,LAC,BAL,,,,0.34,,0.68,9.01,0.08,,,,,1.76,100,68,3.00,1.24
Dontayvion Wicks,2569759,WR,GB,SF,,,,0.43,,1.42,18.52,0.16,,,,0.03,3.51,76,69,3.00,-0.51
Luke McCaffrey,2572576,WR,WAS,DAL,,,,0.57,,1.07,11.63,0.08,,,,,2.24,91,70,2.80,0.56
Deven Thompkins,2569314,WR,CAR,KC,,,,1.34,,0.45,5.18,0.04,,,,,1.12,110,71,2.80,1.68
John Metchie III,2567682,WR,HOU,TEN,,,,1,,1.76,20.32,0.12,,,,,3.73,73,72,2.60,-1.13
Deebo Samuel Sr.,2562721,WR,SF,@GB,,,,12.19,0.15,3.26,38.32,0.3,,,,0.05,9.28,24,73,2.60,-6.68
