PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Saquon Barkley,2560968,RB,PHI,@LAR,,,,95.39,0.51,2.72,20.18,0.13,,,,0.19,16.38,4,1,44.20,27.82
Josh Jacobs,2562377,RB,GB,SF,,,,72.2,0.54,2.33,16.81,0.06,,,,0.13,13.41,10,2,28.60,15.19
Jahmyr Gibbs,2569747,RB,DET,@IND,,,,66,0.51,3.53,26.46,0.13,,,,0.13,14.59,6,3,23.40,8.81
Bucky Irving,2572546,RB,TB,@NYG,,,,45.69,0.35,1.79,13.29,0.07,,,,0.16,8.99,26,4,22.10,13.11
Tony Pollard,2562699,RB,TEN,@HOU,,,,61.84,0.4,2.79,19.76,0.07,,,,0.12,12.14,14,5,20.40,8.26
Aaron Jones,2558116,RB,MIN,@CHI,,,,60.42,0.41,2.67,19.82,0.15,,,,0.14,12.44,13,6,19.90,7.46
De'Von Achane,2570062,RB,MIA,NE,,,,62.75,0.5,4.8,37,0.16,,,,0.14,16.06,5,7,19.10,3.04
Nick Chubb,2561021,RB,CLE,PIT,,,,53.5,0.41,1.31,10.18,0.09,,,,0.14,9.74,23,8,18.50,8.76
David Montgomery,2562502,RB,DET,@IND,,,,63.69,0.73,1.65,12.01,0.07,,,,0.14,12.92,12,9,15.80,2.88
Ameer Abdullah,2552374,RB,LV,DEN,,,,23.07,0.14,2.03,15.34,0.07,,,,,6.12,31,10,15.00,8.88
Chuba Hubbard,2565899,RB,CAR,KC,,,,53.58,0.37,1.95,13.62,0.05,,,,0.17,9.88,22,11,14.50,4.62
Derrick Henry,2556075,RB,BAL,@LAC,,,,96.25,0.92,1.14,8.25,0.06,,,,0.12,16.66,3,12,14.00,-2.66
Jaylen Warren,2568493,RB,PIT,@CLE,,,,31.75,0.22,2.23,16.11,0.13,,,,0.11,7.78,29,13,13.90,6.12
Justice Hill,2562407,RB,BAL,@LAC,,,,10.99,0.1,2.5,18.17,0.08,,,,,5.25,34,14,13.20,7.95
Kenneth Walker III,2568282,RB,SEA,ARI,,,,70.98,0.51,3.28,23.88,0.11,,,,0.16,14.53,7,15,11.30,-3.23
Rachaad White,2568315,RB,TB,@NYG,,,,36.78,0.25,2.95,21.86,0.15,,,,0.14,9.46,25,16,11.20,1.74
Kareem Hunt,2557917,RB,KC,@CAR,,,,72.5,0.6,0.79,6.06,0.04,,,,0.32,11.45,17,17,10.20,-1.25
Rico Dowdle,2565295,RB,DAL,@WAS,,,,44.64,0.31,2.02,14.5,0.07,,,,0.15,8.90,27,18,9.30,0.4
Kyren Williams,2567862,RB,LAR,PHI,,,,75.94,0.64,2.37,17.64,0.07,,,,0.21,14.38,8,19,9.20,-5.18
