PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Dak Prescott,2555260,QB,DAL,LA,304,4,1,19,,,,,,,,,29.38,4,,4,,,,,,,1,29.56
Josh Allen,2560955,QB,BUF,TB,324,2,1,41,1,,,,,,,,29.06,7,,7,,,,,2,,2,29.06
Sam Howell,2568333,QB,WAS,PHI,397,4,1,11,,,,,,,,1,28.98,3,,3,,,,,1,,3,28.98
Joe Burrow,2563722,QB,CIN,@SF,283,3,,43,,,,,,,,,27.62,6,,6,,,,,1,,4,27.62
Jalen Hurts,2564832,QB,PHI,@WAS,319,4,,6,,,,,,,,1,27.36,4,,4,,,,,1,1,5,27.36
Will Levis,2569798,QB,TEN,ATL,238,4,,11,,,,,,,,,24.75,7,,7,,,,,,,6,26.62
Justin Herbert,2565045,QB,LAC,CHI,298,3,,1,,,,,,,,,24.02,1,,1,,,,,,,7,24.02
Tua Tagovailoa,2564499,QB,MIA,NE,324,3,1,8,,,,,,,,1,21.63,6,,6,,,,,3,3,8,21.63
Joshua Dobbs,2558167,QB,MIN,@GB,208,2,2,26,1,,,,,,1,1,39.60,6,,6,,,,,2,2,9,20.92
Baker Mayfield,2560800,QB,TB,@BUF,237,2,,19,,,,,,,1,1,20.38,3,,3,,,,,,,10,20.38
Kirk Cousins,2532820,QB,MIN,@GB,274,2,,9,,,,,,,,,39.60,2,,2,,,,,1,,11,19.86
Brock Purdy,2568216,QB,SF,CIN,365,1,2,57,,,,,,,,1,19.80,6,,6,,,,,,,12,19.80
Derek Carr,2543499,QB,NO,@IND,310,2,,-1,,,,,,,,1,18.30,1,,1,,,,,,,13,18.30
Russell Wilson,2532975,QB,DEN,KC,114,3,,30,,,,,,,,2,15.56,8,,8,,,,,4,,14,15.56
Gardner Minshew,2562796,QB,IND,NO,213,2,1,3,,,,,,,,,14.82,1,,1,,,,,,,15,14.82
Trevor Lawrence,2566163,QB,JAX,@PIT,292,1,1,10,,,,,,,,,14.68,1,,1,,,,,,,16,14.68
Bryce Young,2569606,QB,CAR,HOU,235,1,,11,,,,,,,,,14.50,4,,4,,,,,2,1,17,14.50
C.J. Stroud,2569819,QB,HOU,@CAR,140,,,13,1,,,,,,,,12.90,2,,2,,,,,1,1,18,12.90
Geno Smith,2539335,QB,SEA,CLE,254,2,2,-3,,,,,,,,1,12.86,2,,2,,,,,2,1,19,12.86
Jared Goff,2555334,QB,DET,LV,272,1,1,-2,,,,,,,,,12.68,2,,2,,,,,,,20,12.68
Jordan Love,2564007,QB,GB,MIN,229,1,1,34,,,,,,,,1,12.56,4,,4,,,,,,,21,12.56
Taylor Heinicke,2553656,QB,ATL,@TEN,175,1,,14,,,,,,,,,15.84,2,,2,,,,,,,22,12.40
Mac Jones,2566334,QB,NE,@MIA,161,2,1,-2,,,,,,,,,12.24,1,,1,,,,,,,23,12.24
Zach Wilson,2566391,QB,NYJ,@NYG,240,1,,25,,,,,,,,2,12.07,4,,4,,,,,,,24,12.07
Lamar Jackson,2560757,QB,BAL,@ARI,157,1,,17,,,,,,,,,11.98,5,,5,,,,,1,,25,11.98
Matthew Stafford,79860,QB,LA,@DAL,162,1,1,9,,,,,,,1,,13.06,1,,1,,,,,,,26,11.38
PJ Walker,2558904,QB,CLE,@SEA,248,1,2,27,,,,,,,,1,10.98,6,,6,,,,,,,27,10.62
Tyson Bagent,2570467,QB,CHI,@LAC,232,,2,-1,1,,,,,,,1,9.18,4,,4,,,,,2,2,28,9.18
Mitchell Trubisky,2558008,QB,PIT,JAX,138,1,2,18,,,,,,,,,10.24,3,,3,,,,,,,29,8.32
Tommy DeVito,2570578,QB,NYG,NYJ,-1,,,12,1,,,,,,,,9.78,4,,4,,,,,1,1,30,7.16
Patrick Mahomes,2558125,QB,KC,@DEN,240,,2,20,,,,,,,,1,5.60,3,,3,,,,,1,,31,5.60
Jimmy Garoppolo,2543801,QB,LV,@DET,126,,1,12,,,,,,,,,4.24,2,,2,,,,,1,,32,4.24
Desmond Ridder,2567256,QB,ATL,@TEN,71,,,26,,,,,,,,1,15.84,3,,3,,,,,,,33,3.44
Tyrod Taylor,2495240,QB,NYG,NYJ,8,,,33,,,,,,,,1,9.78,5,,5,,,,,,,34,2.62
Kenny Pickett,2568162,QB,PIT,JAX,73,,,10,,,,,,,,1,10.24,1,,1,,,,,,,35,1.92
Brett Rypien,2562718,QB,NYJ,@NYG,42,,,,,,,,,,,,12.07,,,,,,,,,,36,1.68
Dorian Thompson-Robinson,2569672,QB,CLE,@SEA,9,,,,,,,,,,,,10.98,,,,,,,,,,37,0.36
Holton Ahlers,2571369,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,38,0.00
Brandon Allen,2555365,QB,SF,CIN,,,,,,,,,,,,,19.80,,,,,,,,,,39,0.00
Kyle Allen,2561177,QB,BUF,TB,,,,,,,,,,,,,29.06,,,,,,,,,,40,0.00
Matt Barkley,2539308,QB,JAX,@PIT,,,,,,,,,,,,,14.68,,,,,,,,,,41,0.00
C.J. Beathard,2557922,QB,JAX,@PIT,,,,,,,,,,,,,14.68,,,,,,,,,,42,0.00
Stetson Bennett,2569939,QB,LA,@DAL,,,,,,,,,,,,,13.06,,,,,,,,,,43,0.00
James Blackman,2571132,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,44,0.00
David Blough,2563043,QB,DET,LV,,,,,,,,,,,,,12.68,,,,,,,,,,45,0.00
Ian Book,2566352,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,46,0.00
