PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Aidan Hutchinson,2567547,DL,DET,WAS,5,1,3,2,,,,,,,,,,,3,,,5.89,1,19.80,13.91
Dre'Mont Jones,2562412,DL,DEN,HOU,4,2,2,1,,1,,,,,,,,,1,,,6.39,2,17.90,11.51
Chris Jones,2556369,DL,KC,LAC,3,,2,3,,,,,,,,,,1,2,,,4.57,3,17.10,12.53
Nick Bosa,2562629,DL,SF,SEA,4,,2,2,,,,,,,,,,,5,,,6.55,4,16.30,9.75
Brian Burns,2562242,DL,CAR,@NYG,4,,2,2,,,,,,,,,,,4,,,6.82,5,15.80,8.98
Christian Wilkins,2562782,DL,MIA,@BAL,6,2,,2,,,,,,,,,,,,,,7.75,6,14.80,7.05
Sam Hubbard,2560745,DL,CIN,@DAL,3,1,1,2,,,,,,,,,,1,2,,,7.34,7,14.40,7.06
Justin Jones,2560769,DL,CHI,@GB,5,3,,2,,,,,,,,,,,,,,4.93,8,13.90,8.97
Josh Sweat,2560889,DL,PHI,MIN,3,,1,3,,,,,,,,,,,3,,,4.93,9,13.10,8.17
Shy Tuttle,2563242,DL,NO,TB,2,7,0.5,,,,,,,,,,,1,1,,,4.70,10,13.00,8.3
Randy Gregory,2552446,DL,DEN,HOU,2,1,1,1,,1,,,,,,,,,3,,,4.50,11,12.70,8.2
Rasheem Green,2560998,DL,HOU,@DEN,3,2,1.5,1,,,,,,,,,,,2,,,4.14,12,12.20,8.06
Dorance Armstrong,2560959,DL,DAL,CIN,2,,2,2,,,,,,,,,,,2,,,5.17,13,11.40,6.23
Greg Rousseau,2565875,DL,BUF,TEN,3,1,1,2,,,,,,,,,,,1,,,4.99,14,11.40,6.41
Roy Robertson-Harris,2556665,DL,JAX,IND,3,,1,2,,,,,,,,,,,2,,,4.39,15,11.10,6.71
Dante Fowler Jr.,2553431,DL,DAL,CIN,1,1,1,,,1,,,,,,,,1,1,,,2.75,16,11.00,8.25
D.J. Reader,2555388,DL,CIN,@DAL,5,,,,,,1,,,,,,,,2,,,4.55,17,10.50,5.95
Kevin Givens,2562655,DL,SF,SEA,3,1,,3,,,,,,,,,,,,,,2.25,18,10.40,8.15
J.J. Watt,2495488,DL,ARI,@LV,2,,1,1,,,,,,,,,,1,1,,,5.24,19,9.90,4.66
Dexter Lawrence,2562301,DL,NYG,CAR,2,3,,,,1,,,,,,,,,1,,,4.98,20,9.80,4.82
Dalvin Tomlinson,2557846,DL,MIN,@PHI,3,4,0.5,,,,,,,,,,,,1,,,4.17,21,9.80,5.63
Denico Autry,2550646,DL,TEN,@BUF,1,1,1,1,,,,,,,,,,1,2,,,4.51,22,9.50,4.99
Fletcher Cox,2533051,DL,PHI,MIN,1,2,1,,,1,,,,,,,,,1,,,4.90,23,9.30,4.4
Cameron Heyward,2508109,DL,PIT,NE,3,2,,,,,,,,,,,,1,,,,6.64,24,9.20,2.56
D.J. Wonnum,2564583,DL,MIN,@PHI,3,,1,1,,,,,,,,,,,1,,,3.33,25,9.10,5.77
Charles Harris,2558001,DL,DET,WAS,1,1,1,,,1,,,,,,,,,2,,,7.35,26,9.00,1.65
Sheldon Rankins,2555242,DL,NYJ,@CLE,3,2,,1,,,,,,,,,,,1,,,3.70,27,8.70,5.0
Maxx Crosby,2562439,DL,LV,ARI,1,3,1,1,,,,,,,,,,,2,,,8.33,28,8.60,0.27
Daron Payne,2560834,DL,WAS,@DET,1,3,1,1,,,,,,,,,,,2,,,6.44,29,8.60,2.16
Adam Gotsis,2555502,DL,JAX,IND,2,,1,1,,,,,,,,,,,3,,,3.09,30,8.40,5.31
Demarcus Lawrence,2543490,DL,DAL,CIN,3,4,,,,,,,,,,,,,,,,5.72,31,8.30,2.58
Darrell Taylor,2565198,DL,SEA,@SF,3,,,2,,,,,,,,,,,,,,4.43,32,8.10,3.67
Dean Lowry,2555274,DL,GB,CHI,4,1,,,,,,,,,,,,,,,,4.61,33,7.60,2.99
Robert Quinn,2495485,DL,PHI,MIN,2,,1,1,,,,,,,,,,,1,,,7.01,34,7.40,0.39
Quinnen Williams,2562599,DL,NYJ,@CLE,3,1,0.5,,,,,,,,,,,,1,,,5.27,35,7.40,2.13
Derrick Brown,2563629,DL,CAR,@NYG,1,3,,,,,,,,,,,,1,1,,,4.66,36,7.10,2.44
Joey Bosa,2555249,DL,LAC,@KC,2,1,,1,,,,,,,,,,,2,,,7.04,37,6.70,-0.34
Danielle Hunter,2552603,DL,MIN,@PHI,3,2,,,,,,,,,,,,,,,,7.69,38,6.70,-0.99
Grover Stewart,2558766,DL,IND,@JAX,3,2,,,,,,,,,,,,,,,,4.05,39,6.70,2.65
Christian Barmore,2566328,DL,NE,@PIT,1,1,1,1,,,,,,,,,,,1,,,3.48,40,6.50,3.02
DeForest Buckner,2555275,DL,IND,@JAX,2,2,,1,,,,,,,,,,,,,,6.81,41,6.50,-0.31
John Cominsky,2562249,DL,DET,WAS,1,1,1,1,,,,,,,,,,,1,,,1.83,42,6.50,4.67
Matthew Ioannidis,2555240,DL,CAR,@NYG,1,1,1,1,,,,,,,,,,,1,,,4.35,43,6.50,2.15
Myles Garrett,2557965,DL,CLE,NYJ,1,,1,1,,,,,,,,,,,2,,,6.88,44,6.20,-0.68
Jonathan Greenard,2564070,DL,HOU,@DEN,1,,1,1,,,,,,,,,,,2,,,5.13,45,6.20,1.07
