PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Stefon Diggs,2552608,WR,BUF,TEN,,,,,,12,148,3,,,,,14.68,1,38.80,24.12
Tyreek Hill,2556214,WR,MIA,@BAL,,,,,,11,190,2,,,,,14.49,2,38.20,23.71
Jaylen Waddle,2566292,WR,MIA,@BAL,,,,,,11,171,2,,,,,12.09,3,36.30,24.21
Amon-Ra St. Brown,2566073,WR,DET,WAS,,,,68,,9,116,2,,,,,12.14,4,34.90,22.76
Cooper Kupp,2557898,WR,LA,ATL,,,,,,11,108,2,,,,1,21.99,5,28.00,6.01
Garrett Wilson,2568048,WR,NYJ,@CLE,,,,-2,,8,102,2,,,,,9.16,6,26.00,16.84
Christian Kirk,2560781,WR,JAX,IND,,,,,,6,78,2,,,,,9.56,7,22.80,13.24
Mike Williams,2558846,WR,LAC,@KC,,,,,,8,113,1,,,,,11.82,8,21.30,9.48
Amari Cooper,2552487,WR,CLE,NYJ,,,,,,9,101,1,,,,,10.37,9,20.60,10.23
Drake London,2567250,WR,ATL,@LA,,,,,,8,86,1,,,1,,8.45,10,20.60,12.15
Nelson Agholor,2552600,WR,NE,@PIT,,,,,,6,110,1,,,,,3.94,11,20.00,16.06
Curtis Samuel,2558066,WR,WAS,@DET,,,,21,,7,78,1,,,,,10.39,12,19.40,9.01
Rashod Bateman,2565836,WR,BAL,MIA,,,,,,4,108,1,,,,,,13,18.80,
Courtland Sutton,2560888,WR,DEN,HOU,,,,5,,7,122,,,,,,8.46,14,17.90,9.44
Noah Brown,2558091,WR,DAL,CIN,,,,,,5,91,1,,,,,4.54,15,17.60,13.06
Michael Thomas,2556370,WR,NO,TB,,,,,,6,65,1,,,,,,16,17.20,
Tee Higgins,2563731,WR,CIN,@DAL,,,,,,6,71,1,,,,,10.98,17,16.10,5.12
Jahan Dotson,2568321,WR,WAS,@DET,,,,,,4,59,1,,,1,,,18,15.90,
Jakobi Meyers,2562492,WR,NE,@PIT,,,,,,9,95,,,,,,9.73,19,15.70,5.97
Corey Davis,2557848,WR,NYJ,@CLE,,,,,,2,83,1,,,,,8.56,20,15.30,6.74
Tyler Lockett,2552430,WR,SEA,@SF,,,,,,9,107,,,,,,11.54,21,15.20,3.66
Quez Watkins,2564880,WR,PHI,MIN,,,,,,2,69,1,,,,,5.90,22,13.90,8.0
Greg Dortch,2562645,WR,ARI,@LV,,,,,,4,55,1,,,,,6.31,23,13.50,7.19
Allen Robinson,2543509,WR,LA,ATL,,,,,,4,53,1,,,,,6.19,24,13.30,7.11
Deebo Samuel,2562721,WR,SF,SEA,,,,53,,5,44,,,,,1,15.30,25,12.20,-3.1
Breshad Perriman,2552597,WR,TB,@NO,,,,,,3,45,1,,,,,3.40,26,12.00,8.6
Justin Watson,2560051,WR,KC,LAC,,,,,,2,50,1,,,,,0.98,27,12.00,11.02
D.J. Moore,2560813,WR,CAR,@NYG,,,,,,3,43,1,,,,,10.26,28,11.80,1.54
CeeDee Lamb,2563848,WR,DAL,CIN,,,,6,,7,75,,,,,,9.26,29,11.60,2.34
Marquise Brown,2562379,WR,ARI,@LV,,,,,,6,68,,,,,,10.29,30,11.50,1.21
DeVonta Smith,2566409,WR,PHI,MIN,,,,,,7,80,,,,,,8.19,31,11.50,3.31
Josh Reynolds,2558194,WR,DET,WAS,,,,,,3,38,1,,,,,6.80,32,11.30,4.5
Devin Duvernay,2563551,WR,BAL,MIA,,,,,,2,42,,1,,,,5.62,33,11.20,5.58
Josh Palmer,2566502,WR,LAC,@KC,,,,,,4,30,1,,,,,7.28,34,11.00,3.72
Mack Hollins,2558262,WR,LV,ARI,,,,,,5,66,,,,,,3.66,35,10.80,7.14
Sammy Watkins,2543457,WR,GB,CHI,,,,,,3,93,,,,,,,36,10.80,
Ashton Dulin,2562646,WR,IND,@JAX,,,,3,,5,79,,,,,,5.89,37,10.70,4.81
Diontae Johnson,2562674,WR,PIT,NE,,,,,,6,57,,,,1,,12.00,38,10.70,-1.3
Terry McLaurin,2562489,WR,WAS,@DET,,,,7,,4,75,,,,,,9.37,39,10.20,0.83
Chris Olave,2567973,WR,NO,TB,,,,,,5,80,,,,,1,6.11,40,10.20,4.09
A.J. Brown,2562238,WR,PHI,MIN,,,,,,5,69,,,,,,15.02,41,9.40,-5.62
Olamide Zaccheaus,2562808,WR,ATL,@LA,,,,,,2,21,1,,,,,5.91,42,9.10,3.19
Brandon Aiyuk,2565093,WR,SF,SEA,,,,,,5,63,,,,,,8.84,43,8.80,-0.04
Ja'Marr Chase,2565941,WR,CIN,@DAL,,,,4,,5,54,,,,,,15.51,44,8.30,-7.21
Allen Lazard,2560787,WR,GB,CHI,,,,,,2,13,1,,,,,8.46,45,8.30,-0.16
Davante Adams,2543495,WR,LV,ARI,,,,,,2,12,1,,,,,19.23,46,8.20,-11.03
