PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Christian Barmore,2566328,DL,NE,@DEN,5,3,3,2,,1,,,,,,,,,4,,,4.19,1,23.80,19.61
Malcolm Koonce,2566262,DL,LV,@KC,5,1,3,4,,,,,,,,,,,4,,,3.55,2,22.10,18.55
Patrick Jones II,2566307,DL,MIN,DET,5,1,1,3,,,,,,,,,,,1,,,2.12,3,15.10,12.98
Za'Darius Smith,2552279,DL,CLE,@HOU,2,,2,2,,,,,,,,,,1,4,,,4.10,4,14.50,10.4
Zach Harrison,2569555,DL,ATL,IND,3,,2,1,,,,,,,,,,1,2,,,2.17,5,13.50,11.33
Ed Oliver,2562322,DL,BUF,@LAC,3,1,2,2,,,,,,,,,,,2,,,4.24,6,13.10,8.86
Zach Sieler,2561129,DL,MIA,DAL,2,3,1,1,,,,,,,,,,1,2,,,5.48,7,11.80,6.32
Carl Granderson,2562273,DL,NO,@LA,3,5,1,1,,,,,,,,,,,1,,,6.74,8,11.50,4.76
Brent Urban,2543765,DL,BAL,@SF,2,,2,2,,,,,,,,,,,3,,,2.35,9,11.50,9.15
D.J. Jones,2558265,DL,DEN,NE,2,2,1,,,1,1,,,,,,,,1,,3,3.59,10,11.30,7.71
Derek Barnett,2557984,DL,HOU,CLE,2,1,,2,,,,,,,,,,1,3,,,3.40,11,10.60,7.2
Adam Gotsis,2555502,DL,JAX,@TB,2,,,,,,,,,,,,,3,,,,1.95,12,10.50,8.55
Jerry Hughes,496796,DL,HOU,CLE,3,2,1,1,,,,,,,,,,,1,,,2.22,13,9.70,7.48
Jermaine Johnson II,2568033,DL,NYJ,WAS,2,,,,,,,,,,,,1,1,2,,,5.14,14,9.50,4.36
Grover Stewart,2558766,DL,IND,@ATL,3,2,,2,,,,,,,,,,,1,,,4.39,15,9.20,4.81
Roy Robertson-Harris,2556665,DL,JAX,@TB,3,1,1,1,,,,,,,,,,,1,,,3.41,16,9.10,5.69
Nick Bosa,2562629,DL,SF,BAL,3,,,3,,,,,,,,,,,,,,5.34,17,9.00,3.66
Derrick Brown,2563629,DL,CAR,GB,4,5,,,,,,,,,,,,,,,,8.08,18,9.00,0.92
Adam Butler,2558924,DL,LV,@KC,2,,1,,,1,,,,,,,,,1,,,2.51,19,9.00,6.49
Dexter Lawrence,2562301,DL,NYG,@PHI,4,,,2,,,,,,,,,,,,,,4.68,20,9.00,4.32
Calais Campbell,744,DL,ATL,IND,1,2,1.5,1,,,,,,,,,,,3,,,4.01,21,8.70,4.69
Jarran Reed,2555238,DL,SEA,@TEN,2,,1,,,1,,,,,,,,,,,,5.09,22,8.50,3.41
Austin Johnson,2556368,DL,LAC,BUF,4,1,,1,,,,,,,,,,,,,,3.37,23,8.10,4.73
Dre'Mont Jones,2562412,DL,SEA,@TEN,2,1,1,1,,,,,,,,,,,2,,,3.74,24,8.10,4.36
B.J. Hill,2560740,DL,CIN,@PIT,3,5,,,,,,,,,,,,,1,,,4.06,25,8.00,3.94
Alex Wright,2567484,DL,CLE,@HOU,1,,1,1,,,,,,,,,,1,1,,,2.99,26,8.00,5.01
Bilal Nichols,2560821,DL,LV,@KC,1,2,,,,,1,,1,,,,,,,,8,3.74,27,7.97,4.23
Javon Hargrave,2555239,DL,SF,BAL,2,1,1,1,,,,,,,,,,,1,,,4.43,28,7.60,3.17
Trey Hendrickson,2557943,DL,CIN,@PIT,2,1,1,1,,,,,,,,,,,1,,,4.76,29,7.60,2.84
A'Shawn Robinson,2555265,DL,NYG,@PHI,2,1,,1,,,,,,,,,,1,,,,5.08,30,7.60,2.52
Kobie Turner,2569954,DL,LA,NO,2,1,1,1,,,,,,,,,,,1,,,3.67,31,7.60,3.93
Myles Garrett,2557965,DL,CLE,@HOU,3,,,2,,,,,,,,,,,,,,6.39,32,7.50,1.11
Romeo Okwara,2556641,DL,DET,@MIN,1,,1,,,1,,,,,,,,,1,,,2.22,33,7.50,5.28
John Franklin-Myers,2560731,DL,NYJ,WAS,2,2,0.5,1,,,,,,,,,,,1,,,2.55,34,7.20,4.65
