PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Ifeatu Melifonwu,2566064,DB,DET,@MIN,5,,2,2,1,,,,,,,,,2,2,11,,8.88,1,24.37,15.49
Kerby Joseph,2567550,DB,DET,@MIN,6,3,,,2,,,,,,,,,2,,22,,9.42,2,23.53,14.11
Brian Branch,2569729,DB,DET,@MIN,5,1,1,,1,1,,,,,,,,2,1,,,8.65,3,22.60,13.95
Adoree' Jackson,2558065,DB,NYG,@PHI,4,,,,1,,,1,,,,,,2,,76,,8.47,4,21.03,12.56
Kyle Hamilton,2567274,DB,BAL,@SF,3,2,,,2,,,,,,,,,3,,7,,9.88,5,20.43,10.55
Jalen Thompson,2563339,DB,ARI,@CHI,4,1,,1,1,,,,,,,,,3,,,,9.51,6,19.10,9.59
Nate Hobbs,2566259,DB,LV,@KC,9,2,,1,,,,,,,,,,1,,,,9.19,7,18.70,9.51
D'Anthony Bell,2568630,DB,CLE,@HOU,6,,,,,1,,,,,,,,2,1,,,5.29,8,18.00,12.71
Jack Jones,2567940,DB,LV,@KC,4,1,,,1,,,1,,,,,,1,,33,,5.35,9,17.70,12.35
Camryn Bynum,2566295,DB,MIN,DET,6,2,,,,2,,,,,,,,,,,,10.81,10,17.20,6.39
Marcus Williams,2558847,DB,BAL,@SF,5,2,,1,1,,,,,,,,,1,,22,,7.19,11,16.93,9.74
Paulson Adebo,2566346,DB,NO,@LA,9,1,,,,,,,,,,,,1,,,,9.22,12,16.60,7.38
Kyler Gordon,2567391,DB,CHI,ARI,6,1,1,1,,,,,,,,,,1,1,,,8.28,13,16.10,7.82
Jessie Bates,2560970,DB,ATL,IND,4,2,,,1,,,,,,,,,2,,,,10.87,14,15.70,4.83
Desmond King,2557927,DB,HOU,CLE,4,7,,2,,,,,,,,,,1,,,,8.16,15,15.70,7.54
Antoine Winfield Jr.,2565261,DB,TB,JAX,3,,1,1,1,,1,,,,,,,1,1,,,10.23,16,15.50,5.27
