PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Breece Hall,2568030,RB,NYJ,WAS,,,,95,2,12,96,,,,,,13.82,1,37.10,23.28
Christian McCaffrey,2557997,RB,SF,BAL,,,,103,1,6,28,,,,,,16.94,2,23.60,6.66
Jahmyr Gibbs,2569747,RB,DET,@MIN,,,,80,2,4,20,,,,,1,13.99,3,22.00,8.01
Derrick Henry,2556075,RB,TEN,SEA,12,1,,88,1,1,11,,,,,,14.07,4,20.88,6.81
James Conner,2557978,RB,ARI,@CHI,,,,45,,5,67,1,,,,,11.63,5,19.70,8.07
Chris Rodriguez Jr.,2570386,RB,WAS,@NYJ,,,,58,2,1,7,,,,,,4.95,6,19.00,14.05
Khalil Herbert,2565926,RB,CHI,ARI,,,,112,1,1,9,,,,,,10.59,7,18.60,8.01
Saquon Barkley,2560968,RB,NYG,@PHI,,,,80,1,3,4,,,,1,,13.82,8,17.90,4.08
Rachaad White,2568315,RB,TB,JAX,,,,39,1,6,38,,,,,,15.67,9,16.70,1.03
Ezekiel Elliott,2555224,RB,NE,@DEN,,,,27,,9,33,1,,,,,14.72,10,16.50,1.78
Kyren Williams,2567862,RB,LA,NO,,,,104,1,,,,,,,,16.13,11,16.40,0.27
Bijan Robinson,2569558,RB,ATL,IND,,,,72,,7,50,,,,,,12.77,12,15.70,2.93
Tyler Allgeier,2567232,RB,ATL,IND,,,,69,1,1,19,,,,,,6.75,13,15.30,8.55
D'Andre Swift,2563965,RB,PHI,NYG,,,,92,1,,,,,,,,11.47,14,15.20,3.73
Zamir White,2567883,RB,LV,@KC,,,,145,,,,,,,,,11.53,15,14.50,2.97
Aaron Jones,2558116,RB,GB,@CAR,,,,127,,1,8,,,,,,9.11,16,14.00,4.89
David Montgomery,2562502,RB,DET,@MIN,,,,55,1,2,14,,,,,,10.26,17,13.90,3.64
Najee Harris,2566448,RB,PIT,CIN,,,,78,1,,,,,,,,11.45,18,13.80,2.35
Gus Edwards,2561324,RB,BAL,@SF,,,,31,1,1,39,,,,,,11.05,19,13.50,2.45
Chuba Hubbard,2565899,RB,CAR,GB,,,,43,1,1,8,,,,,,13.04,20,11.60,-1.44
Raheem Mostert,2553728,RB,MIA,DAL,,,,46,,1,4,1,,,,,11.63,21,11.50,-0.13
Jonathan Taylor,2564148,RB,IND,@ATL,,,,43,1,,,,,,,,13.69,22,10.30,-3.39
Austin Ekeler,2559169,RB,LAC,BUF,,,,65,,3,21,,,,,,13.03,23,10.10,-2.93
Antonio Gibson,2565276,RB,WAS,@NYJ,,,,30,1,1,2,,,,,,9.54,24,9.70,0.16
Javonte Williams,2566049,RB,DEN,NE,,,,24,1,3,-5,,,,1,1,11.81,25,9.40,-2.41
Tyjae Spears,2569795,RB,TEN,SEA,,,,40,,5,27,,,,,,7.38,26,9.20,1.82
Jerome Ford,2567469,RB,CLE,@HOU,,,,25,1,1,-2,,,,,,10.52,27,8.80,-1.72
Jaleel McLaughlin,2570942,RB,DEN,NE,,,,37,,4,30,,,,,,4.95,28,8.70,3.75
Kareem Hunt,2557917,RB,CLE,@HOU,,,,11,1,2,5,,,,,,7.44,29,8.60,1.16
Emari Demercado,2571065,RB,ARI,@CHI,,,,10,,7,40,,,,,,2.47,30,8.50,6.03
Isiah Pacheco,2567808,RB,KC,LV,,,,26,1,4,,,,,,1,15.07,31,8.43,-6.64
Dameon Pierce,2567685,RB,HOU,CLE,,,,6,,1,10,,1,,,,3.95,32,8.10,4.15
Joe Mixon,2557976,RB,CIN,@PIT,,,,43,,2,7,,,,1,,13.89,33,8.00,-5.89
Jaylen Warren,2568493,RB,PIT,CIN,,,,24,,5,30,,,,,,10.91,34,7.90,-3.01
Ty Chandler,2567907,RB,MIN,DET,,,,17,1,,,,,,,,12.56,35,7.70,-4.86
Kenneth Gainwell,2566397,RB,PHI,NYG,,,,41,,3,38,,,,,1,5.72,36,7.40,1.68
Roschon Johnson,2569615,RB,CHI,ARI,,,,37,,3,16,,,,,,6.27,37,7.40,1.13
Devin Singletary,2562734,RB,HOU,CLE,,,,44,,3,19,,,,,1,12.16,38,7.40,-4.76
AJ Dillon,2563986,RB,GB,@CAR,,,,12,1,,,,,,,,8.61,39,7.20,-1.41
Justice Hill,2562407,RB,BAL,@SF,,,,26,,3,31,,,,,,3.02,40,7.20,4.18
Alvin Kamara,2558019,RB,NO,@LA,,,,19,,5,16,,,,,,15.16,41,6.60,-8.56
Clyde Edwards-Helaire,2564271,RB,KC,LV,,,,6,,3,42,,,,,,5.24,42,6.30,1.06
Kenneth Walker III,2568282,RB,SEA,@TEN,,,,54,,1,2,,,,,,10.99,43,6.10,-4.89
Samaje Perine,2558138,RB,DEN,NE,,,,2,,4,27,,,,,,5.74,44,4.90,-0.84
Tony Pollard,2562699,RB,DAL,@MIA,,,,38,,1,5,,,,,,11.22,45,4.80,-6.42
Travis Etienne,2566157,RB,JAX,@TB,,,,12,,3,19,,,,,,13.47,46,4.60,-8.87
Israel Abanikanda,2570188,RB,NYJ,WAS,,,,43,,,,,,,,,3.44,47,4.30,0.86
Cordarrelle Patterson,2540145,RB,ATL,IND,,,,26,,2,7,,,,,,3.41,48,4.30,0.89
De'Von Achane,2570062,RB,MIA,DAL,,,,24,,1,7,,,,,,9.86,49,3.60,-6.26
Brandon Bolden,2532797,RB,LV,@KC,,,,,,,,,,,1,,2.16,50,3.50,1.34
Tyler Goodson,2567595,RB,IND,@ATL,,,,15,,1,15,,,,,,4.52,51,3.50,-1.02
Chase Brown,2569642,RB,CIN,@PIT,,,,16,,2,8,,,,,,5.13,52,3.40,-1.73
James Cook,2567328,RB,BUF,@LAC,,,,70,,,,,,,,2,13.11,53,3.00,-10.11
Jeff Wilson,2560938,RB,MIA,DAL,,,,21,,1,4,,,,,,2.83,54,3.00,0.17
C.J. Ham,2556803,RB,MIN,DET,,,,,,1,6,,,,,,0.64,55,2.60,1.96
Chase Edmonds,2560711,RB,TB,JAX,,,,25,,,,,,,,,3.53,56,2.50,-1.03
Kyle Juszczyk,2540230,RB,SF,BAL,,,,,,1,5,,,,,,1.54,57,2.50,0.96
Ameer Abdullah,2552374,RB,LV,@KC,,,,11,,1,1,,,,,,3.38,58,2.30,-1.08
Patrick Taylor,2564040,RB,GB,@CAR,,,,4,,1,-1,,,,,,3.31,59,2.30,-1.01
Alec Ingold,2562288,RB,MIA,DAL,,,,,,2,12,,,,,,1.16,60,2.20,1.04
Pierre Strong,2567952,RB,CLE,@HOU,,,,22,,,,,,,,,2.11,61,2.20,0.09
Kevin Harris,2567934,RB,NE,@DEN,,,,21,,,,,,,,,3.19,62,2.10,-1.09
Raheem Blackshear,2569477,RB,CAR,GB,,,,,,,,,,,1,,1.76,63,2.00,0.24
Leonard Fournette,2557973,RB,BUF,@LAC,,,,20,,,,,,,,,7.39,64,2.00,-5.39
Ronnie Rivers,2569185,RB,LA,NO,,,,20,,,,,,,,,1.72,65,2.00,0.28
Jamaal Williams,2558204,RB,NO,@LA,,,,8,,1,5,,,,,,4.49,66,1.80,-2.69
Hunter Luepke,2570882,RB,DAL,@MIA,,,,3,,1,8,,,,,,0.18,67,1.60,1.42
Michael Burton,2552636,RB,DEN,NE,,,,,,1,4,,,,,,0.69,68,1.50,0.81
Jordan Mason,2569257,RB,SF,BAL,,,,,,,,,,,,,2.84,69,1.50,-1.34
Jonathan Ward,2564949,RB,TEN,SEA,,,,,,,,,,,,,1.79,70,1.50,-0.29
Miles Sanders,2562722,RB,CAR,GB,,,,3,,1,5,,,,,,6.15,71,1.30,-4.85
D'Ernest Johnson,2563327,RB,JAX,@TB,,,,2,,,,,,,,,3.15,72,1.20,-1.95
Isaiah Spiller,2568189,RB,LAC,BUF,,,,1,,1,4,,,,,,3.76,73,1.00,-2.76
Matt Breida,2558918,RB,NYG,@PHI,,,,,,1,3,,,,,,2.60,74,0.80,-1.8
Dare Ogunbowale,2559362,RB,HOU,CLE,,,,6,,,,,,,,,1.53,75,0.60,-0.93
Rico Dowdle,2565295,RB,DAL,@MIA,,,,4,,,,,,,,,3.48,76,0.40,-3.08
Trey Sermon,2566544,RB,IND,@ATL,,,,3,,,,,,,,,3.57,77,0.30,-3.27
DeeJay Dallas,2565144,RB,SEA,@TEN,,,,2,,,,,,,,,1.11,78,0.20,-0.91
Zach Charbonnet,2570335,RB,SEA,@TEN,,,,,,1,-4,,,,,,7.04,79,0.10,-6.94
Salvon Ahmed,2565090,RB,MIA,DAL,,,,,,,,,,,,,0.00,80,0.00,0.0
Cam Akers,2564319,RB,MIN,DET,,,,,,,,,,,,,0.00,81,0.00,0.0
Darius Anderson,2563824,RB,FA,Bye,,,,,,,,,,,,,,82,0.00,
Alex Armah,2558833,RB,WAS,@NYJ,,,,,,,,,,,,,0.20,83,0.00,-0.2
Ronald Awatt,2571306,RB,FA,Bye,,,,,,,,,,,,,,84,0.00,
Tyler Badie,2567265,RB,DEN,NE,,,,,,,,,,,,,0.00,85,0.00,0.0
Nick Bawden,2560972,RB,NYJ,WAS,,,,,,,,,,,,,0.00,86,0.00,0.0
B.J. Baylor,2567568,RB,FA,Bye,,,,,,,,,,,,,,87,0.00,
Greg Bell,2568762,RB,FA,Bye,,,,,,,,,,,,,,88,0.00,
Nick Bellore,2495262,RB,SEA,@TEN,,,,,,,,,,,,,0.41,89,0.00,-0.41
Eno Benjamin,2564889,RB,NO,@LA,,,,,,,,,,,,,0.00,90,0.00,0.0
Tank Bigsby,2569882,RB,JAX,@TB,,,,,,,,,,,,,1.91,91,0.00,-1.91
Khari Blasingame,2562869,RB,CHI,ARI,,,,,,,,,,,,,0.49,92,0.00,-0.49
Mike Boone,2561099,RB,CAR,GB,,,,,,,,,,,,,0.00,93,0.00,0.0
Gary Brightwell,2566364,RB,NYG,@PHI,,,,,,,,,,,,,0.00,94,0.00,0.0
Chris Brooks,2571114,RB,MIA,DAL,,,,,,,,,,,,,1.14,95,0.00,-1.14
Kennedy Brooks,2568060,RB,FA,Bye,,,,,,,,,,,,,,96,0.00,
Brittain Brown,2567868,RB,LV,@KC,,,,,,,,,,,,,0.00,97,0.00,0.0
Ronnie Brown,2571581,RB,FA,Bye,,,,,,,,,,,,,,98,0.00,
Spencer Brown,2565558,RB,CAR,GB,,,,,,,,,,,,,0.00,99,0.00,0.0
Robert Burns,2570449,RB,CHI,ARI,,,,,,,,,,,,,0.00,100,0.00,0.0
Jason Cabinda,2560986,RB,DET,@MIN,,,,,,,,,,,,,0.00,101,0.00,0.0
Michael Carter,2566382,RB,ARI,@CHI,,,,,,,,,,,,,3.05,102,0.00,-3.05
Julius Chestnut,2568804,RB,TEN,SEA,,,,,,,,,,,,,0.00,103,0.00,0.0
Nick Chubb,2561021,RB,CLE,@HOU,,,,,,,,,,,,,0.00,104,0.00,0.0
Corey Clement,2559150,RB,ARI,@CHI,,,,,,,,,,,,,0.00,105,0.00,0.0
Tarik Cohen,2558250,RB,CAR,GB,,,,,,,,,,,,,0.00,106,0.00,0.0
Jack Colletto,2571312,RB,PIT,CIN,,,,,,,,,,,,,0.00,107,0.00,0.0
Snoop Conner,2567730,RB,JAX,@TB,,,,,,,,,,,,,0.00,108,0.00,0.0
Dalvin Cook,2557991,RB,BAL,@SF,,,,,,,,,,,,,4.99,109,0.00,-4.99
Jashaun Corbin,2569125,RB,NYG,@PHI,,,,,,,,,,,,,1.93,110,0.00,-1.93
Damarea Crockett,2563223,RB,FA,Bye,,,,,,,,,,,,,,111,0.00,
Malik Davis,2568672,RB,DAL,@MIA,,,,,,,,,,,,,1.40,112,0.00,-1.4
Tyrion Davis-Price,2568207,RB,SF,BAL,,,,,,,,,,,,,0.00,113,0.00,0.0
Gerrid Doaks,2566277,RB,FA,Bye,,,,,,,,,,,,,,114,0.00,
J.K. Dobbins,2563548,RB,BAL,@SF,,,,,,,,,,,,,0.00,115,0.00,0.0
Elijah Dotson,2571536,RB,LAC,BUF,,,,,,,,,,,,,0.00,116,0.00,0.0
Kenyan Drake,2555230,RB,GB,@CAR,,,,,,,,,,,,,0.00,117,0.00,0.0
Travis Dye,2570611,RB,FA,Bye,,,,,,,,,,,,,,118,0.00,
Jerrion Ealy,2568414,RB,FA,Bye,,,,,,,,,,,,,,119,0.00,
Trestan Ebner,2567385,RB,FA,Bye,,,,,,,,,,,,,,120,0.00,
Chris Evans,2565944,RB,CIN,@PIT,,,,,,,,,,,,,0.00,121,0.00,0.0
Darrynton Evans,2564043,RB,MIA,DAL,,,,,,,,,,,,,0.00,122,0.00,0.0
