PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
George Kittle,2558266,TE,SF,BAL,,,,,,7,126,,,,,,9.78,1,16.10,6.32
Evan Engram,2557858,TE,JAX,@TB,,,,,,10,95,,,,,1,9.90,2,15.50,5.6
Chigoziem Okonkwo,2567658,TE,TEN,SEA,,,,,,6,63,1,,,,,6.15,3,15.30,9.15
David Njoku,2557986,TE,CLE,@HOU,,,,,,6,44,1,,,,,9.55,4,13.40,3.85
Juwan Johnson,2564676,TE,NO,@LA,,,,,,4,48,1,,,,,4.59,5,12.80,8.21
Cole Kmet,2563704,TE,CHI,ARI,,,,,,4,107,,,,,,8.13,6,12.70,4.57
Kyle Pitts,2565830,TE,ATL,IND,,,,,,3,49,1,,,,,7.54,7,12.40,4.86
Logan Thomas,2543767,TE,WAS,@NYJ,,,,,,5,36,1,,,,,5.18,8,12.10,6.92
Lucas Krull,2569092,TE,DEN,NE,,,,,,4,28,1,,,,,1.91,9,10.80,8.89
Dallas Goedert,2560995,TE,PHI,NYG,,,,,,7,71,,,,,,7.41,10,10.60,3.19
Kylen Granson,2566145,TE,IND,@ATL,,,,,,5,62,,,,,,4.14,11,10.20,6.06
Dalton Schultz,2560866,TE,HOU,CLE,,,,,,8,61,,,,,,7.29,12,10.10,2.81
Colby Parkinson,2565180,TE,SEA,@TEN,,,,,,3,17,1,,,,,1.20,13,9.20,8.0
Tommy Tremble,2565914,TE,CAR,GB,,,,,,4,59,,,,,,3.71,14,8.90,5.19
Mike Gesicki,2560994,TE,NE,@DEN,,,,,,2,15,1,,,,,4.30,15,8.50,4.2
Durham Smythe,2560880,TE,MIA,DAL,,,,,,5,56,,,,,,3.13,16,8.10,4.97
Tucker Kraft,2569768,TE,GB,@CAR,,,,,,4,60,,,,,,5.54,17,8.00,2.46
T.J. Hockenson,2562378,TE,MIN,DET,,,,,,4,58,,,,,,9.97,18,7.80,-2.17
Gerald Everett,2557889,TE,LAC,BUF,,,,,,7,42,,,,,,7.78,19,7.70,-0.08
Andrew Beck,2562626,TE,HOU,CLE,,,,,,2,6,1,,,,,1.35,20,7.60,6.25
Isaiah Likely,2567283,TE,BAL,@SF,,,,,,3,56,,,,,,5.67,21,7.10,1.43
Travis Kelce,2540258,TE,KC,LV,,,,,,5,44,,,,,,13.78,22,6.90,-6.88
Jake Ferguson,2567496,TE,DAL,@MIA,,,,,,4,45,,,,,,8.06,23,6.50,-1.56
Daniel Bellinger,2567985,TE,NYG,@PHI,,,,,,4,43,,,,,,2.95,24,6.30,3.35
Trey McBride,2568117,TE,ARI,@CHI,,,,,,6,31,,,,,,10.65,25,6.10,-4.55
Will Mallory,2569849,TE,IND,@ATL,,,,,,4,47,,,,,1,2.51,26,5.70,3.19
Tyler Conklin,2561027,TE,NYJ,WAS,,,,,,4,36,,,,,,6.41,27,5.60,-0.81
Drew Sample,2562720,TE,CIN,@PIT,,,,,,3,38,,,,,,2.66,28,5.30,2.64
Jonnu Smith,2558207,TE,ATL,IND,,,,,,4,32,,,,,,4.78,29,5.20,0.42
Pharaoh Brown,2559018,TE,NE,@DEN,,,,,,2,25,,,,,,1.11,30,5.00,3.89
Tyler Higbee,2555364,TE,LA,NO,,,,,,3,30,,,,,,5.45,31,4.50,-0.95
Darren Waller,2552408,TE,NYG,@PHI,,,,,,2,32,,,,,,5.48,32,4.20,-1.28
Sam LaPorta,2569726,TE,DET,@MIN,,,,,,3,18,,,,,,11.08,33,3.90,-7.18
Josh Oliver,2562693,TE,MIN,DET,,,,,,1,33,,,,,,1.87,34,3.80,1.93
Brevin Jordan,2566130,TE,HOU,CLE,,,,,,2,27,,,,,,2.65,35,3.70,1.05
Dawson Knox,2562681,TE,BUF,@LAC,,,,,,2,26,,,,,,3.61,36,3.60,-0.01
Stephen Sullivan,2565192,TE,CAR,GB,,,,,,3,21,,,,,,2.10,37,3.60,1.5
Grant Calcaterra,2568063,TE,PHI,NYG,,,,,,2,21,,,,,,0.36,38,3.10,2.74
Payne Durham,2570353,TE,TB,JAX,,,,,,1,25,,,,,,0.69,39,3.00,2.31
John Bates,2566580,TE,WAS,@NYJ,,,,,,3,14,,,,,,1.25,40,2.90,1.65
Jordan Akins,2560951,TE,CLE,@HOU,,,,,,2,18,,,,,,1.18,41,2.80,1.62
Johnny Mundt,2558875,TE,MIN,DET,,,,,,1,23,,,,,,0.78,42,2.80,2.02
Stone Smartt,2569227,TE,LAC,BUF,,,,,,1,23,,,,,,2.21,43,2.80,0.59
Tanner Hudson,2561215,TE,CIN,@PIT,,,,,,1,5,,,,,,5.92,44,2.50,-3.42
Luke Schoonmaker,2569690,TE,DAL,@MIA,,,,,,1,4,,,,,,0.61,45,2.40,1.79
Austin Hooper,2555415,TE,LV,@KC,,,,,,2,13,,,,,,3.00,46,2.30,-0.7
Charlie Kolar,2567280,TE,BAL,@SF,,,,,,1,17,,,,,,1.14,47,2.20,1.06
Robert Tonyan,2559270,TE,CHI,ARI,,,,,,1,14,,,,,,1.33,48,1.90,0.57
Foster Moreau,2562317,TE,NO,@LA,,,,,,1,13,,,,,,1.77,49,1.80,0.03
Luke Farrell,2566160,TE,JAX,@TB,,,,,,,,,,,,,2.08,50,1.50,-0.58
Peyton Hendershot,2568690,TE,DAL,@MIA,,,,,,,,,,,,,0.69,51,1.50,0.81
Brady Russell,2570635,TE,SEA,@TEN,,,,,,,,,,,,,0.42,52,1.50,1.08
Kenny Yeboah,2565768,TE,NYJ,WAS,,,,,,,,,,,,,0.34,53,1.50,1.16
Darnell Washington,2570257,TE,PIT,CIN,,,,,,1,8,,,,,,0.63,54,1.30,0.67
Dalton Kincaid,2569594,TE,BUF,@LAC,,,,,,1,7,,,,,,6.01,55,1.20,-4.81
Cade Otton,2568312,TE,TB,JAX,,,,,,1,7,,,,,,5.82,56,1.20,-4.62
Harrison Bryant,2563767,TE,CLE,@HOU,,,,,,1,6,,,,,,2.38,57,1.10,-1.28
Will Dissly,2561046,TE,SEA,@TEN,,,,,,1,6,,,,,,1.90,58,1.10,-0.8
Cole Fotheringham,2568972,TE,LV,@KC,,,,,,1,6,,,,,,1.21,59,1.10,-0.11
Josiah Deguara,2563980,TE,GB,@CAR,,,,,,,,,,,,,1.00,60,1.00,0.0
Reggie Gilliam,2565378,TE,BUF,@LAC,,,,,,,,,,,,,0.22,61,1.00,0.78
Noah Gray,2566178,TE,KC,LV,,,,,,1,5,,,,,,3.39,62,1.00,-2.39
Blake Bell,2552478,TE,KC,LV,,,,,,1,4,,,,,,0.44,63,0.90,0.46
Ko Kieft,2568306,TE,TB,JAX,,,,,,,,,,,,,0.74,64,0.60,-0.14
Taysom Hill,2558954,TE,NO,@LA,,,,2,,,,,,,,,10.67,65,0.20,-10.47
