PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Quincy Williams,2562954,LB,NYJ,TEN,10,2,1,2,,,,,,,,,,1,1,,,1,26.60
C.J. Mosley,2543464,LB,NYJ,TEN,10,3,1,1,,,,,,,,,,,1,,,2,23.40
Alec Ogletree,2540143,LB,CHI,DET,10,2,,1,,,,,,,,,,1,,,,3,22.60
Eric Wilson,2559012,LB,HOU,@BUF,6,5,,,1,,,,,,,,,1,1,7,,4,20.93
Foye Oluokun,2561132,LB,ATL,WAS,6,6,1,,,,,,,,,,,1,2,,,5,20.50
Cory Littleton,2556593,LB,LV,@LAC,9,5,,,,,,,,,,,,,,,,6,19.30
Roquan Smith,2560877,LB,CHI,DET,8,2,1,1,,,,,,,,,,,1,,,7,19.20
Denzel Perryman,2552310,LB,LV,@LAC,8,4,,1,,,,,,,,,,,,,,8,18.30
Trevis Gipson,2563695,LB,CHI,DET,3,1,1,2,,1,,,,,,,,1,1,,,9,17.40
Harold Landry,2560784,LB,TEN,@NYJ,5,2,1,3,,,,,,,,,,,1,,,10,17.10
Darius Leonard,2560789,LB,IND,@MIA,5,3,,1,,,1,,,,,,,1,,,8,11,16.17
Robert Quinn,2495485,LB,CHI,DET,5,,1,1,,1,,,,,,,,,1,,,12,16.00
Cole Holcomb,2562872,LB,WAS,@ATL,4,5,,1,,1,,,,,,,,,,,,13,15.80
Jordyn Brooks,2565135,LB,SEA,@SF,4,3,1,1,,,,,,,,,,1,1,,,14,15.70
Matt Judon,2555505,LB,NE,TB,4,3,1,2,,,,,,,,,,,2,,,15,15.20
Blake Lynch,2564562,LB,MIN,CLE,7,1,,,,,,,,,,,,1,,,,16,15.20
Logan Wilson,2563752,LB,CIN,JAX,4,6,1,1,,,,,,,,,,,,,,17,15.10
Bobby Wagner,2532966,LB,SEA,@SF,5,5,,,,,,,,,,,,1,,,,18,15.00
T.J. Watt,2558064,LB,PIT,@GB,3,1,2,2,,,1,,,,,,,,2,,,19,14.90
Pete Werner,2566358,LB,NO,NYG,6,4,,1,,,,,,,,,,,,,,20,14.90
Andrew Van Ginkel,2562768,LB,MIA,IND,5,1,,2,,,,,,,,,,1,,,,21,14.80
De'Vondre Campbell,2555255,LB,GB,PIT,5,4,,,,,,,,,,,,1,1,,,22,14.70
Tremaine Edmunds,2560713,LB,BUF,HOU,4,2,,,1,,,,,,,,,1,,4,,23,14.53
Dee Ford,2543494,LB,SF,SEA,2,1,2,1,,1,,,,,,,,,2,,,24,14.20
Lavonte David,2532828,LB,TB,@NE,5,2,,1,,,,,,,,,,1,,,,25,14.10
Deion Jones,2555162,LB,ATL,WAS,4,7,,1,,,,,,,,,,,,,,26,13.90
Devin Bush,2562243,LB,PIT,@GB,5,1,1,1,,,,,,,,,,,2,,,27,13.80
Terrell Lewis,2564370,LB,LA,ARI,4,,1,1,,1,,,,,,,,,,,,28,13.80
Rashan Gary,2562376,LB,GB,PIT,4,2,1,1,,,,,,,,,,,3,,,29,13.40
Eric Kendricks,2552312,LB,MIN,CLE,6,4,,,,,,,,,,,,,,,,30,13.40
Joe Schobert,2555166,LB,PIT,@GB,5,3,,,,,,,,,,,,1,,,,31,13.40
Tyler Matakevich,2555171,LB,BUF,HOU,4,,,,1,,,,,,,,,1,,15,,32,13.30
Malcolm Smith,2499278,LB,CLE,@MIN,6,2,,1,,,,,,,,,,,,,,33,13.30
Germaine Pratt,2562702,LB,CIN,JAX,5,4,,1,,,,,,,,,,,,,,34,13.20
Fred Warner,2560917,LB,SF,SEA,5,4,,1,,,,,,,,,,,,,,35,13.20
Tyus Bowser,2558166,LB,BAL,@DEN,2,2,2,2,,,,,,,,,,,2,,,36,13.00
Chris Board,2561301,LB,BAL,@DEN,6,3,,,,,,,,,,,,,,,,37,12.60
Alex Singleton,2553739,LB,PHI,KC,6,3,,,,,,,,,,,,,,,,38,12.60
Leonard Floyd,2555285,LB,LA,ARI,5,,1,1,,,,,,,,,,,1,,,39,12.50
Joe Tryon-Shoyinka,2566574,LB,TB,@NE,2,,2,2,,,,,,,,,,,4,,,40,12.40
Christian Kirksey,2543720,LB,HOU,@BUF,4,3,,,,,,,,,,,,1,1,,,41,12.20
Shaquil Barrett,2550541,LB,TB,@NE,3,,1,1,,,,,,,,,,1,2,,,42,12.10
Devin White,2562781,LB,TB,@NE,5,,,,,,,,,,,,,1,2,,,43,12.00
Jordan Hicks,2552315,LB,ARI,@LA,6,2,,,,,,,,,,,,,,,,44,11.80
Azeez Al-Shaair,2562462,LB,SF,SEA,4,6,,,,,,,,,,,,,,,,45,11.60
A.J. Johnson,2561704,LB,DEN,BAL,5,3,,,,,,,,,,,,,,,,46,10.90
Tae Crowder,2564727,LB,NYG,@NO,4,5,,,,,,,,,,,,,,,,47,10.80
Kamu Grugier-Hill,2556363,LB,HOU,@BUF,4,3,,1,,,,,,,,,,,,,,48,10.70
Bobby Okereke,2562416,LB,IND,@MIA,2,6,,,,,,,,,,,,1,,,,49,10.70
Rashaan Evans,2560718,LB,TEN,@NYJ,6,,,,,,,,,,,,,,,,,50,10.20
Jeremiah Owusu-Koramoah,2565983,LB,CLE,@MIN,5,2,,,,,,,,,,,,,,,,51,10.10
Reggie Ragland,2555169,LB,NYG,@NO,4,4,,,,,,,,,,,,,,,,52,10.00
Kyler Fackrell,2555340,LB,LAC,LV,2,,1,1,,,,,,,,,,1,1,,,53,9.90
Micah Parsons,2566019,LB,DAL,CAR,3,1,1,1,,,,,,,,,,,1,,,54,9.90
Alex Anzalone,2558163,LB,DET,@CHI,4,3,,,,,,,,,,,,,1,,,55,9.70
Demario Davis,2533008,LB,NO,NYG,5,1,,,,,,,,,,,,,,,,56,9.30
Elandon Roberts,2556119,LB,MIA,IND,5,1,,,,,,,,,,,,,,,,57,9.30
Isaiah Simmons,2564940,LB,ARI,@LA,4,3,,,,,,,,,,,,,,,,58,9.20
Derrick Barnes,2566055,LB,DET,@CHI,4,1,,1,,,,,,,,,,,,,,59,9.10
Oren Burks,2560984,LB,GB,PIT,3,3,,1,,,,,,,,,,,,,,60,9.00
Kenny Young,2560947,LB,DEN,BAL,3,2,,1,,,,,,,,,,,,,,61,8.20
Jerome Baker,2560966,LB,MIA,IND,2,2,,,,,,,,,,,,1,1,,,62,8.00
Von Miller,2495202,LB,LA,ARI,1,4,0.5,1,,,,,,,,,,,1,,,63,7.90
Shaq Thompson,2552447,LB,CAR,@DAL,4,1,,,,,,,,,,,,,,,,64,7.60
Leighton Vander Esch,2560908,LB,DAL,CAR,4,1,,,,,,,,,,,,,,,,65,7.60
Jon Bostic,2539978,LB,WAS,@ATL,3,3,,,,,,,,,,,,,,,,66,7.50
Damien Wilson,2552686,LB,JAX,@CIN,3,3,,,,,,,,,,,,,,,,67,7.50
Khalil Mack,2543463,LB,CHI,DET,1,,1,1,,,1,,,,,,,,2,,8,68,7.47
Markus Golden,2552273,LB,ARI,@LA,2,,,,,1,,,,,,,,,1,,,69,7.40
Myles Jack,2555329,LB,JAX,@CIN,2,5,,,,,,,,,,,,,,,,70,7.40
Kyzir White,2560928,LB,LAC,LV,3,1,,1,,,,,,,,,,,,,,71,7.40
Malik Harrison,2563554,LB,BAL,@DEN,2,3,,1,,,,,,,,,,,,,,72,7.30
Anthony Hitchens,2543592,LB,KC,@PHI,4,,,,,,,,,,,,,,1,,,73,7.30
Oshane Ximines,2562613,LB,NYG,@NO,1,3,,,,,,,,,,,,1,,,,74,6.60
Tarell Basham,2558165,LB,DAL,CAR,1,1,1,1,,,,,,,,,,,1,,,75,6.50
Whitney Mercilus,2533049,LB,GB,PIT,1,1,1,1,,,,,,,,,,,1,,,76,6.50
Drue Tranquill,2562765,LB,LAC,LV,2,3,,,,,,,,,,,,,1,,,77,6.30
Odafe Oweh,2565848,LB,BAL,@DEN,1,,1,1,,,,,,,,,,,2,,,78,6.20
Akeem Davis-Gaither,2563728,LB,CIN,JAX,2,,,,,,,,,,,,,1,,,,79,5.90
Alex Highsmith,2564982,LB,PIT,@GB,2,3,,,,,,,,,,,,,,,,80,5.80
K.J. Wright,2495252,LB,LV,@LAC,2,3,,,,,,,,,,,,,,,,81,5.80
Patrick Queen,2563575,LB,BAL,@DEN,2,1,,1,,,,,,,,,,,,,,82,5.70
A.J. Klein,2539982,LB,BUF,HOU,1,,,,,,1,,,,,,,1,,,,83,5.20
Josh Allen,2562619,LB,JAX,@CIN,1,1,,,,,,,,,,,,1,,,,84,5.00
