PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Myles Garrett,2557965,DL,CLE,@IND,7,2,2,1,,2,,,,,,,1,1,2,,,1,30.70
Michael Hoecht,2564346,DL,LA,PIT,4,3,2,2,,1,,,,,,,,,2,,,2,19.30
Darrell Taylor,2565198,DL,SEA,ARI,1,2,1.5,1,,1,,,,,,,,1,2,,,3,14.20
Chase Young,2565294,DL,SF,@MIN,3,,2,3,,,,,,,,,,,2,,,4,14.00
Dexter Lawrence,2562301,DL,NYG,WAS,2,4,2,1,,,,,,,,,,,4,,,5,12.90
Za'Darius Smith,2552279,DL,CLE,@IND,4,,1,,,1,,,,,,,,,2,,,6,12.50
Montez Sweat,2562749,DL,CHI,LV,3,4,1,2,,,,,,,,,,,1,,,7,12.40
Michael Danna,2564262,DL,KC,LAC,4,2,1,1,,,,,,,,,,,1,,,8,11.20
Angelo Blackson,2552670,DL,JAX,@NO,5,1,,2,,,,,,,,,,,,,,9,11.10
Justin Madubuike,2563563,DL,BAL,DET,3,,1,,,1,,,,,,,,,2,,,10,11.00
Josh Sweat,2560889,DL,PHI,MIA,2,,2,2,,,,,,,,,,,2,,,11,11.00
Carl Granderson,2562273,DL,NO,JAX,5,1,,1,,,1,,,,,,,,,,,12,10.60
Leonard Williams,2552486,DL,SEA,ARI,2,,1,1,,,,,,,,,1,,2,,,13,10.50
Daron Payne,2560834,DL,WAS,@NYG,2,2,,1,,1,1,,,,,,,,,,,14,10.20
Justin Jones,2560769,DL,CHI,LV,2,1,1,1,,,,,,,,,,1,1,,,15,10.10
Charles Omenihu,2562324,DL,KC,LAC,2,,1,1,,,,,,,,,,1,2,,,16,10.00
Nick Bosa,2562629,DL,SF,@MIN,5,,,1,,,,,,,,,,,1,,,17,9.50
Calais Campbell,744,DL,ATL,@TB,1,3,1,,,1,,,,,,,,,1,,,18,9.30
Tyree Wilson,2570050,DL,LV,@CHI,1,2,1,,,1,,,,,,,,,2,,,19,9.20
Maxx Crosby,2562439,DL,LV,@CHI,2,3,1,1,,,,,,,,,,,1,,,20,8.80
DeForest Buckner,2555275,DL,IND,CLE,3,2,,,,,,,,,,,,1,1,,,21,8.70
David Onyemata,2556274,DL,ATL,@TB,1,3,1,1,,,,,,,,,,,3,,,22,8.30
Larry Ogunjobi,2557836,DL,PIT,@LA,2,2,1,1,,,,,,,,,,,1,,,23,8.20
Christian Barmore,2566328,DL,NE,BUF,2,1,1,1,,,,,,,,,,,1,,,24,7.60
Jordan Elliott,2563779,DL,CLE,@IND,2,1,1,1,,,,,,,,,,,1,,,25,7.60
