PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Foye Oluokun,2561132,LB,JAX,@NO,9,5,,,1,,,1,,,,,,2,,24,,1,29.80
Jerome Baker,2560966,LB,MIA,@PHI,6,5,,1,1,,,1,,,,,,1,,22,,2,24.23
Jordyn Brooks,2565135,LB,SEA,ARI,7,2,0.5,3,,,,,,,,,,1,1,,,3,20.20
Lavonte David,2532828,LB,TB,ATL,8,5,,1,,,,,,,,,,1,,,,4,19.00
Tremaine Edmunds,2560713,LB,CHI,LV,6,2,,,1,,,,,,,,,2,,,,5,18.70
Bradley Chubb,2561020,LB,MIA,@PHI,5,2,2,1,,1,,,,,,,,,1,,,6,18.20
Fred Warner,2560917,LB,SF,@MIN,7,6,,1,,,,,,,,,,1,,,,7,18.10
Terrel Bernard,2567325,LB,BUF,@NE,9,2,,1,,,1,,,,,,,,,,,8,17.20
Eric Kendricks,2552312,LB,LAC,@KC,7,2,,1,,1,,,,,,,,,,,,9,16.70
Kenneth Murray,2565063,LB,LAC,@KC,7,1,1,2,,,,,,,,,,,1,,,10,16.60
Shaquil Barrett,2550541,LB,TB,ATL,4,3,1,,,1,,,,,,,,1,,,,11,15.80
Bobby Okereke,2562416,LB,NYG,WAS,7,4,,,,,,,,,,,,1,,,,12,15.40
Zaire Franklin,2561155,LB,IND,CLE,9,2,,,,,,,,,,,,,1,,,13,15.20
Dre Greenlaw,2562428,LB,SF,@MIN,8,2,,1,,,,,,,,,,,1,,,14,15.20
Nate Landman,2568519,LB,ATL,@TB,5,7,,,,1,,,,,,,,,,,,15,15.20
David Mayo,2553441,LB,WAS,@NYG,9,2,,,,,,,,,,,,,,,,16,14.70
Devin Lloyd,2567751,LB,JAX,@NO,5,6,,,,,,,,,,,,1,,,,17,13.60
Alex Singleton,2553739,LB,DEN,GB,6,5,,1,,,,,,,,,,,,,,18,13.50
Jaelan Phillips,2566289,LB,MIA,@PHI,5,2,1,1,,,,,,,,,,,2,,,19,13.20
Isaiah McDuffie,2566082,LB,GB,@DEN,7,3,,,,,,,,,,,,,,,,20,12.30
Willie Gay Jr.,2564280,LB,KC,LAC,3,2,1,1,,,,,,,,,,1,1,,,21,12.20
Roquan Smith,2560877,LB,BAL,DET,5,3,,,,,,,,,,,,1,,,,22,11.80
Kyzir White,2560928,LB,ARI,@SEA,3,2,,2,,,,,,,,,,1,,,,23,11.20
Jordan Hicks,2552315,LB,MIN,SF,4,4,,,,,,,,,,,,1,,,,24,10.90
Bobby Wagner,2532966,LB,SEA,ARI,6,3,,,,,,,,,,,,,,,,25,10.80
Josey Jewell,2560763,LB,DEN,GB,5,5,,,,,,,,,,,,,,,,26,10.50
Tony Fields II,2565971,LB,CLE,@IND,2,4,,,,,1,,1,,,,,,,,,27,10.40
Tyrel Dodson,2562560,LB,BUF,@NE,5,2,,1,,,,,,,,,,,,,,28,10.20
Boye Mafe,2568258,LB,SEA,ARI,2,1,1,1,,,,,,,,,,1,1,,,29,10.10
Anthony Walker,2558851,LB,CLE,@IND,2,6,,,,,1,,,,,,,1,,,,30,10.10
Ja'Whaun Bentley,2561143,LB,NE,BUF,2,7,,,,,,,,,,,,1,,,,31,9.70
Christian Rozeboom,2564394,LB,LA,PIT,4,2,,,,,,,,,,,,1,,,,32,9.70
Samson Ebukam,2558830,LB,IND,CLE,3,1,,1,,,,,,,,,,1,1,,,33,9.60
Kaden Elliss,2562901,LB,ATL,@TB,5,1,,1,,,,,,,,,,,,,,34,9.60
Anfernee Jennings,2564613,LB,NE,BUF,5,1,,1,,,,,,,,,,,,,,35,9.60
Odafe Oweh,2565848,LB,BAL,DET,2,1,1,,,1,,,,,,,,,1,,,36,9.60
Quay Walker,2567631,LB,GB,@DEN,4,1,,2,,,,,,,,,,,,,,37,9.60
Drue Tranquill,2562765,LB,KC,LAC,2,,1,1,,,,,,,,,,1,1,,,38,9.50
Robert Spillane,2561596,LB,LV,@CHI,5,3,,,,,,,,,,,,,,,,39,9.30
Oren Burks,2560984,LB,SF,@MIN,6,,,,,,,,,,,,,,,,,40,9.00
Cole Holcomb,2562872,LB,PIT,@LA,3,5,,1,,,,,,,,,,,,,,41,9.00
Haason Reddick,2557887,LB,PHI,MIA,4,,,2,,,,,,,,,,,,,,42,9.00
Kayvon Thibodeaux,2568015,LB,NYG,WAS,1,3,1.5,1,,,,,,,,,,,2,,,43,8.80
Joe Tryon-Shoyinka,2566574,LB,TB,ATL,4,2,,1,,,,,,,,,,,,,,44,8.70
Nick Herbig,2570248,LB,PIT,@LA,3,,1,1,,,,,,,,,,,1,,,45,8.50
Khaleke Hudson,2565279,LB,WAS,@NYG,3,,1,1,,,,,,,,,,,1,,,46,8.50
Andrew Van Ginkel,2562768,LB,MIA,@PHI,3,3,,1,,,,,,,,,,,1,,,47,8.30
Luke Masterson,2568981,LB,LV,@CHI,3,2,,,,,,,,,,,,1,,,,48,8.20
Nick Bolton,2566175,LB,KC,LAC,3,6,,,,,,,,,,,,,,,,49,8.10
Ronnie Perkins,2566340,LB,DEN,GB,3,,,2,,,,,,,,,,,1,,,50,8.00
David Long,2562799,LB,MIA,@PHI,3,1,,,,,,,,,,,,1,,,,51,7.60
Danielle Hunter,2552603,LB,MIN,SF,2,,1,1,,,,,,,,,,,2,,,52,7.50
Patrick Queen,2563575,LB,BAL,DET,5,,,,,,,,,,,,,,,,,53,7.50
T.J. Watt,2558064,LB,PIT,@LA,,1,,,1,,,,,,,,,1,,24,,54,7.40
Josh Woods,2561626,LB,ARI,@SEA,4,2,,,,,,,,,,,,,,,,55,7.20
Nolan Smith,2570212,LB,PHI,MIA,2,,1,1,,,,,,,,,,,1,,,56,7.00
Byron Young,2570014,LB,LA,PIT,3,,,1,,,,,,,,,,,2,,,57,7.00
Shaquille Leonard,2560789,LB,PHI,MIA,3,4,,,,,,,,,,,,,,,,58,6.90
Jonathon Cooper,2566028,LB,DEN,GB,3,3,,,,,,,,,,,,,1,,,59,6.80
Alex Anzalone,2558163,LB,DET,@BAL,3,3,,,,,,,,,,,,,,,,60,6.30
Lorenzo Carter,2561015,LB,ATL,@TB,1,1,1,1,,,,,,,,,,,1,,,61,6.10
Zaven Collins,2566421,LB,ARI,@SEA,1,1,1,1,,,,,,,,,,,1,,,62,6.10
Jamin Davis,2566595,LB,WAS,@NYG,2,5,,,,,,,,,,,,,,,,63,6.00
Divine Deablo,2566253,LB,LV,@CHI,4,,,,,,,,,,,,,,,,,64,6.00
Pete Werner,2566358,LB,NO,JAX,4,,,,,,,,,,,,,,,,,65,6.00
Micah McFadden,2568003,LB,NYG,WAS,1,4,0.5,,,,,,,,,,,,2,,,66,5.90
