PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
D'Onta Foreman,2557994,RB,CHI,LV,,,,89,2,3,31,1,,,,,39.80,16,3,19,3,5,60,2,5,4,1,31.50
Alvin Kamara,2558019,RB,NO,JAX,,,,62,,12,91,,,,1,,24.70,17,12,29,12,14,86,1,7,4,2,23.30
Jahmyr Gibbs,2569747,RB,DET,@BAL,,,,68,1,9,58,,,,,,26.10,11,9,20,9,10,90,1,1,2,3,23.10
Travis Etienne,2566157,RB,JAX,@NO,,,,53,2,3,24,,,,,,21.40,14,3,17,3,5,60,,2,1,4,21.20
Christian McCaffrey,2557997,RB,SF,@MIN,,,,45,1,3,51,1,,,,1,21.60,15,3,18,3,3,100,,4,2,5,21.10
Gus Edwards,2561324,RB,BAL,DET,,,,64,1,1,80,,,,,,32.30,14,1,15,1,1,100,,3,1,6,20.90
Jonathan Taylor,2564148,RB,IND,CLE,,,,75,1,3,45,,,,,,26.20,18,3,21,3,4,75,1,6,,7,19.50
James Cook,2567328,RB,BUF,@NE,,,,56,,3,46,1,,,,,23.00,13,3,16,3,3,100,1,4,2,8,17.70
Jerome Ford,2567469,RB,CLE,@IND,,,,74,1,2,20,,,,,,40.00,11,2,13,2,4,50,,,,9,17.40
Saquon Barkley,2560968,RB,NYG,WAS,,,,77,,3,41,1,,,,1,18.20,21,3,24,3,4,75,,3,2,10,17.30
Kareem Hunt,2557917,RB,CLE,@IND,,,,31,2,,,,,,,,40.00,10,,10,,1,,,3,3,11,15.10
Isiah Pacheco,2567808,RB,KC,LAC,,,,32,,4,28,1,,,,,18.10,13,4,17,4,4,100,1,2,2,12,14.00
Joshua Kelley,2565054,RB,LAC,@KC,,,,75,1,,,,,,,,18.60,7,,7,,,,,,,13,13.50
Darrell Henderson,2562574,RB,FA,Bye,,,,61,1,1,5,,,,,,,18,1,19,1,2,50,1,3,4,14,13.10
Rachaad White,2568315,RB,TB,ATL,,,,34,,6,65,,,,,,13.60,13,6,19,6,6,100,1,1,2,15,12.90
Tyler Allgeier,2567232,RB,ATL,@TB,,,,59,,3,53,,,,,,19.00,21,3,24,3,3,100,1,7,1,16,12.70
Najee Harris,2566448,RB,PIT,@LA,,,,53,1,3,15,,,,,1,21.90,14,3,17,3,3,100,1,3,4,17,12.30
Kenneth Walker III,2568282,RB,SEA,ARI,,,,105,,2,6,,,,,,12.10,26,2,28,2,3,67,,4,2,18,12.10
Rhamondre Stevenson,2566343,RB,NE,BUF,,,,34,,6,51,,,,,,20.60,9,6,15,6,6,100,1,3,,19,11.50
Javonte Williams,2566049,RB,DEN,GB,,,,82,,3,14,,,,,,22.20,15,3,18,3,4,75,,1,,20,11.10
AJ Dillon,2563986,RB,GB,@DEN,,,,61,,2,34,,,,,,21.40,15,2,17,2,2,100,,2,,21,10.50
Jaylen Warren,2568493,RB,PIT,@LA,,,,32,1,1,-1,,,,,,21.90,6,1,7,1,2,50,,2,,22,9.60
Emari Demercado,2571065,RB,ARI,@SEA,,,,58,,4,17,,,,,,9.70,13,4,17,4,5,80,,,,23,9.50
Ezekiel Elliott,2555224,RB,NE,BUF,,,,31,1,,,,,,,,20.60,11,,11,,1,,,6,3,24,9.10
D'Andre Swift,2563965,RB,PHI,MIA,,,,62,,3,13,,,,,,17.20,15,3,18,3,3,100,,,,25,9.00
Brian Robinson,2568348,RB,WAS,@NYG,,,,23,1,,,,,,,,15.50,8,,8,,1,,,1,1,26,8.30
Kenneth Gainwell,2566397,RB,PHI,MIA,,,,16,1,,,,,,,,17.20,8,,8,,,,,3,3,27,7.60
Pierre Strong,2567952,RB,CLE,@IND,,,,25,,,,,,,,,40.00,8,,8,,,,,1,,28,7.50
Aaron Jones,2558116,RB,GB,@DEN,,,,35,,3,22,,,,,,21.40,8,3,11,3,5,60,2,2,,29,7.20
Cam Akers,2564319,RB,MIN,SF,,,,31,,2,30,,,,,,14.00,10,2,12,2,3,67,1,,,30,7.10
Zack Moss,2563617,RB,IND,CLE,,,,57,,1,5,,,,,,26.20,18,1,19,1,2,50,,,,31,6.70
Royce Freeman,2560733,RB,LA,PIT,,,,66,,,,,,,,,19.70,12,,12,,,,,,,32,6.60
Josh Jacobs,2562377,RB,LV,@CHI,,,,35,,1,6,,,,,,10.40,11,1,12,1,4,25,2,2,1,33,6.10
