PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
George Kittle,2558266,TE,SF,DAL,,,,,,3,67,3,,,,,8.26,1,26.20,17.94
Dallas Goedert,2560995,TE,PHI,@LA,,,,,,8,117,1,,,,,6.58,2,21.70,15.12
Sam LaPorta,2569726,TE,DET,CAR,,,,,,3,47,2,,,,,9.28,3,18.20,8.92
Travis Kelce,2540258,TE,KC,@MIN,,,,,,10,67,1,,,,,14.26,4,17.70,3.44
Logan Thomas,2543767,TE,WAS,CHI,,,,,,9,77,1,,,,1,6.23,5,16.20,9.97
Dalton Schultz,2560866,TE,HOU,@ATL,,,,,,7,65,1,,,,,7.53,6,16.00,8.47
Darren Waller,2552408,TE,NYG,@MIA,,,,,,8,86,,,,,,7.39,7,12.60,5.21
Kyle Pitts,2565830,TE,ATL,HOU,,,,,,7,87,,,,,,6.71,8,12.20,5.49
Cole Kmet,2563704,TE,CHI,@WAS,,,,,,5,42,1,,,,1,7.46,9,11.70,4.24
Adam Trautman,2564703,TE,DEN,NYJ,,,,,,4,26,1,,,,,3.25,10,10.60,7.35
Mark Andrews,2560957,TE,BAL,@PIT,,,,,,6,65,,,,,,9.43,11,9.50,0.07
Tyler Conklin,2561027,TE,NYJ,@DEN,,,,,,4,67,,,,,,6.08,12,8.70,2.62
Tommy Tremble,2565914,TE,CAR,@DET,,,,,,1,1,1,,,,,1.03,13,8.10,7.07
Zach Ertz,2540158,TE,FA,Bye,,,,,,2,10,1,,,,,,14,8.00,
Jonnu Smith,2558207,TE,ATL,HOU,,,,,,6,67,,,,,1,4.53,15,7.70,3.17
T.J. Hockenson,2562378,TE,MIN,KC,,,,,,5,51,,,,,,10.39,16,7.60,-2.79
Foster Moreau,2562317,TE,NO,@NE,,,,,,1,6,1,,,,,4.02,17,7.10,3.08
Luke Musgrave,2569780,TE,GB,@LV,,,,,,6,34,,,,,,4.50,18,6.40,1.9
Chigoziem Okonkwo,2567658,TE,TEN,@IND,,,,,,5,33,,,,,,6.00,19,5.80,-0.2
