PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Fred Warner,2560917,LB,SF,DAL,5,3,1,1,1,1,,,,,,,,1,1,12,,11.10,1,23.20,12.1
Ernest Jones,2566229,LB,LA,PHI,10,5,,3,,,,,,,,,,,,,,11.39,2,22.50,11.11
Quincy Williams,2562954,LB,NYJ,@DEN,5,4,2,1,,1,,,,,,,,,3,,,10.86,3,20.40,9.54
Robert Spillane,2561596,LB,LV,GB,2,7,,,2,,,,,,,,,2,,28,,11.63,4,20.13,8.5
C.J. Mosley,2543464,LB,NYJ,@DEN,6,7,,2,,,,,,,,,,1,,,,11.30,5,18.70,7.4
Bobby Okereke,2562416,LB,NYG,@MIA,4,6,,,1,,,,,,,,,2,,7,,12.12,6,18.33,6.21
Germaine Pratt,2562702,LB,CIN,@ARI,3,7,,2,1,,,,,,,,,1,,,,9.59,7,17.70,8.11
T.J. Watt,2558064,LB,PIT,BAL,2,,2,2,,,1,,,,,,,2,2,,18,7.31,8,17.60,10.29
Cole Holcomb,2562872,LB,PIT,BAL,8,1,,1,,,,,,,,,,1,1,,,10.80,9,17.10,6.3
Terrel Bernard,2567325,LB,BUF,JAX,8,8,,,,,,,,,,,,,,,,9.90,10,16.80,6.9
Zaire Franklin,2561155,LB,IND,TEN,7,5,,,,,,,,,,,,1,,,,12.09,11,16.00,3.91
Dre Greenlaw,2562428,LB,SF,DAL,5,,1,2,,,,,,,,,,1,1,,,10.88,12,15.50,4.62
Roquan Smith,2560877,LB,BAL,@PIT,7,4,,,,,,,,,,,,1,,,,11.06,13,15.40,4.34
Azeez Al-Shaair,2562462,LB,TEN,@IND,7,8,,,,,,,,,,,,,,,,10.10,14,15.30,5.2
Ja'Whaun Bentley,2561143,LB,NE,NO,5,6,1,1,,,,,,,,,,,1,,,9.99,15,15.10,5.11
Alex Anzalone,2558163,LB,DET,CAR,8,3,,,,,,,,,,,,,2,,,10.21,16,14.80,4.59
