PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Jason Pinnock,2565753,DB,NYG,@MIA,4,,,,1,1,,1,,,,,,1,,102,,9.55,1,22.90,13.35
Darious Williams,2561469,DB,JAX,@BUF,7,,,,1,1,,,,,,,,1,,,,7.45,2,20.00,12.55
K'Von Wallace,2564871,DB,TEN,@IND,7,3,,1,1,,,,,,,,,1,,2,,9.94,3,19.87,9.93
Jalen Pitre,2567688,DB,HOU,@ATL,8,5,,,,,1,,,,,,,1,,,22,9.66,4,19.23,9.57
Trent McDuffie,2567802,DB,KC,@MIN,6,,,,,,,,,,,,,3,3,,,8.94,5,18.00,9.06
Greg Stroman,2560886,DB,CHI,@WAS,4,3,1,1,1,,,,,,,,,1,1,,,3.69,6,17.80,14.11
Roger McCreary,2567655,DB,TEN,@IND,7,1,1,,,1,,,,,,,,,1,,,7.17,7,17.10,9.93
Xavier McKinney,2564766,DB,NYG,@MIA,7,1,,,,1,,,,,,,,1,,,,9.17,8,17.10,7.93
Justin Reid,2560851,DB,KC,@MIN,7,1,,,,1,,,,,,,,1,,,,8.80,9,17.10,8.3
Rudy Ford,2558174,DB,GB,@LV,5,4,,,1,,,,,,,,,1,,9,,8.26,10,16.20,7.94
Jordan Fuller,2564340,DB,LA,PHI,7,5,,,,,,,,,,,,1,,,,9.34,11,16.00,6.66
Will Harris,2562395,DB,DET,CAR,7,2,,,,,1,,,,,,,1,1,,3,1.10,12,15.80,14.7
L'Jarius Sneed,2564304,DB,KC,@MIN,6,1,,,,,,,,,,,,2,1,,,8.83,13,15.10,6.27
Cam Taylor-Britt,2567454,DB,CIN,@ARI,1,,,,1,,,1,,,,,,2,,11,,8.11,14,14.37,6.26
Kaiir Elam,2567331,DB,BUF,JAX,8,3,,,,,,,,,,,,,,,,5.35,15,13.80,8.45
Marco Wilson,2566439,DB,NE,NO,8,3,,,,,,,,,,,,,,,,8.66,16,13.80,5.14
Dee Alford,2567244,DB,ATL,HOU,4,2,,1,,,,,,,,,,2,,,,7.81,17,13.70,5.89
Camryn Bynum,2566295,DB,MIN,KC,7,1,,,,,,,,,,,,1,,,,8.82,18,13.60,4.78
Julian Blackmon,2564103,DB,IND,TEN,4,1,,,1,,,,,,,,,1,,10,,9.11,19,12.93,3.82
Dane Jackson,2563614,DB,BUF,JAX,6,2,,,,,,,,,,,,1,,,,7.25,20,12.70,5.45
Derion Kendrick,2567841,DB,LA,PHI,7,1,,1,,,,,,,,,,,,,,8.36,21,12.60,4.24
Pat Surtain II,2566043,DB,DEN,NYJ,4,1,,,1,,,,,,,,,1,,,,7.24,22,12.60,5.36
Tyrique Stevenson,2569627,DB,CHI,@WAS,5,4,,,,,,,,,,,,1,,,,8.05,23,12.40,4.35
Jerry Jacobs,2566896,DB,DET,CAR,4,,,,1,,,,,,,,,1,,11,,9.93,24,12.37,2.44
Bryce Hall,2564796,DB,NYJ,@DEN,4,,,,,,1,,1,,,,,,,,39,7.13,25,12.30,5.17
Kristian Fulton,2564046,DB,TEN,@IND,6,1,,,,,,,,,,,,1,,,,8.16,26,12.10,3.94
Ahkello Witherspoon,2558157,DB,LA,PHI,4,,,,1,,,,,,,,,1,,,,7.04,27,12.00,4.96
Harrison Smith,2532948,DB,MIN,KC,6,4,,,,,,,,,,,,,1,,,8.21,28,11.90,3.69
Minkah Fitzpatrick,2560725,DB,PIT,BAL,7,2,,,,,,,,,,,,,,,,9.83,29,11.70,1.87
Kenny Moore II,2558976,DB,IND,TEN,7,2,,,,,,,,,,,,,,,,8.84,30,11.70,2.86
Sauce Gardner,2568027,DB,NYJ,@DEN,4,1,,,,,,,,,,,,2,,,,8.45,31,11.60,3.15
Kader Kohou,2569032,DB,MIA,NYG,6,1,,1,,,,,,,,,,,1,,,7.99,32,11.60,3.61
Rayshawn Jenkins,2558182,DB,JAX,@BUF,5,,,1,,,,,,,,,,1,,,,10.08,33,11.50,1.42
Jayron Kearse,2555156,DB,DAL,@SF,4,,1,2,,,,,,,,,,,1,,,8.84,34,11.50,2.66
Tyrann Mathieu,2540180,DB,NO,@NE,,1,,,1,,,1,,,,,,1,,27,,8.60,35,11.50,2.9
C.J. Henderson,2564199,DB,CAR,@DET,3,2,1,2,,,,,,,,,,,1,,,8.27,36,11.20,2.93
Sam Franklin Jr.,2563638,DB,CAR,@DET,7,1,,,,,,,,,,,,,,,,8.80,37,11.10,2.3
Antonio Hamilton,2556804,DB,ARI,CIN,7,1,,,,,,,,,,,,,,,,1.33,38,11.10,9.77
