PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Joe Burrow,2563722,QB,CIN,ATL,481,3,,20,1,,,,,,,,21.66,1,39.24,17.58
Daniel Jones,2562299,QB,NYG,@JAX,202,1,,107,1,,,,,,,,15.81,2,28.78,12.97
Andy Dalton,2495143,QB,NO,@ARI,361,4,3,21,,,,,,,,,16.19,3,26.54,10.35
Patrick Mahomes,2558125,QB,KC,@SF,423,3,1,,,,,,,,,1,22.08,4,25.92,3.84
Justin Herbert,2565045,QB,LAC,SEA,293,2,1,22,,1,-8,,,,,1,19.66,5,19.32,-0.34
Trevor Lawrence,2566163,QB,JAX,NYG,310,,,3,1,,,,,,,,15.52,6,18.70,3.18
Davis Mills,2566136,QB,HOU,@LV,302,2,1,,,,,,,,,,14.58,7,18.08,3.5
Justin Fields,2565920,QB,CHI,@NE,179,1,1,82,1,,,,,,,4,14.59,8,17.23,2.64
Jimmy Garoppolo,2543801,QB,SF,KC,303,2,1,2,,,,,,,,1,17.80,9,16.32,-1.48
Kyler Murray,2562382,QB,ARI,NO,204,1,,30,,,,,,,1,1,18.71,10,16.16,-2.55
Tua Tagovailoa,2564499,QB,MIA,PIT,261,1,,15,,,,,,,,,17.42,11,15.94,-1.48
PJ Walker,2558904,QB,CAR,TB,177,2,,,,,,,,,,,11.01,12,15.08,4.07
Taylor Heinicke,2553656,QB,WAS,GB,201,2,1,4,,,,,,,,,12.94,13,14.44,1.5
Aaron Rodgers,2506363,QB,GB,@WAS,194,2,,,,,,,,,,1,17.92,14,14.06,-3.86
Geno Smith,2539335,QB,SEA,@LAC,210,2,1,7,,,,,,,,1,17.62,15,12.97,-4.65
Tom Brady,2504211,QB,TB,@CAR,290,,,1,,,,,,,,,19.67,16,12.70,-6.97
Derek Carr,2543499,QB,LV,HOU,241,1,,-1,,,,,,,,1,17.81,17,12.34,-5.47
Dak Prescott,2555260,QB,DAL,DET,207,1,,,,,,,,,,,21.07,18,12.28,-8.79
Kenny Pickett,2568162,QB,PIT,@MIA,257,1,3,20,,,,,,,,,14.18,19,11.98,-2.2
Marcus Mariota,2552466,QB,ATL,@CIN,124,1,,31,,,,,,,,1,16.63,20,11.06,-5.57
Lamar Jackson,2560757,QB,BAL,CLE,120,,,59,,,,,,,,,22.78,21,10.70,-12.08
Matt Ryan,310,QB,IND,@TEN,243,1,2,2,,,,,,,,,16.19,22,9.92,-6.27
Jacoby Brissett,2555261,QB,CLE,@BAL,258,,,18,,,,,,,,2,16.09,23,8.12,-7.97
Zach Wilson,2566391,QB,NYJ,@DEN,121,,,24,,,,,,,,,13.25,24,7.24,-6.01
Brett Rypien,2562718,QB,DEN,NYJ,225,,1,9,,,,,,,,1,14.31,25,6.90,-7.41
Bailey Zappe,2567961,QB,NE,CHI,185,1,2,-1,,,,,,,,1,2.01,26,5.23,3.22
Jared Goff,2555334,QB,DET,@DAL,228,,2,4,,,,,,,,2,14.22,27,4.92,-9.3
Armani Rogers,2568351,QB,WAS,GB,,,,,,3,28,,,,,,0.43,28,4.30,3.87
Ryan Tannehill,2532956,QB,TEN,IND,132,,,6,,,,,,,,1,15.63,29,3.85,-11.78
Feleipe Franks,2566683,QB,ATL,@CIN,,,,,,,,,,,,,0.61,30,1.70,1.09
Mac Jones,2566334,QB,NE,CHI,13,,1,24,,,,,,,,,15.25,31,0.92,-14.33
Brock Purdy,2568216,QB,SF,KC,66,,1,1,,,,,,,,,1.07,32,0.74,-0.33
Brandon Allen,2555365,QB,CIN,ATL,,,,,,,,,,,,,0.76,33,0.00,-0.76
Josh Allen,2560955,QB,BUF,Bye,,,,,,,,,,,,,,34,0.00,
Kyle Allen,2561177,QB,HOU,@LV,,,,,,,,,,,,,0.73,35,0.00,-0.73
Matt Barkley,2539308,QB,BUF,Bye,,,,,,,,,,,,,,36,0.00,
C.J. Beathard,2557922,QB,JAX,NYG,,,,,,,,,,,,,0.65,37,0.00,-0.65
Kurt Benkert,2560974,QB,FA,Bye,,,,,,,,,,,,,,38,0.00,
