PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
De'Vondre Campbell,2555255,LB,GB,@WAS,7,5,,3,1,,,1,,,,,,1,1,63,,13.92,1,33.00,19.08
Roquan Smith,2560877,LB,BAL,CLE,8,4,1,1,1,,,,,,,,,1,1,4,,14.34,2,26.93,12.59
Patrick Queen,2563575,LB,BAL,CLE,7,4,1,3,,,,,,,,,,,1,,,10.25,3,22.10,11.85
David Long,2562799,LB,TEN,IND,5,3,,,1,,,,,,,,,2,1,4,,12.19,4,20.03,7.84
Isaiah Simmons,2564940,LB,ARI,NO,4,1,,,1,,,1,,,,,,1,,56,,8.89,5,19.47,10.58
Bobby Okereke,2562416,LB,IND,@TEN,6,4,,,,,1,,,,,,,2,,,,12.26,6,19.40,7.14
Jeremiah Owusu-Koramoah,2565983,LB,CLE,@BAL,5,1,,1,,1,,,,,,,,2,,,,9.01,7,19.30,10.29
Micah Parsons,2566019,LB,DAL,DET,5,1,2,1,,1,,,,,,,,,2,,,10.01,8,19.30,9.29
Quay Walker,2567631,LB,GB,@WAS,6,7,,,,,,,,,,,,1,2,,,9.06,9,19.30,10.24
Matt Judon,2555505,LB,NE,CHI,3,1,2.5,2,,,,,,,,,,1,3,,,6.74,10,17.90,11.16
Sam Williams,2567514,LB,DAL,DET,3,,2,2,,1,1,,,,,,,,2,,,1.96,11,17.60,15.64
Jaelan Phillips,2566289,LB,MIA,PIT,4,4,1.5,2,,,,,,,,,,,2,,,5.85,12,17.00,11.15
Jordyn Brooks,2565135,LB,SEA,@LAC,7,1,,,,1,,,,,,,,,1,,,15.15,13,16.70,1.55
Rashaan Evans,2560718,LB,ATL,@CIN,7,6,,,,,,,,,,,,,,,,12.15,14,16.70,4.55
Foye Oluokun,2561132,LB,JAX,NYG,6,6,,1,,,,,,,,,,,,,,14.83,15,16.50,1.67
Nick Bolton,2566175,LB,KC,@SF,7,3,,1,,,,,,,,,,,1,,,13.60,16,16.30,2.7
Christian Kirksey,2543720,LB,HOU,@LV,8,1,,1,,,,,,,,,,,,,,10.44,17,15.90,5.46
Divine Deablo,2566253,LB,LV,HOU,6,5,,1,,,,,,,,,,,,,,12.48,18,15.70,3.22
Kenneth Murray,2565063,LB,LAC,SEA,5,,,,1,,,,,,,,,1,,16,,6.82,19,15.03,8.21
Ja'Whaun Bentley,2561143,LB,NE,CHI,6,4,,1,,,,,,,,,,,,,,7.58,20,14.90,7.32
Anfernee Jennings,2564613,LB,NE,CHI,2,4,1,,,1,,,,,,,,1,,,,2.16,21,14.60,12.44
Akeem Davis-Gaither,2563728,LB,CIN,ATL,7,3,,,,,,,,,,,,,,,,7.79,22,14.30,6.51
Myles Jack,2555329,LB,PIT,@MIA,7,3,,,,,,,,,,,,,,,,10.75,23,14.30,3.55
