PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Grover Stewart,2558766,DL,IND,@TEN,7,5,,,,,,,,,,,,,,,,4.73,1,15.90,11.17
Cameron Jordan,2495184,DL,NO,@ARI,4,2,1,2,,,,,,,,,,,1,,,7.52,2,13.90,6.38
Chris Jones,2556369,DL,KC,@SF,2,1,2,1,,1,,,,,,,,,1,,,5.78,3,13.70,7.92
Jeffery Simmons,2562733,DL,TEN,IND,3,3,1,2,,,,,,,,,,,2,,,6.67,4,13.50,6.83
Dre'Mont Jones,2562412,DL,DEN,NYJ,2,2,2,2,,,,,,,,,,,2,,,6.28,5,13.00,6.72
Austin Johnson,2556368,DL,LAC,SEA,3,2,1,2,,,,,,,,,,,2,,,4.23,6,12.70,8.47
Brian Burns,2562242,DL,CAR,TB,3,2,1,2,,,,,,,,,,,1,,,6.89,7,12.20,5.31
Frank Clark,2552629,DL,KC,@SF,1,1,1.5,1,,,,,,,1,,,,2,,,3.94,8,12.00,8.06
Calais Campbell,744,DL,BAL,CLE,3,1,1,,,1,,,,,,,,,,,,5.55,9,11.40,5.85
Yannick Ngakoue,2555421,DL,IND,@TEN,3,2,1,1,,,,,,,,,,,2,,,3.50,10,11.20,7.7
Nick Bosa,2562629,DL,SF,KC,4,,1,1,,,,,,,,,,,1,,,5.44,11,10.80,5.36
Myles Garrett,2557965,DL,CLE,@BAL,4,,1,1,,,,,,,,,,,1,,,5.57,12,10.80,5.23
Denico Autry,2550646,DL,TEN,IND,2,1,1,1,,,,,,,,,,1,1,,,4.45,13,10.70,6.25
Darrell Taylor,2565198,DL,SEA,@LAC,2,,1,,,1,1,,,,,,,,,,21,3.52,14,10.60,7.08
Sebastian Joseph-Day,2561079,DL,LAC,SEA,2,2,,1,,,,,,,1,,,,,,,5.88,15,10.50,4.62
Shelby Harris,2549926,DL,SEA,@LAC,2,,,1,,,,,,,,,,2,1,,,4.15,16,10.40,6.25
Sam Hubbard,2560745,DL,CIN,ATL,2,,1,1,,,,,,,,,,1,2,,,7.71,17,10.40,2.69
Aidan Hutchinson,2567547,DL,DET,@DAL,2,1,1.5,1,,,,,,,,,,,3,,,6.22,18,10.20,3.98
Grady Jarrett,2552327,DL,ATL,@CIN,1,1,1,1,,,,,,,,,,1,3,,,5.78,19,10.00,4.22
Christian Wilkins,2562782,DL,MIA,PIT,4,2,0.5,,,,,,,,,,,,1,,,9.46,20,9.90,0.44
DaVon Hamilton,2564190,DL,JAX,NYG,3,4,,1,,,,,,,,,,,,,,4.86,21,9.80,4.94
Vita Vea,2560909,DL,TB,@CAR,2,3,1,1,,,,,,,,,,,1,,,4.15,22,9.80,5.65
