PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Keenan Allen,2540154,WR,LAC,@TEN,,,,,,8,111,2,,,,,14.07,1,27.10,13.03
Mike Evans,2543468,WR,TB,CHI,,,,,,6,171,1,,,,,11.78,2,26.10,14.32
Tee Higgins,2563731,WR,CIN,BAL,,,,,,8,89,2,,,,,10.80,3,24.90,14.1
Nico Collins,2566127,WR,HOU,IND,,,,,,7,146,1,,,,,9.19,4,24.10,14.91
Puka Nacua,2570026,WR,LA,SF,,,,4,,15,147,,,,,,11.16,5,22.60,11.44
DeVonta Smith,2566409,WR,PHI,MIN,,,,,,4,131,1,,,,,11.67,6,22.60,10.93
Tyler Lockett,2552430,WR,SEA,@DET,,,,,,8,59,2,,,,,9.63,7,21.90,12.27
Josh Reynolds,2558194,WR,DET,SEA,,,,,,5,66,2,,,,,6.68,8,21.10,14.42
George Pickens,2568159,WR,PIT,CLE,,,,,,4,127,1,,,,,8.54,9,20.70,12.16
Brandon Johnson,2568738,WR,DEN,WAS,,,,,,2,66,2,,,,,2.04,10,19.60,17.56
Justin Jefferson,2564556,WR,MIN,@PHI,,,,,,11,159,,,,,1,14.91,11,19.40,4.49
Marvin Mims Jr.,2569717,WR,DEN,WAS,,,,10,,2,113,1,,,,,2.12,12,19.30,17.18
Gabe Davis,2563602,WR,BUF,LV,,,,,,6,92,1,,,,,9.14,13,18.20,9.06
CeeDee Lamb,2563848,WR,DAL,NYJ,,,,,,11,143,,,,,1,14.40,14,17.80,3.4
Tank Dell,2569813,WR,HOU,IND,,,,,,7,72,1,,,,,3.77,15,17.70,13.93
Jayden Reed,2569765,WR,GB,@ATL,,,,,,4,37,2,,,,,9.49,16,17.70,8.21
Davante Adams,2543495,WR,LV,@BUF,,,,,,6,84,1,,,,,14.17,17,17.40,3.23
Deebo Samuel,2562721,WR,SF,@LA,,,,38,1,6,63,,,,,1,11.41,18,17.10,5.69
Adam Thielen,2541785,WR,CAR,NO,,,,,,7,54,1,,,1,,7.12,19,16.90,9.78
Garrett Wilson,2568048,WR,NYJ,@DAL,,,,,,2,83,1,,,,,9.53,20,16.80,7.27
Christian Kirk,2560781,WR,JAX,KC,-1,,,,,11,110,,,,,,9.85,21,16.46,6.61
Drake London,2567250,WR,ATL,GB,,,,,,6,67,1,,,,,10.03,22,15.70,5.67
Nelson Agholor,2552600,WR,BAL,@CIN,,,,,,5,63,1,,,,,3.31,23,14.80,11.49
Jordan Addison,2570074,WR,MIN,@PHI,,,,,,3,72,1,,,,,9.28,24,14.70,5.42
Skyy Moore,2567805,WR,KC,@JAX,,,,,,3,70,1,,,,,5.92,25,14.50,8.58
