PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Daron Payne,2560834,DL,WAS,@DEN,5,,1,2,,,,,,,,,,1,3,,,6.07,1,16.50,10.43
Harrison Phillips,2560840,DL,MIN,@PHI,7,6,0.5,,,,,,,,,,,,1,,,5.70,2,15.60,9.9
Randy Gregory,2552446,DL,SF,@LA,3,2,1,2,,,,,,,,,,1,1,,,4.74,3,13.70,8.96
Christian Wilkins,2562782,DL,MIA,@NE,5,2,1,1,,,,,,,,,,,1,,,7.94,4,12.70,4.76
DeForest Buckner,2555275,DL,IND,@HOU,4,,1,2,,,,,,,,,,,1,,,6.25,5,11.50,5.25
Quinnen Williams,2562599,DL,NYJ,@DAL,5,1,,2,,,,,,,,,,,,,,5.62,6,11.10,5.48
Carl Granderson,2562273,DL,NO,@CAR,2,,1,1,,1,,,,,,,,,2,,,6.25,7,11.00,4.75
Kwity Paye,2565612,DL,IND,@HOU,3,2,1,1,,,1,,,,,,,,1,,,5.24,8,10.70,5.46
Larry Ogunjobi,2557836,DL,PIT,CLE,3,1,1,1,,,1,,,,,,,,2,,,4.12,9,10.60,6.48
Montez Sweat,2562749,DL,CHI,@TB,2,2,1.5,1,,,,,,,,,,,3,,,5.38,10,10.20,4.82
Chris Jones,2556369,DL,KC,@JAX,1,1,1.5,1,,,,,,,,,,1,2,,,5.26,11,10.10,4.84
Maxx Crosby,2562439,DL,LV,@BUF,6,1,,,,,,,,,,,,,,,,7.69,12,9.60,1.91
Vita Vea,2560909,DL,TB,CHI,2,1,1.5,1,,,,,,,,,,,3,,,4.17,13,9.60,5.43
Josh Sweat,2560889,DL,PHI,MIN,1,,1,,,1,,,,,,,,,5,,,5.22,14,9.50,4.28
Jeffery Simmons,2562733,DL,TEN,LAC,2,3,1,1,,,,,,,,,,,2,,,6.26,15,9.30,3.04
Chase Young,2565294,DL,SF,@LA,2,1,1.5,1,,,,,,,,,,,2,,,4.46,16,9.10,4.64
George Karlaftis,2567796,DL,KC,@JAX,1,3,1.5,1,,,,,,,,,,,2,,,4.19,17,8.80,4.61
Denico Autry,2550646,DL,TEN,LAC,3,,1,1,,,,,,,,,,,1,,,5.32,18,8.50,3.18
Derrick Brown,2563629,DL,CAR,NO,4,3,,,,,,,,,,,,,,,,6.91,19,7.80,0.89
Dexter Lawrence,2562301,DL,NYG,@ARI,3,1,,1,,,,,,,,,,,2,,,5.82,20,7.60,1.78
DeMarvin Leal,2568147,DL,PIT,CLE,2,1,1,1,,,,,,,,,,,1,,,1.68,21,7.60,5.92
Greg Rousseau,2565875,DL,BUF,LV,2,1,,1,,,,,,,,,,1,,,,4.82,22,7.60,2.78
Raekwon Davis,2564445,DL,MIA,@NE,3,2,,1,,,,,,,,,,,,,,2.43,23,7.20,4.77
Michael Hoecht,2564346,DL,LA,SF,4,2,,,,,,,,,,,,,,,,6.58,24,7.20,0.62
Matt Henningsen,2567523,DL,DEN,WAS,1,1,,,,,,,,,,,,2,,,,1.14,25,7.10,5.96
Demarcus Lawrence,2543490,DL,DAL,NYJ,2,,,1,,,,,,,,,,1,,,,4.47,26,7.00,2.53
Osa Odighizuwa,2566016,DL,DAL,NYJ,2,,1,1,,,,,,,,,,,1,,,4.00,27,7.00,3.0
Solomon Thomas,2558018,DL,NYJ,@DAL,2,,1,1,,,,,,,,,,,1,,,2.20,28,7.00,4.8
Felix Anudike-Uzomah,2569930,DL,KC,@JAX,1,1,0.5,,,1,,,,,,,,,,,,2.23,29,6.60,4.37
Jordan Davis,2568069,DL,PHI,MIN,1,1,1,1,,,,,,,,,,,2,,,3.34,30,6.60,3.26
Nathan Shepherd,2560873,DL,NO,@CAR,1,1,1,1,,,,,,,,,,,2,,,3.44,31,6.60,3.16
Kenny Clark,2555282,DL,GB,@ATL,1,5,0.5,,,,,,,,,,,,2,,,3.89,32,6.50,2.61
Montravius Adams,2557876,DL,PIT,CLE,1,2,,,,1,,,,,,,,,,,,2.70,33,6.20,3.5
David Onyemata,2556274,DL,ATL,GB,,2,,,,,,,,,,,,2,,,,4.09,34,6.20,2.11
Dre'Mont Jones,2562412,DL,SEA,@DET,1,1,1,1,,,,,,,,,,,1,,,4.66,35,6.10,1.44
Gervon Dexter Sr.,2569621,DL,CHI,@TB,4,,,,,,,,,,,,,,,,,3.21,36,6.00,2.79
Morgan Fox,2556529,DL,LAC,@TEN,1,,1,1,,,,,,,,,,,2,,,3.45,37,6.00,2.55
Jermaine Johnson II,2568033,DL,NYJ,@DAL,4,,,,,,,,,,,,,,,,,5.13,38,6.00,0.87
Darrell Taylor,2565198,DL,SEA,@DET,3,,,1,,,,,,,,,,,,,,4.96,39,6.00,1.04
Maurice Hurst,2560748,DL,CLE,@PIT,,3,0.5,,,,,,,,,,,1,1,,,1.73,40,5.80,4.07
Ed Oliver,2562322,DL,BUF,LV,2,1,,1,,,,,,,,,,,1,,,4.48,41,5.60,1.12
Taven Bryan,2560983,DL,IND,@HOU,1,,1,1,,,,,,,,,,,1,,,1.67,42,5.50,3.83
Aidan Hutchinson,2567547,DL,DET,SEA,2,,,,,,,,,,,,,1,,,,5.65,43,5.50,-0.15
James Smith-Williams,2565291,DL,WAS,@DEN,1,,1,1,,,,,,,,,,,1,,,1.76,44,5.50,3.74
Casey Toohill,2564868,DL,WAS,@DEN,2,,1,,,,,,,,,,,,1,,,2.19,45,5.50,3.31
Grover Stewart,2558766,DL,IND,@HOU,2,3,,,,,,,,,,,,,1,,,5.34,46,5.30,-0.04
Arik Armstead,2552493,DL,SF,@LA,3,1,,,,,,,,,,,,,,,,3.38,47,5.10,1.72
Nick Bosa,2562629,DL,SF,@LA,1,1,,1,,,,,,,,,,,3,,,5.16,48,5.10,-0.06
Justin Jones,2560769,DL,CHI,@TB,2,1,,1,,,,,,,,,,,,,,3.85,49,5.10,1.25
Travis Jones,2567277,DL,BAL,@CIN,3,1,,,,,,,,,,,,,,,,2.07,50,5.10,3.03
Khalen Saunders,2562723,DL,NO,@CAR,3,1,,,,,,,,,,,,,,,,3.62,51,5.10,1.48
Jonah Williams,2564403,DL,LA,SF,2,3,,,,,,,,,,,,,,,,1.77,52,4.80,3.03
Sam Hubbard,2560745,DL,CIN,BAL,2,2,,,,,,,,,,,,,1,,,5.76,53,4.70,-1.06
Ogbo Okoronkwo,2560829,DL,CLE,@PIT,1,2,,1,,,,,,,,,,,1,,,4.02,54,4.70,0.68
Logan Hall,2568303,DL,TB,CHI,,1,0.5,,,,,,,,,,,1,1,,,3.10,55,4.60,1.5
Drake Jackson,2568213,DL,SF,@LA,1,1,,,,,,,,,,,,1,,,,2.41,56,4.60,2.19
Carlos Watkins,2557877,DL,ARI,NYG,1,1,,,,,,,,,,,,1,,,,4.04,57,4.60,0.56
Andrew Billings,2555267,DL,CHI,@TB,2,,,1,,,,,,,,,,,,,,3.32,58,4.50,1.18
Jalen Carter,2570203,DL,PHI,MIN,2,,,1,,,,,,,,,,,,,,2.04,59,4.50,2.46
Mario Edwards,2553433,DL,SEA,@DET,2,,,1,,,,,,,,,,,,,,2.84,60,4.50,1.66
Rasheem Green,2560998,DL,CHI,@TB,1,,,,,,,,,,,,1,,,,,2.76,61,4.50,1.74
Sheldon Rankins,2555242,DL,HOU,IND,3,,,,,,,,,,,,,,,,,3.75,62,4.50,0.75
Teair Tart,2565474,DL,HOU,IND,2,,,1,,,,,,,,,,,,,,3.83,63,4.50,0.67
Derrick Nnadi,2560823,DL,KC,@JAX,,3,,,,,,,,,,,,1,,,,2.00,64,4.30,2.3
Micheal Clemons,2568024,DL,NYJ,@DAL,2,2,,,,,,,,,,,,,,,,2.18,65,4.20,2.02
Austin Johnson,2556368,DL,LAC,@TEN,2,2,,,,,,,,,,,,,,,,3.59,66,4.20,0.61
A'Shawn Robinson,2555265,DL,NYG,@ARI,1,2,,1,,,,,,,,,,,,,,2.39,67,4.20,1.81
Will Anderson Jr.,2569834,DL,HOU,IND,2,1,,,,,,,,,,,,,1,,,5.10,68,4.10,-1.0
Adam Gotsis,2555502,DL,JAX,KC,2,1,,,,,,,,,,,,,1,,,2.06,69,4.10,2.04
Dayo Odeyingbo,2565609,DL,IND,@HOU,,1,,,,1,,,,,,,,,,,,3.11,70,4.10,0.99
Jarran Reed,2555238,DL,SEA,@DET,1,1,,,,,1,,,,,,,,2,,,4.39,71,4.10,-0.29
DeShawn Williams,2553623,DL,CAR,NO,2,1,,,,,,,,,,,,,1,,,3.13,72,4.10,0.97
Jonathan Harris,2562945,DL,DEN,WAS,1,3,,,,,,,,,,,,,1,,,4.39,73,3.80,-0.59
Cameron Jordan,2495184,DL,NO,@CAR,1,3,,,,,,,,,,,,,1,,,6.75,74,3.80,-2.95
Tedarrell Slaton,2566094,DL,GB,@ATL,1,3,,,,,,,,,,,,,1,,,3.60,75,3.80,0.2
Shy Tuttle,2563242,DL,CAR,NO,,2,,,,,,,,,,,,1,,,,3.82,76,3.70,-0.12
Zachary Carter,2567445,DL,CIN,BAL,1,1,,1,,,,,,,,,,,,,,2.14,77,3.60,1.46
B.J. Hill,2560740,DL,CIN,BAL,2,1,,,,,,,,,,,,,,,,5.61,78,3.60,-2.01
Bilal Nichols,2560821,DL,LV,@BUF,2,1,,,,,,,,,,,,,,,,3.28,79,3.60,0.32
John Ridgeway,2567502,DL,WAS,@DEN,2,1,,,,,,,,,,,,,,,,2.28,80,3.60,1.32
Al Woods,496881,DL,NYJ,@DAL,1,1,,1,,,,,,,,,,,,,,2.52,81,3.60,1.08
Cameron Young,2570338,DL,SEA,@DET,1,1,,1,,,,,,,,,,,,,,1.16,82,3.60,2.44
John Franklin-Myers,2560731,DL,NYJ,@DAL,2,,,,,,,,,,,,,,1,,,3.49,83,3.50,0.01
Bryce Huff,2565510,DL,NYJ,@DAL,1,,,1,,,,,,,,,,,1,,,1.32,84,3.50,2.18
DaQuan Jones,2543504,DL,BUF,LV,1,,,1,,,,,,,,,,,1,,,3.66,85,3.50,-0.16
DeMarcus Walker,2557894,DL,CHI,@TB,1,,,1,,,,,,,,,,,1,,,4.28,86,3.50,-0.78
Quinton Jefferson,2555358,DL,NYJ,@DAL,1,3,,,,,,,,,,,,,,,,2.26,87,3.30,1.04
Zach Sieler,2561129,DL,MIA,@NE,1,3,,,,,,,,,,,,,,,,7.06,88,3.30,-3.76
D.J. Wonnum,2564583,DL,MIN,@PHI,1,3,,,,,,,,,,,,,,,,4.90,89,3.30,-1.6
Grady Jarrett,2552327,DL,ATL,GB,1,2,,,,,,,,,,,,,1,,,4.74,90,3.20,-1.54
Javon Kinlaw,2565117,DL,SF,@LA,,1,,,,,,,,,,,,1,,,,2.19,91,3.10,0.91
Dominique Robinson,2567421,DL,CHI,@TB,,1,,,,,,,,,,,,1,,,,1.67,92,3.10,1.43
Karl Brooks,2569753,DL,GB,@ATL,1,,,1,,,,,,,,,,,,,,1.92,93,3.00,1.08
Charles Harris,2558001,DL,DET,SEA,2,,,,,,,,,,,,,,,,,5.37,94,3.00,-2.37
Jerry Hughes,496796,DL,HOU,IND,2,,,,,,,,,,,,,,,,,2.69,95,3.00,0.31
Jonathan Ledbetter,2562302,DL,ARI,NYG,2,,,,,,,,,,,,,,,,,3.98,96,3.00,-0.98
Tyquan Lewis,2560791,DL,IND,@HOU,2,,,,,,,,,,,,,,,,,2.26,97,3.00,0.74
