PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Tre Brown,2566550,DB,SEA,@DET,4,,1,1,1,1,,1,,,,,,2,1,40,,6.69,1,27.33,20.64
Jason Pinnock,2565753,DB,NYG,@ARI,10,3,,3,,,,,,,,,,,,,,8.58,2,21.30,12.72
Deommodore Lenoir,2566535,DB,SF,@LA,8,2,,,1,,,,,,,,,1,,21,,9.22,3,19.90,10.68
Geno Stone,2563584,DB,BAL,@CIN,7,2,,,1,,,,,,,,,1,,36,,6.30,4,18.90,12.6
Julian Love,2562414,DB,SEA,@DET,10,3,,,,,1,,,,,,,,,,3,10.22,5,17.90,7.68
Daxton Hill,2567451,DB,CIN,BAL,9,3,,,,,,,,,,,,1,,,,8.58,6,17.80,9.22
Jalen Thompson,2563339,DB,ARI,NYG,5,2,,1,1,,,,,,,,,1,,35,,9.20,7,17.37,8.17
L'Jarius Sneed,2564304,DB,KC,@JAX,6,1,,1,,,1,,,,,,,2,,,,9.56,8,17.10,7.54
Jevon Holland,2566283,DB,MIA,@NE,6,5,,1,,,,,,,,,,1,,,,9.47,9,16.00,6.53
Denzel Ward,2560916,DB,CLE,@PIT,5,,,,,1,,,,,,,,2,,,,8.36,10,16.00,7.64
Camryn Bynum,2566295,DB,MIN,@PHI,6,9,,1,,,,,,,,,,,,,,8.08,11,15.90,7.82
Charvarius Ward,2561417,DB,SF,@LA,8,2,,,,,,,,,,,,1,,,,7.76,12,15.70,7.94
Rayshawn Jenkins,2558182,DB,JAX,KC,6,2,,,,,,,,,,,,2,,,,10.21,13,15.20,4.99
Vonn Bell,2555530,DB,CAR,NO,3,3,,,1,,,,,,,,,2,,11,,7.97,14,15.17,7.2
Tre Avery,2568801,DB,TEN,LAC,7,1,,1,,,,,,,,,,1,,,,9.51,15,15.10,5.59
Christian Gonzalez,2570122,DB,NE,MIA,6,,,,1,,,,,,,,,1,,,,8.98,16,15.00,6.02
Xavien Howard,2555539,DB,MIA,@NE,6,,,,1,,,,,,,,,1,,,,7.17,17,15.00,7.83
M.J. Stewart,2560884,DB,HOU,IND,6,4,,,,1,,,,,,,,,,,,6.87,18,14.90,8.03
Rasul Douglas,2558168,DB,BUF,LV,4,,,,1,,,,,,,,,2,,-2,,10.10,19,14.43,4.33
Darious Williams,2561469,DB,JAX,KC,4,1,,1,,1,,,,,,,,1,,,,6.71,20,14.10,7.39
Tre Herndon,2561340,DB,JAX,KC,4,3,,,,1,,,,,,,,1,,,,6.63,21,13.80,7.17
Kevin Byard,2555158,DB,PHI,MIN,7,5,,,,,,,,,,,,,,,,9.09,22,13.50,4.41
Xavier Woods,2558159,DB,CAR,NO,4,4,,,,,,,,,,,,2,,,,8.26,23,13.40,5.14
Sauce Gardner,2568027,DB,NYJ,@DAL,4,2,,,,1,,,,,,,,1,,,,8.09,24,13.20,5.11
Jordan Whitehead,2560930,DB,NYJ,@DAL,7,2,,1,,,,,,,,,,,,,,8.15,25,13.20,5.05
Minkah Fitzpatrick,2560725,DB,PIT,CLE,5,1,,,,,,,,,,,,2,,,,10.55,26,13.10,2.55
Isaiah Oliver,2560830,DB,SF,@LA,3,4,,,1,,,,,,,,,1,,3,,4.70,27,13.00,8.3
Alontae Taylor,2567979,DB,NO,@CAR,5,,,2,,,,,,,,,,1,,,,4.49,28,13.00,8.51
Derwin James,2560760,DB,LAC,@TEN,7,4,,,,,,,,,,,,,,,,10.50,29,12.90,2.4
Kerby Joseph,2567550,DB,DET,SEA,6,2,,,,,,,,,,,,1,,,,9.49,30,12.70,3.21
Grant Delpit,2563773,DB,CLE,@PIT,4,2,,,1,,1,,,,,,,1,,,14,9.33,31,12.67,3.34
Kei'Trel Clark,2570230,DB,ARI,NYG,5,,,,,,,,,,,,,2,,,,7.75,32,12.50,4.75
Julian Blackmon,2564103,DB,IND,@HOU,7,3,,,,,,,,,,,,,,,,7.73,33,12.30,4.57
Sean Murphy-Bunting,2562635,DB,TEN,LAC,2,3,,,,,,,,,,,,3,,,,8.07,34,12.30,4.23
Justin Simmons,2555550,DB,DEN,WAS,7,3,,,,,,,,,,,,,,,,8.86,35,12.30,3.44
Xavier McKinney,2564766,DB,NYG,@ARI,6,1,,,,,,,,,,,,1,,,,8.32,36,12.10,3.78
Theo Jackson,2567652,DB,MIN,@PHI,4,,,,1,,,,,,,,,1,,,,0.70,37,12.00,11.3
Terrell Edmunds,2560712,DB,TEN,LAC,5,1,,,,1,,,,,,,,,,,,8.10,38,11.60,3.5
Marcus Maye,2557995,DB,NO,@CAR,6,1,1,,,,,,,,,,,,,,,9.00,39,11.60,2.6
Justin Evans,2557945,DB,PHI,MIN,3,,,,,1,1,,,,,,,1,,,,7.19,40,11.50,4.31
Jamel Dean,2562556,DB,TB,CHI,7,1,,,,,,,,,,,,,,,,7.68,41,11.10,3.42
Emmanuel Forbes,2570371,DB,WAS,@DEN,3,,,,1,,,,,,,,,2,,3,,7.14,42,11.10,3.96
C.J. Gardner-Johnson,2562588,DB,DET,SEA,7,1,,,,,,,,,,,,,,,,9.43,43,11.10,1.67
Josh Metellus,2564568,DB,MIN,@PHI,6,3,,,,,,,,,,,,,,,,9.97,44,10.80,0.83
Andre Cisco,2566154,DB,JAX,KC,1,1,,,1,,,,,,,,,2,,,,8.37,45,10.60,2.23
Malik Hooker,2558060,DB,DAL,NYJ,1,1,,,1,,,,,,,,,2,,,,6.20,46,10.60,4.4
Darius Slay,2540288,DB,PHI,MIN,5,1,,,,,,,,,,,,1,,,,7.40,47,10.60,3.2
Damarri Mathis,2567529,DB,DEN,WAS,6,,,1,,,,,,,,,,,,,,9.19,48,10.50,1.31
Jordan Fuller,2564340,DB,LA,SF,3,4,,,,1,,,,,,,,,,,,9.37,49,10.40,1.03
