PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Keshunn Abram,2568018,WR,FA,Bye,,,,,,,,,,,,,,1,0.00,
Davante Adams,2543495,WR,LV,@PIT,,,,,,,,,,,,,13.96,2,0.00,-13.96
Rodney Adams,2558047,WR,NYJ,JAX,,,,,,,,,,,,,0.00,3,0.00,0.0
Nelson Agholor,2552600,WR,NE,CIN,,,,,,,,,,,,,6.42,4,0.00,-6.42
Jamal Agnew,2558821,WR,JAX,@NYJ,,,,,,,,,,,,,4.86,5,0.00,-4.86
Brandon Aiyuk,2565093,WR,SF,WAS,,,,,,,,,,,,,9.31,6,0.00,-9.31
Landen Akers,2566193,WR,FA,Bye,,,,,,,,,,,,,,7,0.00,
Devon Allen,2568051,WR,PHI,@DAL,,,,,,,,,,,,,0.00,8,0.00,0.0
Keenan Allen,2540154,WR,LAC,@IND,,,,,,,,,,,,,11.08,9,0.00,-11.08
Robbie Anderson,2556462,WR,ARI,TB,,,,,,,,,,,,,1.75,10,0.00,-1.75
J.J. Arcega-Whiteside,2562466,WR,FA,Bye,,,,,,,,,,,,,,11,0.00,
Tutu Atwell,2566196,WR,LA,DEN,,,,,,,,,,,,,5.39,12,0.00,-5.39
Calvin Austin III,2568132,WR,PIT,LV,,,,,,,,,,,,,0.00,13,0.00,0.0
Andre Baccellia,2564250,WR,ARI,TB,,,,,,,,,,,,,0.00,14,0.00,0.0
Alex Bachman,2563301,WR,HOU,@TEN,,,,,,,,,,,,,0.00,15,0.00,0.0
Kawaan Baker,2566349,WR,FA,Bye,,,,,,,,,,,,,,16,0.00,
Michael Bandy,2567175,WR,LAC,@IND,,,,,,,,,,,,,0.72,17,0.00,-0.72
Rashod Bateman,2565836,WR,BAL,ATL,,,,,,,,,,,,,0.00,18,0.00,0.0
Omar Bayless,2563623,WR,FA,Bye,,,,,,,,,,,,,,19,0.00,
Cole Beasley,2535698,WR,BUF,@CHI,,,,,,,,,,,,,2.45,20,0.00,-2.45
Odell Beckham Jr.,2543496,WR,FA,Bye,,,,,,,,,,,,,,21,0.00,
David Bell,2567460,WR,CLE,NO,,,,,,,,,,,,,3.59,22,0.00,-3.59
Trinity Benson,2563035,WR,DET,@CAR,,,,,,,,,,,,,0.00,23,0.00,0.0
Braxton Berrios,2560975,WR,NYJ,JAX,,,,,,,,,,,,,3.14,24,0.00,-3.14
Tarik Black,2565594,WR,FA,Bye,,,,,,,,,,,,,,25,0.00,
Chris Blair,2565588,WR,FA,Bye,,,,,,,,,,,,,,26,0.00,
C.J. Board,2558911,WR,TEN,HOU,,,,,,,,,,,,,0.00,27,0.00,0.0
Slade Bolden,2567268,WR,FA,Bye,,,,,,,,,,,,,,28,0.00,
Kendrick Bourne,2558914,WR,NE,CIN,,,,,,,,,,,,,2.48,29,0.00,-2.48
Lynn Bowden,2564412,WR,NE,CIN,,,,,,,,,,,,,0.00,30,0.00,0.0
Tyler Boyd,2555466,WR,CIN,@NE,,,,,,,,,,,,,7.31,31,0.00,-7.31
Miles Boykin,2562631,WR,PIT,LV,,,,,,,,,,,,,0.38,32,0.00,-0.38
Ja'Marcus Bradley,2563761,WR,PIT,LV,,,,,,,,,,,,,0.00,33,0.00,0.0
A.J. Brown,2562238,WR,PHI,@DAL,,,,,,,,,,,,,12.55,34,0.00,-12.55
Dyami Brown,2566586,WR,WAS,@SF,,,,,,,,,,,,,1.50,35,0.00,-1.5
Marquise Brown,2562379,WR,ARI,TB,,,,,,,,,,,,,8.28,36,0.00,-8.28
Noah Brown,2558091,WR,DAL,PHI,,,,,,,,,,,,,5.09,37,0.00,-5.09
Treylon Burks,2567643,WR,TEN,HOU,,,,,,,,,,,,,5.77,38,0.00,-5.77
Rico Bussey,2565780,WR,FA,Bye,,,,,,,,,,,,,,39,0.00,
Damiere Byrd,2553499,WR,ATL,@BAL,,,,,,,,,,,,,4.98,40,0.00,-4.98
Lawrence Cager,2565492,WR,NYG,@MIN,,,,,,,,,,,,,0.93,41,0.00,-0.93
Deon Cain,2560987,WR,FA,Bye,,,,,,,,,,,,,,42,0.00,
Marquez Callaway,2565310,WR,NO,@CLE,,,,,,,,,,,,,1.40,43,0.00,-1.4
Jalen Camp,2566148,WR,HOU,@TEN,,,,,,,,,,,,,0.00,44,0.00,0.0
Parris Campbell,2562495,WR,IND,LAC,,,,,,,,,,,,,6.51,45,0.00,-6.51
Dylan Cantrell,2560990,WR,FA,Bye,,,,,,,,,,,,,,46,0.00,
DeAndre Carter,2553502,WR,LAC,@IND,,,,,,,,,,,,,1.84,47,0.00,-1.84
Quintez Cephus,2563926,WR,DET,@CAR,,,,,,,,,,,,,0.00,48,0.00,0.0
DJ Chark,2561018,WR,DET,@CAR,,,,,,,,,,,,,7.73,49,0.00,-7.73
Irvin Charles,2568021,WR,NYJ,JAX,,,,,,,,,,,,,0.00,50,0.00,0.0
Ja'Marr Chase,2565941,WR,CIN,@NE,,,,,,,,,,,,,15.24,51,0.00,-15.24
Dan Chisena,2564514,WR,MIN,NYG,,,,,,,,,,,,,0.00,52,0.00,0.0
Chase Claypool,2564970,WR,CHI,BUF,,,,,,,,,,,,,7.66,53,0.00,-7.66
Tyrie Cleveland,2563881,WR,DEN,@LA,,,,,,,,,,,,,0.00,54,0.00,0.0
Randall Cobb,2495448,WR,GB,@MIA,,,,,,,,,,,,,7.02,55,0.00,-7.02
Keelan Cole,2559153,WR,LV,@PIT,,,,,,,,,,,,,1.44,56,0.00,-1.44
Matt Cole,2564442,WR,FA,Bye,,,,,,,,,,,,,,57,0.00,
