PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Cooper Kupp,2557898,WR,LA,SEA,,,,1,,9,136,2,,,,,20.63,1,30.20,9.57
Tyreek Hill,2556214,WR,KC,@LAC,,,,,,12,148,1,,,,,13.61,2,26.80,13.19
Brandin Cooks,2543498,WR,HOU,@JAX,,,,,,7,102,2,,,,,11.07,3,25.70,14.63
Gabriel Davis,2563602,WR,BUF,CAR,,,,,,5,85,2,,,,,7.96,4,23.00,15.04
Christian Kirk,2560781,WR,ARI,@DET,,,,,,9,94,1,,,,,9.01,5,19.90,10.89
Amon-Ra St. Brown,2566073,WR,DET,ARI,,,,5,,8,90,1,,,,,9.28,6,19.50,10.22
Russell Gage,2561061,WR,ATL,@SF,,,,,,8,91,1,,,,,9.91,7,19.10,9.19
Marquez Valdes-Scantling,2560907,WR,GB,@BAL,,,,,,5,98,1,,,,,8.20,8,18.30,10.1
Tyler Boyd,2555466,WR,CIN,@DEN,,,,,,5,96,1,,,,,7.16,9,18.10,10.94
Deebo Samuel,2562721,WR,SF,ATL,,,,29,1,4,60,,,,,,13.42,10,16.90,3.48
Keenan Allen,2540154,WR,LAC,KC,,,,,,6,78,1,,,,,12.23,11,16.80,4.57
DeVante Parker,2552409,WR,MIA,NYJ,,,,,,4,68,1,,,,,10.57,12,16.50,5.93
Josh Reynolds,2558194,WR,DET,ARI,,,,,,6,68,1,,,,,7.88,13,15.80,7.92
Marquez Callaway,2565310,WR,NO,@TB,,,,,,6,112,,,,,,6.85,14,14.20,7.35
Davante Adams,2543495,WR,GB,@BAL,,,,,,6,44,1,,,,,18.45,15,13.40,-5.05
Stefon Diggs,2552608,WR,BUF,CAR,,,,,,4,35,1,,,,,13.05,16,13.20,0.15
Justin Jefferson,2564556,WR,MIN,@CHI,,,,,,4,47,1,,,,,20.18,17,12.70,-7.48
Tim Patrick,2558985,WR,DEN,CIN,,,,,,3,42,1,,,,,6.56,18,11.70,5.14
D.J. Moore,2560813,WR,CAR,@BUF,,,,,,6,48,,,,1,,10.45,19,10.83,0.38
Darnell Mooney,2563707,WR,CHI,MIN,,,,3,,5,63,,,,,,9.01,20,10.80,1.79
Jauan Jennings,2565114,WR,SF,ATL,,,,,,3,28,1,,,,,3.64,21,10.30,6.66
Braxton Berrios,2560975,WR,NYJ,@MIA,,,,10,1,1,26,,,,,,,22,10.10,
Greg Ward,2559278,WR,PHI,WAS,,,,,,2,28,1,,,,,0.72,23,9.80,9.08
Zay Jones,2557863,WR,LV,@CLE,,,,,,6,67,,,,,,5.15,24,9.70,4.55
Marquise Brown,2562379,WR,BAL,GB,,,,,,10,43,,,,,,9.78,25,9.30,-0.48
Jalen Reagor,2564850,WR,PHI,WAS,,,,,,3,57,,,,,,4.09,26,8.90,4.81
Laquon Treadwell,2555214,WR,JAX,HOU,,,,,,6,57,,,,,,7.06,27,8.70,1.64
A.J. Green,2495450,WR,ARI,@DET,,,,,,4,64,,,,,,8.07,28,8.40,0.33
Jakobi Meyers,2562492,WR,NE,@IND,,,,9,,6,44,,,,,,8.64,29,8.30,-0.34
DK Metcalf,2562685,WR,SEA,@LA,,,,,,6,52,,,,,,11.44,30,8.20,-3.24
Jalen Guyton,2562844,WR,LAC,KC,,,,,,2,10,1,,,,,6.30,31,8.00,1.7
CeeDee Lamb,2563848,WR,DAL,@NYG,,,,,,6,50,,,,,,11.57,32,8.00,-3.57
Chris Godwin,2558105,WR,TB,NO,,,,,,6,49,,,,,,,33,7.90,
Kendrick Bourne,2558914,WR,NE,@IND,,,,19,,3,44,,,,,,9.62,34,7.80,-1.82
Robby Anderson,2556462,WR,CAR,@BUF,,,,33,,3,29,,,,,,5.77,35,7.70,1.93
Diontae Johnson,2562674,WR,PIT,TEN,,,,10,,5,38,,,,,,14.92,36,7.30,-7.62
Ihmir Smith-Marsette,2566319,WR,MIN,@CHI,,,,,,1,7,1,,,,,1.38,37,7.20,5.82
Laviska Shenault Jr.,2564232,WR,JAX,HOU,,,,10,,4,39,,,,,,8.63,38,6.90,-1.73
Kenny Golladay,2558052,WR,NYG,DAL,,,,,,3,53,,,,,,7.52,39,6.80,-0.72
Donovan Peoples-Jones,2563803,WR,CLE,LV,,,,,,4,48,,,,,,9.76,40,6.80,-2.96
Damiere Byrd,2553499,WR,CHI,MIN,,,,,,5,62,,,,,1,4.27,41,6.70,2.43
Isaiah Ford,2558071,WR,MIA,NYJ,,,,,,3,51,,,,,,2.51,42,6.60,4.09
Jamison Crowder,2552415,WR,NYJ,@MIA,,,,,,5,40,,,,,,8.80,43,6.50,-2.3
Mike Williams,2558846,WR,LAC,KC,,,,,,3,49,,,,,,11.59,44,6.40,-5.19
Bryan Edwards,2564418,WR,LV,@CLE,,,,,,3,8,1,,,,1,5.88,45,6.30,0.42
Olamide Zaccheaus,2562808,WR,ATL,@SF,,,,,,2,53,,,,,,4.39,46,6.30,1.91
N'Keal Harry,2562659,WR,NE,@IND,,,,,,2,52,,,,,,1.74,47,6.20,4.46
Ben Skowronek,2566247,WR,LA,SEA,,,,,,4,42,,,,,,2.25,48,6.20,3.95
Tyler Johnson,2565225,WR,TB,NO,,,,,,4,41,,,,,,4.17,49,6.10,1.93
Terry McLaurin,2562489,WR,WAS,@PHI,,,,,,2,51,,,,,,11.11,50,6.10,-5.01
Cole Beasley,2535698,WR,BUF,CAR,,,,,,4,35,,,,,,9.87,51,5.50,-4.37
DeVonta Smith,2566409,WR,PHI,WAS,,,,,,3,40,,,,,,10.01,52,5.50,-4.51
Nelson Agholor,2552600,WR,NE,@IND,,,,,,4,34,,,,,,6.62,53,5.40,-1.22
Phillip Dorsett,2552424,WR,HOU,@JAX,,,,,,2,43,,,,,,,54,5.30,
Hunter Renfrow,2562712,WR,LV,@CLE,,,,,,3,32,,,,,2,14.71,55,5.20,-9.51
Nick Westbrook-Ikhine,2565477,WR,TEN,@PIT,,,,,,4,32,,,,,,5.92,56,5.20,-0.72
James Washington,2560920,WR,PIT,TEN,,,,,,3,36,,,,,,2.72,57,5.10,2.38
Michael Gallup,2560735,WR,DAL,@NYG,,,,,,3,32,,,,,,,58,4.70,
Scott Miller,2562865,WR,TB,NO,,,,,,2,18,,,,,,1.11,59,4.50,3.39
Van Jefferson,2564358,WR,LA,SEA,,,,10,,2,23,,,,,,9.81,60,4.30,-5.51
