PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Nick Bolton,2566175,LB,KC,@LAC,10,4,,,,,,,,,,,,3,1,,,9.25,1,28.20,18.95
Darius Leonard,2560789,LB,IND,NE,8,2,,1,1,1,,,,,,,,1,1,-3,,12.55,2,26.60,14.05
Lavonte David,2532828,LB,TB,NO,8,3,1,3,,1,,,,,,,,,1,,,11.99,3,26.50,14.51
Germaine Pratt,2562702,LB,CIN,@DEN,9,6,0.5,,,,,,,,,,,,1,,,12.13,4,21.60,9.47
Jordyn Brooks,2565135,LB,SEA,@LA,7,4,,2,,,,,,,,,,1,,,,13.34,5,20.60,7.26
Lorenzo Carter,2561015,LB,NYG,DAL,3,1,2,2,,1,,,,,,,,1,3,,,4.89,6,20.40,15.51
Patrick Queen,2563575,LB,BAL,GB,11,2,,,,,,,,,,,,,,,,9.19,7,20.30,11.11
Markus Golden,2552273,LB,ARI,@DET,8,,1,2,,,,,,,,,,,2,,,4.76,8,19.60,14.84
C.J. Mosley,2543464,LB,NYJ,@MIA,8,6,,,,,,,,,,,,,,,,13.89,9,18.40,4.51
Garret Wallow,2566139,LB,HOU,@JAX,6,5,1,1,,,,,,,,,,,1,,,7.61,10,18.20,10.59
Anthony Hitchens,2543592,LB,KC,@LAC,5,3,,,1,,,,,,,,,1,1,,,4.99,11,17.40,12.41
Kyzir White,2560928,LB,LAC,KC,9,,,1,,,,,,,,,,,1,,,11.55,12,17.30,5.75
Jerome Baker,2560966,LB,MIA,NYJ,4,3,2,2,,,,,,,,,,,2,,,10.77,13,17.20,6.43
Jonas Griffith,2565102,LB,DEN,CIN,8,1,,1,,,,,,,,,,,2,,,0.00,14,16.90,16.9
Fred Warner,2560917,LB,SF,ATL,6,3,,,,,1,,,,,,,1,1,,,12.65,15,16.60,3.95
De'Vondre Campbell,2555255,LB,GB,@BAL,5,5,1,1,,,,,,,,,,,1,,,12.08,16,16.50,4.42
Tae Crowder,2564727,LB,NYG,DAL,6,6,,1,,,,,,,,,,,,,,11.18,17,16.50,5.32
Joe Schobert,2555166,LB,PIT,TEN,4,3,,,1,,,,,,,,,1,1,23,,11.54,18,16.47,4.93
Quincy Williams,2562954,LB,NYJ,@MIA,8,3,,,,,,,,,,,,,,,,12.57,19,16.00,3.43
Ernest Jones,2566229,LB,LA,SEA,5,6,,,,,,,,,,,,1,,,,,20,15.80,
Ben Niemann,2561383,LB,KC,@LAC,6,3,,1,,,1,,,,,,,,,,,2.69,21,15.10,12.41
T.J. Watt,2558064,LB,PIT,TEN,4,1,1.5,1,,,1,,,,,,,,4,,,8.03,22,15.10,7.07
Robert Quinn,2495485,LB,CHI,MIN,2,2,2,1,,1,,,,,,,,,1,,,6.93,23,14.50,7.57
Foye Oluokun,2561132,LB,ATL,@SF,7,3,,,,,,,,,,,,,,,,13.37,24,14.30,0.93
Alec Ogletree,2540143,LB,CHI,MIN,6,2,,1,,,,,,,,,,,1,,,8.12,25,13.80,5.68
Von Miller,2495202,LB,LA,SEA,3,3,1,2,,,,,,,,,,,2,,,5.90,26,13.50,7.6
Alex Singleton,2553739,LB,PHI,WAS,4,4,,,,1,,,,,,,,,,,,14.04,27,13.50,-0.54
Baron Browning,2566025,LB,DEN,CIN,6,4,,,,,,,,,,,,,,,,8.78,28,13.40,4.62
Josh Bynes,2530491,LB,BAL,GB,5,3,1,,,,,,,,,,,,1,,,8.73,29,13.40,4.67
Cole Holcomb,2562872,LB,WAS,@PHI,6,4,,,,,,,,,,,,,,,,13.41,30,13.40,-0.01
Devin White,2562781,LB,TB,NO,4,4,,2,,,,,,,,,,,,,,13.39,31,13.00,-0.39
Isaiah Simmons,2564940,LB,ARI,@DET,6,,,,,,,,,,,,,1,,,,10.55,32,12.70,2.15
Jalen Reeves-Maybin,2557924,LB,DET,ARI,4,1,,,,,,,,,,,,2,,,,6.97,33,12.60,5.63
Jamin Davis,2566595,LB,WAS,@PHI,5,5,,,,,,,,,,,,,,,,9.61,34,12.50,2.89
Neville Hewitt,2553657,LB,HOU,@JAX,5,5,,,,,,,,,,,,,,,,7.30,35,12.50,5.2
T.J. Edwards,2562648,LB,PHI,WAS,4,2,,1,,,,,,,,,,1,,,,13.87,36,12.40,-1.47
Chandler Jones,2533538,LB,ARI,@DET,4,2,,1,,,,,,,,,,1,,,,6.14,37,12.40,6.26
Jamie Collins,2539311,LB,NE,@IND,2,3,,1,,,,,,,,,,2,,,,2.26,38,12.30,10.04
Demario Davis,2533008,LB,NO,@TB,3,4,,1,,,,,,,,,,1,,,,10.83,39,12.30,1.47
Bobby Wagner,2532966,LB,SEA,@LA,5,1,,,,,,,,,,,,1,,,,13.42,40,11.80,-1.62
Jeremiah Owusu-Koramoah,2565983,LB,CLE,LV,3,2,0.5,,,1,,,,,,,,,1,,,12.20,41,11.70,-0.5
Bobby Okereke,2562416,LB,IND,NE,3,,,,1,,,,,,,,,1,,16,,12.12,42,11.63,-0.49
Andrew Van Ginkel,2562768,LB,MIA,NYJ,4,1,1,1,,,,,,,,,,,1,,,8.05,43,11.60,3.55
Eric Kendricks,2552312,LB,MIN,@CHI,4,3,,1,,,,,,,,,,,,,,12.22,44,10.70,-1.52
Roquan Smith,2560877,LB,CHI,MIN,3,7,,,,,,,,,,,,,,,,12.94,45,10.70,-2.24
Joe Tryon-Shoyinka,2566574,LB,TB,NO,2,2,1,2,,,,,,,,,,,1,,,3.28,46,10.50,7.22
Deion Jones,2555162,LB,ATL,@SF,5,2,,,,,,,,,,,,,,,,12.37,47,10.10,-2.27
K.J. Wright,2495252,LB,LV,@CLE,4,4,,,,,,,,,,,,,,,,5.48,48,10.00,4.52
Uchenna Nwosu,2560826,LB,LAC,KC,,1,,,1,,,,,,,,,2,1,2,,4.49,49,9.87,5.38
Tremaine Edmunds,2560713,LB,BUF,CAR,4,3,,,,,,,,,,,,,1,,,12.61,50,9.70,-2.91
Samson Ebukam,2558830,LB,SF,ATL,3,,1,1,,,,,,,,,,,2,,,4.83,51,9.60,4.77
Joe Bachie,2564661,LB,CIN,@DEN,5,1,,,,,,,,,,,,,,,,,52,9.30,
Myles Jack,2555329,LB,JAX,HOU,5,1,,,,,,,,,,,,,,,,11.64,53,9.30,-2.34
Devin Bush,2562243,LB,PIT,TEN,3,2,,,,,,,,,,,,1,,,,9.43,54,9.20,-0.23
Jordan Hicks,2552315,LB,ARI,@DET,3,2,,,,,,,,,,,,1,,,,12.91,55,9.20,-3.71
Leonard Floyd,2555285,LB,LA,SEA,1,1,1,1,,,,,,,,,,1,1,,,7.86,56,9.00,1.14
Sione Takitaki,2562753,LB,CLE,LV,3,3,,1,,,,,,,,,,,,,,,57,9.00,
Markus Bailey,2563719,LB,CIN,@DEN,1,4,0.5,,,,,,,,,,,1,1,,,1.13,58,8.90,7.77
Derrek Tuszka,2563917,LB,PIT,TEN,1,2,1,,,1,,,,,,,,,,,,3.38,59,8.80,5.42
Zach Cunningham,2558094,LB,TEN,@PIT,4,2,,,,,,,,,,,,,,,,12.39,60,8.40,-3.99
Keanu Neal,2555543,LB,DAL,@NYG,4,2,,,,,,,,,,,,,,,,10.61,61,8.40,-2.21
A.J. Klein,2539982,LB,BUF,CAR,1,,,,1,,,,,,,,,1,,12,,1.73,62,8.10,6.37
Matt Milano,2557969,LB,BUF,CAR,3,,,,,,,,,,,,,1,,,,11.15,63,7.60,-3.55
Kyle Van Noy,2543699,LB,NE,@IND,3,3,,,,,,,,,,,,,,,,7.52,64,7.50,-0.02
Krys Barnes,2563971,LB,GB,@BAL,3,1,,1,,,,,,,,,,,,,,9.16,65,7.40,-1.76
Jermaine Carter,2561093,LB,CAR,@BUF,2,5,,,,,,,,,,,,,,,,9.06,66,7.40,-1.66
Alex Highsmith,2564982,LB,PIT,TEN,4,,,,,,,,,,,,,,1,,,7.16,67,7.30,0.14
Bradley Chubb,2561020,LB,DEN,CIN,1,3,,,,,,,,,,,,1,1,,,4.80,68,7.10,2.3
Anthony Barr,2543459,LB,MIN,@CHI,2,3,,,,,1,,,,,,,,,,,9.56,69,6.80,-2.76
Derrick Barnes,2566055,LB,DET,ARI,3,2,,,,,,,,,,,,,,,,7.04,70,6.70,-0.34
Rashaan Evans,2560718,LB,TEN,@PIT,3,2,,,,,,,,,,,,,,,,8.58,71,6.70,-1.88
Matt Judon,2555505,LB,NE,@IND,3,2,,,,,,,,,,,,,,,,7.69,72,6.70,-0.99
Marquel Lee,2557972,LB,LV,@CLE,3,2,,,,,,,,,,,,,,,,0.90,73,6.70,5.8
Tyler Matakevich,2555171,LB,BUF,CAR,3,2,,,,,,,,,,,,,,,,7.31,74,6.70,-0.61
Nick Vigil,2555528,LB,MIN,@CHI,3,2,,,,,,,,,,,,,,,,10.87,75,6.70,-4.17
Bud Dupree,2552289,LB,TEN,@PIT,1,1,1,1,,,,,,,,,,,1,,,2.15,76,6.50,4.35
Azeez Ojulari,2566367,LB,NYG,DAL,2,2,0.5,,,,,,,,,,,,1,,,6.48,77,6.50,0.02
Haason Reddick,2557887,LB,CAR,@BUF,2,2,0.5,,,,,,,,,,,,1,,,8.40,78,6.50,-1.9
E.J. Speed,2562955,LB,IND,NE,1,1,,,,,,,,1,,,,,,,,7.24,79,6.50,-0.74
Dennis Gardeck,2561200,LB,ARI,@DET,3,1,,,,,,,,,,,,,,,,1.68,80,5.90,4.22
Jaylon Smith,2555310,LB,NYG,DAL,3,1,,,,,,,,,,,,,,,,2.36,81,5.90,3.54
Elandon Roberts,2556119,LB,MIA,NYJ,1,5,,,,,,,,,,,,,,,,6.42,82,5.70,-0.72
Damien Wilson,2552686,LB,JAX,HOU,2,2,,,,,,,,,,,,,1,,,11.22,83,5.50,-5.72
Drue Tranquill,2562765,LB,LAC,KC,2,1,,,,,1,,,,,,,,,,,9.15,84,5.20,-3.95
Anthony Walker,2558851,LB,CLE,LV,3,,,,,,,,,,,,,,,,,12.19,85,5.10,-7.09
Duke Riley,2557967,LB,MIA,NYJ,2,2,,,,,,,,,,,,,,,,7.13,86,5.00,-2.13
Malcolm Smith,2499278,LB,CLE,LV,2,2,,,,,,,,,,,,,,,,3.24,87,5.00,1.76
Preston Smith,2552276,LB,GB,@BAL,2,1,,,,,,,,,,,,,1,,,5.54,88,4.70,-0.84
Dont'a Hightower,2533057,LB,NE,@IND,1,3,,,,,,,,,,,,,,,,7.62,89,4.10,-3.52
Robert Spillane,2561596,LB,PIT,TEN,1,3,,,,,,,,,,,,,,,,1.40,90,4.10,2.7
Rashan Gary,2562376,LB,GB,@BAL,1,1,,1,,,,,,,,,,,,,,6.52,91,4.00,-2.52
Jaelan Phillips,2566289,LB,MIA,NYJ,1,1,,1,,,,,,,,,,,,,,2.31,92,4.00,1.69
Harold Landry,2560784,LB,TEN,@PIT,2,,,,,,,,,,,,,,1,,,8.18,93,3.90,-4.28
Josh Allen,2562619,LB,JAX,HOU,2,,,,,,,,,,,,,,,,,5.94,94,3.40,-2.54
Demetrius Flannigan-Fowles,2563090,LB,SF,ATL,2,,,,,,,,,,,,,,,,,0.48,95,3.40,2.92
Julian Stanford,2535867,LB,CAR,@BUF,2,,,,,,,,,,,,,,,,,0.78,96,3.40,2.62
Justin Strnad,2563914,LB,DEN,CIN,2,,,,,,,,,,,,,,,,,8.24,97,3.40,-4.84
Justin Hollins,2562285,LB,LA,SEA,1,2,,,,,,,,,,,,,,,,3.31,98,3.30,-0.01
Cory Littleton,2556593,LB,LV,@CLE,,1,,,,,,,,,,,,1,,,,8.07,99,3.30,-4.77
Benardrick McKinney,2552490,LB,NYG,DAL,1,2,,,,,,,,,,,,,,,,3.95,100,3.30,-0.65
