PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Allen,2555365,QB,TEN,@CLE,,,,,,,,,,,,,0.00,29,1,0.00,0.0
Josh Allen,2560955,QB,BUF,CIN,265.74,2.17,0.8,36.9,0.64,,,,,0.01,,0.5,24.30,1,2,0.00,-24.3
Kyle Allen,2561177,QB,DET,DAL,,,,,,,,,,,,,0.00,30,3,0.00,0.0
Tyson Bagent,2570467,QB,CHI,@GB,,,,,,,,,,,,,0.00,31,4,0.00,0.0
Connor Bazelak,2574581,QB,TB,NO,,,,,,,,,,,,,0.00,32,5,0.00,0.0
Jason Bean,2573169,QB,FA,Bye,,,,,,,,,,,,,,33,6,0.00,
Stetson Bennett,2569939,QB,LAR,@ARI,,,,,,,,,,,,,0.00,34,7,0.00,0.0
Tim Boyle,2561187,QB,FA,Bye,,,,,,,,,,,,,,35,8,0.00,
Carter Bradley,2573208,QB,JAX,IND,,,,,,,,,,,,,0.00,36,9,0.00,0.0
Teddy Bridgewater,2543465,QB,TB,NO,,,,,,,,,,,,,0.00,37,10,0.00,0.0
Jacoby Brissett,2555261,QB,ARI,LAR,234.3,1.53,0.68,12.43,0.11,,,,,0.01,,0.71,14.68,19,11,0.00,-14.68
Max Brosmer,2574340,QB,MIN,WAS,,,,,,,,,,,,,0.00,38,12,0.00,0.0
Jake Browning,2562634,QB,CIN,@BUF,,,,,,,,,,,,,0.00,39,13,0.00,0.0
Shane Buechele,2566983,QB,BUF,CIN,,,,,,,,,,,,,0.00,40,14,0.00,0.0
Joe Burrow,2563722,QB,CIN,@BUF,232.14,1.82,0.74,11.3,0.09,,,,,0.01,,0.44,15.94,16,15,0.00,-15.94
Sean Clifford,2569762,QB,FA,Bye,,,,,,,,,,,,,,41,16,0.00,
Brady Cook,2574435,QB,NYJ,MIA,,,,,,,,,,,,,0.00,42,17,0.00,0.0
Kirk Cousins,2532820,QB,ATL,SEA,204.73,1.53,0.73,10.12,0.07,,,,,0.02,,0.95,12.50,27,18,0.00,-12.5
Andy Dalton,2495143,QB,CAR,Bye,,,,,,,,,,,,,,43,19,0.00,
Jayden Daniels,2572564,QB,WAS,@MIN,214.88,1.54,0.71,27.33,0.12,,,,,0.01,,0.45,15.95,15,20,0.00,-15.95
Sam Darnold,2561036,QB,SEA,@ATL,242.87,1.89,0.76,12.46,0.09,,,,,0.01,,0.49,16.62,13,21,0.00,-16.62
Jaxson Dart,2574419,QB,NYG,Bye,,,,,,,,,,,,,,44,22,0.00,
Hunter Dekkers,2574397,QB,NO,@TB,,,,,,,,,,,,,0.00,45,23,0.00,0.0
Tommy DeVito,2570578,QB,NE,Bye,,,,,,,,,,,,,,46,24,0.00,
Ben DiNucci,2563839,QB,FA,Bye,,,,,,,,,,,,,,47,25,0.00,
Joshua Dobbs,2558167,QB,NE,Bye,,,,,,,,,,,,,,48,26,0.00,
Sam Ehlinger,2566142,QB,DEN,@LV,,,,,,,,,,,,,0.00,49,27,0.00,0.0
Taylor Elgersma,2574129,QB,FA,Bye,,,,,,,,,,,,,,50,28,0.00,
Quinn Ewers,2574321,QB,MIA,@NYJ,,,,,,,,,,,,,0.00,51,29,0.00,0.0
