PlayerName,PlayerId,Pos,Team,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Daniel Carlson,2560993,K,LV,30,3,,10,12,12,6,,1,,1,163.00
Justin Tucker,2536340,K,BAL,32,,,7,9,13,6,,,,2,162.00
Matt Gay,2562271,K,LA,48,1,,6,15,7,4,,,,3,157.70
Chris Boswell,2550545,K,PIT,27,2,,9,8,11,8,,,1,4,156.00
Nick Folk,2507225,K,NE,42,5,,9,11,11,5,,,,5,156.00
Jake Elliott,2558172,K,PHI,44,,,7,10,10,3,,,,6,150.00
Evan McPherson,2565953,K,CIN,46,2,,5,8,6,9,,,,7,148.00
Matt Prater,2506677,K,ARI,47,2,,11,9,3,7,,,2,8,146.00
Tyler Bass,2563596,K,BUF,51,,,15,7,4,2,,,1,9,143.70
Greg Joseph,2561534,K,MIN,36,4,,8,11,7,7,,,1,10,143.00
Dustin Hopkins,2539227,K,LAC,40,4,1,8,6,13,2,,,,11,138.30
Harrison Butker,2558245,K,KC,47,2,,3,11,4,7,,,,12,134.00
Younghoe Koo,2559205,K,ATL,30,,,8,9,6,4,,,,13,129.20
Ryan Succop,89802,K,TB,56,3,,11,7,7,,,,1,14,128.00
Mason Crosby,2507232,K,GB,49,2,,9,9,4,3,,,4,15,125.70
Brandon McManus,2541556,K,DEN,33,1,,7,6,8,5,,1,,16,125.70
Graham Gano,71309,K,NYG,17,,,5,12,5,7,,,1,17,122.00
Randy Bullock,2533444,K,TEN,42,3,,5,12,8,1,,,,18,121.00
Greg Zuerlein,2534797,K,DAL,42,6,,5,15,7,2,,,1,19,121.00
Cairo Santos,2550636,K,CHI,27,1,,10,5,11,,,,,20,113.00
Jason Sanders,2561153,K,MIA,34,1,,6,7,8,2,,,2,21,110.00
Robbie Gould,2506264,K,SF,39,1,,6,4,7,3,,,,22,109.00
Jason Myers,2553112,K,SEA,44,3,,2,9,3,3,,,2,23,98.90
Mike Badgley,2560965,K,IND,40,1,,4,6,8,,,,1,24,98.00
Zane Gonzalez,2558178,K,CAR,22,1,,6,1,10,3,,,,25,96.70
Joey Slye,2563132,K,WAS,18,4,,9,5,5,4,,,,26,90.50
Chase McLaughlin,2563203,K,CLE,36,1,,3,4,4,4,,,,27,90.00
Matthew Wright,2562968,K,JAX,13,2,,7,7,3,4,,,,28,81.00
Riley Patterson,2567013,K,DET,16,,,3,6,4,,,,,29,60.70
Ka'imi Fairbairn,2556521,K,HOU,13,3,,4,5,2,4,,,,30,59.00
Brett Maher,2540243,K,NO,10,2,,4,8,4,,,,1,31,55.00
Matt Ammendola,2565555,K,NYJ,14,1,,5,6,2,,,,,32,52.00
Austin Seibert,2562729,K,DET,5,,,,4,5,1,,,,33,42.00
Rodrigo Blankenship,2564106,K,IND,7,1,,3,3,5,,,,1,34,41.00
Eddy Pineiro,2560842,K,NYJ,9,1,,2,2,3,1,,,,35,35.00
Brian Johnson,2566740,K,WAS,9,4,,5,3,1,1,,,,36,30.00
Lirim Hajrullahu,2563449,K,CAR,8,,,2,2,,,,,,37,21.70
Aldrick Rosas,2556771,K,DET,14,,,,,2,,,,1,38,21.00
Tristan Vizcaino,2562807,K,LAC,10,5,,3,2,1,,,,,39,15.70
Dominik Eberle,2565360,K,CAR,5,,,1,,,1,,,,40,13.00
Elliott Fry,2562897,K,CIN,4,1,,,3,1,,,,1,41,13.00
Ryan Santoso,2561269,K,LA,6,2,,3,1,,,,,,42,12.00
Chris Blewitt,2562800,K,CLE,2,,,,,1,1,,,,43,11.00
Chris Naggar,2565744,K,FA,1,1,,,1,,,,,,44,1.00
Roberto Aguayo,2555408,K,FA,,,,,,,,,,,45,0.00
Dan Bailey,2495259,K,FA,,,,,,,,,,,46,0.00
Chandler Catanzaro,2550325,K,FA,,,,,,,,,,,47,0.00
Sam Ficken,2557430,K,TEN,,,,,,,,,,,48,0.00
Kai Forbath,2495150,K,FA,,,,,,,,,,,49,0.00
Stephen Gostkowski,2506922,K,FA,,,,,,,,,,,50,0.00
Stephen Hauschka,2507374,K,FA,,,,,,,,,,,51,0.00
Ty Long,2553555,K,LAC,,,,,,,,,,,52,0.00
Wil Lutz,2556601,K,NO,,,,,,,,,,,53,0.00
Austin MacGinnis,2563452,K,FA,,,,,,,,,,,54,0.00
Tucker McCann,2565462,K,FA,,,,,,,,,,,55,0.00
JJ Molson,2565550,K,GB,,,,,,,,,,,56,0.00
Quinn Nordin,2565684,K,NE,,,,,,,,,,,57,0.00
Mike Nugent,2506386,K,FA,,,,,,,,,,,58,0.00
Giorgio Tavecchio,2535686,K,FA,,,,,,,,,,,59,0.00
Jake Verity,2566731,K,BAL,,,,,,,,,,,60,0.00
Brandon Wright,2564247,K,FA,,,,,,,,,,,61,0.00
Josh Lambo,2553833,K,FA,5,2,,,,,,,,,62,-1.00
Cody Parkey,2550380,K,FA,3,2,,,,,,,,,63,-3.00
Alex Kessman,2566484,K,FA,,2,,,,,,,,,64,-6.00
