PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Kenny Moore II,2558976,DB,IND,82,20,1,6,4,1,,,,,,,,13,1,78,,1,219.50
Derwin James,2560760,DB,LAC,75,43,2,7,2,3,,,,,,,,5,7,20,,2,210.57
Minkah Fitzpatrick,2560725,DB,PIT,84,40,,1,2,1,1,,,,,,,7,,18,-1,3,205.87
Harrison Smith,2532948,DB,MIN,83,31,3,3,1,1,,,,,,,,7,5,10,,4,203.73
Jalen Thompson,2563339,DB,ARI,79,42,,3,3,,,,,,,,,7,2,49,,5,203.03
Xavier Woods,2558159,DB,MIN,72,36,1,1,3,2,,,,,,,,10,1,54,,6,199.50
Logan Ryan,2540162,DB,NYG,77,40,1,2,,2,1,,,,,,,8,3,,,7,197.40
Kevin Byard,2555158,DB,TEN,57,31,1,1,5,2,1,1,1,,,,,13,4,66,30,8,196.40
Jordan Poyer,2539290,DB,BUF,66,27,3,8,5,,,,,,,,,9,3,87,,9,196.20
Jayron Kearse,2555156,DB,DAL,67,34,1,9,2,,1,,,,,,,10,6,34,1,10,193.77
Jalen Ramsey,2555280,DB,LA,62,15,,9,4,1,1,,,,,,,16,1,41,8,11,191.53
Jeremy Chinn,2563632,DB,CAR,75,32,1,6,1,1,1,,,,,,,5,5,,18,12,187.70
J.C. Jackson,2560754,DB,NE,44,14,,2,8,1,,1,,,,,,23,,92,,13,185.07
Trevon Diggs,2563836,DB,DAL,43,9,,,11,,,2,,,,,,21,,142,,14,184.03
Budda Baker,2558009,DB,ARI,63,35,2,6,3,,1,,,,,,,7,3,101,5,15,182.13
Vonn Bell,2555530,DB,CIN,64,33,0.5,5,1,3,1,,,,,,,8,1,15,,16,179.70
Tracy Walker III,2560913,DB,DET,74,34,1,3,1,,,,,,,,,6,1,5,,17,178.67
Justin Simmons,2555550,DB,DEN,60,20,1.5,4,5,,,,,,,,,12,2,76,,18,178.03
Xavier McKinney,2564766,DB,NYG,59,34,,1,5,,,1,,,,,,10,,64,,19,177.63
Kyle Dugger,2564601,DB,NE,70,22,,5,4,,1,,,,,,,5,2,100,,20,175.93
Adrian Phillips,2550842,DB,NE,56,36,,3,4,1,,1,,,,,,9,1,39,,21,174.30
Johnathan Abram,2562616,DB,LV,64,52,,5,1,,1,,,,,,,4,3,6,,22,174.10
A.J. Terrell,2563527,DB,ATL,52,29,1,3,3,1,,,,,,,,16,1,42,,23,174.00
Anthony Brown,2555531,DB,DAL,59,12,,1,3,1,,1,,,,,,17,,45,,24,173.40
Quandre Diggs,2552262,DB,SEA,66,28,,1,5,,,,,,,,,7,,68,,25,173.37
Antoine Winfield Jr.,2565261,DB,TB,62,26,2,4,2,2,3,,,,,,,6,3,30,9,26,171.00
Bryce Hall,2564796,DB,NYJ,66,13,0.5,4,,,,,,,,,,16,2,,,27,170.60
Micah Hyde,2539240,DB,BUF,53,21,1,4,5,1,2,1,,,,,,10,2,59,16,28,170.40
Adrian Amos,2552385,DB,GB,75,18,,,2,,,,,,,,,8,,,,29,168.90
Taylor Rapp,2562707,DB,LA,64,30,1.5,2,4,,1,,,,,,,5,3,31,,30,168.83
Kendall Fuller,2555349,DB,WAS,64,13,1,2,1,,,,,,,,,16,1,,,31,168.20
Desmond King,2557927,DB,HOU,68,25,,1,3,1,,,,,,,,6,,25,,32,166.93
Jordan Fuller,2564340,DB,LA,63,50,,1,1,,,,,,,,,5,,34,,33,165.73
Terrell Edmunds,2560712,DB,PIT,63,26,1,8,2,,,,,,,,,6,1,15,,34,164.90
Nasir Adderley,2562617,DB,LAC,69,30,0.5,3,,1,1,,,,,,,5,2,,,35,164.80
Marshon Lattimore,2558061,DB,NO,55,13,,,3,,1,,,,,,,19,,35,1,36,164.10
Rasul Douglas,2558168,DB,GB,52,5,,1,5,1,,2,,,,,,13,,105,,37,158.90
L'Jarius Sneed,2564304,DB,KC,57,19,1,7,2,1,1,,,,,,,8,2,2,,38,157.17
Chuck Clark,2558248,DB,BAL,49,31,1,3,2,,,1,,,,,,12,1,17,,39,156.67
Tyrann Mathieu,2540180,DB,KC,60,16,1,2,3,,3,1,,,,,,6,2,56,14,40,155.63
Xavien Howard,2555539,DB,MIA,39,11,1,,5,2,2,1,1,,,,,16,1,54,49,41,155.53
Kamren Curl,2565270,DB,WAS,62,37,1,2,,,1,,,,,,,5,3,,,42,155.00
Jessie Bates,2560970,DB,CIN,67,21,,3,1,,1,,,,,,,4,1,65,46,43,153.90
D.J. Reed,2560850,DB,SEA,62,16,,,2,,1,,,,,,,10,,9,,44,151.50
Byron Murphy,2562318,DB,ARI,49,15,0.5,,4,1,1,1,,,,,,12,1,49,,45,150.93
Jordan Whitehead,2560930,DB,TB,58,15,,5,2,1,,,,,,,,8,1,24,,46,149.90
Taron Johnson,2560766,DB,BUF,53,23,3,4,1,1,,,,,,,,8,3,4,,47,149.13
Avonte Maddox,2560795,DB,PHI,53,20,0.5,5,1,2,,,,,,,,9,3,-1,,48,149.07
Chidobe Awuzie,2557840,DB,CIN,53,11,,4,2,,,,,,,,,14,,42,,49,148.30
Landon Collins,2552454,DB,WAS,51,30,3,7,2,1,2,,,,,,,2,2,3,23,50,146.57
Jamal Adams,2557979,DB,SEA,56,31,,4,2,,,,,,,,,5,2,,,51,146.50
Will Harris,2562395,DB,DET,62,31,0.5,,,1,,,,,,,,4,1,,,52,145.20
Jourdan Lewis,2557920,DB,DAL,47,14,1.5,1,3,1,2,,,,,,,11,3,88,10,53,143.87
Pat Surtain II,2566043,DB,DEN,45,13,,1,4,,,1,,,,,,14,,70,,54,143.73
Malcolm Jenkins,79848,DB,NO,53,26,1,3,1,1,,1,,,,,,5,2,34,,55,143.03
