PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Cameron Heyward,2508109,DL,PIT,53,36,10,15,1,1,1,,,,,,,9,17,,,1,200.40
Aaron Donald,2543485,DL,LA,38,46,12.5,19,,4,,,,,,,,4,25,,,2,191.40
Nick Bosa,2562629,DL,SF,40,12,15.5,21,,4,,,,,,,,1,32,,,3,172.60
Christian Wilkins,2562782,DL,MIA,49,40,4.5,10,,1,1,,,,,,,4,13,,9,4,165.20
Myles Garrett,2557965,DL,CLE,33,18,16,17,,1,1,,1,,,,,3,33,,15,5,161.00
Cameron Jordan,2495184,DL,NO,38,21,12.5,13,,2,,,,,,,,6,22,,,6,158.90
Maxx Crosby,2562439,DL,LV,36,20,8,13,,,,,,,,,,7,30,,,7,145.20
Jeffery Simmons,2562733,DL,TEN,42,12,8.5,12,,,,,,,,,,6,16,,,8,139.00
Joey Bosa,2555249,DL,LAC,36,15,10.5,5,,7,,,,,,,,,20,,,9,136.20
DeForest Buckner,2555275,DL,IND,40,28,7,10,,,,,,,,,,3,18,,,10,135.90
Leonard Williams,2552486,DL,NYG,34,47,6.5,5,,2,1,,,,,,,2,14,,,11,135.90
Sam Hubbard,2560745,DL,CIN,33,29,7.5,12,,1,2,,,,,,,3,17,,43,12,135.23
Emmanuel Ogbah,2555278,DL,MIA,26,15,9,9,,1,1,,,,,,,12,24,,,13,134.20
Brian Burns,2562242,DL,CAR,31,19,9,13,,2,,,,,,,,4,18,,,14,131.40
Charles Harris,2558001,DL,DET,34,31,7.5,10,,2,,,,,,,,,16,,,15,127.60
Jonathan Allen,2557844,DL,WAS,31,31,9,10,,,,,,,,,,,30,,,16,125.50
Greg Rousseau,2565875,DL,BUF,42,8,4,8,1,1,,,,,,,,4,10,3,,17,119.90
Javon Hargrave,2555239,DL,PHI,27,36,7.5,9,,1,,,,,,,,1,18,,,18,118.20
Trey Hendrickson,2557943,DL,CIN,21,13,14,12,,3,,,,,,,,,27,,,19,116.10
D.J. Wonnum,2564583,DL,MIN,29,18,8,7,,1,,,,,,,,4,15,,,20,111.20
D.J. Jones,2558265,DL,SF,40,16,2,10,,2,,,,,,,,1,3,,,21,110.80
Quinnen Williams,2562599,DL,NYJ,36,17,6,7,,,,,,,,,,3,12,,,22,110.80
Carlos Dunlap,496780,DL,SEA,24,11,8.5,8,,1,,,,,1,,,7,14,,,23,110.60
Rasheem Green,2560998,DL,SEA,27,21,6.5,6,,,,,,,,1,1,4,15,,,24,109.20
Austin Johnson,2556368,DL,NYG,31,41,3.5,6,,,1,,,,,,,1,7,,,25,108.50
Jadeveon Clowney,2543456,DL,CLE,24,13,9,11,,2,,,,,,,,2,19,,,26,107.20
Daron Payne,2560834,DL,WAS,35,26,4.5,6,,,1,,,,,,,,15,,6,27,107.00
Zach Sieler,2561129,DL,MIA,33,29,2,6,,1,2,,,,,,,3,3,,,28,106.80
Zach Allen,2562219,DL,ARI,29,18,3,5,1,,3,,1,,,,,4,13,25,26,29,105.90
Chris Wormley,2557862,DL,PIT,29,22,7,6,,1,,,,,,,,3,10,,,30,105.90
Larry Ogunjobi,2557836,DL,CIN,29,20,7,12,,,,,,,,,,,16,,,31,105.30
Arik Armstead,2552493,DL,SF,29,34,6,7,,,,,,,,,,,11,,,32,104.50
Denico Autry,2550646,DL,TEN,25,6,9,10,,,,,,,,,,6,18,,,33,104.30
Shelby Harris,2549926,DL,DEN,24,25,6,7,,1,,,,,,,2,2,11,,,34,103.30
Marcus Davenport,2561037,DL,NO,23,16,9,9,,3,1,,,,,,,,16,,1,35,102.93
Ed Oliver,2562322,DL,BUF,29,12,4,10,,1,,,,,,,,3,14,,,36,99.90
