PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,,25,1,0.00,
Brandon Aubrey,2571750,K,DAL,CIN,2.8,0.12,,0.52,0.52,0.41,0.29,,,0.06,8.59,3,2,0.00,-8.59
Mike Badgley,2560965,K,DET,GB,,,,,,,,,,,0.00,26,3,0.00,0.0
Tyler Bass,2563596,K,BUF,@LAR,2.77,0.13,,0.44,0.57,0.44,0.25,,,0.06,8.36,6,4,0.00,-8.36
Jake Bates,2571759,K,DET,GB,2.92,0.19,,0.37,0.5,0.5,0.19,,,0.06,7.85,10,5,0.00,-7.85
Chris Boswell,2550545,K,PIT,CLE,2.04,0.12,,0.41,0.52,0.41,0.29,,,,7.56,11,6,0.00,-7.56
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,,27,7,0.00,
Harrison Butker,2558245,K,KC,LAC,,,,,,,,,,,0.00,28,8,0.00,0.0
Anders Carlson,2569750,K,NYJ,@MIA,,,,,,,,,,,0.00,29,9,0.00,0.0
Daniel Carlson,2560993,K,LV,@TB,1.97,0.05,,0.44,0.49,0.38,0.27,,,,7.48,14,10,0.00,-7.48
Cameron Dicker,2568435,K,LAC,@KC,2.2,0.11,,0.38,0.49,0.44,0.27,,,0.05,7.54,13,11,0.00,-7.54
Jake Elliott,2558172,K,PHI,CAR,2.68,0.13,,0.46,0.52,0.52,0.26,,,0.07,8.54,4,12,0.00,-8.54
Ka'imi Fairbairn,2556521,K,HOU,Bye,,,,,,,,,,,,30,13,0.00,
Nick Folk,2507225,K,TEN,JAX,1.88,0.11,,0.46,0.51,0.46,0.17,,,0.06,7.09,18,14,0.00,-7.09
Graham Gano,71309,K,NYG,NO,1.77,0.11,,0.43,0.48,0.43,0.16,,,0.05,6.64,22,15,0.00,-6.64
Matt Gay,2562271,K,IND,Bye,,,,,,,,,,,,31,16,0.00,
Zane Gonzalez,2558178,K,WAS,Bye,,,,,,,,,,,,32,17,0.00,
Blake Grupe,2571234,K,NO,@NYG,2.17,0.11,,0.4,0.51,0.4,0.29,,,0.06,7.56,12,18,0.00,-7.56
Alex Hale,2573890,K,GB,@DET,,,,,,,,,,,0.00,33,19,0.00,0.0
Lucas Havrisik,2569534,K,FA,Bye,,,,,,,,,,,,34,20,0.00,
Dustin Hopkins,2539227,K,CLE,@PIT,2.17,0.11,,0.37,0.48,0.42,0.21,,,0.05,7.07,19,21,0.00,-7.07
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,,35,22,0.00,
Joshua Karty,2572201,K,LAR,BUF,2.45,0.11,,0.4,0.46,0.46,0.17,,,0.06,7.33,17,23,0.00,-7.33
Younghoe Koo,2559205,K,ATL,@MIN,2.3,0.06,,0.47,0.53,0.41,0.35,,,,8.51,5,24,0.00,-8.51
Cam Little,2572147,K,JAX,@TEN,2.05,0.1,,0.34,0.49,0.34,0.15,,,,6.35,23,25,0.00,-6.35
Wil Lutz,2556601,K,DEN,Bye,,,,,,,,,,,,36,26,0.00,
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,,37,27,0.00,
Jude McAtamney,2573503,K,NYG,NO,,,,,,,,,,,0.00,38,28,0.00,0.0
Chase McLaughlin,2563203,K,TB,LV,2.19,0.12,,0.44,0.56,0.5,0.25,,,0.06,8.02,9,29,0.00,-8.02
Brandon McManus,2541556,K,GB,@DET,2.25,0.25,,0.25,0.5,0.5,0.25,,,,7.00,21,30,0.00,-7.0
Evan McPherson,2565953,K,CIN,@DAL,3,0.12,,0.44,0.5,0.56,0.31,,,,9.25,2,31,0.00,-9.25
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,39,32,0.00,
Jake Moody,2570308,K,SF,CHI,2.87,0.18,,0.42,0.54,0.42,0.24,,,0.06,8.03,8,33,0.00,-8.03
Jason Myers,2553112,K,SEA,@ARI,2.23,0.12,,0.41,0.53,0.47,0.18,,,0.06,7.41,15,34,0.00,-7.41
Brayden Narveson,2573470,K,FA,Bye,,,,,,,,,,,,40,35,0.00,
Riley Patterson,2567013,K,FA,Bye,,,,,,,,,,,,41,36,0.00,
Eddy Pineiro,2560842,K,CAR,@PHI,1.76,0.1,,0.31,0.41,0.31,0.21,,,,5.91,24,37,0.00,-5.91
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,42,38,0.00,
Matt Prater,2506677,K,ARI,SEA,,,,,,,,,,,0.00,43,39,0.00,0.0
Will Reichard,2572273,K,MIN,ATL,2.43,0.12,,0.35,0.52,0.4,0.17,,,0.06,7.07,20,40,0.00,-7.07
John Parker Romo,2569101,K,MIN,ATL,,,,,,,,,,,0.00,44,41,0.00,0.0
