PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Chad Ryland,2570125,K,ARI,SEA,,,,,,,,,,,0.00,45,42,0.00,0.0
Jason Sanders,2561153,K,MIA,NYJ,2.8,0.12,,0.43,0.49,0.43,0.24,,,0.06,8.06,7,43,0.00,-8.06
Cairo Santos,2550636,K,CHI,@SF,2.11,0.11,,0.4,0.46,0.46,0.23,,,,7.35,16,44,0.00,-7.35
Austin Seibert,2562729,K,WAS,Bye,,,,,,,,,,,,46,45,0.00,
Spencer Shrader,2573175,K,KC,LAC,2.03,,,0.2,0.81,1.01,0.2,,,0.2,9.90,1,46,0.00,-9.9
Joey Slye,2563132,K,NE,Bye,,,,,,,,,,,,47,47,0.00,
Charlie Smyth,2572330,K,NO,@NYG,,,,,,,,,,,0.00,48,48,0.00,0.0
Justin Tucker,2536340,K,BAL,Bye,,,,,,,,,,,,49,49,0.00,
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,50,50,0.00,
Matthew Wright,2562968,K,KC,LAC,,,,,,,,,,,0.00,51,51,0.00,0.0
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,52,52,0.00,
Greg Zuerlein,2534797,K,NYJ,@MIA,,2.47,,,,,,,,0.06,-7.47,53,53,0.00,7.47
