PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
C.J. Gardner-Johnson,2562588,DB,PHI,@IND,11,,,1,,,,,,,,,,,,,,10.48,1,20.20,9.72
Jaquan Brisker,2567370,DB,CHI,@ATL,7,4,,1,,1,,,,,,,,,,,,10.72,2,20.10,9.38
C.J. Henderson,2564199,DB,CAR,@BAL,10,,,1,,,,,,,,,,,,,,7.44,3,18.50,11.06
Budda Baker,2558009,DB,ARI,SF,8,2,,,,,,,,,,,,1,,,,0.00,4,17.70,17.7
Cam Taylor-Britt,2567454,DB,CIN,@PIT,9,3,,,,,,,,,,,,,,,,8.68,5,17.70,9.02
Charvarius Ward,2561417,DB,SF,@ARI,9,1,,1,,,,,,,,,,,,,,10.23,6,17.60,7.37
Kyle Dugger,2564601,DB,NE,NYJ,4,3,1,2,,,,,,,,,,1,1,,,7.56,7,17.20,9.64
Kendall Fuller,2555349,DB,WAS,@HOU,2,2,,,1,,,1,,,,,,1,,37,,8.85,8,16.23,7.38
Rasul Douglas,2558168,DB,GB,TEN,4,1,,1,1,,,,,,,,,1,,22,,10.29,9,15.83,5.54
Andrew Booth,2567904,DB,MIN,DAL,9,,,,,,,,,,,,,,,,,7.40,10,15.30,7.9
John Johnson,2558183,DB,CLE,@BUF,8,2,,,,,,,,,,,,,,,,9.16,11,15.20,6.04
Damarri Mathis,2567529,DB,DEN,LV,7,1,,,,,,,,,,,,1,,,,9.88,12,15.20,5.32
L'Jarius Sneed,2564304,DB,KC,@LAC,5,,,1,,,,,,,,,,2,,,,10.48,13,15.00,4.52
Julian Love,2562414,DB,NYG,DET,5,3,,1,,,,,,,,,,1,,,,11.90,14,14.90,3.0
Levi Wallace,2560914,DB,PIT,CIN,3,1,,,1,,,,,,,,,2,,3,,3.47,15,14.50,11.03
Will Harris,2562395,DB,DET,@NYG,5,3,,,,1,,,,,,,,,,,,4.62,16,14.40,9.78
Samuel Womack,2568219,DB,SF,@ARI,3,1,,,1,,,,,,,,,2,,,,1.39,17,14.40,13.01
DeShon Elliott,2560715,DB,DET,@NYG,8,,,,,,,,,,,,,,1,,,9.47,18,14.10,4.63
Jayron Kearse,2555156,DB,DAL,@MIN,4,1,1,1,,,,,,,,,,1,1,,,10.16,19,14.10,3.94
Desmond King,2557927,DB,HOU,WAS,6,4,,,,,,,,,,,,,1,,,8.50,20,13.90,5.4
Jeremy Chinn,2563632,DB,CAR,@BAL,7,2,,,,,,,,,,,,,,,,9.05,21,13.50,4.45
Eddie Jackson,2558176,DB,CHI,@ATL,6,1,,,,,,,,,,,,1,,,,12.22,22,13.50,1.28
Adrian Amos,2552385,DB,GB,TEN,6,4,,,,,,,,,,,,,,,,9.81,23,13.40,3.59
Derwin James,2560760,DB,LAC,KC,4,3,1,1,,,,,,,,,,,1,,,10.88,24,13.20,2.32
Jordan Whitehead,2560930,DB,NYJ,@NE,6,,,2,,,,,,,,,,,,,,9.70,25,13.20,3.5
Jerry Jacobs,2566896,DB,DET,@NYG,6,,,,,,,,,,,,,1,,,,7.19,26,12.70,5.51
Jimmie Ward,2543741,DB,SF,@ARI,3,2,,,1,,,,,,,,,1,,,,7.14,27,12.70,5.56
Kerby Joseph,2567550,DB,DET,@NYG,3,,,,1,,,,,,,,,1,,38,,10.44,28,12.37,1.93
Darren Hall,2565821,DB,ATL,CHI,7,,,,,,,,,,,,,,,,,8.59,29,11.90,3.31
Camryn Bynum,2566295,DB,MIN,DAL,6,2,,,,,,,,,,,,,,,,8.69,30,11.80,3.11
Jonathan Owens,2561255,DB,HOU,WAS,4,6,,,,,,,,,,,,,,,,10.93,31,11.60,0.67
Harrison Smith,2532948,DB,MIN,DAL,5,2,,1,,,,,,,,,,,,,,11.72,32,11.60,-0.12
Rodney McLeod,2534832,DB,IND,PHI,3,3,,1,,,,,,,,,,1,,,,9.34,33,11.50,2.16
Patrick Peterson,2495504,DB,MIN,DAL,5,,,2,,,,,,,,,,,,,,9.68,34,11.50,1.82
Marcus Peters,2552488,DB,BAL,CAR,4,1,,,,1,,,,,,,,,,,,8.17,35,11.10,2.93
Darrick Forrest,2566598,DB,WAS,@HOU,2,2,,,1,,,,,,,,,1,,,,10.28,36,11.00,0.72
Arthur Maulet,2559087,DB,PIT,CIN,6,1,,,,,,,,,,,,,,,,7.77,37,11.00,3.23
Alontae Taylor,2567979,DB,NO,LA,5,,,,,,,,,,,,,1,,,,9.28,38,11.00,1.72
Tyrann Mathieu,2540180,DB,NO,LA,4,2,,,,,,,,,,,,1,,,,8.61,39,10.90,2.29
Bryce Callahan,2553500,DB,LAC,KC,6,,,,,,,,,,,,,,1,,,3.68,40,10.70,7.02
Kyler Gordon,2567391,DB,CHI,@ATL,4,3,,1,,,,,,,,,,,,,,9.60,41,10.70,1.1
Kevin Byard,2555158,DB,TEN,@GB,6,,,,,,,,,,,,,,,,,9.37,42,10.20,0.83
Cordale Flott,2567997,DB,NYG,DET,2,1,,,,1,,,,,,,,1,,,,1.85,43,10.20,8.35
D.J. Reed,2560850,DB,NYJ,@NE,6,,,,,,,,,,,,,,,,,9.63,44,10.20,0.57
Anthony Brown,2555531,DB,DAL,@MIN,3,,,,,,,,,,,,,2,,,,0.00,45,10.10,10.1
Michael Carter II,2565717,DB,NYJ,@NE,4,1,,,,,,,,,,,,1,,,,8.62,46,10.10,1.48
Jalen Ramsey,2555280,DB,LA,@NO,5,2,,,,,,,,,,,,,,,,10.15,47,10.10,-0.05
Joshua Williams,2567814,DB,KC,@LAC,5,2,,,,,,,,,,,,,,,,4.58,48,10.10,5.52
Marco Wilson,2566439,DB,ARI,SF,3,,,,,,,,,,,,,2,,,,8.12,49,10.10,1.98
Paulson Adebo,2566346,DB,NO,LA,5,,,1,,,,,,,,,,,,,,10.46,50,10.00,-0.46
Martin Emerson,2567466,DB,CLE,@BUF,4,4,,,,,,,,,,,,,,,,10.66,51,10.00,-0.66
Taron Johnson,2560766,DB,BUF,CLE,4,4,,,,,,,,,,,,,,,,9.65,52,10.00,0.35
Bobby McCain,2552434,DB,WAS,@HOU,5,1,,,,,,,,,,,,,1,,,9.09,53,9.80,0.71
Jordan Poyer,2539290,DB,BUF,CLE,2,3,,1,,,,,,,,,,1,,,,8.84,54,9.80,0.96
Marcus Epps,2562946,DB,PHI,@IND,2,3,,,,1,,,,,,,,,,,,9.35,55,9.30,-0.05
Jaylinn Hawkins,2563500,DB,ATL,CHI,1,2,,,1,,,,,,,,,1,,,,8.84,56,9.30,0.46
Talanoa Hufanga,2566529,DB,SF,@ARI,5,1,,,,,,,,,,,,,,,,10.81,57,9.30,-1.51
Kamren Curl,2565270,DB,WAS,@HOU,4,3,,,,,,,,,,,,,,,,10.38,58,9.20,-1.18
Brandon Facyson,2560719,DB,IND,PHI,2,1,,,,,,,,,,,,2,,,,2.91,59,9.20,6.29
Taylor Rapp,2562707,DB,LA,@NO,3,2,,,,,,,,,,,,1,,,,8.88,60,9.20,0.32
Julian Blackmon,2564103,DB,IND,PHI,4,1,,1,,,,,,,,,,,,,,2.67,61,9.10,6.43
Tyler Hall,2563497,DB,LV,@DEN,3,,1,1,,,,,,,,,,,1,,,0.00,62,9.10,9.1
Roger McCreary,2567655,DB,TEN,@GB,4,1,,1,,,,,,,,,,,,,,10.44,63,9.10,-1.34
Deommodore Lenoir,2566535,DB,SF,@ARI,3,1,,2,,,,,,,,,,,,,,8.58,64,8.90,0.32
Kyle Hamilton,2567274,DB,BAL,CAR,4,,,1,,,,,,,,,,,1,,,5.27,65,8.80,3.53
Marlon Humphrey,2558067,DB,BAL,CAR,,2,,,1,,1,,,,,,,1,,,,9.05,66,8.60,-0.45
Grant Delpit,2563773,DB,CLE,@BUF,4,2,,,,,,,,,,,,,,,,10.45,67,8.40,-2.05
Dane Jackson,2563614,DB,BUF,CLE,3,1,,,,,,,,,,,,1,,,,9.24,68,8.40,-0.84
Josiah Scott,2564229,DB,PHI,@IND,2,,,,,,,,,,,,,2,,,,6.85,69,8.40,1.55
