PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Maxx Crosby,2562439,DL,LV,@DEN,5,1,2,2,,1,,,,,,,1,,3,,,9.37,1,24.30,14.93
Trey Hendrickson,2557943,DL,CIN,@PIT,4,1,2,2,,,,,,,,,,1,4,,,4.38,2,19.10,14.72
Chris Jones,2556369,DL,KC,@LAC,5,,2,3,,,,,,,,,,,4,,,4.86,3,19.00,14.14
John Cominsky,2562249,DL,DET,@NYG,3,,1,2,,,,,,,,,1,1,1,,,3.09,4,16.10,13.01
Jonathan Allen,2557844,DL,WAS,@HOU,3,,2,3,,,,,,,,,,,4,,,7.39,5,15.60,8.21
Cameron Heyward,2508109,DL,PIT,CIN,4,3,1,2,,,,,,,,,,,2,,,6.61,6,15.20,8.59
Arnold Ebiketie,2567238,DL,ATL,CHI,5,1,1,2,,,,,,,,,,,1,,,5.16,7,14.80,9.64
Dorance Armstrong,2560959,DL,DAL,@MIN,3,,2,2,,,1,,,,,,,,3,,,5.07,8,14.60,9.53
Michael Danna,2564262,DL,KC,@LAC,3,1,2,2,,,,,,,,,,,2,,,3.04,9,13.90,10.86
Alim McNeill,2566061,DL,DET,@NYG,3,1,1,3,,,,,,,,,,,3,,,4.52,10,13.90,9.38
Carl Granderson,2562273,DL,NO,LA,3,4,1.5,1,,,,,,,,,,,2,,,5.07,11,13.80,8.73
Deatrich Wise,2558000,DL,NE,NYJ,2,3,1,2,,,,,,,,,,1,1,,,6.73,12,13.80,7.07
Montez Sweat,2562749,DL,WAS,@HOU,3,,2,2,,,,,,,,,,,2,,,5.34,13,13.10,7.76
Harrison Phillips,2560840,DL,MIN,DAL,6,1,,1,,,,,,,,,,,,,,5.19,14,12.50,7.31
Ed Oliver,2562322,DL,BUF,CLE,3,2,,3,,,,,,,,,,,1,,,5.09,15,11.70,6.61
Greg Gaines,2562391,DL,LA,@NO,2,,2,2,,,,,,,,,,,2,,,4.53,16,11.40,6.87
Brian Burns,2562242,DL,CAR,@BAL,2,3,1,2,,,,,,,,,,,1,,,7.35,17,11.30,3.95
Yannick Ngakoue,2555421,DL,IND,PHI,2,1,1.5,,,1,,,,,,,,,1,,,4.04,18,11.20,7.16
Aidan Hutchinson,2567547,DL,DET,@NYG,1,2,,,1,,1,,,,,,,1,,20,,6.27,19,10.97,4.7
Micheal Clemons,2568024,DL,NYJ,@NE,4,,1,1,,,,,,,,,,,1,,,1.93,20,10.80,8.87
Daron Payne,2560834,DL,WAS,@HOU,2,1,1,1,,,,,,,,,,1,1,,,7.17,21,10.70,3.53
Quinnen Williams,2562599,DL,NYJ,@NE,3,2,1,1,,,,,,,,,,,1,,,6.24,22,10.70,4.46
Nick Bosa,2562629,DL,SF,@ARI,3,,1,1,,,,,,,,,,,4,,,7.18,23,10.60,3.42
Milton Williams,2566418,DL,PHI,@IND,2,2,1,2,,,,,,,,,,,1,,,3.14,24,10.50,7.36
